,Report_Date,Cyprus_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
57,2020-03-19,67,74.86197303138731,431.7225021001157,True,58,60.077275097368776,796.8382779762369
58,2020-03-20,67,74.86197303138731,431.7225021001157,True,59,69.26361186610177,796.8382779762369
59,2020-03-21,84,74.86197303138731,431.7225021001157,True,60,79.71523893072981,796.8382779762369
60,2020-03-22,95,74.86197303138731,431.7225021001157,True,61,91.5621512549526,796.8382779762369
61,2020-03-23,116,74.86197303138731,431.7225021001157,True,62,104.93396511572656,796.8382779762369
62,2020-03-24,124,74.86197303138731,431.7225021001157,True,63,119.95512855671222,796.8382779762369
63,2020-03-25,132,74.86197303138731,431.7225021001157,True,64,136.73891891640633,796.8382779762369
64,2020-03-26,146,74.86197303138731,431.7225021001157,True,65,155.38027625098658,796.8382779762369
65,2020-03-27,162,74.86197303138731,431.7225021001157,True,66,175.94767341155574,796.8382779762369
66,2020-03-28,179,74.86197303138731,431.7225021001157,True,67,198.4744158832908,796.8382779762369
67,2020-03-29,214,74.86197303138731,431.7225021001157,True,68,222.94998061090976,796.8382779762369
68,2020-03-30,230,74.86197303138731,431.7225021001157,True,69,249.312211283961,796.8382779762369
69,2020-03-31,262,74.86197303138731,431.7225021001157,True,70,277.4413419061222,796.8382779762369
70,2020-04-01,320,74.86197303138731,431.7225021001157,True,71,307.15686667647367,796.8382779762369
71,2020-04-02,356,74.86197303138731,431.7225021001157,True,72,338.218162523045,796.8382779762369
72,2020-04-03,396,74.86197303138731,431.7225021001157,True,73,370.32947343464105,796.8382779762369
73,2020-04-04,426,74.86197303138731,431.7225021001157,True,74,403.14939498769235,796.8382779762369
74,2020-04-05,446,74.86197303138731,431.7225021001157,True,75,436.3044142379952,796.8382779762369
75,2020-04-06,465,74.86197303138731,431.7225021001157,True,76,469.4054690798482,796.8382779762369
76,2020-04-07,494,74.86197303138731,431.7225021001157,True,77,502.0660172949308,796.8382779762369
77,2020-04-08,526,74.86197303138731,431.7225021001157,True,78,533.9198588806388,796.8382779762369
78,2020-04-09,564,74.86197303138731,431.7225021001157,True,79,564.6369959742808,796.8382779762369
79,2020-04-10,595,74.86197303138731,431.7225021001157,True,80,593.9361327269531,796.8382779762369
80,2020-04-11,616,74.86197303138731,431.7225021001157,True,81,621.5929360461158,796.8382779762369
