,ds,yhat,yhat_lower,yhat_upper,y,y_hill,y_hill_b1,yhat_b1,yhat_b1_lower,yhat_b1_upper,current_date,fastest_growth_day,growth_stabilized,current_day,cap
0,2020-01-22,0.1448252552868957,-0.42492272913954543,0.7419011265727451,0.0,2.9998896160430544e-22,1.5027709076603575e-25,0.1131840785360149,-0.4429031881445869,0.6644313044204572,2020-04-10,66.81017319607018,True,80,15.169033605639367
1,2020-01-23,-0.026832879472016537,-0.600487222205007,0.5284652890633044,0.0,1.7009188547253175e-18,3.1083865747144015e-21,-0.0487447803205508,-0.6000249581345902,0.5066598699486713,2020-04-10,66.81017319607018,True,80,15.169033605639367
2,2020-01-24,-0.0332890628029106,-0.6145401787459541,0.5352471164195023,0.0,2.669230977830356e-16,1.0399774075127798e-18,-0.032757712359627614,-0.5361687538015378,0.5339901441374161,2020-04-10,66.81017319607018,True,80,15.169033605639367
3,2020-01-25,-0.11553486556250579,-0.6808100979545044,0.43870035678531044,0.0,9.644104686012425e-15,6.429501029473255e-17,-0.11099032804007422,-0.6772359661399004,0.427971593291109,2020-04-10,66.81017319607018,True,80,15.169033605639367
4,2020-01-26,-0.2929149034449526,-0.838835995014719,0.23920206202588873,0.0,1.5582754684643768e-13,1.5758096530827792e-15,-0.28292116244980087,-0.8078645948209983,0.2864734586637202,2020-04-10,66.81017319607018,True,80,15.169033605639367
5,2020-01-27,0.07207191022406202,-0.5004029296291647,0.632218749260577,0.0,1.51343745234089e-12,2.1511274905846266e-14,0.06498041635846728,-0.48963949354969416,0.6195941364368089,2020-04-10,66.81017319607018,True,80,15.169033605639367
6,2020-01-28,0.2526085220401575,-0.3374755597361331,0.8131939815647635,0.0,1.0345032239522787e-11,1.9607953984526915e-13,0.29768771407677797,-0.24535381124652889,0.8593958489280208,2020-04-10,66.81017319607018,True,80,15.169033605639367
7,2020-01-29,0.1450175842637646,-0.4748912763716831,0.7170307797905688,0.0,5.468147697701227e-11,1.3299016224129597e-12,0.11328171070781436,-0.4440000007814722,0.6642840599949864,2020-04-10,66.81017319607018,True,80,15.169033605639367
8,2020-01-30,-0.026600945743277135,-0.574884528380726,0.5731770559887455,0.0,2.3750187256204493e-10,7.1970584646216e-12,-0.0486253968757697,-0.5660222295762687,0.5510851916870181,2020-04-10,66.81017319607018,True,80,15.169033605639367
9,2020-01-31,-0.03300936909763093,-0.6284588505168464,0.5429615097806074,0.0,8.835325509434139e-10,3.259462600032377e-11,-0.03261173180209793,-0.5507708141228868,0.47238054698572585,2020-04-10,66.81017319607018,True,80,15.169033605639367
10,2020-02-01,-0.1151975774888075,-0.6841569619947364,0.44076772014424687,0.0,2.8996982071072873e-09,1.2780917108437218e-10,-0.11081182499336917,-0.6521440877360893,0.4387185529551185,2020-04-10,66.81017319607018,True,80,15.169033605639367
11,2020-02-02,-0.29250816175574645,-0.8900828487964849,0.26956974982882914,0.0,8.581096727351784e-09,4.449471158857276e-10,-0.282702891526351,-0.8568921698721101,0.27961404060393946,2020-04-10,66.81017319607018,True,80,15.169033605639367
12,2020-02-03,0.0725624064581557,-0.49027588900203717,0.6080241160535613,0.0,2.328067546857828e-08,1.4017376999863334e-09,0.06524731458730806,-0.5014368635248835,0.6140201489346424,2020-04-10,66.81017319607018,True,80,15.169033605639367
13,2020-02-04,0.25320001803838044,-0.2744080874986965,0.8022374614821031,0.0,5.865569261673612e-08,4.055781263365334e-09,0.29801407260050344,-0.23004312548719705,0.8333654025007491,2020-04-10,66.81017319607018,True,80,15.169033605639367
14,2020-02-05,0.1457308755322542,-0.4141349601930485,0.6847126661934553,0.0,1.386516721081106e-07,1.0905231316525977e-08,0.1136807756365562,-0.43810190968386015,0.6437823244678053,2020-04-10,66.81017319607018,True,80,15.169033605639367
15,2020-02-06,-0.025740782744474822,-0.5617605252169575,0.5508890341926493,0.0,3.100405854216864e-07,2.7508173860834157e-08,-0.048137428863776054,-0.5575867338312579,0.5363385006466471,2020-04-10,66.81017319607018,True,80,15.169033605639367
16,2020-02-07,-0.03197209603392112,-0.5711442088038652,0.5471034523580738,0.0,6.602633072124652e-07,6.560245498622915e-08,-0.032015056375545636,-0.5870741339683339,0.5160868129023177,2020-04-10,66.81017319607018,True,80,15.169033605639367
17,2020-02-08,-0.11394673211029122,-0.6578383899556619,0.4666457227532458,0.0,1.346620804709308e-06,1.488666006230975e-07,-0.11008222681989484,-0.6352325169046724,0.42132908125039414,2020-04-10,66.81017319607018,True,80,15.169033605639367
