,Report_Date,Suriname_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
42,2020-03-04,0,0,61.9594698048461,5.206571467472292,True,43,0.2985110468068669,10.413135326965602
43,2020-03-05,0,0,61.9594698048461,5.206571467472292,True,44,0.35737445499528614,10.413135326965602
44,2020-03-06,0,0,61.9594698048461,5.206571467472292,True,45,0.427354720840094,10.413135326965602
45,2020-03-07,0,0,61.9594698048461,5.206571467472292,True,46,0.5103429019757229,10.413135326965602
46,2020-03-08,0,0,61.9594698048461,5.206571467472292,True,47,0.608464623438932,10.413135326965602
47,2020-03-09,0,0,61.9594698048461,5.206571467472292,True,48,0.724072434962743,10.413135326965602
48,2020-03-10,0,0,61.9594698048461,5.206571467472292,True,49,0.8597196143304593,10.413135326965602
49,2020-03-11,0,0,61.9594698048461,5.206571467472292,True,50,1.0181085857098535,10.413135326965602
50,2020-03-12,0,0,61.9594698048461,5.206571467472292,True,51,1.202006600575256,10.413135326965602
51,2020-03-13,0,0,61.9594698048461,5.206571467472292,True,52,1.4141218313028447,10.413135326965602
52,2020-03-14,1,1,61.9594698048461,5.206571467472292,True,53,1.656935210903764,10.413135326965602
53,2020-03-15,1,1,61.9594698048461,5.206571467472292,True,54,1.932487901399529,10.413135326965602
54,2020-03-16,1,1,61.9594698048461,5.206571467472292,True,55,2.242131655779572,10.413135326965602
55,2020-03-17,1,1,61.9594698048461,5.206571467472292,True,56,2.586259419076457,10.413135326965602
56,2020-03-18,1,1,61.9594698048461,5.206571467472292,True,57,2.9640451012877223,10.413135326965602
57,2020-03-19,1,1,61.9594698048461,5.206571467472292,True,58,3.3732319850493773,10.413135326965602
58,2020-03-20,4,4,61.9594698048461,5.206571467472292,True,59,3.8100149156811187,10.413135326965602
59,2020-03-21,4,4,61.9594698048461,5.206571467472292,True,60,4.269058165778832,10.413135326965602
60,2020-03-22,5,5,61.9594698048461,5.206571467472292,True,61,4.743675976384487,10.413135326965602
61,2020-03-23,5,5,61.9594698048461,5.206571467472292,True,62,5.226176902388072,10.413135326965602
62,2020-03-24,7,7,61.9594698048461,5.206571467472292,True,63,5.70834131506291,10.413135326965602
63,2020-03-25,8,8,61.9594698048461,5.206571467472292,True,64,6.181972395517194,10.413135326965602
64,2020-03-26,8,8,61.9594698048461,5.206571467472292,True,65,6.639443905425682,10.413135326965602
65,2020-03-27,8,8,61.9594698048461,5.206571467472292,True,66,7.0741687831587505,10.413135326965602
66,2020-03-28,8,8,61.9594698048461,5.206571467472292,True,67,7.480930917716887,10.413135326965602
67,2020-03-29,8,8,61.9594698048461,5.206571467472292,True,68,7.856052056576287,10.413135326965602
68,2020-03-30,8,8,61.9594698048461,5.206571467472292,True,69,8.197397388859134,10.413135326965602
69,2020-03-31,9,9,61.9594698048461,5.206571467472292,True,70,8.50424845837183,10.413135326965602
70,2020-04-01,10,10,61.9594698048461,5.206571467472292,True,71,8.77708597645159,10.413135326965602
71,2020-04-02,10,10,61.9594698048461,5.206571467472292,True,72,9.017327503084648,10.413135326965602
72,2020-04-03,10,9,61.9594698048461,5.206571467472292,True,73,9.227058729659644,10.413135326965602
73,2020-04-04,10,9,61.9594698048461,5.206571467472292,True,74,9.408786352634271,10.413135326965602
74,2020-04-05,10,9,61.9594698048461,5.206571467472292,True,75,9.565228986026085,10.413135326965602
75,2020-04-06,10,9,61.9594698048461,5.206571467472292,True,76,9.699152671329967,10.413135326965602
76,2020-04-07,10,9,61.9594698048461,5.206571467472292,True,77,9.813250396682662,10.413135326965602
77,2020-04-08,10,6,61.9594698048461,5.206571467472292,True,78,9.910060702288348,10.413135326965602
78,2020-04-09,10,5,61.9594698048461,5.206571467472292,True,79,9.991918428306004,10.413135326965602
79,2020-04-10,10,5,61.9594698048461,5.206571467472292,True,80,10.060930264922678,10.413135326965602
80,2020-04-11,10,5,61.9594698048461,5.206571467472292,True,81,10.11896834378489,10.413135326965602
81,2020-04-12,10,5,61.9594698048461,5.206571467472292,True,82,10.167676162451539,10.413135326965602
82,2020-04-13,10,3,61.9594698048461,5.206571467472292,True,83,10.208482320725741,10.413135326965602
83,2020-04-14,10,3,61.9594698048461,5.206571467472292,True,84,10.242618671612476,10.413135326965602
84,2020-04-15,10,3,61.9594698048461,5.206571467472292,True,85,10.271140454294908,10.413135326965602
85,2020-04-16,10,3,61.9594698048461,5.206571467472292,True,86,10.294946751557442,10.413135326965602
86,2020-04-17,10,3,61.9594698048461,5.206571467472292,True,87,10.314800206283856,10.413135326965602
87,2020-04-18,10,3,61.9594698048461,5.206571467472292,True,88,10.331345365485335,10.413135326965602
88,2020-04-19,10,3,61.9594698048461,5.206571467472292,True,89,10.345125325959671,10.413135326965602
89,2020-04-20,10,3,61.9594698048461,5.206571467472292,True,90,10.356596562531614,10.413135326965602
90,2020-04-21,10,3,61.9594698048461,5.206571467472292,True,91,10.366141953410711,10.413135326965602
91,2020-04-22,10,3,61.9594698048461,5.206571467472292,True,92,10.374082098247182,10.413135326965602
92,2020-04-23,10,3,61.9594698048461,5.206571467472292,True,93,10.380685069001617,10.413135326965602
93,2020-04-24,10,2,61.9594698048461,5.206571467472292,True,94,10.386174753735862,10.413135326965602
94,2020-04-25,10,2,61.9594698048461,5.206571467472292,True,95,10.390737957547845,10.413135326965602
95,2020-04-26,10,2,61.9594698048461,5.206571467472292,True,96,10.394530419225767,10.413135326965602
96,2020-04-27,10,2,61.9594698048461,5.206571467472292,True,97,10.397681890989396,10.413135326965602
97,2020-04-28,10,2,61.9594698048461,5.206571467472292,True,98,10.400300414727878,10.413135326965602
98,2020-04-29,10,1,61.9594698048461,5.206571467472292,True,99,10.402475913253554,10.413135326965602
99,2020-04-30,10,1,61.9594698048461,5.206571467472292,True,100,10.404283200398874,10.413135326965602
100,2020-05-01,10,1,61.9594698048461,5.206571467472292,True,101,10.40578449994656,10.413135326965602
101,2020-05-02,10,1,61.9594698048461,5.206571467472292,True,102,10.407031550746831,10.413135326965602
102,2020-05-03,10,0,61.9594698048461,5.206571467472292,True,103,10.408067364081646,10.413135326965602
103,2020-05-04,10,0,61.9594698048461,5.206571467472292,True,104,10.408927689399246,10.413135326965602
104,2020-05-05,10,0,61.9594698048461,5.206571467472292,True,105,10.40964223590235,10.413135326965602
105,2020-05-06,10,0,61.9594698048461,5.206571467472292,True,106,10.410235690029223,10.413135326965602
106,2020-05-07,10,0,61.9594698048461,5.206571467472292,True,107,10.410728562497587,10.413135326965602
107,2020-05-08,10,0,61.9594698048461,5.206571467472292,True,108,10.41113789316283,10.413135326965602
108,2020-05-09,10,0,61.9594698048461,5.206571467472292,True,109,10.411477837352335,10.413135326965602
109,2020-05-10,10,0,61.9594698048461,5.206571467472292,True,110,10.411760153464279,10.413135326965602
110,2020-05-11,10,0,61.9594698048461,5.206571467472292,True,111,10.41199460835973,10.413135326965602
111,2020-05-12,10,0,61.9594698048461,5.206571467472292,True,112,10.412189314340312,10.413135326965602
112,2020-05-13,10,0,61.9594698048461,5.206571467472292,True,113,10.412351009210687,10.413135326965602
113,2020-05-14,10,0,61.9594698048461,5.206571467472292,True,114,10.41248528900674,10.413135326965602
114,2020-05-15,10,0,61.9594698048461,5.206571467472292,True,115,10.412596801367519,10.413135326965602
115,2020-05-16,10,0,61.9594698048461,5.206571467472292,True,116,10.412689406191172,10.413135326965602
116,2020-05-17,10,0,61.9594698048461,5.206571467472292,True,117,10.412766309099505,10.413135326965602
117,2020-05-18,11,1,61.9594698048461,5.206571467472292,True,118,10.412830172306107,10.413135326965602
118,2020-05-19,11,1,61.9594698048461,5.206571467472292,True,119,10.412883206708791,10.413135326965602
119,2020-05-20,11,1,61.9594698048461,5.206571467472292,True,120,10.412927248382607,10.413135326965602
120,2020-05-21,11,1,61.9594698048461,5.206571467472292,True,121,10.412963822113392,10.413135326965602
121,2020-05-22,11,1,61.9594698048461,5.206571467472292,True,122,10.412994194165853,10.413135326965602
122,2020-05-23,11,1,61.9594698048461,5.206571467472292,True,123,10.413019416109178,10.413135326965602
123,2020-05-24,11,1,61.9594698048461,5.206571467472292,True,124,10.413040361214879,10.413135326965602
124,2020-05-25,11,1,61.9594698048461,5.206571467472292,True,125,10.413057754685212,10.413135326965602
125,2020-05-26,11,1,61.9594698048461,5.206571467472292,True,126,10.41307219875753,10.413135326965602
126,2020-05-27,12,2,61.9594698048461,5.206571467472292,True,127,10.41308419355287,10.413135326965602
127,2020-05-28,12,2,61.9594698048461,5.206571467472292,True,128,10.413094154390098,10.413135326965602
