,Report_Date,Suriname_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,61.9594698048461,5.206571467472292,True,1,0.0001253933527235113,10.413135326965602
1,2020-01-23,0,0,61.9594698048461,5.206571467472292,True,2,0.00015099805778428298,10.413135326965602
2,2020-01-24,0,0,61.9594698048461,5.206571467472292,True,3,0.00018183102621767338,10.413135326965602
3,2020-01-25,0,0,61.9594698048461,5.206571467472292,True,4,0.0002189597839218363,10.413135326965602
4,2020-01-26,0,0,61.9594698048461,5.206571467472292,True,5,0.00026366980963495084,10.413135326965602
5,2020-01-27,0,0,61.9594698048461,5.206571467472292,True,6,0.000317509025241874,10.413135326965602
6,2020-01-28,0,0,61.9594698048461,5.206571467472292,True,7,0.00038234136405767145,10.413135326965602
7,2020-01-29,0,0,61.9594698048461,5.206571467472292,True,8,0.00046041126770775417,10.413135326965602
8,2020-01-30,0,0,61.9594698048461,5.206571467472292,True,9,0.0005544213387290779,10.413135326965602
9,2020-01-31,0,0,61.9594698048461,5.206571467472292,True,10,0.0006676258287786959,10.413135326965602
10,2020-02-01,0,0,61.9594698048461,5.206571467472292,True,11,0.000803943186645647,10.413135326965602
11,2020-02-02,0,0,61.9594698048461,5.206571467472292,True,12,0.0009680915444066904,10.413135326965602
12,2020-02-03,0,0,61.9594698048461,5.206571467472292,True,13,0.0011657518058840624,10.413135326965602
13,2020-02-04,0,0,61.9594698048461,5.206571467472292,True,14,0.0014037639450871333,10.413135326965602
14,2020-02-05,0,0,61.9594698048461,5.206571467472292,True,15,0.0016903632545147563,10.413135326965602
15,2020-02-06,0,0,61.9594698048461,5.206571467472292,True,16,0.0020354646407942435,10.413135326965602
16,2020-02-07,0,0,61.9594698048461,5.206571467472292,True,17,0.002451004691566244,10.413135326965602
17,2020-02-08,0,0,61.9594698048461,5.206571467472292,True,18,0.0029513531839275744,10.413135326965602
18,2020-02-09,0,0,61.9594698048461,5.206571467472292,True,19,0.0035538080310112364,10.413135326965602
19,2020-02-10,0,0,61.9594698048461,5.206571467472292,True,20,0.0042791904391081634,10.413135326965602
20,2020-02-11,0,0,61.9594698048461,5.206571467472292,True,21,0.005152560353531161,10.413135326965602
21,2020-02-12,0,0,61.9594698048461,5.206571467472292,True,22,0.006204076198950462,10.413135326965602
22,2020-02-13,0,0,61.9594698048461,5.206571467472292,True,23,0.007470027572380538,10.413135326965602
23,2020-02-14,0,0,61.9594698048461,5.206571467472292,True,24,0.008994075038096122,10.413135326965602
24,2020-02-15,0,0,61.9594698048461,5.206571467472292,True,25,0.010828737625302861,10.413135326965602
25,2020-02-16,0,0,61.9594698048461,5.206571467472292,True,26,0.013037176166301264,10.413135326965602
26,2020-02-17,0,0,61.9594698048461,5.206571467472292,True,27,0.0156953293544146,10.413135326965602
27,2020-02-18,0,0,61.9594698048461,5.206571467472292,True,28,0.01889446944614346,10.413135326965602
28,2020-02-19,0,0,61.9594698048461,5.206571467472292,True,29,0.022744255936631402,10.413135326965602
29,2020-02-20,0,0,61.9594698048461,5.206571467472292,True,30,0.027376378278590303,10.413135326965602
30,2020-02-21,0,0,61.9594698048461,5.206571467472292,True,31,0.03294889263728938,10.413135326965602
31,2020-02-22,0,0,61.9594698048461,5.206571467472292,True,32,0.03965137241240496,10.413135326965602
32,2020-02-23,0,0,61.9594698048461,5.206571467472292,True,33,0.04771100712157548,10.413135326965602
33,2020-02-24,0,0,61.9594698048461,5.206571467472292,True,34,0.057399798054728064,10.413135326965602
34,2020-02-25,0,0,61.9594698048461,5.206571467472292,True,35,0.06904300998570363,10.413135326965602
35,2020-02-26,0,0,61.9594698048461,5.206571467472292,True,36,0.08302904326210588,10.413135326965602
36,2020-02-27,0,0,61.9594698048461,5.206571467472292,True,37,0.0998208854495271,10.413135326965602
37,2020-02-28,0,0,61.9594698048461,5.206571467472292,True,38,0.11996928008728279,10.413135326965602
38,2020-02-29,0,0,61.9594698048461,5.206571467472292,True,39,0.14412770311350345,10.413135326965602
39,2020-03-01,0,0,61.9594698048461,5.206571467472292,True,40,0.17306915287092317,10.413135326965602
40,2020-03-02,0,0,61.9594698048461,5.206571467472292,True,41,0.20770462091722294,10.413135326965602
41,2020-03-03,0,0,61.9594698048461,5.206571467472292,True,42,0.24910289701939659,10.413135326965602
