,Report_Date,Montenegro_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,73.72757227245964,173.13665978253363,True,1,0.004047913161530657,340.64245090702576
1,2020-01-23,0,73.72757227245964,173.13665978253363,True,2,0.004732030801463566,340.64245090702576
2,2020-01-24,0,73.72757227245964,173.13665978253363,True,3,0.005531765908932566,340.64245090702576
3,2020-01-25,0,73.72757227245964,173.13665978253363,True,4,0.006466657426978018,340.64245090702576
4,2020-01-26,0,73.72757227245964,173.13665978253363,True,5,0.007559546062704331,340.64245090702576
5,2020-01-27,0,73.72757227245964,173.13665978253363,True,6,0.008837132140806355,340.64245090702576
6,2020-01-28,0,73.72757227245964,173.13665978253363,True,7,0.010330627676559578,340.64245090702576
7,2020-01-29,0,73.72757227245964,173.13665978253363,True,8,0.01207651856937784,340.64245090702576
8,2020-01-30,0,73.72757227245964,173.13665978253363,True,9,0.014117455497135322,340.64245090702576
9,2020-01-31,0,73.72757227245964,173.13665978253363,True,10,0.016503295220283917,340.64245090702576
10,2020-02-01,0,73.72757227245964,173.13665978253363,True,11,0.01929231765826774,340.64245090702576
11,2020-02-02,0,73.72757227245964,173.13665978253363,True,12,0.022552648365986232,340.64245090702576
12,2020-02-03,0,73.72757227245964,173.13665978253363,True,13,0.026363921016401375,340.64245090702576
13,2020-02-04,0,73.72757227245964,173.13665978253363,True,14,0.030819220304496554,340.64245090702576
14,2020-02-05,0,73.72757227245964,173.13665978253363,True,15,0.036027352464199754,340.64245090702576
15,2020-02-06,0,73.72757227245964,173.13665978253363,True,16,0.04211549849175693,340.64245090702576
16,2020-02-07,0,73.72757227245964,173.13665978253363,True,17,0.04923231437935575,340.64245090702576
17,2020-02-08,0,73.72757227245964,173.13665978253363,True,18,0.057551553392803836,340.64245090702576
18,2020-02-09,0,73.72757227245964,173.13665978253363,True,19,0.06727629792010187,340.64245090702576
19,2020-02-10,0,73.72757227245964,173.13665978253363,True,20,0.07864390295336379,340.64245090702576
20,2020-02-11,0,73.72757227245964,173.13665978253363,True,21,0.0919317701647955,340.64245090702576
21,2020-02-12,0,73.72757227245964,173.13665978253363,True,22,0.10746409116335687,340.64245090702576
22,2020-02-13,0,73.72757227245964,173.13665978253363,True,23,0.12561972128651672,340.64245090702576
23,2020-02-14,0,73.72757227245964,173.13665978253363,True,24,0.1468413716583831,340.64245090702576
24,2020-02-15,0,73.72757227245964,173.13665978253363,True,25,0.1716463377544883,340.64245090702576
25,2020-02-16,0,73.72757227245964,173.13665978253363,True,26,0.2006390179345661,340.64245090702576
26,2020-02-17,0,73.72757227245964,173.13665978253363,True,27,0.23452551597290455,340.64245090702576
27,2020-02-18,0,73.72757227245964,173.13665978253363,True,28,0.2741306682156059,340.64245090702576
28,2020-02-19,0,73.72757227245964,173.13665978253363,True,29,0.320417889346357,340.64245090702576
29,2020-02-20,0,73.72757227245964,173.13665978253363,True,30,0.374512291583057,340.64245090702576
30,2020-02-21,0,73.72757227245964,173.13665978253363,True,31,0.43772760117236953,340.64245090702576
31,2020-02-22,0,73.72757227245964,173.13665978253363,True,32,0.5115974739389163,340.64245090702576
32,2020-02-23,0,73.72757227245964,173.13665978253363,True,33,0.5979118988658677,340.64245090702576
33,2020-02-24,0,73.72757227245964,173.13665978253363,True,34,0.698759475447122,340.64245090702576
34,2020-02-25,0,73.72757227245964,173.13665978253363,True,35,0.8165764566312661,340.64245090702576
35,2020-02-26,0,73.72757227245964,173.13665978253363,True,36,0.9542035636732579,340.64245090702576
36,2020-02-27,0,73.72757227245964,173.13665978253363,True,37,1.1149517002218787,340.64245090702576
37,2020-02-28,0,73.72757227245964,173.13665978253363,True,38,1.3026778171579636,340.64245090702576
38,2020-02-29,0,73.72757227245964,173.13665978253363,True,39,1.5218723016782867,340.64245090702576
39,2020-03-01,0,73.72757227245964,173.13665978253363,True,40,1.7777593756716816,340.64245090702576
40,2020-03-02,0,73.72757227245964,173.13665978253363,True,41,2.07641207744868,340.64245090702576
41,2020-03-03,0,73.72757227245964,173.13665978253363,True,42,2.4248834500073357,340.64245090702576
42,2020-03-04,0,73.72757227245964,173.13665978253363,True,43,2.8313555439163927,340.64245090702576
43,2020-03-05,0,73.72757227245964,173.13665978253363,True,44,3.305307730123144,340.64245090702576
44,2020-03-06,0,73.72757227245964,173.13665978253363,True,45,3.8577055623923053,340.64245090702576
45,2020-03-07,0,73.72757227245964,173.13665978253363,True,46,4.5012109707998995,340.64245090702576
46,2020-03-08,0,73.72757227245964,173.13665978253363,True,47,5.250413828933526,340.64245090702576
47,2020-03-09,0,73.72757227245964,173.13665978253363,True,48,6.122083819236043,340.64245090702576
48,2020-03-10,0,73.72757227245964,173.13665978253363,True,49,7.135439900685478,340.64245090702576
49,2020-03-11,0,73.72757227245964,173.13665978253363,True,50,8.312432413799511,340.64245090702576
50,2020-03-12,0,73.72757227245964,173.13665978253363,True,51,9.678029771339023,340.64245090702576
51,2020-03-13,0,73.72757227245964,173.13665978253363,True,52,11.260497598115188,340.64245090702576
52,2020-03-14,0,73.72757227245964,173.13665978253363,True,53,13.091652925535639,340.64245090702576
53,2020-03-15,0,73.72757227245964,173.13665978253363,True,54,15.207069482061666,340.64245090702576
54,2020-03-16,0,73.72757227245964,173.13665978253363,True,55,17.646202211469237,340.64245090702576
55,2020-03-17,2,73.72757227245964,173.13665978253363,True,56,20.45239003718886,340.64245090702576
56,2020-03-18,2,73.72757227245964,173.13665978253363,True,57,23.67268600730798,340.64245090702576
57,2020-03-19,3,73.72757227245964,173.13665978253363,True,58,27.357454176106174,340.64245090702576
58,2020-03-20,14,73.72757227245964,173.13665978253363,True,59,31.559664386972308,340.64245090702576
59,2020-03-21,14,73.72757227245964,173.13665978253363,True,60,36.33381176365498,340.64245090702576
60,2020-03-22,21,73.72757227245964,173.13665978253363,True,61,41.734390282016385,340.64245090702576
61,2020-03-23,27,73.72757227245964,173.13665978253363,True,62,47.813863127808744,340.64245090702576
62,2020-03-24,47,73.72757227245964,173.13665978253363,True,63,54.620100854226955,340.64245090702576
63,2020-03-25,52,73.72757227245964,173.13665978253363,True,64,62.19330536603624,340.64245090702576
64,2020-03-26,69,73.72757227245964,173.13665978253363,True,65,70.56250535384265,340.64245090702576
65,2020-03-27,82,73.72757227245964,173.13665978253363,True,66,79.74179516348103,340.64245090702576
66,2020-03-28,84,73.72757227245964,173.13665978253363,True,67,89.7265867179676,340.64245090702576
67,2020-03-29,85,73.72757227245964,173.13665978253363,True,68,100.49023845541909,340.64245090702576
68,2020-03-30,91,73.72757227245964,173.13665978253363,True,69,111.98149492517751,340.64245090702576
69,2020-03-31,109,73.72757227245964,173.13665978253363,True,70,124.12319042901122,340.64245090702576
70,2020-04-01,123,73.72757227245964,173.13665978253363,True,71,136.8126168677095,340.64245090702576
71,2020-04-02,144,73.72757227245964,173.13665978253363,True,72,149.92381742130414,340.64245090702576
72,2020-04-03,174,73.72757227245964,173.13665978253363,True,73,163.31185050302975,340.64245090702576
73,2020-04-04,201,73.72757227245964,173.13665978253363,True,74,176.8188024944349,340.64245090702576
74,2020-04-05,214,73.72757227245964,173.13665978253363,True,75,190.2810630440891,340.64245090702576
75,2020-04-06,233,73.72757227245964,173.13665978253363,True,76,203.53717147667024,340.64245090702576
76,2020-04-07,241,73.72757227245964,173.13665978253363,True,77,216.43544651892785,340.64245090702576
77,2020-04-08,248,73.72757227245964,173.13665978253363,True,78,228.84064834738064,340.64245090702576
78,2020-04-09,252,73.72757227245964,173.13665978253363,True,79,240.63908256614678,340.64245090702576
