,Report_Date,Belgium_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
28,2020-02-19,1,0,81.68049984808147,28012.387110667576,True,29,160.81534160412937,55917.31802148242
29,2020-02-20,1,0,81.68049984808147,28012.387110667576,True,30,179.6435093170732,55917.31802148242
30,2020-02-21,1,0,81.68049984808147,28012.387110667576,True,31,200.6681497156768,55917.31802148242
31,2020-02-22,1,0,81.68049984808147,28012.387110667576,True,32,224.14354006887928,55917.31802148242
32,2020-02-23,1,0,81.68049984808147,28012.387110667576,True,33,250.35290926411773,55917.31802148242
33,2020-02-24,1,0,81.68049984808147,28012.387110667576,True,34,279.61161411189096,55917.31802148242
34,2020-02-25,1,0,81.68049984808147,28012.387110667576,True,35,312.27063423733216,55917.31802148242
35,2020-02-26,1,0,81.68049984808147,28012.387110667576,True,36,348.7204099250913,55917.31802148242
36,2020-02-27,1,0,81.68049984808147,28012.387110667576,True,37,389.3950470917618,55917.31802148242
37,2020-02-28,1,0,81.68049984808147,28012.387110667576,True,38,434.77691265954616,55917.31802148242
38,2020-02-29,1,0,81.68049984808147,28012.387110667576,True,39,485.4016417698334,55917.31802148242
39,2020-03-01,2,1,81.68049984808147,28012.387110667576,True,40,541.8635752280309,55917.31802148242
40,2020-03-02,8,7,81.68049984808147,28012.387110667576,True,41,604.8216409730105,55917.31802148242
41,2020-03-03,13,12,81.68049984808147,28012.387110667576,True,42,675.0056868079554,55917.31802148242
42,2020-03-04,23,22,81.68049984808147,28012.387110667576,True,43,753.2232626275791,55917.31802148242
43,2020-03-05,50,49,81.68049984808147,28012.387110667576,True,44,840.366838356045,55917.31802148242
44,2020-03-06,109,108,81.68049984808147,28012.387110667576,True,45,937.4214281038104,55917.31802148242
45,2020-03-07,169,168,81.68049984808147,28012.387110667576,True,46,1045.4725708976507,55917.31802148242
46,2020-03-08,200,199,81.68049984808147,28012.387110667576,True,47,1165.714592882015,55917.31802148242
47,2020-03-09,239,238,81.68049984808147,28012.387110667576,True,48,1299.4590441981982,55917.31802148242
48,2020-03-10,267,266,81.68049984808147,28012.387110667576,True,49,1448.1431648348048,55917.31802148242
49,2020-03-11,314,310,81.68049984808147,28012.387110667576,True,50,1613.3381866162395,55917.31802148242
50,2020-03-12,314,310,81.68049984808147,28012.387110667576,True,51,1796.7572222284452,55917.31802148242
51,2020-03-13,559,555,81.68049984808147,28012.387110667576,True,52,2000.2624260169346,55917.31802148242
52,2020-03-14,689,684,81.68049984808147,28012.387110667576,True,53,2225.871034796078,55917.31802148242
53,2020-03-15,886,881,81.68049984808147,28012.387110667576,True,54,2475.7598101679087,55917.31802148242
54,2020-03-16,1058,1052,81.68049984808147,28012.387110667576,True,55,2752.2673077365293,55917.31802148242
55,2020-03-17,1243,1232,81.68049984808147,28012.387110667576,True,56,3057.8932951100674,55917.31802148242
56,2020-03-18,1486,1441,81.68049984808147,28012.387110667576,True,57,3395.294533208373,55917.31802148242
57,2020-03-19,1795,1743,81.68049984808147,28012.387110667576,True,58,3767.2760296091597,55917.31802148242
58,2020-03-20,2257,2219,81.68049984808147,28012.387110667576,True,59,4176.7767763802585,55917.31802148242
59,2020-03-21,2815,2485,81.68049984808147,28012.387110667576,True,60,4626.848908875501,55917.31802148242
60,2020-03-22,3401,3063,81.68049984808147,28012.387110667576,True,61,5120.629180381783,55917.31802148242
61,2020-03-23,3743,3392,81.68049984808147,28012.387110667576,True,62,5661.301657736974,55917.31802148242
62,2020-03-24,4269,3686,81.68049984808147,28012.387110667576,True,63,6252.05062564642,55917.31802148242
63,2020-03-25,4937,4212,81.68049984808147,28012.387110667576,True,64,6896.002865227915,55917.31802148242
64,2020-03-26,6235,5340,81.68049984808147,28012.387110667576,True,65,7596.1587687429965,55917.31802148242
65,2020-03-27,7284,6137,81.68049984808147,28012.387110667576,True,66,8355.31218892022,55917.31802148242
66,2020-03-28,9134,7718,81.68049984808147,28012.387110667576,True,67,9175.959513324926,55917.31802148242
67,2020-03-29,10836,9046,81.68049984808147,28012.387110667576,True,68,10060.199206783205,55917.31802148242
68,2020-03-30,11899,9859,81.68049984808147,28012.387110667576,True,69,11009.623966497811,55917.31802148242
69,2020-03-31,12775,10374,81.68049984808147,28012.387110667576,True,70,12025.208651653313,55917.31802148242
70,2020-04-01,13964,11004,81.68049984808147,28012.387110667576,True,71,13107.198221489114,55917.31802148242
71,2020-04-02,15348,11842,81.68049984808147,28012.387110667576,True,72,14255.000953137343,55917.31802148242
72,2020-04-03,16770,12755,81.68049984808147,28012.387110667576,True,73,15467.093095448361,55917.31802148242
73,2020-04-04,18431,13901,81.68049984808147,28012.387110667576,True,74,16740.941709874645,55917.31802148242
74,2020-04-05,19691,14493,81.68049984808147,28012.387110667576,True,75,18072.95261066654,55917.31802148242
75,2020-04-06,20814,15196,81.68049984808147,28012.387110667576,True,76,19458.449915438992,55917.31802148242
76,2020-04-07,22194,16002,81.68049984808147,28012.387110667576,True,77,20891.692665066897,55917.31802148242
77,2020-04-08,23403,16482,81.68049984808147,28012.387110667576,True,78,22365.9322463346,55917.31802148242
78,2020-04-09,24983,17296,81.68049984808147,28012.387110667576,True,79,23873.512016010533,55917.31802148242
79,2020-04-10,26667,18080,81.68049984808147,28012.387110667576,True,80,25406.00774132129,55917.31802148242
80,2020-04-11,28018,18686,81.68049984808147,28012.387110667576,True,81,26954.404488337528,55917.31802148242
81,2020-04-12,29647,19584,81.68049984808147,28012.387110667576,True,82,28509.30271867665,55917.31802148242
82,2020-04-13,30589,19979,81.68049984808147,28012.387110667576,True,83,30061.14392867162,55917.31802148242
83,2020-04-14,31119,20094,81.68049984808147,28012.387110667576,True,84,31600.444484399562,55917.31802148242
84,2020-04-15,33573,22026,81.68049984808147,28012.387110667576,True,85,33118.02558804205,55917.31802148242
85,2020-04-16,34809,22390,81.68049984808147,28012.387110667576,True,86,34605.22765086866,55917.31802148242
86,2020-04-17,36138,23014,81.68049984808147,28012.387110667576,True,87,36054.09870062273,55917.31802148242
87,2020-04-18,37183,23382,81.68049984808147,28012.387110667576,True,88,37457.54863956292,55917.31802148242
88,2020-04-19,38496,24056,81.68049984808147,28012.387110667576,True,89,38809.46391777933,55917.31802148242
89,2020-04-20,39983,25260,81.68049984808147,28012.387110667576,True,90,40104.780167419834,55917.31802148242
90,2020-04-21,40956,25956,81.68049984808147,28012.387110667576,True,91,41339.51323205393,55917.31802148242
91,2020-04-22,41889,26194,81.68049984808147,28012.387110667576,True,92,42510.75154570346,55917.31802148242
92,2020-04-23,42797,26507,81.68049984808147,28012.387110667576,True,93,43616.61477391261,55917.31802148242
93,2020-04-24,44293,27492,81.68049984808147,28012.387110667576,True,94,44656.184926023125,55917.31802148242
94,2020-04-25,45325,27991,81.68049984808147,28012.387110667576,True,95,45629.416776704886,55917.31802148242
95,2020-04-26,46134,28255,81.68049984808147,28012.387110667576,True,96,46537.03446331544,55917.31802148242
96,2020-04-27,46687,28602,81.68049984808147,28012.387110667576,True,97,47380.420671078304,55917.31802148242
97,2020-04-28,47334,29060,81.68049984808147,28012.387110667576,True,98,48161.50402129787,55917.31802148242
98,2020-04-29,47859,29075,81.68049984808147,28012.387110667576,True,99,48882.64928068636,55917.31802148242
99,2020-04-30,48519,29349,81.68049984808147,28012.387110667576,True,100,49546.55393837961,55917.31802148242
100,2020-05-01,49032,29437,81.68049984808147,28012.387110667576,True,101,50156.153651698216,55917.31802148242
101,2020-05-02,49517,29541,81.68049984808147,28012.387110667576,True,102,50714.53811318013,55917.31802148242
102,2020-05-03,49906,29753,81.68049984808147,28012.387110667576,True,103,51224.87808268656,55917.31802148242
103,2020-05-04,50267,29965,81.68049984808147,28012.387110667576,True,104,51690.36367822871,55917.31802148242
104,2020-05-05,50509,30052,81.68049984808147,28012.387110667576,True,105,52114.153527896575,55917.31802148242
105,2020-05-06,50781,29711,81.68049984808147,28012.387110667576,True,106,52499.33404055151,55917.31802148242
106,2020-05-07,51420,30025,81.68049984808147,28012.387110667576,True,107,52848.88783498207,55917.31802148242
107,2020-05-08,52011,30289,81.68049984808147,28012.387110667576,True,108,53165.67025295872,55917.31802148242
108,2020-05-09,52596,30604,81.68049984808147,28012.387110667576,True,109,53452.392847777,55917.31802148242
109,2020-05-10,53081,30783,81.68049984808147,28012.387110667576,True,110,53711.61276494672,55917.31802148242
110,2020-05-11,53449,31045,81.68049984808147,28012.387110667576,True,111,53945.726997042766,55917.31802148242
111,2020-05-12,53779,31286,81.68049984808147,28012.387110667576,True,112,54156.97058509607,55917.31802148242
112,2020-05-13,53981,31201,81.68049984808147,28012.387110667576,True,113,54347.417942314634,55917.31802148242
113,2020-05-14,54288,31274,81.68049984808147,28012.387110667576,True,114,54518.9865834729,55917.31802148242
114,2020-05-15,54644,31384,81.68049984808147,28012.387110667576,True,115,54673.44264869916,55917.31802148242
115,2020-05-16,54989,31524,81.68049984808147,28012.387110667576,True,116,54812.407709467334,55917.31802148242
116,2020-05-17,55280,31598,81.68049984808147,28012.387110667576,True,117,54937.36643487443,55917.31802148242
117,2020-05-18,55559,31822,81.68049984808147,28012.387110667576,True,118,55049.67477652448,55917.31802148242
118,2020-05-19,55791,31996,81.68049984808147,28012.387110667576,True,119,55150.56840020568,55917.31802148242
119,2020-05-20,55983,31986,81.68049984808147,28012.387110667576,True,120,55241.171152313946,55917.31802148242
120,2020-05-21,56235,32061,81.68049984808147,28012.387110667576,True,121,55322.50339930146,55917.31802148242
121,2020-05-22,56511,32176,81.68049984808147,28012.387110667576,True,122,55395.49012019491,55917.31802148242
122,2020-05-23,56810,32418,81.68049984808147,28012.387110667576,True,123,55460.96866641029,55917.31802148242
123,2020-05-24,57092,32540,81.68049984808147,28012.387110667576,True,124,55519.69613068834,55917.31802148242
124,2020-05-25,57342,32733,81.68049984808147,28012.387110667576,True,125,55572.35628893867,55917.31802148242
125,2020-05-26,57455,32801,81.68049984808147,28012.387110667576,True,126,55619.56609600027,55917.31802148242
126,2020-05-27,57592,32763,81.68049984808147,28012.387110667576,True,127,55661.88172959462,55917.31802148242
127,2020-05-28,57849,32889,81.68049984808147,28012.387110667576,True,128,55699.80418676891,55917.31802148242
