,Report_Date,Barbados_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
25,2020-02-16,0,71.180688320287,40.70271445361762,True,26,0.05453814592592008,81.36982852986102
26,2020-02-17,0,71.180688320287,40.70271445361762,True,27,0.06410517116954353,81.36982852986102
27,2020-02-18,0,71.180688320287,40.70271445361762,True,28,0.07534887968423466,81.36982852986102
28,2020-02-19,0,71.180688320287,40.70271445361762,True,29,0.0885625281375625,81.36982852986102
29,2020-02-20,0,71.180688320287,40.70271445361762,True,30,0.10409043850733732,81.36982852986102
30,2020-02-21,0,71.180688320287,40.70271445361762,True,31,0.1223368039574088,81.36982852986102
31,2020-02-22,0,71.180688320287,40.70271445361762,True,32,0.14377598032002378,81.36982852986102
32,2020-02-23,0,71.180688320287,40.70271445361762,True,33,0.16896450120208364,81.36982852986102
33,2020-02-24,0,71.180688320287,40.70271445361762,True,34,0.19855508796838145,81.36982852986102
34,2020-02-25,0,71.180688320287,40.70271445361762,True,35,0.23331296175567715,81.36982852986102
35,2020-02-26,0,71.180688320287,40.70271445361762,True,36,0.27413480255344297,81.36982852986102
36,2020-02-27,0,71.180688320287,40.70271445361762,True,37,0.3220707390424858,81.36982852986102
37,2020-02-28,0,71.180688320287,40.70271445361762,True,38,0.37834979035512395,81.36982852986102
38,2020-02-29,0,71.180688320287,40.70271445361762,True,39,0.4444092142038471,81.36982852986102
39,2020-03-01,0,71.180688320287,40.70271445361762,True,40,0.5219282404637626,81.36982852986102
40,2020-03-02,0,71.180688320287,40.70271445361762,True,41,0.6128666788636428,81.36982852986102
41,2020-03-03,0,71.180688320287,40.70271445361762,True,42,0.7195088748872828,81.36982852986102
42,2020-03-04,0,71.180688320287,40.70271445361762,True,43,0.8445134368074279,81.36982852986102
43,2020-03-05,0,71.180688320287,40.70271445361762,True,44,0.9909690520332628,81.36982852986102
44,2020-03-06,0,71.180688320287,40.70271445361762,True,45,1.1624565301653567,81.36982852986102
45,2020-03-07,0,71.180688320287,40.70271445361762,True,46,1.3631169241159378,81.36982852986102
46,2020-03-08,0,71.180688320287,40.70271445361762,True,47,1.5977251523927227,81.36982852986102
47,2020-03-09,0,71.180688320287,40.70271445361762,True,48,1.8717679297991536,81.36982852986102
48,2020-03-10,0,71.180688320287,40.70271445361762,True,49,2.19152395698423,81.36982852986102
49,2020-03-11,0,71.180688320287,40.70271445361762,True,50,2.5641431622552653,81.36982852986102
50,2020-03-12,0,71.180688320287,40.70271445361762,True,51,2.997720272070104,81.36982852986102
51,2020-03-13,0,71.180688320287,40.70271445361762,True,52,3.501356059458799,81.36982852986102
52,2020-03-14,0,71.180688320287,40.70271445361762,True,53,4.085197258892186,81.36982852986102
53,2020-03-15,0,71.180688320287,40.70271445361762,True,54,4.76044337196792,81.36982852986102
54,2020-03-16,0,71.180688320287,40.70271445361762,True,55,5.5393055427910305,81.36982852986102
55,2020-03-17,2,71.180688320287,40.70271445361762,True,56,6.434899619425183,81.36982852986102
56,2020-03-18,2,71.180688320287,40.70271445361762,True,57,7.461052903697179,81.36982852986102
57,2020-03-19,5,71.180688320287,40.70271445361762,True,58,8.632002648917428,81.36982852986102
58,2020-03-20,5,71.180688320287,40.70271445361762,True,59,9.96196510648445,81.36982852986102
59,2020-03-21,6,71.180688320287,40.70271445361762,True,60,11.46455812213903,81.36982852986102
60,2020-03-22,14,71.180688320287,40.70271445361762,True,61,13.152069338010882,81.36982852986102
61,2020-03-23,17,71.180688320287,40.70271445361762,True,62,15.034577185117966,81.36982852986102
62,2020-03-24,18,71.180688320287,40.70271445361762,True,63,17.118953591114828,81.36982852986102
63,2020-03-25,18,71.180688320287,40.70271445361762,True,64,19.407804872563666,81.36982852986102
64,2020-03-26,18,71.180688320287,40.70271445361762,True,65,21.89843778637048,81.36982852986102
65,2020-03-27,24,71.180688320287,40.70271445361762,True,66,24.58196587842071,81.36982852986102
66,2020-03-28,26,71.180688320287,40.70271445361762,True,67,27.4426895775392,81.36982852986102
67,2020-03-29,33,71.180688320287,40.70271445361762,True,68,30.45788352325436,81.36982852986102
68,2020-03-30,33,71.180688320287,40.70271445361762,True,69,33.598099507895746,81.36982852986102
69,2020-03-31,34,71.180688320287,40.70271445361762,True,70,36.828040914364614,81.36982852986102
70,2020-04-01,34,71.180688320287,40.70271445361762,True,71,40.10798964041405,81.36982852986102
71,2020-04-02,46,71.180688320287,40.70271445361762,True,72,43.39568209779833,81.36982852986102
72,2020-04-03,51,71.180688320287,40.70271445361762,True,73,46.64845532925167,81.36982852986102
73,2020-04-04,52,71.180688320287,40.70271445361762,True,74,49.82543625021913,81.36982852986102
74,2020-04-05,56,71.180688320287,40.70271445361762,True,75,52.889539185790575,81.36982852986102
75,2020-04-06,60,71.180688320287,40.70271445361762,True,76,55.80907136009569,81.36982852986102
76,2020-04-07,63,71.180688320287,40.70271445361762,True,77,58.558813569441455,81.36982852986102
77,2020-04-08,63,71.180688320287,40.70271445361762,True,78,61.1205267398757,81.36982852986102
78,2020-04-09,66,71.180688320287,40.70271445361762,True,79,63.48291525560741,81.36982852986102
79,2020-04-10,67,71.180688320287,40.70271445361762,True,80,65.6411395394477,81.36982852986102
80,2020-04-11,68,71.180688320287,40.70271445361762,True,81,67.59600545084089,81.36982852986102
81,2020-04-12,71,71.180688320287,40.70271445361762,True,82,69.35296649586674,81.36982852986102
82,2020-04-13,72,71.180688320287,40.70271445361762,True,83,70.92106218242094,81.36982852986102
83,2020-04-14,72,71.180688320287,40.70271445361762,True,84,72.31189029689993,81.36982852986102
84,2020-04-15,73,71.180688320287,40.70271445361762,True,85,73.5386804774502,81.36982852986102
85,2020-04-16,75,71.180688320287,40.70271445361762,True,86,74.61550739167639,81.36982852986102
86,2020-04-17,75,71.180688320287,40.70271445361762,True,87,75.55665780296071,81.36982852986102
87,2020-04-18,75,71.180688320287,40.70271445361762,True,88,76.37614829889401,81.36982852986102
88,2020-04-19,75,71.180688320287,40.70271445361762,True,89,77.08737932292082,81.36982852986102
89,2020-04-20,75,71.180688320287,40.70271445361762,True,90,77.70290535605203,81.36982852986102
90,2020-04-21,75,71.180688320287,40.70271445361762,True,91,78.23429926219464,81.36982852986102
91,2020-04-22,75,71.180688320287,40.70271445361762,True,92,78.69208959611248,81.36982852986102
92,2020-04-23,76,71.180688320287,40.70271445361762,True,93,79.08575196214352,81.36982852986102
93,2020-04-24,77,71.180688320287,40.70271445361762,True,94,79.42373847835624,81.36982852986102
94,2020-04-25,79,71.180688320287,40.70271445361762,True,95,79.71353249219297,81.36982852986102
95,2020-04-26,79,71.180688320287,40.70271445361762,True,96,79.96171857980897,81.36982852986102
96,2020-04-27,80,71.180688320287,40.70271445361762,True,97,80.17406037517739,81.36982852986102
97,2020-04-28,80,71.180688320287,40.70271445361762,True,98,80.3555808582966,81.36982852986102
98,2020-04-29,80,71.180688320287,40.70271445361762,True,99,80.51064139221647,81.36982852986102
99,2020-04-30,81,71.180688320287,40.70271445361762,True,100,80.64301707903202,81.36982852986102
100,2020-05-01,81,71.180688320287,40.70271445361762,True,101,80.75596696328213,81.36982852986102
101,2020-05-02,81,71.180688320287,40.70271445361762,True,102,80.85229830758009,81.36982852986102
102,2020-05-03,82,71.180688320287,40.70271445361762,True,103,80.93442465567583,81.36982852986102
103,2020-05-04,82,71.180688320287,40.70271445361762,True,104,81.00441773088212,81.36982852986102
104,2020-05-05,82,71.180688320287,40.70271445361762,True,105,81.06405343286178,81.36982852986102
105,2020-05-06,82,71.180688320287,40.70271445361762,True,106,81.11485232507424,81.36982852986102
106,2020-05-07,82,71.180688320287,40.70271445361762,True,107,81.15811507349555,81.36982852986102
107,2020-05-08,83,71.180688320287,40.70271445361762,True,108,81.19495332336234,81.36982852986102
108,2020-05-09,84,71.180688320287,40.70271445361762,True,109,81.2263164986321,81.36982852986102
