,Report_Date,Kazakhstan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,80.06216755692773,786.8462751752938,False,1,0.018411164668183263,1573.6925503505872
1,2020-01-23,0,80.06216755692773,786.8462751752938,False,2,0.0212549291729608,1573.6925503505872
2,2020-01-24,0,80.06216755692773,786.8462751752938,False,3,0.024537930988671262,1573.6925503505872
3,2020-01-25,0,80.06216755692773,786.8462751752938,False,4,0.02832801080098362,1573.6925503505872
4,2020-01-26,0,80.06216755692773,786.8462751752938,False,5,0.032703486605624374,1573.6925503505872
5,2020-01-27,0,80.06216755692773,786.8462751752938,False,6,0.037754771570914954,1573.6925503505872
6,2020-01-28,0,80.06216755692773,786.8462751752938,False,7,0.043586241639908076,1573.6925503505872
7,2020-01-29,0,80.06216755692773,786.8462751752938,False,8,0.05031839139495413,1573.6925503505872
8,2020-01-30,0,80.06216755692773,786.8462751752938,False,9,0.058090322640448465,1573.6925503505872
9,2020-01-31,0,80.06216755692773,786.8462751752938,False,10,0.06706261700306299,1573.6925503505872
10,2020-02-01,0,80.06216755692773,786.8462751752938,False,11,0.07742065174168958,1573.6925503505872
11,2020-02-02,0,80.06216755692773,786.8462751752938,False,12,0.08937842706114937,1573.6925503505872
12,2020-02-03,0,80.06216755692773,786.8462751752938,False,13,0.10318298371777081,1573.6925503505872
13,2020-02-04,0,80.06216755692773,786.8462751752938,False,14,0.11911950180171853,1573.6925503505872
14,2020-02-05,0,80.06216755692773,786.8462751752938,False,15,0.1375171855219783,1573.6925503505872
15,2020-02-06,0,80.06216755692773,786.8462751752938,False,16,0.1587560548819775,1573.6925503505872
16,2020-02-07,0,80.06216755692773,786.8462751752938,False,17,0.18327478363384628,1573.6925503505872
17,2020-02-08,0,80.06216755692773,786.8462751752938,False,18,0.2115797441995763,1573.6925503505872
18,2020-02-09,0,80.06216755692773,786.8462751752938,False,19,0.24425544476131938,1573.6925503505872
19,2020-02-10,0,80.06216755692773,786.8462751752938,False,20,0.28197657192185105,1573.6925503505872
20,2020-02-11,0,80.06216755692773,786.8462751752938,False,21,0.3255218847552349,1573.6925503505872
21,2020-02-12,0,80.06216755692773,786.8462751752938,False,22,0.3757902433139395,1573.6925503505872
22,2020-02-13,0,80.06216755692773,786.8462751752938,False,23,0.4338190974179447,1573.6925503505872
23,2020-02-14,0,80.06216755692773,786.8462751752938,False,24,0.5008058105958036,1573.6925503505872
24,2020-02-15,0,80.06216755692773,786.8462751752938,False,25,0.5781322502422609,1573.6925503505872
25,2020-02-16,0,80.06216755692773,786.8462751752938,False,26,0.6673931393657007,1573.6925503505872
26,2020-02-17,0,80.06216755692773,786.8462751752938,False,27,0.7704287387877716,1573.6925503505872
27,2020-02-18,0,80.06216755692773,786.8462751752938,False,28,0.8893625124966787,1573.6925503505872
28,2020-02-19,0,80.06216755692773,786.8462751752938,False,29,1.026644524313595,1573.6925503505872
29,2020-02-20,0,80.06216755692773,786.8462751752938,False,30,1.185101422465199,1573.6925503505872
30,2020-02-21,0,80.06216755692773,786.8462751752938,False,31,1.3679939914877324,1573.6925503505872
31,2020-02-22,0,80.06216755692773,786.8462751752938,False,32,1.5790833895730572,1573.6925503505872
32,2020-02-23,0,80.06216755692773,786.8462751752938,False,33,1.8227073454335316,1573.6925503505872
33,2020-02-24,0,80.06216755692773,786.8462751752938,False,34,2.1038677633294207,1573.6925503505872
34,2020-02-25,0,80.06216755692773,786.8462751752938,False,35,2.4283313791588466,1573.6925503505872
35,2020-02-26,0,80.06216755692773,786.8462751752938,False,36,2.802745325141949,1573.6925503505872
36,2020-02-27,0,80.06216755692773,786.8462751752938,False,37,3.234769695681083,1573.6925503505872
37,2020-02-28,0,80.06216755692773,786.8462751752938,False,38,3.7332294615174435,1573.6925503505872
38,2020-02-29,0,80.06216755692773,786.8462751752938,False,39,4.308288350980338,1573.6925503505872
39,2020-03-01,0,80.06216755692773,786.8462751752938,False,40,4.971647601564072,1573.6925503505872
40,2020-03-02,0,80.06216755692773,786.8462751752938,False,41,5.7367727750720245,1573.6925503505872
41,2020-03-03,0,80.06216755692773,786.8462751752938,False,42,6.619152114066304,1573.6925503505872
42,2020-03-04,0,80.06216755692773,786.8462751752938,False,43,7.636590180039503,1573.6925503505872
43,2020-03-05,0,80.06216755692773,786.8462751752938,False,44,8.809540731265663,1573.6925503505872
44,2020-03-06,0,80.06216755692773,786.8462751752938,False,45,10.161482938137205,1573.6925503505872
45,2020-03-07,0,80.06216755692773,786.8462751752938,False,46,11.719345051372638,1573.6925503505872
46,2020-03-08,0,80.06216755692773,786.8462751752938,False,47,13.513979473752585,1573.6925503505872
47,2020-03-09,0,80.06216755692773,786.8462751752938,False,48,15.580692759416841,1573.6925503505872
48,2020-03-10,0,80.06216755692773,786.8462751752938,False,49,17.95983327231232,1573.6925503505872
49,2020-03-11,0,80.06216755692773,786.8462751752938,False,50,20.69743794356299,1573.6925503505872
50,2020-03-12,0,80.06216755692773,786.8462751752938,False,51,23.845937607622396,1573.6925503505872
51,2020-03-13,4,80.06216755692773,786.8462751752938,False,52,27.464917560076437,1573.6925503505872
52,2020-03-14,6,80.06216755692773,786.8462751752938,False,53,31.6219260130129,1573.6925503505872
53,2020-03-15,9,80.06216755692773,786.8462751752938,False,54,36.39331772985479,1573.6925503505872
54,2020-03-16,10,80.06216755692773,786.8462751752938,False,55,41.86511296475591,1573.6925503505872
55,2020-03-17,33,80.06216755692773,786.8462751752938,False,56,48.133842553319234,1573.6925503505872
