,Report_Date,UK_montserrat_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
44,2020-03-06,0,72.6850854280931,6.029974939519958,True,45,0.1484270099304965,11.902676828965994
45,2020-03-07,0,72.6850854280931,6.029974939519958,True,46,0.17353474700763694,11.902676828965994
46,2020-03-08,0,72.6850854280931,6.029974939519958,True,47,0.20281736218893756,11.902676828965994
47,2020-03-09,0,72.6850854280931,6.029974939519958,True,48,0.23694268932562837,11.902676828965994
48,2020-03-10,0,72.6850854280931,6.029974939519958,True,49,0.27667584245317567,11.902676828965994
49,2020-03-11,0,72.6850854280931,6.029974939519958,True,50,0.32288992159760954,11.902676828965994
50,2020-03-12,0,72.6850854280931,6.029974939519958,True,51,0.37657659343416783,11.902676828965994
51,2020-03-13,0,72.6850854280931,6.029974939519958,True,52,0.43885594378903564,11.902676828965994
52,2020-03-14,0,72.6850854280931,6.029974939519958,True,53,0.5109847582648351,11.902676828965994
53,2020-03-15,0,72.6850854280931,6.029974939519958,True,54,0.594362093260506,11.902676828965994
54,2020-03-16,0,72.6850854280931,6.029974939519958,True,55,0.6905306555990899,11.902676828965994
55,2020-03-17,0,72.6850854280931,6.029974939519958,True,56,0.8011721286809209,11.902676828965994
56,2020-03-18,1,72.6850854280931,6.029974939519958,True,57,0.9280941966479531,11.902676828965994
57,2020-03-19,1,72.6850854280931,6.029974939519958,True,58,1.0732066786322108,11.902676828965994
58,2020-03-20,1,72.6850854280931,6.029974939519958,True,59,1.2384839756443637,11.902676828965994
59,2020-03-21,1,72.6850854280931,6.029974939519958,True,60,1.425911069944443,11.902676828965994
60,2020-03-22,1,72.6850854280931,6.029974939519958,True,61,1.6374107498979074,11.902676828965994
61,2020-03-23,1,72.6850854280931,6.029974939519958,True,62,1.8747507302013258,11.902676828965994
62,2020-03-24,1,72.6850854280931,6.029974939519958,True,63,2.139431053607461,11.902676828965994
63,2020-03-25,1,72.6850854280931,6.029974939519958,True,64,2.432554686340077,11.902676828965994
64,2020-03-26,5,72.6850854280931,6.029974939519958,True,65,2.7546875068062415,11.902676828965994
65,2020-03-27,5,72.6850854280931,6.029974939519958,True,66,3.105717666689584,11.902676828965994
66,2020-03-28,5,72.6850854280931,6.029974939519958,True,67,3.484728022923867,11.902676828965994
67,2020-03-29,5,72.6850854280931,6.029974939519958,True,68,3.8898981643175183,11.902676828965994
68,2020-03-30,5,72.6850854280931,6.029974939519958,True,69,4.318453481166808,11.902676828965994
69,2020-03-31,5,72.6850854280931,6.029974939519958,True,70,4.766676812954835,11.902676828965994
70,2020-04-01,5,72.6850854280931,6.029974939519958,True,71,5.2299929350644625,11.902676828965994
71,2020-04-02,5,72.6850854280931,6.029974939519958,True,72,5.70312774516527,11.902676828965994
72,2020-04-03,6,72.6850854280931,6.029974939519958,True,73,6.1803336603976256,11.902676828965994
73,2020-04-04,6,72.6850854280931,6.029974939519958,True,74,6.655662431423222,11.902676828965994
74,2020-04-05,6,72.6850854280931,6.029974939519958,True,75,7.123258650706826,11.902676828965994
75,2020-04-06,6,72.6850854280931,6.029974939519958,True,76,7.577643642708674,11.902676828965994
76,2020-04-07,9,72.6850854280931,6.029974939519958,True,77,8.013961101430933,11.902676828965994
77,2020-04-08,9,72.6850854280931,6.029974939519958,True,78,8.42816234917037,11.902676828965994
78,2020-04-09,9,72.6850854280931,6.029974939519958,True,79,8.8171187842389,11.902676828965994
79,2020-04-10,9,72.6850854280931,6.029974939519958,True,80,9.178659682596923,11.902676828965994
80,2020-04-11,9,72.6850854280931,6.029974939519958,True,81,9.51154282734098,11.902676828965994
81,2020-04-12,9,72.6850854280931,6.029974939519958,True,82,9.815371947520996,11.902676828965994
82,2020-04-13,11,72.6850854280931,6.029974939519958,True,83,10.0904780778919,11.902676828965994
83,2020-04-14,11,72.6850854280931,6.029974939519958,True,84,10.337781981816281,11.902676828965994
84,2020-04-15,11,72.6850854280931,6.029974939519958,True,85,10.558652537619995,11.902676828965994
85,2020-04-16,11,72.6850854280931,6.029974939519958,True,86,10.754772490143687,11.902676828965994
86,2020-04-17,11,72.6850854280931,6.029974939519958,True,87,10.928019131669473,11.902676828965994
87,2020-04-18,11,72.6850854280931,6.029974939519958,True,88,11.08036396130463,11.902676828965994
88,2020-04-19,11,72.6850854280931,6.029974939519958,True,89,11.213792548340843,11.902676828965994
89,2020-04-20,11,72.6850854280931,6.029974939519958,True,90,11.33024381401141,11.902676828965994
