,Report_Date,Bolivia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,82.15104007154818,307.745291503162,False,1,0.007080760718839009,615.4905830063211
1,2020-01-23,0,82.15104007154818,307.745291503162,False,2,0.008145967422844562,615.4905830063211
2,2020-01-24,0,82.15104007154818,307.745291503162,False,3,0.009371417932675024,615.4905830063211
3,2020-01-25,0,82.15104007154818,307.745291503162,False,4,0.01078121765098691,615.4905830063211
4,2020-01-26,0,82.15104007154818,307.745291503162,False,5,0.012403097889821623,615.4905830063211
5,2020-01-27,0,82.15104007154818,307.745291503162,False,6,0.014268961193486895,615.4905830063211
6,2020-01-28,0,82.15104007154818,307.745291503162,False,7,0.016415508649187213,615.4905830063211
7,2020-01-29,0,82.15104007154818,307.745291503162,False,8,0.018884961503382997,615.4905830063211
8,2020-01-30,0,82.15104007154818,307.745291503162,False,9,0.021725891249735035,615.4905830063211
9,2020-01-31,0,82.15104007154818,307.745291503162,False,10,0.024994174478670108,615.4905830063211
10,2020-02-01,0,82.15104007154818,307.745291503162,False,11,0.028754091220106196,615.4905830063211
11,2020-02-02,0,82.15104007154818,307.745291503162,False,12,0.03307958831671663,615.4905830063211
12,2020-02-03,0,82.15104007154818,307.745291503162,False,13,0.03805573258914565,615.4905830063211
13,2020-02-04,0,82.15104007154818,307.745291503162,False,14,0.04378038225846133,615.4905830063211
14,2020-02-05,0,82.15104007154818,307.745291503162,False,15,0.05036610934535752,615.4905830063211
15,2020-02-06,0,82.15104007154818,307.745291503162,False,16,0.05794241065077633,615.4905830063211
16,2020-02-07,0,82.15104007154818,307.745291503162,False,17,0.06665825053070285,615.4905830063211
17,2020-02-08,0,82.15104007154818,307.745291503162,False,18,0.07668498511376912,615.4905830063211
18,2020-02-09,0,82.15104007154818,307.745291503162,False,19,0.08821972499340312,615.4905830063211
19,2020-02-10,0,82.15104007154818,307.745291503162,False,20,0.10148920189229614,615.4905830063211
20,2020-02-11,0,82.15104007154818,307.745291503162,False,21,0.11675421449989744,615.4905830063211
21,2020-02-12,0,82.15104007154818,307.745291503162,False,22,0.13431473979771458,615.4905830063211
22,2020-02-13,0,82.15104007154818,307.745291503162,False,23,0.15451580890903954,615.4905830063211
23,2020-02-14,0,82.15104007154818,307.745291503162,False,24,0.17775426106052367,615.4905830063211
24,2020-02-15,0,82.15104007154818,307.745291503162,False,25,0.2044865058706085,615.4905830063211
25,2020-02-16,0,82.15104007154818,307.745291503162,False,26,0.2352374431605177,615.4905830063211
26,2020-02-17,0,82.15104007154818,307.745291503162,False,27,0.2706107111236644,615.4905830063211
27,2020-02-18,0,82.15104007154818,307.745291503162,False,28,0.3113004583261003,615.4905830063211
28,2020-02-19,0,82.15104007154818,307.745291503162,False,29,0.3581048630118218,615.4905830063211
29,2020-02-20,0,82.15104007154818,307.745291503162,False,30,0.41194165494900425,615.4905830063211
30,2020-02-21,0,82.15104007154818,307.745291503162,False,31,0.4738659309980561,615.4905830063211
