,Report_Date,Bolivia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
31,2020-02-22,0,82.15104007154818,307.745291503162,False,32,0.5450905961488818,615.4905830063211
32,2020-02-23,0,82.15104007154818,307.745291503162,False,33,0.627009807407897,615.4905830063211
33,2020-02-24,0,82.15104007154818,307.745291503162,False,34,0.7212258490482508,615.4905830063211
34,2020-02-25,0,82.15104007154818,307.745291503162,False,35,0.8295799247641386,615.4905830063211
35,2020-02-26,0,82.15104007154818,307.745291503162,False,36,0.9541874155110581,615.4905830063211
36,2020-02-27,0,82.15104007154818,307.745291503162,False,37,1.0974782214588805,615.4905830063211
37,2020-02-28,0,82.15104007154818,307.745291503162,False,38,1.2622428825227274,615.4905830063211
38,2020-02-29,0,82.15104007154818,307.745291503162,False,39,1.4516852540568619,615.4905830063211
39,2020-03-01,0,82.15104007154818,307.745291503162,False,40,1.6694826017537794,615.4905830063211
40,2020-03-02,0,82.15104007154818,307.745291503162,False,41,1.9198540712280325,615.4905830063211
41,2020-03-03,0,82.15104007154818,307.745291503162,False,42,2.207638580978746,615.4905830063211
42,2020-03-04,0,82.15104007154818,307.745291503162,False,43,2.5383832790610126,615.4905830063211
43,2020-03-05,0,82.15104007154818,307.745291503162,False,44,2.918443788949492,615.4905830063211
44,2020-03-06,0,82.15104007154818,307.745291503162,False,45,3.3550975417879094,615.4905830063211
45,2020-03-07,0,82.15104007154818,307.745291503162,False,46,3.8566715408296814,615.4905830063211
46,2020-03-08,0,82.15104007154818,307.745291503162,False,47,4.432685916240126,615.4905830063211
47,2020-03-09,0,82.15104007154818,307.745291503162,False,48,5.094014586933802,615.4905830063211
48,2020-03-10,0,82.15104007154818,307.745291503162,False,49,5.853064227511455,615.4905830063211
49,2020-03-11,2,82.15104007154818,307.745291503162,False,50,6.7239725123939715,615.4905830063211
50,2020-03-12,2,82.15104007154818,307.745291503162,False,51,7.72282623716279,615.4905830063211
51,2020-03-13,3,82.15104007154818,307.745291503162,False,52,8.86789935001642,615.4905830063211
52,2020-03-14,10,82.15104007154818,307.745291503162,False,53,10.179910103575383,615.4905830063211
53,2020-03-15,10,82.15104007154818,307.745291503162,False,54,11.682295385558675,615.4905830063211
54,2020-03-16,11,82.15104007154818,307.745291503162,False,55,13.401498719313558,615.4905830063211
55,2020-03-17,11,82.15104007154818,307.745291503162,False,56,15.367266342641532,615.4905830063211
56,2020-03-18,12,82.15104007154818,307.745291503162,False,57,17.61294306767167,615.4905830063211
57,2020-03-19,12,82.15104007154818,307.745291503162,False,58,20.175756185703403,615.4905830063211
58,2020-03-20,15,82.15104007154818,307.745291503162,False,59,23.097071409889768,615.4905830063211
59,2020-03-21,19,82.15104007154818,307.745291503162,False,60,26.422599677760026,615.4905830063211
60,2020-03-22,24,82.15104007154818,307.745291503162,False,61,30.202527559745764,615.4905830063211
61,2020-03-23,27,82.15104007154818,307.745291503162,False,62,34.49153714027712,615.4905830063211
62,2020-03-24,29,82.15104007154818,307.745291503162,False,63,39.348673820658334,615.4905830063211
63,2020-03-25,32,82.15104007154818,307.745291503162,False,64,44.83701304121053,615.4905830063211
64,2020-03-26,43,82.15104007154818,307.745291503162,False,65,51.02307025702864,615.4905830063211
65,2020-03-27,61,82.15104007154818,307.745291503162,False,66,57.97589384982885,615.4905830063211
66,2020-03-28,74,82.15104007154818,307.745291503162,False,67,65.76577969693861,615.4905830063211
67,2020-03-29,81,82.15104007154818,307.745291503162,False,68,74.46255098186296,615.4905830063211
68,2020-03-30,97,82.15104007154818,307.745291503162,False,69,84.13336000123394,615.4905830063211
69,2020-03-31,107,82.15104007154818,307.745291503162,False,70,94.83999275943003,615.4905830063211
70,2020-04-01,115,82.15104007154818,307.745291503162,False,71,106.63569419239073,615.4905830063211
71,2020-04-02,123,82.15104007154818,307.745291503162,False,72,119.56158293086555,615.4905830063211
72,2020-04-03,132,82.15104007154818,307.745291503162,False,73,133.6427885271526,615.4905830063211
73,2020-04-04,139,82.15104007154818,307.745291503162,False,74,148.88451688547448,615.4905830063211
74,2020-04-05,157,82.15104007154818,307.745291503162,False,75,165.26832328009363,615.4905830063211
75,2020-04-06,183,82.15104007154818,307.745291503162,False,76,182.748934891333,615.4905830063211
76,2020-04-07,194,82.15104007154818,307.745291503162,False,77,201.25200133740353,615.4905830063211
77,2020-04-08,210,82.15104007154818,307.745291503162,False,78,220.67314674423486,615.4905830063211
78,2020-04-09,264,82.15104007154818,307.745291503162,False,79,240.87863814470103,615.4905830063211
79,2020-04-10,268,82.15104007154818,307.745291503162,False,80,261.70786768075214,615.4905830063211
80,2020-04-11,275,82.15104007154818,307.745291503162,False,81,282.9776768514562,615.4905830063211
