,Report_Date,UK_falkland islands (islas malvinas)_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,87.13593788098223,0.3331173098046938,False,1,0.00018731892056376528,0.00045411107582915485
1,2020-01-23,0,87.13593788098223,0.3331173098046938,False,2,0.0002059653349858004,0.00045411107582915485
2,2020-01-24,0,87.13593788098223,0.3331173098046938,False,3,0.00022646725097564218,0.00045411107582915485
3,2020-01-25,0,87.13593788098223,0.3331173098046938,False,4,0.00024900917729239644,0.00045411107582915485
4,2020-01-26,0,87.13593788098223,0.3331173098046938,False,5,0.0002737939424553901,0.00045411107582915485
5,2020-01-27,0,87.13593788098223,0.3331173098046938,False,6,0.00030104450794226327,0.00045411107582915485
6,2020-01-28,0,87.13593788098223,0.3331173098046938,False,7,0.0003310059596441238,0.00045411107582915485
7,2020-01-29,0,87.13593788098223,0.3331173098046938,False,8,0.00036394769485019853,0.00045411107582915485
8,2020-01-30,0,87.13593788098223,0.3331173098046938,False,9,0.00040016582365502256,0.00045411107582915485
9,2020-01-31,0,87.13593788098223,0.3331173098046938,False,10,0.00043998580544259196,0.00045411107582915485
10,2020-02-01,0,87.13593788098223,0.3331173098046938,False,11,0.00048376534301385103,0.00045411107582915485
11,2020-02-02,0,87.13593788098223,0.3331173098046938,False,12,0.000531897558996254,0.00045411107582915485
12,2020-02-03,0,87.13593788098223,0.3331173098046938,False,13,0.0005848144814167537,0.00045411107582915485
13,2020-02-04,0,87.13593788098223,0.3331173098046938,False,14,0.0006429908677419531,0.00045411107582915485
14,2020-02-05,0,87.13593788098223,0.3331173098046938,False,15,0.0007069483993002875,0.00045411107582915485
15,2020-02-06,0,87.13593788098223,0.3331173098046938,False,16,0.0007772602808090348,0.00045411107582915485
16,2020-02-07,0,87.13593788098223,0.3331173098046938,False,17,0.0008545562827403891,0.00045411107582915485
17,2020-02-08,0,87.13593788098223,0.3331173098046938,False,18,0.0009395282674805092,0.00045411107582915485
18,2020-02-09,0,87.13593788098223,0.3331173098046938,False,19,0.0010329362436655202,0.00045411107582915485
19,2020-02-10,0,87.13593788098223,0.3331173098046938,False,20,0.0011356149967175066,0.00045411107582915485
20,2020-02-11,0,87.13593788098223,0.3331173098046938,False,21,0.0012484813474456416,0.00045411107582915485
21,2020-02-12,0,87.13593788098223,0.3331173098046938,False,22,0.0013725420946109207,0.00045411107582915485
22,2020-02-13,0,87.13593788098223,0.3331173098046938,False,23,0.0015089027015581908,0.00045411107582915485
23,2020-02-14,0,87.13593788098223,0.3331173098046938,False,24,0.0016587767913675924,0.00045411107582915485
24,2020-02-15,0,87.13593788098223,0.3331173098046938,False,25,0.0018234965194287313,0.00045411107582915485
25,2020-02-16,0,87.13593788098223,0.3331173098046938,False,26,0.0020045238968398843,0.00045411107582915485
26,2020-02-17,0,87.13593788098223,0.3331173098046938,False,27,0.002203463142508538,0.00045411107582915485
27,2020-02-18,0,87.13593788098223,0.3331173098046938,False,28,0.0024220741461838807,0.00045411107582915485
28,2020-02-19,0,87.13593788098223,0.3331173098046938,False,29,0.002662287128765275,0.00045411107582915485
29,2020-02-20,0,87.13593788098223,0.3331173098046938,False,30,0.0029262185899500775,0.00045411107582915485
30,2020-02-21,0,87.13593788098223,0.3331173098046938,False,31,0.003216188636417376,0.00045411107582915485
31,2020-02-22,0,87.13593788098223,0.3331173098046938,False,32,0.0035347397860534977,0.00045411107582915485
32,2020-02-23,0,87.13593788098223,0.3331173098046938,False,33,0.0038846573449176016,0.00045411107582915485
33,2020-02-24,0,87.13593788098223,0.3331173098046938,False,34,0.004268991453363614,0.00045411107582915485
34,2020-02-25,0,87.13593788098223,0.3331173098046938,False,35,0.004691080895544565,0.00045411107582915485
35,2020-02-26,0,87.13593788098223,0.3331173098046938,False,36,0.005154578761904283,0.00045411107582915485
36,2020-02-27,0,87.13593788098223,0.3331173098046938,False,37,0.005663480046583943,0.00045411107582915485
37,2020-02-28,0,87.13593788098223,0.3331173098046938,False,38,0.00622215125019367,0.00045411107582915485
38,2020-02-29,0,87.13593788098223,0.3331173098046938,False,39,0.006835362042244007,0.00045411107582915485
39,2020-03-01,0,87.13593788098223,0.3331173098046938,False,40,0.007508319015669938,0.00045411107582915485
40,2020-03-02,0,87.13593788098223,0.3331173098046938,False,41,0.008246701537114516,0.00045411107582915485
41,2020-03-03,0,87.13593788098223,0.3331173098046938,False,42,0.009056699659590871,0.00045411107582915485
42,2020-03-04,0,87.13593788098223,0.3331173098046938,False,43,0.009945054017235866,0.00045411107582915485
43,2020-03-05,0,87.13593788098223,0.3331173098046938,False,44,0.010919097563328957,0.00045411107582915485
44,2020-03-06,0,87.13593788098223,0.3331173098046938,False,45,0.011986798940595534,0.00045411107582915485
45,2020-03-07,0,87.13593788098223,0.3331173098046938,False,46,0.013156807184874896,0.00045411107582915485
46,2020-03-08,0,87.13593788098223,0.3331173098046938,False,47,0.014438497357173098,0.00045411107582915485
47,2020-03-09,0,87.13593788098223,0.3331173098046938,False,48,0.01584201657249359,0.00045411107582915485
48,2020-03-10,0,87.13593788098223,0.3331173098046938,False,49,0.017378329744158913,0.00045411107582915485
49,2020-03-11,0,87.13593788098223,0.3331173098046938,False,50,0.01905926418720827,0.00045411107582915485
50,2020-03-12,0,87.13593788098223,0.3331173098046938,False,51,0.02089755202172734,0.00045411107582915485
51,2020-03-13,0,87.13593788098223,0.3331173098046938,False,52,0.022906869084972123,0.00045411107582915485
52,2020-03-14,0,87.13593788098223,0.3331173098046938,False,53,0.025101868798994204,0.00045411107582915485
53,2020-03-15,0,87.13593788098223,0.3331173098046938,False,54,0.02749820914844268,0.00045411107582915485
54,2020-03-16,0,87.13593788098223,0.3331173098046938,False,55,0.03011257060323398,0.00045411107582915485
55,2020-03-17,0,87.13593788098223,0.3331173098046938,False,56,0.03296266247701971,0.00045411107582915485
56,2020-03-18,0,87.13593788098223,0.3331173098046938,False,57,0.036067214851952085,0.00045411107582915485
57,2020-03-19,0,87.13593788098223,0.3331173098046938,False,58,0.039445952833982265,0.00045411107582915485
58,2020-03-20,0,87.13593788098223,0.3331173098046938,False,59,0.043119549546259565,0.00045411107582915485
59,2020-03-21,0,87.13593788098223,0.3331173098046938,False,60,0.047109553942017074,0.00045411107582915485
60,2020-03-22,0,87.13593788098223,0.3331173098046938,False,61,0.051438289249825846,0.00045411107582915485
61,2020-03-23,0,87.13593788098223,0.3331173098046938,False,62,0.05612871768738551,0.00045411107582915485
62,2020-03-24,0,87.13593788098223,0.3331173098046938,False,63,0.06120426703646007,0.00045411107582915485
63,2020-03-25,0,87.13593788098223,0.3331173098046938,False,64,0.06668861480950639,0.00045411107582915485
64,2020-03-26,0,87.13593788098223,0.3331173098046938,False,65,0.07260542611228761,0.00045411107582915485
65,2020-03-27,0,87.13593788098223,0.3331173098046938,False,66,0.07897804197441513,0.00045411107582915485
66,2020-03-28,0,87.13593788098223,0.3331173098046938,False,67,0.08582911593973033,0.00045411107582915485
67,2020-03-29,0,87.13593788098223,0.3331173098046938,False,68,0.09318019813426212,0.00045411107582915485
68,2020-03-30,0,87.13593788098223,0.3331173098046938,False,69,0.10105126790291273,0.00045411107582915485
69,2020-03-31,0,87.13593788098223,0.3331173098046938,False,70,0.10946021844830511,0.00045411107582915485
70,2020-04-01,0,87.13593788098223,0.3331173098046938,False,71,0.11842229970702839,0.00045411107582915485
71,2020-04-02,0,87.13593788098223,0.3331173098046938,False,72,0.1279495289091762,0.00045411107582915485
72,2020-04-03,0,87.13593788098223,0.3331173098046938,False,73,0.13805008178424974,0.00045411107582915485
73,2020-04-04,1,87.13593788098223,0.3331173098046938,False,74,0.14872768103821013,0.00045411107582915485
