,Report_Date,Bangladesh_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
43,2020-03-05,0,95.49174453288497,1440.9606204620466,False,44,5.893715107213414,2881.9212409240918
44,2020-03-06,0,95.49174453288497,1440.9606204620466,False,45,6.644863801437565,2881.9212409240918
45,2020-03-07,0,95.49174453288497,1440.9606204620466,False,46,7.491496355177654,2881.9212409240918
46,2020-03-08,3,95.49174453288497,1440.9606204620466,False,47,8.44568284103737,2881.9212409240918
47,2020-03-09,3,95.49174453288497,1440.9606204620466,False,48,9.521000812819263,2881.9212409240918
48,2020-03-10,3,95.49174453288497,1440.9606204620466,False,49,10.732718627374657,2881.9212409240918
49,2020-03-11,3,95.49174453288497,1440.9606204620466,False,50,12.097999713340506,2881.9212409240918
50,2020-03-12,3,95.49174453288497,1440.9606204620466,False,51,13.63612980919681,2881.9212409240918
51,2020-03-13,3,95.49174453288497,1440.9606204620466,False,52,15.368769281653805,2881.9212409240918
52,2020-03-14,3,95.49174453288497,1440.9606204620466,False,53,17.320232692435592,2881.9212409240918
53,2020-03-15,5,95.49174453288497,1440.9606204620466,False,54,19.517797792785842,2881.9212409240918
54,2020-03-16,8,95.49174453288497,1440.9606204620466,False,55,21.992046072164722,2881.9212409240918
55,2020-03-17,10,95.49174453288497,1440.9606204620466,False,56,24.77723684739087,2881.9212409240918
56,2020-03-18,14,95.49174453288497,1440.9606204620466,False,57,27.911716621728214,2881.9212409240918
57,2020-03-19,17,95.49174453288497,1440.9606204620466,False,58,31.438365033889344,2881.9212409240918
58,2020-03-20,20,95.49174453288497,1440.9606204620466,False,59,35.40507811012979,2881.9212409240918
59,2020-03-21,25,95.49174453288497,1440.9606204620466,False,60,39.865288674582196,2881.9212409240918
60,2020-03-22,27,95.49174453288497,1440.9606204620466,False,61,44.87852259919498,2881.9212409240918
61,2020-03-23,33,95.49174453288497,1440.9606204620466,False,62,50.51098800915422,2881.9212409240918
62,2020-03-24,39,95.49174453288497,1440.9606204620466,False,63,56.83619251483303,2881.9212409240918
63,2020-03-25,39,95.49174453288497,1440.9606204620466,False,64,63.935580918396624,2881.9212409240918
64,2020-03-26,44,95.49174453288497,1440.9606204620466,False,65,71.89918253442349,2881.9212409240918
65,2020-03-27,48,95.49174453288497,1440.9606204620466,False,66,80.82625315668662,2881.9212409240918
66,2020-03-28,48,95.49174453288497,1440.9606204620466,False,67,90.82589168741139,2881.9212409240918
67,2020-03-29,48,95.49174453288497,1440.9606204620466,False,68,102.01760542462378,2881.9212409240918
68,2020-03-30,49,95.49174453288497,1440.9606204620466,False,69,114.53179091224315,2881.9212409240918
69,2020-03-31,51,95.49174453288497,1440.9606204620466,False,70,128.51008908587167,2881.9212409240918
70,2020-04-01,54,95.49174453288497,1440.9606204620466,False,71,144.10556427153767,2881.9212409240918
71,2020-04-02,56,95.49174453288497,1440.9606204620466,False,72,161.4826466207866,2881.9212409240918
72,2020-04-03,61,95.49174453288497,1440.9606204620466,False,73,180.81676717973627,2881.9212409240918
73,2020-04-04,70,95.49174453288497,1440.9606204620466,False,74,202.29360461813022,2881.9212409240918
74,2020-04-05,88,95.49174453288497,1440.9606204620466,False,75,226.10785361639964,2881.9212409240918
75,2020-04-06,123,95.49174453288497,1440.9606204620466,False,76,252.46141831592058,2881.9212409240918
76,2020-04-07,164,95.49174453288497,1440.9606204620466,False,77,281.560931775461,2881.9212409240918
77,2020-04-08,218,95.49174453288497,1440.9606204620466,False,78,313.6145061483015,2881.9212409240918
78,2020-04-09,330,95.49174453288497,1440.9606204620466,False,79,348.8276307501003,2881.9212409240918
79,2020-04-10,424,95.49174453288497,1440.9606204620466,False,80,387.39815896860426,2881.9212409240918
80,2020-04-11,482,95.49174453288497,1440.9606204620466,False,81,429.5103626199397,2881.9212409240918
81,2020-04-12,621,95.49174453288497,1440.9606204620466,False,82,475.3280858954496,2881.9212409240918
82,2020-04-13,803,95.49174453288497,1440.9606204620466,False,83,524.9871013477187,2881.9212409240918
