,Report_Date,Bangladesh_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,95.49174453288497,1440.9606204620466,False,1,0.033591276972618836,2881.9212409240918
1,2020-01-23,0,95.49174453288497,1440.9606204620466,False,2,0.03788229258333858,2881.9212409240918
2,2020-01-24,0,95.49174453288497,1440.9606204620466,False,3,0.04272144281938695,2881.9212409240918
3,2020-01-25,0,95.49174453288497,1440.9606204620466,False,4,0.04817874422642328,2881.9212409240918
4,2020-01-26,0,95.49174453288497,1440.9606204620466,False,5,0.05433315638599466,2881.9212409240918
5,2020-01-27,0,95.49174453288497,1440.9606204620466,False,6,0.06127372402368054,2881.9212409240918
6,2020-01-28,0,95.49174453288497,1440.9606204620466,False,7,0.06910086493063088,2881.9212409240918
7,2020-01-29,0,95.49174453288497,1440.9606204620466,False,8,0.07792782230249638,2881.9212409240918
8,2020-01-30,0,95.49174453288497,1440.9606204620466,False,9,0.0878823024701135,2881.9212409240918
9,2020-01-31,0,95.49174453288497,1440.9606204620466,False,10,0.09910832166779147,2881.9212409240918
10,2020-02-01,0,95.49174453288497,1440.9606204620466,False,11,0.11176828849566499,2881.9212409240918
11,2020-02-02,0,95.49174453288497,1440.9606204620466,False,12,0.12604535212506263,2881.9212409240918
12,2020-02-03,0,95.49174453288497,1440.9606204620466,False,13,0.14214605011824816,2881.9212409240918
13,2020-02-04,0,95.49174453288497,1440.9606204620466,False,14,0.16030329404019583,2881.9212409240918
14,2020-02-05,0,95.49174453288497,1440.9606204620466,False,15,0.1807797358908873,2881.9212409240918
15,2020-02-06,0,95.49174453288497,1440.9606204620466,False,16,0.20387156385001318,2881.9212409240918
16,2020-02-07,0,95.49174453288497,1440.9606204620466,False,17,0.22991278197824738,2881.9212409240918
17,2020-02-08,0,95.49174453288497,1440.9606204620466,False,18,0.25928003544599454,2881.9212409240918
18,2020-02-09,0,95.49174453288497,1440.9606204620466,False,19,0.2923980506575055,2881.9212409240918
19,2020-02-10,0,95.49174453288497,1440.9606204620466,False,20,0.3297457684127294,2881.9212409240918
20,2020-02-11,0,95.49174453288497,1440.9606204620466,False,21,0.37186325812105564,2881.9212409240918
21,2020-02-12,0,95.49174453288497,1440.9606204620466,False,22,0.41935951218399276,2881.9212409240918
22,2020-02-13,0,95.49174453288497,1440.9606204620466,False,23,0.47292123214696086,2881.9212409240918
23,2020-02-14,0,95.49174453288497,1440.9606204620466,False,24,0.5333227322497485,2881.9212409240918
24,2020-02-15,0,95.49174453288497,1440.9606204620466,False,25,0.6014371017652207,2881.9212409240918
25,2020-02-16,0,95.49174453288497,1440.9606204620466,False,26,0.6782487852109791,2881.9212409240918
26,2020-02-17,0,95.49174453288497,1440.9606204620466,False,27,0.7648677593748996,2881.9212409240918
27,2020-02-18,0,95.49174453288497,1440.9606204620466,False,28,0.8625455083620581,2881.9212409240918
28,2020-02-19,0,95.49174453288497,1440.9606204620466,False,29,0.9726930228212303,2881.9212409240918
29,2020-02-20,0,95.49174453288497,1440.9606204620466,False,30,1.0969010774435608,2881.9212409240918
30,2020-02-21,0,95.49174453288497,1440.9606204620466,False,31,1.236963072070317,2881.9212409240918
31,2020-02-22,0,95.49174453288497,1440.9606204620466,False,32,1.3949007566539735,2881.9212409240918
32,2020-02-23,0,95.49174453288497,1440.9606204620466,False,33,1.572993199266724,2881.9212409240918
33,2020-02-24,0,95.49174453288497,1440.9606204620466,False,34,1.7738093997472113,2881.9212409240918
34,2020-02-25,0,95.49174453288497,1440.9606204620466,False,35,2.0002449998456915,2881.9212409240918
35,2020-02-26,0,95.49174453288497,1440.9606204620466,False,36,2.2555635943125436,2881.9212409240918
36,2020-02-27,0,95.49174453288497,1440.9606204620466,False,37,2.543443206725981,2881.9212409240918
37,2020-02-28,0,95.49174453288497,1440.9606204620466,False,38,2.8680285594202815,2881.9212409240918
38,2020-02-29,0,95.49174453288497,1440.9606204620466,False,39,3.2339898390847543,2881.9212409240918
39,2020-03-01,0,95.49174453288497,1440.9606204620466,False,40,3.646588738843895,2881.9212409240918
40,2020-03-02,0,95.49174453288497,1440.9606204620466,False,41,4.111752644216811,2881.9212409240918
41,2020-03-03,0,95.49174453288497,1440.9606204620466,False,42,4.636157924493257,2881.9212409240918
42,2020-03-04,0,95.49174453288497,1440.9606204620466,False,43,5.227323392794362,2881.9212409240918
