,Report_Date,South Sudan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,124.52848533816872,150.8397126754964,False,1,0.02485118301455205,283.79542151029165
1,2020-01-23,0,124.52848533816872,150.8397126754964,False,2,0.026816787859144278,283.79542151029165
2,2020-01-24,0,124.52848533816872,150.8397126754964,False,3,0.028937847346111267,283.79542151029165
3,2020-01-25,0,124.52848533816872,150.8397126754964,False,4,0.031226653531593103,283.79542151029165
4,2020-01-26,0,124.52848533816872,150.8397126754964,False,5,0.0336964700216773,283.79542151029165
5,2020-01-27,0,124.52848533816872,150.8397126754964,False,6,0.036361608696266506,283.79542151029165
6,2020-01-28,0,124.52848533816872,150.8397126754964,False,7,0.039237512480967365,283.79542151029165
7,2020-01-29,0,124.52848533816872,150.8397126754964,False,8,0.042340844641961785,283.79542151029165
8,2020-01-30,0,124.52848533816872,150.8397126754964,False,9,0.04568958511582555,283.79542151029165
9,2020-01-31,0,124.52848533816872,150.8397126754964,False,10,0.049303134426097475,283.79542151029165
10,2020-02-01,0,124.52848533816872,150.8397126754964,False,11,0.05320242578128303,283.79542151029165
11,2020-02-02,0,124.52848533816872,150.8397126754964,False,12,0.0574100459951234,283.79542151029165
12,2020-02-03,0,124.52848533816872,150.8397126754964,False,13,0.061950365919612047,283.79542151029165
13,2020-02-04,0,124.52848533816872,150.8397126754964,False,14,0.0668496811346482,283.79542151029165
14,2020-02-05,0,124.52848533816872,150.8397126754964,False,15,0.0721363636956506,283.79542151029165
15,2020-02-06,0,124.52848533816872,150.8397126754964,False,16,0.07784102580220097,283.79542151029165
16,2020-02-07,0,124.52848533816872,150.8397126754964,False,17,0.08399669631714769,283.79542151029165
17,2020-02-08,0,124.52848533816872,150.8397126754964,False,18,0.09063901113689905,283.79542151029165
18,2020-02-09,0,124.52848533816872,150.8397126754964,False,19,0.0978064184902081,283.79542151029165
19,2020-02-10,0,124.52848533816872,150.8397126754964,False,20,0.10554040032496048,283.79542151029165
20,2020-02-11,0,124.52848533816872,150.8397126754964,False,21,0.11388571103069371,283.79542151029165
21,2020-02-12,0,124.52848533816872,150.8397126754964,False,22,0.12289063483920104,283.79542151029165
22,2020-02-13,0,124.52848533816872,150.8397126754964,False,23,0.1326072633470151,283.79542151029165
23,2020-02-14,0,124.52848533816872,150.8397126754964,False,24,0.14309179471225947,283.79542151029165
24,2020-02-15,0,124.52848533816872,150.8397126754964,False,25,0.15440485619474428,283.79542151029165
25,2020-02-16,0,124.52848533816872,150.8397126754964,False,26,0.16661185183273244,283.79542151029165
26,2020-02-17,0,124.52848533816872,150.8397126754964,False,27,0.1797833371829832,283.79542151029165
27,2020-02-18,0,124.52848533816872,150.8397126754964,False,28,0.19399542319298524,283.79542151029165
28,2020-02-19,0,124.52848533816872,150.8397126754964,False,29,0.20933021142620092,283.79542151029165
29,2020-02-20,0,124.52848533816872,150.8397126754964,False,30,0.22587626302316757,283.79542151029165
30,2020-02-21,0,124.52848533816872,150.8397126754964,False,31,0.24372910395390757,283.79542151029165
31,2020-02-22,0,124.52848533816872,150.8397126754964,False,32,0.26299176930079304,283.79542151029165
32,2020-02-23,0,124.52848533816872,150.8397126754964,False,33,0.28377538950622383,283.79542151029165
33,2020-02-24,0,124.52848533816872,150.8397126754964,False,34,0.30619982172666416,283.79542151029165
34,2020-02-25,0,124.52848533816872,150.8397126754964,False,35,0.33039432965411003,283.79542151029165
35,2020-02-26,0,124.52848533816872,150.8397126754964,False,36,0.35649831539826105,283.79542151029165
36,2020-02-27,0,124.52848533816872,150.8397126754964,False,37,0.38466210726780964,283.79542151029165
37,2020-02-28,0,124.52848533816872,150.8397126754964,False,38,0.41504780754745574,283.79542151029165
38,2020-02-29,0,124.52848533816872,150.8397126754964,False,39,0.44783020463857787,283.79542151029165
39,2020-03-01,0,124.52848533816872,150.8397126754964,False,40,0.48319775421576505,283.79542151029165
40,2020-03-02,0,124.52848533816872,150.8397126754964,False,41,0.5213536343483608,283.79542151029165
41,2020-03-03,0,124.52848533816872,150.8397126754964,False,42,0.5625168798451854,283.79542151029165
42,2020-03-04,0,124.52848533816872,150.8397126754964,False,43,0.606923601400897,283.79542151029165
43,2020-03-05,0,124.52848533816872,150.8397126754964,False,44,0.6548282954527763,283.79542151029165
44,2020-03-06,0,124.52848533816872,150.8397126754964,False,45,0.7065052509955411,283.79542151029165
45,2020-03-07,0,124.52848533816872,150.8397126754964,False,46,0.7622500599469552,283.79542151029165
46,2020-03-08,0,124.52848533816872,150.8397126754964,False,47,0.8223812380058912,283.79542151029165
47,2020-03-09,0,124.52848533816872,150.8397126754964,False,48,0.8872419632936984,283.79542151029165
48,2020-03-10,0,124.52848533816872,150.8397126754964,False,49,0.957201940415124,283.79542151029165
49,2020-03-11,0,124.52848533816872,150.8397126754964,False,50,1.0326593979114413,283.79542151029165
50,2020-03-12,0,124.52848533816872,150.8397126754964,False,51,1.1140432273996836,283.79542151029165
51,2020-03-13,0,124.52848533816872,150.8397126754964,False,52,1.20181527299041,283.79542151029165
52,2020-03-14,0,124.52848533816872,150.8397126754964,False,53,1.2964727798432247,283.79542151029165
53,2020-03-15,0,124.52848533816872,150.8397126754964,False,54,1.3985510109436374,283.79542151029165
54,2020-03-16,0,124.52848533816872,150.8397126754964,False,55,1.5086260413539485,283.79542151029165
55,2020-03-17,0,124.52848533816872,150.8397126754964,False,56,1.6273177392897737,283.79542151029165
56,2020-03-18,0,124.52848533816872,150.8397126754964,False,57,1.7552929433848787,283.79542151029165
57,2020-03-19,0,124.52848533816872,150.8397126754964,False,58,1.8932688454095414,283.79542151029165
58,2020-03-20,0,124.52848533816872,150.8397126754964,False,59,2.042016587477838,283.79542151029165
59,2020-03-21,0,124.52848533816872,150.8397126754964,False,60,2.2023650823891483,283.79542151029165
60,2020-03-22,0,124.52848533816872,150.8397126754964,False,61,2.375205065166872,283.79542151029165
61,2020-03-23,0,124.52848533816872,150.8397126754964,False,62,2.5614933830458773,283.79542151029165
62,2020-03-24,0,124.52848533816872,150.8397126754964,False,63,2.7622575300776746,283.79542151029165
63,2020-03-25,0,124.52848533816872,150.8397126754964,False,64,2.9786004311205834,283.79542151029165
