,Report_Date,Canada_newfoundland and labrador_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,78.72464529769236,297.29258125332046,False,1,0.014282043895222914,594.5851625066255
1,2020-01-23,0,78.72464529769236,297.29258125332046,False,2,0.01637653020691806,594.5851625066255
2,2020-01-24,0,78.72464529769236,297.29258125332046,False,3,0.018778166839160663,594.5851625066255
3,2020-01-25,0,78.72464529769236,297.29258125332046,False,4,0.021531993438418034,594.5851625066255
4,2020-01-26,0,78.72464529769236,297.29258125332046,False,5,0.02468965317499592,594.5851625066255
5,2020-01-27,0,78.72464529769236,297.29258125332046,False,6,0.02831036062132653,594.5851625066255
6,2020-01-28,0,78.72464529769236,297.29258125332046,False,7,0.0324620113968694,594.5851625066255
7,2020-01-29,0,78.72464529769236,297.29258125332046,False,8,0.03722245431439819,594.5851625066255
8,2020-01-30,0,78.72464529769236,297.29258125332046,False,9,0.04268094978566386,594.5851625066255
9,2020-01-31,0,78.72464529769236,297.29258125332046,False,10,0.04893984170545966,594.5851625066255
10,2020-02-01,0,78.72464529769236,297.29258125332046,False,11,0.056116473994430184,594.5851625066255
11,2020-02-02,0,78.72464529769236,297.29258125332046,False,12,0.06434538751363897,594.5851625066255
12,2020-02-03,0,78.72464529769236,297.29258125332046,False,13,0.07378083824871566,594.5851625066255
13,2020-02-04,0,78.72464529769236,297.29258125332046,False,14,0.08459968359002228,594.5851625066255
14,2020-02-05,0,78.72464529769236,297.29258125332046,False,15,0.0970046903115906,594.5851625066255
15,2020-02-06,0,78.72464529769236,297.29258125332046,False,16,0.1112283255930723,594.5851625066255
16,2020-02-07,0,78.72464529769236,297.29258125332046,False,17,0.1275371012681837,594.5851625066255
17,2020-02-08,0,78.72464529769236,297.29258125332046,False,18,0.1462365515693203,594.5851625066255
18,2020-02-09,0,78.72464529769236,297.29258125332046,False,19,0.16767693613856163,594.5851625066255
19,2020-02-10,0,78.72464529769236,297.29258125332046,False,20,0.19225977317729062,594.5851625066255
20,2020-02-11,0,78.72464529769236,297.29258125332046,False,21,0.22044532251832052,594.5851625066255
21,2020-02-12,0,78.72464529769236,297.29258125332046,False,22,0.252761155356184,594.5851625066255
22,2020-02-13,0,78.72464529769236,297.29258125332046,False,23,0.2898119666164055,594.5851625066255
23,2020-02-14,0,78.72464529769236,297.29258125332046,False,24,0.332290807759385,594.5851625066255
24,2020-02-15,0,78.72464529769236,297.29258125332046,False,25,0.380991942496983,594.5851625066255
25,2020-02-16,0,78.72464529769236,297.29258125332046,False,26,0.43682555576740767,594.5851625066255
26,2020-02-17,0,78.72464529769236,297.29258125332046,False,27,0.5008345776985303,594.5851625066255
27,2020-02-18,0,78.72464529769236,297.29258125332046,False,28,0.5742139195303598,594.5851625066255
28,2020-02-19,0,78.72464529769236,297.29258125332046,False,29,0.6583324578985832,594.5851625066255
29,2020-02-20,0,78.72464529769236,297.29258125332046,False,30,0.7547581478156364,594.5851625066255
30,2020-02-21,0,78.72464529769236,297.29258125332046,False,31,0.8652866933905061,594.5851625066255
31,2020-02-22,0,78.72464529769236,297.29258125332046,False,32,0.9919742589898591,594.5851625066255
32,2020-02-23,0,78.72464529769236,297.29258125332046,False,33,1.137174762220396,594.5851625066255
33,2020-02-24,0,78.72464529769236,297.29258125332046,False,34,1.3035823536735145,594.5851625066255
34,2020-02-25,0,78.72464529769236,297.29258125332046,False,35,1.4942797564092751,594.5851625066255
35,2020-02-26,0,78.72464529769236,297.29258125332046,False,36,1.7127932098669447,594.5851625066255
36,2020-02-27,0,78.72464529769236,297.29258125332046,False,37,1.9631548369322445,594.5851625066255
37,2020-02-28,0,78.72464529769236,297.29258125332046,False,38,2.2499733271874445,594.5851625066255
38,2020-02-29,0,78.72464529769236,297.29258125332046,False,39,2.5785139008499045,594.5851625066255
39,2020-03-01,0,78.72464529769236,297.29258125332046,False,40,2.954788582183393,594.5851625066255
40,2020-03-02,0,78.72464529769236,297.29258125332046,False,41,3.3856578621370246,594.5851625066255
