,Report_Date,Uruguay_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
69,2020-03-31,338,296,75.38934722991753,369.13058088662115,True,70,279.57610423139084,735.9228395387179
70,2020-04-01,350,286,75.38934722991753,369.13058088662115,True,71,295.701486981295,735.9228395387179
71,2020-04-02,369,297,75.38934722991753,369.13058088662115,True,72,312.12405265849173,735.9228395387179
72,2020-04-03,386,296,75.38934722991753,369.13058088662115,True,73,328.78110445510845,735.9228395387179
73,2020-04-04,400,302,75.38934722991753,369.13058088662115,True,74,345.6061459203553,735.9228395387179
74,2020-04-05,406,296,75.38934722991753,369.13058088662115,True,75,362.52990841039974,735.9228395387179
75,2020-04-06,415,286,75.38934722991753,369.13058088662115,True,76,379.4814746757591,735.9228395387179
76,2020-04-07,424,267,75.38934722991753,369.13058088662115,True,77,396.3894605493953,735.9228395387179
77,2020-04-08,456,257,75.38934722991753,369.13058088662115,True,78,413.1832132144872,735.9228395387179
78,2020-04-09,473,260,75.38934722991753,369.13058088662115,True,79,429.7939835271247,735.9228395387179
79,2020-04-10,494,273,75.38934722991753,369.13058088662115,True,80,446.15603143803173,735.9228395387179
80,2020-04-11,501,270,75.38934722991753,369.13058088662115,True,81,462.20762755512703,735.9228395387179
81,2020-04-12,480,242,75.38934722991753,369.13058088662115,True,82,477.8919199542514,735.9228395387179
82,2020-04-13,483,227,75.38934722991753,369.13058088662115,True,83,493.15764294601354,735.9228395387179
83,2020-04-14,492,224,75.38934722991753,369.13058088662115,True,84,507.9596530032742,735.9228395387179
84,2020-04-15,493,212,75.38934722991753,369.13058088662115,True,85,522.2592857748608,735.9228395387179
85,2020-04-16,502,207,75.38934722991753,369.13058088662115,True,86,536.0245364248383,735.9228395387179
86,2020-04-17,508,205,75.38934722991753,369.13058088662115,True,87,549.2300729107212,735.9228395387179
87,2020-04-18,517,210,75.38934722991753,369.13058088662115,True,88,561.8570978565215,735.9228395387179
88,2020-04-19,528,220,75.38934722991753,369.13058088662115,True,89,573.8930791553657,735.9228395387179
89,2020-04-20,535,212,75.38934722991753,369.13058088662115,True,90,585.3313722774608,735.9228395387179
90,2020-04-21,543,207,75.38934722991753,369.13058088662115,True,91,596.1707585274651,735.9228395387179
91,2020-04-22,549,200,75.38934722991753,369.13058088662115,True,92,606.4149233645712,735.9228395387179
92,2020-04-23,557,191,75.38934722991753,369.13058088662115,True,93,616.0718976152639,735.9228395387179
93,2020-04-24,563,182,75.38934722991753,369.13058088662115,True,94,625.1534822559837,735.9228395387179
94,2020-04-25,596,212,75.38934722991753,369.13058088662115,True,95,633.6746747089707,735.9228395387179
95,2020-04-26,606,216,75.38934722991753,369.13058088662115,True,96,641.6531115475451,735.9228395387179
96,2020-04-27,620,219,75.38934722991753,369.13058088662115,True,97,649.1085393781682,735.9228395387179
97,2020-04-28,625,216,75.38934722991753,369.13058088662115,True,98,656.0623226405128,735.9228395387179
98,2020-04-29,630,203,75.38934722991753,369.13058088662115,True,99,662.5369942790608,735.9228395387179
99,2020-04-30,643,209,75.38934722991753,369.13058088662115,True,100,668.5558527790721,735.9228395387179
100,2020-05-01,648,196,75.38934722991753,369.13058088662115,True,101,674.1426069736597,735.9228395387179
101,2020-05-02,652,195,75.38934722991753,369.13058088662115,True,102,679.3210683309138,735.9228395387179
102,2020-05-03,655,196,75.38934722991753,369.13058088662115,True,103,684.1148891087612,735.9228395387179
103,2020-05-04,657,193,75.38934722991753,369.13058088662115,True,104,688.5473437909307,735.9228395387179
104,2020-05-05,670,185,75.38934722991753,369.13058088662115,True,105,692.6411505493893,735.9228395387179
105,2020-05-06,673,170,75.38934722991753,369.13058088662115,True,106,696.4183290710313,735.9228395387179
106,2020-05-07,684,175,75.38934722991753,369.13058088662115,True,107,699.9000908922047,735.9228395387179
107,2020-05-08,694,170,75.38934722991753,369.13058088662115,True,108,703.1067583589544,735.9228395387179
108,2020-05-09,702,171,75.38934722991753,369.13058088662115,True,109,706.0577084326777,735.9228395387179
109,2020-05-10,707,171,75.38934722991753,369.13058088662115,True,110,708.7713377544998,735.9228395387179
110,2020-05-11,711,169,75.38934722991753,369.13058088662115,True,111,711.2650456368403,735.9228395387179
111,2020-05-12,717,166,75.38934722991753,369.13058088662115,True,112,713.555231942736,735.9228395387179
112,2020-05-13,719,155,75.38934722991753,369.13058088662115,True,113,715.6573071229893,735.9228395387179
113,2020-05-14,724,158,75.38934722991753,369.13058088662115,True,114,717.5857119932627,735.9228395387179
114,2020-05-15,732,160,75.38934722991753,369.13058088662115,True,115,719.3539451369426,735.9228395387179
115,2020-05-16,733,156,75.38934722991753,369.13058088662115,True,116,720.9745961073329,735.9228395387179
116,2020-05-17,734,150,75.38934722991753,369.13058088662115,True,117,722.4593828696538,735.9228395387179
117,2020-05-18,737,148,75.38934722991753,369.13058088662115,True,118,723.819192166549,735.9228395387179
118,2020-05-19,738,139,75.38934722991753,369.13058088662115,True,119,725.0641217092327,735.9228395387179
119,2020-05-20,746,138,75.38934722991753,369.13058088662115,True,120,726.2035232899814,735.9228395387179
120,2020-05-21,749,135,75.38934722991753,369.13058088662115,True,121,727.2460460812499,735.9228395387179
121,2020-05-22,753,130,75.38934722991753,369.13058088662115,True,122,728.1996795337022,735.9228395387179
122,2020-05-23,764,126,75.38934722991753,369.13058088662115,True,123,729.0717954115827,735.9228395387179
123,2020-05-24,769,129,75.38934722991753,369.13058088662115,True,124,729.8691886111011,735.9228395387179
124,2020-05-25,787,136,75.38934722991753,369.13058088662115,True,125,730.598116497807,735.9228395387179
125,2020-05-26,789,129,75.38934722991753,369.13058088662115,True,126,731.2643365742666,735.9228395387179
126,2020-05-27,803,131,75.38934722991753,369.13058088662115,True,127,731.8731423515889,735.9228395387179
127,2020-05-28,811,135,75.38934722991753,369.13058088662115,True,128,732.4293973492129,735.9228395387179
