,Report_Date,UK_cayman islands_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,99.59766742751187,73.76580376692544,True,1,0.4482250271609314,133.5466272280762
1,2020-01-23,0,0,99.59766742751187,73.76580376692544,True,2,0.4752638554544764,133.5466272280762
2,2020-01-24,0,0,99.59766742751187,73.76580376692544,True,3,0.5039281918003806,133.5466272280762
3,2020-01-25,0,0,99.59766742751187,73.76580376692544,True,4,0.5343150635416382,133.5466272280762
4,2020-01-26,0,0,99.59766742751187,73.76580376692544,True,5,0.5665272034260338,133.5466272280762
5,2020-01-27,0,0,99.59766742751187,73.76580376692544,True,6,0.6006733743785678,133.5466272280762
6,2020-01-28,0,0,99.59766742751187,73.76580376692544,True,7,0.6368687114208553,133.5466272280762
7,2020-01-29,0,0,99.59766742751187,73.76580376692544,True,8,0.6752350814720087,133.5466272280762
8,2020-01-30,0,0,99.59766742751187,73.76580376692544,True,9,0.7159014617739632,133.5466272280762
9,2020-01-31,0,0,99.59766742751187,73.76580376692544,True,10,0.759004337689009,133.5466272280762
10,2020-02-01,0,0,99.59766742751187,73.76580376692544,True,11,0.8046881206177943,133.5466272280762
11,2020-02-02,0,0,99.59766742751187,73.76580376692544,True,12,0.8531055867814749,133.5466272280762
12,2020-02-03,0,0,99.59766742751187,73.76580376692544,True,13,0.9044183376011864,133.5466272280762
13,2020-02-04,0,0,99.59766742751187,73.76580376692544,True,14,0.9587972823906161,133.5466272280762
14,2020-02-05,0,0,99.59766742751187,73.76580376692544,True,15,1.0164231440520874,133.5466272280762
15,2020-02-06,0,0,99.59766742751187,73.76580376692544,True,16,1.077486988432067,133.5466272280762
16,2020-02-07,0,0,99.59766742751187,73.76580376692544,True,17,1.142190777946986,133.5466272280762
17,2020-02-08,0,0,99.59766742751187,73.76580376692544,True,18,1.210747950033306,133.5466272280762
18,2020-02-09,0,0,99.59766742751187,73.76580376692544,True,19,1.283384020905164,133.5466272280762
19,2020-02-10,0,0,99.59766742751187,73.76580376692544,True,20,1.3603372150169477,133.5466272280762
20,2020-02-11,0,0,99.59766742751187,73.76580376692544,True,21,1.4418591205247482,133.5466272280762
21,2020-02-12,0,0,99.59766742751187,73.76580376692544,True,22,1.5282153709176418,133.5466272280762
22,2020-02-13,0,0,99.59766742751187,73.76580376692544,True,23,1.6196863528448067,133.5466272280762
23,2020-02-14,0,0,99.59766742751187,73.76580376692544,True,24,1.716567939994916,133.5466272280762
24,2020-02-15,0,0,99.59766742751187,73.76580376692544,True,25,1.8191722526873197,133.5466272280762
25,2020-02-16,0,0,99.59766742751187,73.76580376692544,True,26,1.9278284426071064,133.5466272280762
26,2020-02-17,0,0,99.59766742751187,73.76580376692544,True,27,2.042883501854987,133.5466272280762
27,2020-02-18,0,0,99.59766742751187,73.76580376692544,True,28,2.164703095184507,133.5466272280762
28,2020-02-19,0,0,99.59766742751187,73.76580376692544,True,29,2.293672413959636,133.5466272280762
29,2020-02-20,0,0,99.59766742751187,73.76580376692544,True,30,2.430197049981358,133.5466272280762
30,2020-02-21,0,0,99.59766742751187,73.76580376692544,True,31,2.5747038868982384,133.5466272280762
31,2020-02-22,0,0,99.59766742751187,73.76580376692544,True,32,2.7276420064288613,133.5466272280762
32,2020-02-23,0,0,99.59766742751187,73.76580376692544,True,33,2.889483606078907,133.5466272280762
33,2020-02-24,0,0,99.59766742751187,73.76580376692544,True,34,3.0607249244279466,133.5466272280762
34,2020-02-25,0,0,99.59766742751187,73.76580376692544,True,35,3.2418871693862314,133.5466272280762
35,2020-02-26,0,0,99.59766742751187,73.76580376692544,True,36,3.433517444075221,133.5466272280762
36,2020-02-27,0,0,99.59766742751187,73.76580376692544,True,37,3.6361896641629685,133.5466272280762
37,2020-02-28,0,0,99.59766742751187,73.76580376692544,True,38,3.8505054595827963,133.5466272280762
