,Report_Date,UK_cayman islands_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
38,2020-02-29,0,0,99.59766742751187,73.76580376692544,True,39,4.077095052577064,133.5466272280762
39,2020-03-01,0,0,99.59766742751187,73.76580376692544,True,40,4.316618102934514,133.5466272280762
40,2020-03-02,0,0,99.59766742751187,73.76580376692544,True,41,4.569764510127208,133.5466272280762
41,2020-03-03,0,0,99.59766742751187,73.76580376692544,True,42,4.837255160800634,133.5466272280762
42,2020-03-04,0,0,99.59766742751187,73.76580376692544,True,43,5.119842608728133,133.5466272280762
43,2020-03-05,0,0,99.59766742751187,73.76580376692544,True,44,5.418311672910823,133.5466272280762
44,2020-03-06,0,0,99.59766742751187,73.76580376692544,True,45,5.733479937990272,133.5466272280762
45,2020-03-07,0,0,99.59766742751187,73.76580376692544,True,46,6.066198139550551,133.5466272280762
46,2020-03-08,0,0,99.59766742751187,73.76580376692544,True,47,6.417350415228246,133.5466272280762
47,2020-03-09,0,0,99.59766742751187,73.76580376692544,True,48,6.787854400836943,133.5466272280762
48,2020-03-10,0,0,99.59766742751187,73.76580376692544,True,49,7.178661148963974,133.5466272280762
49,2020-03-11,0,0,99.59766742751187,73.76580376692544,True,50,7.590754845734037,133.5466272280762
50,2020-03-12,0,0,99.59766742751187,73.76580376692544,True,51,8.025152299683596,133.5466272280762
51,2020-03-13,1,1,99.59766742751187,73.76580376692544,True,52,8.482902174985856,133.5466272280762
52,2020-03-14,1,1,99.59766742751187,73.76580376692544,True,53,8.96508393964799,133.5466272280762
53,2020-03-15,1,1,99.59766742751187,73.76580376692544,True,54,9.472806497817395,133.5466272280762
54,2020-03-16,1,0,99.59766742751187,73.76580376692544,True,55,10.007206474037416,133.5466272280762
55,2020-03-17,1,0,99.59766742751187,73.76580376692544,True,56,10.569446116247352,133.5466272280762
56,2020-03-18,1,0,99.59766742751187,73.76580376692544,True,57,11.160710783598796,133.5466272280762
57,2020-03-19,3,2,99.59766742751187,73.76580376692544,True,58,11.782205984839361,133.5466272280762
58,2020-03-20,3,2,99.59766742751187,73.76580376692544,True,59,12.435153933184013,133.5466272280762
59,2020-03-21,3,2,99.59766742751187,73.76580376692544,True,60,13.12078958434831,133.5466272280762
60,2020-03-22,3,2,99.59766742751187,73.76580376692544,True,61,13.840356125859039,133.5466272280762
61,2020-03-23,5,4,99.59766742751187,73.76580376692544,True,62,14.595099887992063,133.5466272280762
62,2020-03-24,6,5,99.59766742751187,73.76580376692544,True,63,15.386264649824854,133.5466272280762
63,2020-03-25,8,7,99.59766742751187,73.76580376692544,True,64,16.215085318040146,133.5466272280762
64,2020-03-26,8,7,99.59766742751187,73.76580376692544,True,65,17.08278096138433,133.5466272280762
65,2020-03-27,8,7,99.59766742751187,73.76580376692544,True,66,17.990547190166,133.5466272280762
66,2020-03-28,8,7,99.59766742751187,73.76580376692544,True,67,18.93954787796108,133.5466272280762
67,2020-03-29,8,7,99.59766742751187,73.76580376692544,True,68,19.9309062318362,133.5466272280762
68,2020-03-30,12,11,99.59766742751187,73.76580376692544,True,69,20.96569522795029,133.5466272280762
69,2020-03-31,14,13,99.59766742751187,73.76580376692544,True,70,22.04492744135183,133.5466272280762
70,2020-04-01,22,21,99.59766742751187,73.76580376692544,True,71,23.16954431211946,133.5466272280762
71,2020-04-02,28,27,99.59766742751187,73.76580376692544,True,72,24.340404904614775,133.5466272280762
72,2020-04-03,28,27,99.59766742751187,73.76580376692544,True,73,25.558274232385205,133.5466272280762
73,2020-04-04,35,33,99.59766742751187,73.76580376692544,True,74,26.82381123796941,133.5466272280762
74,2020-04-05,35,33,99.59766742751187,73.76580376692544,True,75,28.137556534244975,133.5466272280762
75,2020-04-06,39,37,99.59766742751187,73.76580376692544,True,76,29.49992003167184,133.5466272280762
76,2020-04-07,45,38,99.59766742751187,73.76580376692544,True,77,30.911168593405858,133.5466272280762
77,2020-04-08,45,38,99.59766742751187,73.76580376692544,True,78,32.37141387729267,133.5466272280762
78,2020-04-09,45,38,99.59766742751187,73.76580376692544,True,79,33.88060053964565,133.5466272280762
79,2020-04-10,45,38,99.59766742751187,73.76580376692544,True,80,35.43849498984624,133.5466272280762
80,2020-04-11,45,38,99.59766742751187,73.76580376692544,True,81,37.044674896527276,133.5466272280762
81,2020-04-12,53,46,99.59766742751187,73.76580376692544,True,82,38.69851965473023,133.5466272280762
82,2020-04-13,53,46,99.59766742751187,73.76580376692544,True,83,40.399202028293395,133.5466272280762
83,2020-04-14,54,47,99.59766742751187,73.76580376692544,True,84,42.145681182187516,133.5466272280762
84,2020-04-15,54,47,99.59766742751187,73.76580376692544,True,85,43.93669731499338,133.5466272280762
85,2020-04-16,60,53,99.59766742751187,73.76580376692544,True,86,45.77076809173685,133.5466272280762
86,2020-04-17,61,53,99.59766742751187,73.76580376692544,True,87,47.646187061520976,133.5466272280762
87,2020-04-18,61,53,99.59766742751187,73.76580376692544,True,88,49.56102422265595,133.5466272280762
88,2020-04-19,61,53,99.59766742751187,73.76580376692544,True,89,51.51312887031471,133.5466272280762
89,2020-04-20,66,58,99.59766742751187,73.76580376692544,True,90,53.50013482839529,133.5466272280762
90,2020-04-21,66,58,99.59766742751187,73.76580376692544,True,91,55.51946812874508,133.5466272280762
91,2020-04-22,66,58,99.59766742751187,73.76580376692544,True,92,57.56835715793963,133.5466272280762
92,2020-04-23,66,58,99.59766742751187,73.76580376692544,True,93,59.64384524538744,133.5466272280762
93,2020-04-24,70,61,99.59766742751187,73.76580376692544,True,94,61.74280561784354,133.5466272280762
94,2020-04-25,70,61,99.59766742751187,73.76580376692544,True,95,63.86195859582873,133.5466272280762
95,2020-04-26,70,61,99.59766742751187,73.76580376692544,True,96,65.99789085847084,133.5466272280762
96,2020-04-27,70,61,99.59766742751187,73.76580376692544,True,97,68.14707655647531,133.5466272280762
97,2020-04-28,70,59,99.59766742751187,73.76580376692544,True,98,70.30590000987343,133.5466272280762
98,2020-04-29,73,62,99.59766742751187,73.76580376692544,True,99,72.47067968938255,133.5466272280762
99,2020-04-30,73,62,99.59766742751187,73.76580376692544,True,100,74.63769314901117,133.5466272280762
100,2020-05-01,74,63,99.59766742751187,73.76580376692544,True,101,76.80320255409212,133.5466272280762
101,2020-05-02,74,63,99.59766742751187,73.76580376692544,True,102,78.96348043411449,133.5466272280762
102,2020-05-03,74,63,99.59766742751187,73.76580376692544,True,103,81.11483528410369,133.5466272280762
103,2020-05-04,75,60,99.59766742751187,73.76580376692544,True,104,83.25363664208808,133.5466272280762
104,2020-05-05,78,47,99.59766742751187,73.76580376692544,True,105,85.37633928324142,133.5466272280762
105,2020-05-06,78,47,99.59766742751187,73.76580376692544,True,106,87.47950619311165,133.5466272280762
106,2020-05-07,80,44,99.59766742751187,73.76580376692544,True,107,89.559830012118,133.5466272280762
107,2020-05-08,81,39,99.59766742751187,73.76580376692544,True,108,91.6141526801196,133.5466272280762
108,2020-05-09,81,39,99.59766742751187,73.76580376692544,True,109,93.63948305201026,133.5466272280762
109,2020-05-10,81,39,99.59766742751187,73.76580376692544,True,110,95.63301230149065,133.5466272280762
110,2020-05-11,84,36,99.59766742751187,73.76580376692544,True,111,97.59212697885214,133.5466272280762
111,2020-05-12,85,34,99.59766742751187,73.76580376692544,True,112,99.51441963819359,133.5466272280762
112,2020-05-13,86,31,99.59766742751187,73.76580376692544,True,113,101.39769699846951,133.5466272280762
113,2020-05-14,93,38,99.59766742751187,73.76580376692544,True,114,103.23998564973235,133.5466272280762
114,2020-05-15,94,38,99.59766742751187,73.76580376692544,True,115,105.03953535965269,133.5466272280762
115,2020-05-16,94,38,99.59766742751187,73.76580376692544,True,116,106.79482007486071,133.5466272280762
116,2020-05-17,94,38,99.59766742751187,73.76580376692544,True,117,108.50453674605659,133.5466272280762
117,2020-05-18,94,38,99.59766742751187,73.76580376692544,True,118,110.16760213464647,133.5466272280762
118,2020-05-19,111,55,99.59766742751187,73.76580376692544,True,119,111.78314778156837,133.5466272280762
119,2020-05-20,111,55,99.59766742751187,73.76580376692544,True,120,113.35051333590508,133.5466272280762
120,2020-05-21,121,65,99.59766742751187,73.76580376692544,True,121,114.86923845197093,133.5466272280762
121,2020-05-22,129,67,99.59766742751187,73.76580376692544,True,122,116.33905346911378,133.5466272280762
122,2020-05-23,129,67,99.59766742751187,73.76580376692544,True,123,117.75986908894444,133.5466272280762
123,2020-05-24,129,67,99.59766742751187,73.76580376692544,True,124,119.1317652606516,133.5466272280762
124,2020-05-25,134,72,99.59766742751187,73.76580376692544,True,125,120.45497947711267,133.5466272280762
125,2020-05-26,137,73,99.59766742751187,73.76580376692544,True,126,121.7298946733398,133.5466272280762
126,2020-05-27,140,72,99.59766742751187,73.76580376692544,True,127,122.95702690508358,133.5466272280762
127,2020-05-28,140,72,99.59766742751187,73.76580376692544,True,128,124.13701296981773,133.5466272280762
