,ds,yhat,yhat_lower,yhat_upper,y,y_hill,y_hill_b1,yhat_b1,yhat_b1_lower,yhat_b1_upper,current_date,active_patients,fastest_growth_day,growth_stabilized,current_day,cap
0,2020-01-22,5.241898819853334,-30.97028031898704,41.02692586023963,0.0,8.578376338550254e-31,1.9069838118866466e-200,1.9428850451405282,-29.26819108595072,29.76298046734979,2020-05-28,0.0,122.79738727999724,True,128,517.0438345201613
1,2020-01-23,4.810662106036346,-30.038960718301986,42.07590935210926,0.0,5.33017887172958e-26,2.4173891737608864e-170,1.34179032660893,-28.14895555953135,29.23766762081473,2020-05-28,0.0,122.79738727999724,True,128,517.0438345201613
2,2020-01-24,-1.189868676407671,-37.15259097964944,37.21887810317949,0.0,3.393626163979642e-23,9.828165890444557e-153,0.07959876215240819,-28.27377109475984,28.773414015522523,2020-05-28,0.0,122.79738727999724,True,128,517.0438345201613
3,2020-01-25,-3.965149774799764,-43.20280507508774,33.094698036573845,0.0,3.3119095832806336e-21,3.06440483709974e-140,-2.5085398490274518,-28.74126168024432,25.017612509933695,2020-05-28,0.0,122.79738727999724,True,128,517.0438345201613
4,2020-01-26,-6.827826882886656,-45.810162671833254,29.855384569142025,0.0,1.156613401417644e-19,1.5043449760827591e-130,-1.8117703933434197,-29.01018117556876,26.812783130259323,2020-05-28,0.0,122.79738727999724,True,128,517.0438345201613
5,2020-01-27,-5.885626036854584,-44.92510529500052,32.42828271055271,0.0,2.1086314896800124e-18,1.245868039015054e-122,-2.9765420731043726,-33.28107782062794,24.75202965543601,2020-05-28,0.0,122.79738727999724,True,128,517.0438345201613
6,2020-01-28,7.865049818692531,-28.98838008972884,45.9185165083657,0.0,2.454722708525425e-17,6.168094343762423e-116,3.9329515013750918,-23.600780030755715,35.39485258432038,2020-05-28,0.0,122.79738727999724,True,128,517.0438345201613
7,2020-01-29,5.246879171055427,-31.810217852706472,41.27100946761089,0.0,2.0578568471693467e-16,3.884594631087374e-110,1.9429440654115286,-26.48610311906093,30.664060630123366,2020-05-28,0.0,122.79738727999724,True,128,517.0438345201613
8,2020-01-30,4.81614721488529,-33.28530674094649,41.22632294988363,0.0,1.34252661416735e-15,5.065215769951142e-105,1.341858677725886,-25.528915719639073,31.942985817750404,2020-05-28,0.0,122.79738727999724,True,128,517.0438345201613
9,2020-01-31,-1.1838276546363986,-38.200579144700306,36.9384637967875,0.0,7.186623752202376e-15,1.906983811879471e-100,0.07967791929307362,-28.293689448354066,25.464827397173575,2020-05-28,0.0,122.79738727999724,True,128,517.0438345201613
10,2020-02-01,-3.958496500893465,-41.59218789103106,34.76228051457148,0.0,3.278125632071462e-14,2.6279404649823455e-96,-2.508448177500141,-29.93773063769342,25.590454742335396,2020-05-28,0.0,122.79738727999724,True,128,517.0438345201613
11,2020-02-02,-6.820499308327104,-43.4270000449417,30.040743939149273,0.0,1.3101993397104242e-13,1.5793253674608114e-92,-1.8116642289526788,-29.035556702597358,26.501549565484257,2020-05-28,0.0,122.79738727999724,True,128,517.0438345201613
12,2020-02-03,-5.8775558254504325,-44.01434658227598,29.767480188542322,0.0,4.686607240633022e-13,4.7280519208344734e-89,-2.976419124601336,-33.2424748357256,26.6951359442443,2020-05-28,0.0,122.79738727999724,True,128,517.0438345201613
13,2020-02-04,7.873937927987391,-29.20910208916999,44.83424493020962,0.0,1.52524330952216e-12,7.818988497125924e-86,3.933093887512456,-25.009059224723106,31.961461179829794,2020-05-28,0.0,122.79738727999724,True,128,517.0438345201613
14,2020-02-05,5.256668065486511,-34.44148466090564,42.563792689347686,0.0,4.575590234974123e-12,7.753055840977972e-83,1.9431089621602577,-25.13573096514688,30.435346002965854,2020-05-28,0.0,122.79738727999724,True,128,517.0438345201613
15,2020-02-06,4.826928180692504,-33.09741614191905,40.61903755661526,0.0,1.2786504875676126e-11,4.924308715735689e-80,1.342049643920911,-27.666367028655035,29.906189192758003,2020-05-28,0.0,122.79738727999724,True,128,517.0438345201613
16,2020-02-07,-1.1719540814862912,-39.62852824644736,34.40177273823398,0.0,3.357304204967964e-11,2.114653152894419e-77,0.07989907639102854,-29.397524044316317,27.253060194979525,2020-05-28,0.0,122.79738727999724,True,128,517.0438345201613
17,2020-02-08,-3.945419597650561,-40.806348703781126,30.859737987603214,0.0,8.341796525538453e-11,6.420923811056785e-75,-2.5081920564608597,-30.685033675910848,25.310104636844436,2020-05-28,0.0,122.79738727999724,True,128,517.0438345201613
18,2020-02-09,-6.8060971336107965,-43.1617740681259,27.768547670104432,0.0,1.9731127130863205e-10,1.4312223240117798e-72,-1.8113676163214762,-31.513765561210803,26.52122522571018,2020-05-28,0.0,122.79738727999724,True,128,517.0438345201613
