,Report_Date,Canada_new brunswick_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,68.54843889740808,60.71588127895015,True,1,0.001436376472765719,121.43071915072088
1,2020-01-23,0,0,68.54843889740808,60.71588127895015,True,2,0.0016990590186599511,121.43071915072088
2,2020-01-24,0,0,68.54843889740808,60.71588127895015,True,3,0.0020097797907291225,121.43071915072088
3,2020-01-25,0,0,68.54843889740808,60.71588127895015,True,4,0.0023773234906408554,121.43071915072088
4,2020-01-26,0,0,68.54843889740808,60.71588127895015,True,5,0.00281208114283695,121.43071915072088
5,2020-01-27,0,0,68.54843889740808,60.71588127895015,True,6,0.0033263437674005804,121.43071915072088
6,2020-01-28,0,0,68.54843889740808,60.71588127895015,True,7,0.003934649722908179,121.43071915072088
7,2020-01-29,0,0,68.54843889740808,60.71588127895015,True,8,0.004654195519626423,121.43071915072088
8,2020-01-30,0,0,68.54843889740808,60.71588127895015,True,9,0.005505321689782009,121.43071915072088
9,2020-01-31,0,0,68.54843889740808,60.71588127895015,True,10,0.006512087412324426,121.43071915072088
10,2020-02-01,0,0,68.54843889740808,60.71588127895015,True,11,0.007702950082988366,121.43071915072088
11,2020-02-02,0,0,68.54843889740808,60.71588127895015,True,12,0.009111568965209307,121.43071915072088
12,2020-02-03,0,0,68.54843889740808,60.71588127895015,True,13,0.010777755534251254,121.43071915072088
13,2020-02-04,0,0,68.54843889740808,60.71588127895015,True,14,0.012748597230490034,121.43071915072088
14,2020-02-05,0,0,68.54843889740808,60.71588127895015,True,15,0.015079786179172754,121.43071915072088
15,2020-02-06,0,0,68.54843889740808,60.71588127895015,True,16,0.017837190143022933,121.43071915072088
16,2020-02-07,0,0,68.54843889740808,60.71588127895015,True,17,0.021098709702402282,121.43071915072088
17,2020-02-08,0,0,68.54843889740808,60.71588127895015,True,18,0.024956473581918475,121.43071915072088
18,2020-02-09,0,0,68.54843889740808,60.71588127895015,True,19,0.02951943336729165,121.43071915072088
19,2020-02-10,0,0,68.54843889740808,60.71588127895015,True,20,0.03491642981887161,121.43071915072088
20,2020-02-11,0,0,68.54843889740808,60.71588127895015,True,21,0.0412998158610298,121.43071915072088
21,2020-02-12,0,0,68.54843889740808,60.71588127895015,True,22,0.04884973642152974,121.43071915072088
22,2020-02-13,0,0,68.54843889740808,60.71588127895015,True,23,0.057779182965867634,121.43071915072088
23,2020-02-14,0,0,68.54843889740808,60.71588127895015,True,24,0.06833996121646897,121.43071915072088
24,2020-02-15,0,0,68.54843889740808,60.71588127895015,True,25,0.08082973460749596,121.43071915072088
25,2020-02-16,0,0,68.54843889740808,60.71588127895015,True,26,0.09560033398559721,121.43071915072088
26,2020-02-17,0,0,68.54843889740808,60.71588127895015,True,27,0.11306755644055927,121.43071915072088
27,2020-02-18,0,0,68.54843889740808,60.71588127895015,True,28,0.13372271346986186,121.43071915072088
28,2020-02-19,0,0,68.54843889740808,60.71588127895015,True,29,0.1581462314703659,121.43071915072088
29,2020-02-20,0,0,68.54843889740808,60.71588127895015,True,30,0.18702365627925388,121.43071915072088
30,2020-02-21,0,0,68.54843889740808,60.71588127895015,True,31,0.2211644685074866,121.43071915072088
31,2020-02-22,0,0,68.54843889740808,60.71588127895015,True,32,0.2615241778589957,121.43071915072088
32,2020-02-23,0,0,68.54843889740808,60.71588127895015,True,33,0.3092302322845506,121.43071915072088
33,2020-02-24,0,0,68.54843889740808,60.71588127895015,True,34,0.3656123508919489,121.43071915072088
34,2020-02-25,0,0,68.54843889740808,60.71588127895015,True,35,0.43223796637752093,121.43071915072088
35,2020-02-26,0,0,68.54843889740808,60.71588127895015,True,36,0.5109535404473449,121.43071915072088
36,2020-02-27,0,0,68.54843889740808,60.71588127895015,True,37,0.6039325895261307,121.43071915072088
37,2020-02-28,0,0,68.54843889740808,60.71588127895015,True,38,0.713731320693213,121.43071915072088
38,2020-02-29,0,0,68.54843889740808,60.71588127895015,True,39,0.8433528183361965,121.43071915072088
39,2020-03-01,0,0,68.54843889740808,60.71588127895015,True,40,0.9963207246671786,121.43071915072088
40,2020-03-02,0,0,68.54843889740808,60.71588127895015,True,41,1.1767632996172948,121.43071915072088
41,2020-03-03,0,0,68.54843889740808,60.71588127895015,True,42,1.3895085966757115,121.43071915072088
42,2020-03-04,0,0,68.54843889740808,60.71588127895015,True,43,1.640191208837693,121.43071915072088
43,2020-03-05,0,0,68.54843889740808,60.71588127895015,True,44,1.9353705670475554,121.43071915072088
44,2020-03-06,0,0,68.54843889740808,60.71588127895015,True,45,2.282660039992645,121.43071915072088
45,2020-03-07,0,0,68.54843889740808,60.71588127895015,True,46,2.690864998000908,121.43071915072088
46,2020-03-08,0,0,68.54843889740808,60.71588127895015,True,47,3.170126455583871,121.43071915072088
47,2020-03-09,0,0,68.54843889740808,60.71588127895015,True,48,3.732064771884303,121.43071915072088
48,2020-03-10,0,0,68.54843889740808,60.71588127895015,True,49,4.389915035135757,121.43071915072088
49,2020-03-11,1,1,68.54843889740808,60.71588127895015,True,50,5.158642069505149,121.43071915072088
50,2020-03-12,1,1,68.54843889740808,60.71588127895015,True,51,6.055018413238636,121.43071915072088
51,2020-03-13,1,1,68.54843889740808,60.71588127895015,True,52,7.0976431655266214,121.43071915072088
52,2020-03-14,1,1,68.54843889740808,60.71588127895015,True,53,8.306873516872523,121.43071915072088
53,2020-03-15,2,2,68.54843889740808,60.71588127895015,True,54,9.704634599853275,121.43071915072088
54,2020-03-16,6,6,68.54843889740808,60.71588127895015,True,55,11.314068000349902,121.43071915072088
55,2020-03-17,8,8,68.54843889740808,60.71588127895015,True,56,13.158976402902395,121.43071915072088
56,2020-03-18,11,11,68.54843889740808,60.71588127895015,True,57,15.263023606156866,121.43071915072088
57,2020-03-19,11,11,68.54843889740808,60.71588127895015,True,58,17.648658312549138,121.43071915072088
58,2020-03-20,11,11,68.54843889740808,60.71588127895015,True,59,20.33574968481959,121.43071915072088
59,2020-03-21,17,17,68.54843889740808,60.71588127895015,True,60,23.339955177505356,121.43071915072088
60,2020-03-22,17,17,68.54843889740808,60.71588127895015,True,61,26.670887374484266,121.43071915072088
61,2020-03-23,17,17,68.54843889740808,60.71588127895015,True,62,30.33020396159917,121.43071915072088
62,2020-03-24,18,18,68.54843889740808,60.71588127895015,True,63,34.30980615762677,121.43071915072088
63,2020-03-25,18,18,68.54843889740808,60.71588127895015,True,64,38.59038300974625,121.43071915072088
64,2020-03-26,33,33,68.54843889740808,60.71588127895015,True,65,43.14056469980577,121.43071915072088
65,2020-03-27,45,45,68.54843889740808,60.71588127895015,True,66,47.91692974320724,121.43071915072088
66,2020-03-28,51,51,68.54843889740808,60.71588127895015,True,67,52.86503699744363,121.43071915072088
67,2020-03-29,66,66,68.54843889740808,60.71588127895015,True,68,57.9215250890396,121.43071915072088
68,2020-03-30,68,68,68.54843889740808,60.71588127895015,True,69,63.01715807845941,121.43071915072088
69,2020-03-31,70,70,68.54843889740808,60.71588127895015,True,70,68.08053163631303,121.43071915072088
70,2020-04-01,81,81,68.54843889740808,60.71588127895015,True,71,73.0420302025683,121.43071915072088
