,Report_Date,Georgia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
24,2020-02-15,0,88.80128940801715,372.18373223573184,True,25,2.5216896746411535,730.1359333428815
25,2020-02-16,0,88.80128940801715,372.18373223573184,True,26,2.7557950783949017,730.1359333428815
26,2020-02-17,0,88.80128940801715,372.18373223573184,True,27,3.0115458323458295,730.1359333428815
27,2020-02-18,0,88.80128940801715,372.18373223573184,True,28,3.2909261357217026,730.1359333428815
28,2020-02-19,0,88.80128940801715,372.18373223573184,True,29,3.5960987545580476,730.1359333428815
29,2020-02-20,0,88.80128940801715,372.18373223573184,True,30,3.9294204467056835,730.1359333428815
30,2020-02-21,0,88.80128940801715,372.18373223573184,True,31,4.293458593214429,730.1359333428815
31,2020-02-22,0,88.80128940801715,372.18373223573184,True,32,4.6910091052250475,730.1359333428815
32,2020-02-23,0,88.80128940801715,372.18373223573184,True,33,5.125115674030107,730.1359333428815
33,2020-02-24,0,88.80128940801715,372.18373223573184,True,34,5.5990904289689665,730.1359333428815
34,2020-02-25,0,88.80128940801715,372.18373223573184,True,35,6.1165360629358885,730.1359333428815
35,2020-02-26,1,88.80128940801715,372.18373223573184,True,36,6.68136947807146,730.1359333428815
36,2020-02-27,1,88.80128940801715,372.18373223573184,True,37,7.297846994170796,730.1359333428815
37,2020-02-28,1,88.80128940801715,372.18373223573184,True,38,7.970591148890633,730.1359333428815
38,2020-02-29,1,88.80128940801715,372.18373223573184,True,39,8.70461910129277,730.1359333428815
39,2020-03-01,3,88.80128940801715,372.18373223573184,True,40,9.505372627846873,730.1359333428815
40,2020-03-02,3,88.80128940801715,372.18373223573184,True,41,10.378749671847476,730.1359333428815
41,2020-03-03,3,88.80128940801715,372.18373223573184,True,42,11.331137372284005,730.1359333428815
42,2020-03-04,3,88.80128940801715,372.18373223573184,True,43,12.369446455429474,730.1359333428815
43,2020-03-05,4,88.80128940801715,372.18373223573184,True,44,13.501146820563859,730.1359333428815
44,2020-03-06,4,88.80128940801715,372.18373223573184,True,45,14.734304088999417,730.1359333428815
45,2020-03-07,4,88.80128940801715,372.18373223573184,True,46,16.07761681152009,730.1359333428815
46,2020-03-08,13,88.80128940801715,372.18373223573184,True,47,17.540453942023124,730.1359333428815
47,2020-03-09,15,88.80128940801715,372.18373223573184,True,48,19.132892083085213,730.1359333428815
48,2020-03-10,15,88.80128940801715,372.18373223573184,True,49,20.865751890949944,730.1359333428815
49,2020-03-11,24,88.80128940801715,372.18373223573184,True,50,22.75063289177183,730.1359333428815
50,2020-03-12,24,88.80128940801715,372.18373223573184,True,51,24.799945806845944,730.1359333428815
51,2020-03-13,25,88.80128940801715,372.18373223573184,True,52,27.026941311405658,730.1359333428815
52,2020-03-14,30,88.80128940801715,372.18373223573184,True,53,29.445733959408923,730.1359333428815
53,2020-03-15,33,88.80128940801715,372.18373223573184,True,54,32.07131979643957,730.1359333428815
54,2020-03-16,33,88.80128940801715,372.18373223573184,True,55,34.919585956462214,730.1359333428815
55,2020-03-17,34,88.80128940801715,372.18373223573184,True,56,38.007310299232756,730.1359333428815
56,2020-03-18,38,88.80128940801715,372.18373223573184,True,57,41.352148899122916,730.1359333428815
57,2020-03-19,40,88.80128940801715,372.18373223573184,True,58,44.972608950754235,730.1359333428815
58,2020-03-20,43,88.80128940801715,372.18373223573184,True,59,48.888004422735236,730.1359333428815
59,2020-03-21,49,88.80128940801715,372.18373223573184,True,60,53.11839158179725,730.1359333428815
60,2020-03-22,54,88.80128940801715,372.18373223573184,True,61,57.68448134322547,730.1359333428815
61,2020-03-23,61,88.80128940801715,372.18373223573184,True,62,62.60752530112816,730.1359333428815
62,2020-03-24,70,88.80128940801715,372.18373223573184,True,63,67.90917227927112,730.1359333428815
63,2020-03-25,75,88.80128940801715,372.18373223573184,True,64,73.61129234925625,730.1359333428815
64,2020-03-26,79,88.80128940801715,372.18373223573184,True,65,79.73576552030141,730.1359333428815
65,2020-03-27,83,88.80128940801715,372.18373223573184,True,66,86.3042327483837,730.1359333428815
66,2020-03-28,90,88.80128940801715,372.18373223573184,True,67,93.33780757682814,730.1359333428815
67,2020-03-29,91,88.80128940801715,372.18373223573184,True,68,100.85674763786493,730.1359333428815
68,2020-03-30,103,88.80128940801715,372.18373223573184,True,69,108.8800864415092,730.1359333428815
69,2020-03-31,110,88.80128940801715,372.18373223573184,True,70,117.42522737016893,730.1359333428815
70,2020-04-01,117,88.80128940801715,372.18373223573184,True,71,126.50750358485197,730.1359333428815
71,2020-04-02,134,88.80128940801715,372.18373223573184,True,72,136.13970961071303,730.1359333428815
72,2020-04-03,155,88.80128940801715,372.18373223573184,True,73,146.33161265809449,730.1359333428815
73,2020-04-04,162,88.80128940801715,372.18373223573184,True,74,157.0894541706903,730.1359333428815
74,2020-04-05,174,88.80128940801715,372.18373223573184,True,75,168.41545456067172,730.1359333428815
75,2020-04-06,188,88.80128940801715,372.18373223573184,True,76,180.30733644197576,730.1359333428815
76,2020-04-07,196,88.80128940801715,372.18373223573184,True,77,192.75788372600678,730.1359333428815
77,2020-04-08,211,88.80128940801715,372.18373223573184,True,78,205.75455549353515,730.1359333428815
78,2020-04-09,218,88.80128940801715,372.18373223573184,True,79,219.27917438720317,730.1359333428815
79,2020-04-10,234,88.80128940801715,372.18373223573184,True,80,233.3077091738967,730.1359333428815
80,2020-04-11,242,88.80128940801715,372.18373223573184,True,81,247.810169930144,730.1359333428815
81,2020-04-12,257,88.80128940801715,372.18373223573184,True,82,262.75063188861606,730.1359333428815
82,2020-04-13,272,88.80128940801715,372.18373223573184,True,83,278.0874003137006,730.1359333428815
83,2020-04-14,300,88.80128940801715,372.18373223573184,True,84,293.77332391555336,730.1359333428815
84,2020-04-15,306,88.80128940801715,372.18373223573184,True,85,309.75625844626944,730.1359333428815
85,2020-04-16,348,88.80128940801715,372.18373223573184,True,86,325.97967554518806,730.1359333428815
86,2020-04-17,370,88.80128940801715,372.18373223573184,True,87,342.3834050100284,730.1359333428815
87,2020-04-18,388,88.80128940801715,372.18373223573184,True,88,358.9044919357602,730.1359333428815
88,2020-04-19,394,88.80128940801715,372.18373223573184,True,89,375.4781440832965,730.1359333428815
89,2020-04-20,402,88.80128940801715,372.18373223573184,True,90,392.0387398947989,730.1359333428815
90,2020-04-21,408,88.80128940801715,372.18373223573184,True,91,408.52086416908276,730.1359333428815
91,2020-04-22,416,88.80128940801715,372.18373223573184,True,92,424.86033683792414,730.1359333428815
92,2020-04-23,425,88.80128940801715,372.18373223573184,True,93,440.9952006775297,730.1359333428815
93,2020-04-24,444,88.80128940801715,372.18373223573184,True,94,456.86663611496493,730.1359333428815
94,2020-04-25,456,88.80128940801715,372.18373223573184,True,95,472.4197753475992,730.1359333428815
95,2020-04-26,486,88.80128940801715,372.18373223573184,True,96,487.6043934437383,730.1359333428815
96,2020-04-27,497,88.80128940801715,372.18373223573184,True,97,502.37546049244634,730.1359333428815
97,2020-04-28,511,88.80128940801715,372.18373223573184,True,98,516.6935457263409,730.1359333428815
98,2020-04-29,517,88.80128940801715,372.18373223573184,True,99,530.5250713597562,730.1359333428815
99,2020-04-30,539,88.80128940801715,372.18373223573184,True,100,543.8424202212273,730.1359333428815
100,2020-05-01,566,88.80128940801715,372.18373223573184,True,101,556.6239067539274,730.1359333428815
101,2020-05-02,582,88.80128940801715,372.18373223573184,True,102,568.8536253591142,730.1359333428815
102,2020-05-03,589,88.80128940801715,372.18373223573184,True,103,580.5211932308277,730.1359333428815
103,2020-05-04,593,88.80128940801715,372.18373223573184,True,104,591.6214067513098,730.1359333428815
104,2020-05-05,604,88.80128940801715,372.18373223573184,True,105,602.1538312572774,730.1359333428815
105,2020-05-06,610,88.80128940801715,372.18373223573184,True,106,612.1223436911022,730.1359333428815
106,2020-05-07,615,88.80128940801715,372.18373223573184,True,107,621.5346465089046,730.1359333428815
107,2020-05-08,623,88.80128940801715,372.18373223573184,True,108,630.4017694423268,730.1359333428815
108,2020-05-09,626,88.80128940801715,372.18373223573184,True,109,638.7375735156672,730.1359333428815
109,2020-05-10,635,88.80128940801715,372.18373223573184,True,110,646.5582693021719,730.1359333428815
110,2020-05-11,638,88.80128940801715,372.18373223573184,True,111,653.8819589321085,730.1359333428815
111,2020-05-12,642,88.80128940801715,372.18373223573184,True,112,660.7282089765188,730.1359333428815
112,2020-05-13,647,88.80128940801715,372.18373223573184,True,113,667.1176591244972,730.1359333428815
113,2020-05-14,667,88.80128940801715,372.18373223573184,True,114,673.0716696149301,730.1359333428815
114,2020-05-15,671,88.80128940801715,372.18373223573184,True,115,678.6120087123413,730.1359333428815
115,2020-05-16,683,88.80128940801715,372.18373223573184,True,116,683.7605801428066,730.1359333428815
116,2020-05-17,695,88.80128940801715,372.18373223573184,True,117,688.5391893226699,730.1359333428815
117,2020-05-18,701,88.80128940801715,372.18373223573184,True,118,692.969346399535,730.1359333428815
118,2020-05-19,707,88.80128940801715,372.18373223573184,True,119,697.0721035525103,730.1359333428815
119,2020-05-20,713,88.80128940801715,372.18373223573184,True,120,700.8679236333213,730.1359333428815
120,2020-05-21,721,88.80128940801715,372.18373223573184,True,121,704.3765770366683,730.1359333428815
121,2020-05-22,723,88.80128940801715,372.18373223573184,True,122,707.6170636331308,730.1359333428815
122,2020-05-23,728,88.80128940801715,372.18373223573184,True,123,710.6075566496328,730.1359333428815
