,Report_Date,Bosnia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,75.98009902154992,700.3663067632116,True,1,0.016298847360060594,1326.4229969235687
1,2020-01-23,0,75.98009902154992,700.3663067632116,True,2,0.018965433382337867,1326.4229969235687
2,2020-01-24,0,75.98009902154992,700.3663067632116,True,3,0.022068281480599097,1326.4229969235687
3,2020-01-25,0,75.98009902154992,700.3663067632116,True,4,0.02567876310488448,1326.4229969235687
4,2020-01-26,0,75.98009902154992,700.3663067632116,True,5,0.029879925045447425,1326.4229969235687
5,2020-01-27,0,75.98009902154992,700.3663067632116,True,6,0.03476839904522886,1326.4229969235687
6,2020-01-28,0,75.98009902154992,700.3663067632116,True,7,0.04045662363962654,1326.4229969235687
7,2020-01-29,0,75.98009902154992,700.3663067632116,True,8,0.047075429235445686,1326.4229969235687
8,2020-01-30,0,75.98009902154992,700.3663067632116,True,9,0.054777045761743755,1326.4229969235687
9,2020-01-31,0,75.98009902154992,700.3663067632116,True,10,0.06373860189857397,1326.4229969235687
10,2020-02-01,0,75.98009902154992,700.3663067632116,True,11,0.07416619613351505,1326.4229969235687
11,2020-02-02,0,75.98009902154992,700.3663067632116,True,12,0.08629963296305833,1326.4229969235687
12,2020-02-03,0,75.98009902154992,700.3663067632116,True,13,0.10041793273894913,1326.4229969235687
13,2020-02-04,0,75.98009902154992,700.3663067632116,True,14,0.11684574129682342,1326.4229969235687
14,2020-02-05,0,75.98009902154992,700.3663067632116,True,15,0.1359607859869181,1326.4229969235687
15,2020-02-06,0,75.98009902154992,700.3663067632116,True,16,0.15820254850548726,1326.4229969235687
16,2020-02-07,0,75.98009902154992,700.3663067632116,True,17,0.18408235252082664,1326.4229969235687
17,2020-02-08,0,75.98009902154992,700.3663067632116,True,18,0.21419509609775741,1326.4229969235687
18,2020-02-09,0,75.98009902154992,700.3663067632116,True,19,0.24923289603597418,1326.4229969235687
19,2020-02-10,0,75.98009902154992,700.3663067632116,True,20,0.2900009542376684,1326.4229969235687
20,2020-02-11,0,75.98009902154992,700.3663067632116,True,21,0.3374360060070426,1326.4229969235687
21,2020-02-12,0,75.98009902154992,700.3663067632116,True,22,0.392627767781758,1326.4229969235687
22,2020-02-13,0,75.98009902154992,700.3663067632116,True,23,0.456843868363679,1326.4229969235687
23,2020-02-14,0,75.98009902154992,700.3663067632116,True,24,0.5315588245613868,1326.4229969235687
24,2020-02-15,0,75.98009902154992,700.3663067632116,True,25,0.6184877107457183,1326.4229969235687
25,2020-02-16,0,75.98009902154992,700.3663067632116,True,26,0.7196252737822062,1326.4229969235687
26,2020-02-17,0,75.98009902154992,700.3663067632116,True,27,0.8372913619358447,1326.4229969235687
27,2020-02-18,0,75.98009902154992,700.3663067632116,True,28,0.9741836705956847,1326.4229969235687
28,2020-02-19,0,75.98009902154992,700.3663067632116,True,29,1.133438961125783,1326.4229969235687
29,2020-02-20,0,75.98009902154992,700.3663067632116,True,30,1.318704083994669,1326.4229969235687
30,2020-02-21,0,75.98009902154992,700.3663067632116,True,31,1.5342183357708958,1326.4229969235687
31,2020-02-22,0,75.98009902154992,700.3663067632116,True,32,1.7849089037144714,1326.4229969235687
32,2020-02-23,0,75.98009902154992,700.3663067632116,True,33,2.0765014034085847,1326.4229969235687
