,Report_Date,Guatemala_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,153.5110427342524,15409.038122055961,False,1,0.3323876473031521,30818.076244111922
1,2020-01-23,0,153.5110427342524,15409.038122055961,False,2,0.3582726589347586,30818.076244111922
2,2020-01-24,0,153.5110427342524,15409.038122055961,False,3,0.3861734657876703,30818.076244111922
3,2020-01-25,0,153.5110427342524,15409.038122055961,False,4,0.4162470438226334,30818.076244111922
4,2020-01-26,0,153.5110427342524,15409.038122055961,False,5,0.4486625925232528,30818.076244111922
5,2020-01-27,0,153.5110427342524,15409.038122055961,False,6,0.48360248661948924,30818.076244111922
6,2020-01-28,0,153.5110427342524,15409.038122055961,False,7,0.5212633018950268,30818.076244111922
7,2020-01-29,0,153.5110427342524,15409.038122055961,False,8,0.5618569208425349,30818.076244111922
8,2020-01-30,0,153.5110427342524,15409.038122055961,False,9,0.6056117243788506,30818.076244111922
9,2020-01-31,0,153.5110427342524,15409.038122055961,False,10,0.652773876314869,30818.076244111922
10,2020-02-01,0,153.5110427342524,15409.038122055961,False,11,0.7036087077951224,30818.076244111922
11,2020-02-02,0,153.5110427342524,15409.038122055961,False,12,0.7584022094825302,30818.076244111922
12,2020-02-03,0,153.5110427342524,15409.038122055961,False,13,0.8174626398677499,30818.076244111922
13,2020-02-04,0,153.5110427342524,15409.038122055961,False,14,0.8811222587332651,30818.076244111922
14,2020-02-05,0,153.5110427342524,15409.038122055961,False,15,0.949739195503442,30818.076244111922
15,2020-02-06,0,153.5110427342524,15409.038122055961,False,16,1.0236994629671288,30818.076244111922
16,2020-02-07,0,153.5110427342524,15409.038122055961,False,17,1.1034191276731264,30818.076244111922
17,2020-02-08,0,153.5110427342524,15409.038122055961,False,18,1.1893466491755351,30818.076244111922
18,2020-02-09,0,153.5110427342524,15409.038122055961,False,19,1.2819654012503625,30818.076244111922
19,2020-02-10,0,153.5110427342524,15409.038122055961,False,20,1.3817963892221017,30818.076244111922
20,2020-02-11,0,153.5110427342524,15409.038122055961,False,21,1.4894011786347636,30818.076244111922
21,2020-02-12,0,153.5110427342524,15409.038122055961,False,22,1.6053850516821422,30818.076244111922
22,2020-02-13,0,153.5110427342524,15409.038122055961,False,23,1.730400409083289,30818.076244111922
23,2020-02-14,0,153.5110427342524,15409.038122055961,False,24,1.8651504364582177,30818.076244111922
24,2020-02-15,0,153.5110427342524,15409.038122055961,False,25,2.0103930557331955,30818.076244111922
25,2020-02-16,0,153.5110427342524,15409.038122055961,False,26,2.16694518369255,30818.076244111922
26,2020-02-17,0,153.5110427342524,15409.038122055961,False,27,2.3356873215033516,30818.076244111922
27,2020-02-18,0,153.5110427342524,15409.038122055961,False,28,2.517568500879764,30818.076244111922
28,2020-02-19,0,153.5110427342524,15409.038122055961,False,29,2.7136116145352016,30818.076244111922
29,2020-02-20,0,153.5110427342524,15409.038122055961,False,30,2.924919160703207,30818.076244111922
30,2020-02-21,0,153.5110427342524,15409.038122055961,False,31,3.152679433803608,30818.076244111922
31,2020-02-22,0,153.5110427342524,15409.038122055961,False,32,3.398173195801051,30818.076244111922
32,2020-02-23,0,153.5110427342524,15409.038122055961,False,33,3.6627808654615555,30818.076244111922
33,2020-02-24,0,153.5110427342524,15409.038122055961,False,34,3.9479902655731256,30818.076244111922
34,2020-02-25,0,153.5110427342524,15409.038122055961,False,35,4.255404971273688,30818.076244111922
35,2020-02-26,0,153.5110427342524,15409.038122055961,False,36,4.586753305939459,30818.076244111922
36,2020-02-27,0,153.5110427342524,15409.038122055961,False,37,4.943898034646494,30818.076244111922
37,2020-02-28,0,153.5110427342524,15409.038122055961,False,38,5.328846809045497,30818.076244111922
38,2020-02-29,0,153.5110427342524,15409.038122055961,False,39,5.743763421604667,30818.076244111922
39,2020-03-01,0,153.5110427342524,15409.038122055961,False,40,6.190979931597708,30818.076244111922
40,2020-03-02,0,153.5110427342524,15409.038122055961,False,41,6.673009729966235,30818.076244111922
41,2020-03-03,0,153.5110427342524,15409.038122055961,False,42,7.1925616152910585,30818.076244111922
42,2020-03-04,0,153.5110427342524,15409.038122055961,False,43,7.7525549585897275,30818.076244111922
43,2020-03-05,0,153.5110427342524,15409.038122055961,False,44,8.356136040544735,30818.076244111922
44,2020-03-06,0,153.5110427342524,15409.038122055961,False,45,9.006695651085655,30818.076244111922
45,2020-03-07,0,153.5110427342524,15409.038122055961,False,46,9.707888048028321,30818.076244111922
46,2020-03-08,0,153.5110427342524,15409.038122055961,False,47,10.463651378746235,30818.076244111922
47,2020-03-09,0,153.5110427342524,15409.038122055961,False,48,11.278229676646154,30818.076244111922
48,2020-03-10,0,153.5110427342524,15409.038122055961,False,49,12.15619655257503,30818.076244111922
49,2020-03-11,0,153.5110427342524,15409.038122055961,False,50,13.102480710235698,30818.076244111922
50,2020-03-12,0,153.5110427342524,15409.038122055961,False,51,14.122393424270383,30818.076244111922
51,2020-03-13,0,153.5110427342524,15409.038122055961,False,52,15.221658129923574,30818.076244111922
52,2020-03-14,1,153.5110427342524,15409.038122055961,False,53,16.406442284159027,30818.076244111922
53,2020-03-15,1,153.5110427342524,15409.038122055961,False,54,17.68339166982064,30818.076244111922
54,2020-03-16,2,153.5110427342524,15409.038122055961,False,55,19.059667326936612,30818.076244111922
55,2020-03-17,6,153.5110427342524,15409.038122055961,False,56,20.54298530861308,30818.076244111922
56,2020-03-18,6,153.5110427342524,15409.038122055961,False,57,22.141659473190895,30818.076244111922
57,2020-03-19,9,153.5110427342524,15409.038122055961,False,58,23.86464753949066,30818.076244111922
58,2020-03-20,12,153.5110427342524,15409.038122055961,False,59,25.721600648089588,30818.076244111922
59,2020-03-21,17,153.5110427342524,15409.038122055961,False,60,27.722916688699573,30818.076244111922
60,2020-03-22,19,153.5110427342524,15409.038122055961,False,61,29.87979767188952,30818.076244111922
61,2020-03-23,20,153.5110427342524,15409.038122055961,False,62,32.2043114426521,30818.076244111922
62,2020-03-24,21,153.5110427342524,15409.038122055961,False,63,34.7094580536866,30818.076244111922
63,2020-03-25,24,153.5110427342524,15409.038122055961,False,64,37.4092411377838,30818.076244111922
64,2020-03-26,25,153.5110427342524,15409.038122055961,False,65,40.31874464137213,30818.076244111922
65,2020-03-27,28,153.5110427342524,15409.038122055961,False,66,43.454215305127235,30818.076244111922
66,2020-03-28,34,153.5110427342524,15409.038122055961,False,67,46.83315130255727,30818.076244111922
67,2020-03-29,34,153.5110427342524,15409.038122055961,False,68,50.474397473635136,30818.076244111922
68,2020-03-30,36,153.5110427342524,15409.038122055961,False,69,54.398247617823046,30818.076244111922
69,2020-03-31,38,153.5110427342524,15409.038122055961,False,70,58.62655433916591,30818.076244111922
70,2020-04-01,39,153.5110427342524,15409.038122055961,False,71,63.182846965435964,30818.076244111922
71,2020-04-02,47,153.5110427342524,15409.038122055961,False,72,68.09245809347564,30818.076244111922
72,2020-04-03,50,153.5110427342524,15409.038122055961,False,73,73.38265934375818,30818.076244111922
73,2020-04-04,61,153.5110427342524,15409.038122055961,False,74,79.08280693856803,30818.076244111922
74,2020-04-05,61,153.5110427342524,15409.038122055961,False,75,85.22449774984477,30818.076244111922
75,2020-04-06,70,153.5110427342524,15409.038122055961,False,76,91.84173649432584,30818.076244111922
76,2020-04-07,77,153.5110427342524,15409.038122055961,False,77,98.97111478477555,30818.076244111922
77,2020-04-08,87,153.5110427342524,15409.038122055961,False,78,106.65200277633785,30818.076244111922
78,2020-04-09,95,153.5110427342524,15409.038122055961,False,79,114.92675417581788,30818.076244111922
79,2020-04-10,126,153.5110427342524,15409.038122055961,False,80,123.84092540831176,30818.076244111922
80,2020-04-11,137,153.5110427342524,15409.038122055961,False,81,133.4435097592364,30818.076244111922
81,2020-04-12,155,153.5110427342524,15409.038122055961,False,82,143.7871873294979,30818.076244111922
82,2020-04-13,156,153.5110427342524,15409.038122055961,False,83,154.9285916561296,30818.076244111922
83,2020-04-14,167,153.5110427342524,15409.038122055961,False,84,166.9285938588809,30818.076244111922
84,2020-04-15,180,153.5110427342524,15409.038122055961,False,85,179.85260517336843,30818.076244111922
85,2020-04-16,196,153.5110427342524,15409.038122055961,False,86,193.77089872167258,30818.076244111922
86,2020-04-17,214,153.5110427342524,15409.038122055961,False,87,208.75895134954604,30818.076244111922
87,2020-04-18,235,153.5110427342524,15409.038122055961,False,88,224.8978063232177,30818.076244111922
88,2020-04-19,257,153.5110427342524,15409.038122055961,False,89,242.27445762530905,30818.076244111922
89,2020-04-20,289,153.5110427342524,15409.038122055961,False,90,260.9822565153548,30818.076244111922
90,2020-04-21,294,153.5110427342524,15409.038122055961,False,91,281.12134092214075,30818.076244111922
91,2020-04-22,316,153.5110427342524,15409.038122055961,False,92,302.7990881083143,30818.076244111922
92,2020-04-23,384,153.5110427342524,15409.038122055961,False,93,326.1305908877178,30818.076244111922
93,2020-04-24,430,153.5110427342524,15409.038122055961,False,94,351.2391574772895,30818.076244111922
94,2020-04-25,473,153.5110427342524,15409.038122055961,False,95,378.256834822146,30818.076244111922
95,2020-04-26,500,153.5110427342524,15409.038122055961,False,96,407.32495493795915,30818.076244111922
96,2020-04-27,530,153.5110427342524,15409.038122055961,False,97,438.59470346157264,30818.076244111922
97,2020-04-28,530,153.5110427342524,15409.038122055961,False,98,472.22770918089134,30818.076244111922
98,2020-04-29,557,153.5110427342524,15409.038122055961,False,99,508.3966528196377,30818.076244111922
99,2020-04-30,599,153.5110427342524,15409.038122055961,False,100,547.2858927721361,30818.076244111922
100,2020-05-01,644,153.5110427342524,15409.038122055961,False,101,589.0921048078013,30818.076244111922
101,2020-05-02,688,153.5110427342524,15409.038122055961,False,102,634.0249319839138,30818.076244111922
102,2020-05-03,703,153.5110427342524,15409.038122055961,False,103,682.3076401077119,30818.076244111922
103,2020-05-04,730,153.5110427342524,15409.038122055961,False,104,734.1777730638115,30818.076244111922
104,2020-05-05,763,153.5110427342524,15409.038122055961,False,105,789.8878011598453,30818.076244111922
105,2020-05-06,798,153.5110427342524,15409.038122055961,False,106,849.7057543318816,30818.076244111922
106,2020-05-07,832,153.5110427342524,15409.038122055961,False,107,913.91583058289,30818.076244111922
107,2020-05-08,900,153.5110427342524,15409.038122055961,False,108,982.8189683953381,30818.076244111922
108,2020-05-09,967,153.5110427342524,15409.038122055961,False,109,1056.7333700589224,30818.076244111922
109,2020-05-10,1052,153.5110427342524,15409.038122055961,False,110,1135.9949608861252,30818.076244111922
110,2020-05-11,1114,153.5110427342524,15409.038122055961,False,111,1220.9577671567936,30818.076244111922
111,2020-05-12,1199,153.5110427342524,15409.038122055961,False,112,1311.994193349644,30818.076244111922
112,2020-05-13,1342,153.5110427342524,15409.038122055961,False,113,1409.4951768034766,30818.076244111922
