,Report_Date,Denmark_faroe islands_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,62.01325525646126,103.88076926015074,True,1,0.002501427080844329,204.8897872940303
1,2020-01-23,0,62.01325525646126,103.88076926015074,True,2,0.0030117207702078192,204.8897872940303
2,2020-01-24,0,62.01325525646126,103.88076926015074,True,3,0.0036261130785255158,204.8897872940303
3,2020-01-25,0,62.01325525646126,103.88076926015074,True,4,0.004365839043246775,204.8897872940303
4,2020-01-26,0,62.01325525646126,103.88076926015074,True,5,0.005256465061692856,204.8897872940303
5,2020-01-27,0,62.01325525646126,103.88076926015074,True,6,0.00632877220344425,204.8897872940303
6,2020-01-28,0,62.01325525646126,103.88076926015074,True,7,0.007619819586079527,204.8897872940303
7,2020-01-29,0,62.01325525646126,103.88076926015074,True,8,0.00917422448681869,204.8897872940303
8,2020-01-30,0,62.01325525646126,103.88076926015074,True,9,0.011045703316514277,204.8897872940303
9,2020-01-31,0,62.01325525646126,103.88076926015074,True,10,0.013298926544609013,204.8897872940303
10,2020-02-01,0,62.01325525646126,103.88076926015074,True,11,0.01601175143629441,204.8897872940303
11,2020-02-02,0,62.01325525646126,103.88076926015074,True,12,0.0192779094074673,204.8897872940303
12,2020-02-03,0,62.01325525646126,103.88076926015074,True,13,0.023210240350603786,204.8897872940303
13,2020-02-04,0,62.01325525646126,103.88076926015074,True,14,0.027944584949556935,204.8897872940303
14,2020-02-05,0,62.01325525646126,103.88076926015074,True,15,0.03364446839508478,204.8897872940303
15,2020-02-06,0,62.01325525646126,103.88076926015074,True,16,0.04050673576100379,204.8897872940303
16,2020-02-07,0,62.01325525646126,103.88076926015074,True,17,0.04876833146076741,204.8897872940303
17,2020-02-08,0,62.01325525646126,103.88076926015074,True,18,0.05871445368557128,204.8897872940303
18,2020-02-09,0,62.01325525646126,103.88076926015074,True,19,0.07068836071023143,204.8897872940303
19,2020-02-10,0,62.01325525646126,103.88076926015074,True,20,0.08510316081791579,204.8897872940303
20,2020-02-11,0,62.01325525646126,103.88076926015074,True,21,0.1024559829267973,204.8897872940303
21,2020-02-12,0,62.01325525646126,103.88076926015074,True,22,0.12334500261248958,204.8897872940303
22,2020-02-13,0,62.01325525646126,103.88076926015074,True,23,0.14848989014729333,204.8897872940303
23,2020-02-14,0,62.01325525646126,103.88076926015074,True,24,0.17875635566716638,204.8897872940303
24,2020-02-15,0,62.01325525646126,103.88076926015074,True,25,0.21518559403705165,204.8897872940303
25,2020-02-16,0,62.01325525646126,103.88076926015074,True,26,0.25902958088582384,204.8897872940303
26,2020-02-17,0,62.01325525646126,103.88076926015074,True,27,0.3117933439869867,204.8897872940303
27,2020-02-18,0,62.01325525646126,103.88076926015074,True,28,0.37528553264147113,204.8897872940303
28,2020-02-19,0,62.01325525646126,103.88076926015074,True,29,0.45167883310195,204.8897872940303
29,2020-02-20,0,62.01325525646126,103.88076926015074,True,30,0.5435820299535917,204.8897872940303
30,2020-02-21,0,62.01325525646126,103.88076926015074,True,31,0.6541257887421222,204.8897872940303
31,2020-02-22,0,62.01325525646126,103.88076926015074,True,32,0.7870645269058301,204.8897872940303
32,2020-02-23,0,62.01325525646126,103.88076926015074,True,33,0.946897034769507,204.8897872940303
33,2020-02-24,0,62.01325525646126,103.88076926015074,True,34,1.1390087830345736,204.8897872940303
34,2020-02-25,0,62.01325525646126,103.88076926015074,True,35,1.369839070967729,204.8897872940303
35,2020-02-26,0,62.01325525646126,103.88076926015074,True,36,1.6470762735095816,204.8897872940303
36,2020-02-27,0,62.01325525646126,103.88076926015074,True,37,1.9798843509510915,204.8897872940303
37,2020-02-28,0,62.01325525646126,103.88076926015074,True,38,2.379163368432185,204.8897872940303
38,2020-02-29,0,62.01325525646126,103.88076926015074,True,39,2.8578458598864325,204.8897872940303
39,2020-03-01,0,62.01325525646126,103.88076926015074,True,40,3.4312292218106424,204.8897872940303
40,2020-03-02,0,62.01325525646126,103.88076926015074,True,41,4.117341614886521,204.8897872940303
41,2020-03-03,0,62.01325525646126,103.88076926015074,True,42,4.937334671461725,204.8897872940303
42,2020-03-04,1,62.01325525646126,103.88076926015074,True,43,5.915890144786647,204.8897872940303
43,2020-03-05,1,62.01325525646126,103.88076926015074,True,44,7.081618907959133,204.8897872940303
44,2020-03-06,1,62.01325525646126,103.88076926015074,True,45,8.467418821168165,204.8897872940303
45,2020-03-07,1,62.01325525646126,103.88076926015074,True,46,10.110742460856601,204.8897872940303
46,2020-03-08,2,62.01325525646126,103.88076926015074,True,47,12.053706432878654,204.8897872940303
47,2020-03-09,2,62.01325525646126,103.88076926015074,True,48,14.342951617507149,204.8897872940303
48,2020-03-10,2,62.01325525646126,103.88076926015074,True,49,17.02914018523934,204.8897872940303
49,2020-03-11,2,62.01325525646126,103.88076926015074,True,50,20.16595459664485,204.8897872940303
50,2020-03-12,2,62.01325525646126,103.88076926015074,True,51,23.808452876864383,204.8897872940303
51,2020-03-13,3,62.01325525646126,103.88076926015074,True,52,28.010643314354965,204.8897872940303
52,2020-03-14,9,62.01325525646126,103.88076926015074,True,53,32.82218328622636,204.8897872940303
53,2020-03-15,11,62.01325525646126,103.88076926015074,True,54,38.28419476121476,204.8897872940303
54,2020-03-16,18,62.01325525646126,103.88076926015074,True,55,44.42433275937933,204.8897872940303
55,2020-03-17,47,62.01325525646126,103.88076926015074,True,56,51.2514407045017,204.8897872940303
56,2020-03-18,58,62.01325525646126,103.88076926015074,True,57,58.75035574584832,204.8897872940303
57,2020-03-19,72,62.01325525646126,103.88076926015074,True,58,66.8776383225901,204.8897872940303
58,2020-03-20,80,62.01325525646126,103.88076926015074,True,59,75.5591194139819,204.8897872940303
59,2020-03-21,92,62.01325525646126,103.88076926015074,True,60,84.69010467010368,204.8897872940303
60,2020-03-22,115,62.01325525646126,103.88076926015074,True,61,94.13879135681756,204.8897872940303
61,2020-03-23,118,62.01325525646126,103.88076926015074,True,62,103.75295060590265,204.8897872940303
62,2020-03-24,122,62.01325525646126,103.88076926015074,True,63,113.36930001641741,204.8897872940303
63,2020-03-25,132,62.01325525646126,103.88076926015074,True,64,122.82440898195708,204.8897872940303
64,2020-03-26,140,62.01325525646126,103.88076926015074,True,65,131.96562492288064,204.8897872940303
65,2020-03-27,144,62.01325525646126,103.88076926015074,True,66,140.66050366917378,204.8897872940303
66,2020-03-28,155,62.01325525646126,103.88076926015074,True,67,148.80357329256185,204.8897872940303
67,2020-03-29,159,62.01325525646126,103.88076926015074,True,68,156.31983956375126,204.8897872940303
68,2020-03-30,168,62.01325525646126,103.88076926015074,True,69,163.16506987125555,204.8897872940303
69,2020-03-31,169,62.01325525646126,103.88076926015074,True,70,169.32340080253715,204.8897872940303
70,2020-04-01,173,62.01325525646126,103.88076926015074,True,71,174.80310416123268,204.8897872940303
71,2020-04-02,177,62.01325525646126,103.88076926015074,True,72,179.6314059997068,204.8897872940303
72,2020-04-03,179,62.01325525646126,103.88076926015074,True,73,183.8491376534854,204.8897872940303
73,2020-04-04,181,62.01325525646126,103.88076926015074,True,74,187.50578796591836,204.8897872940303
74,2020-04-05,181,62.01325525646126,103.88076926015074,True,75,190.65529646372516,204.8897872940303
