,Report_Date,Iraq_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
74,2020-04-05,961,621,137.004629171059,6091.8951091923955,False,75,779.1821847602064,12183.79021838479
75,2020-04-06,1031,623,137.004629171059,6091.8951091923955,False,76,811.3501926815601,12183.79021838479
76,2020-04-07,1122,684,137.004629171059,6091.8951091923955,False,77,844.7478664855623,12183.79021838479
77,2020-04-08,1202,681,137.004629171059,6091.8951091923955,False,78,879.4139839701567,12183.79021838479
78,2020-04-09,1232,667,137.004629171059,6091.8951091923955,False,79,915.3878581005386,12183.79021838479
79,2020-04-10,1279,659,137.004629171059,6091.8951091923955,False,80,952.709281776026,12183.79021838479
80,2020-04-11,1318,645,137.004629171059,6091.8951091923955,False,81,991.4184661584086,12183.79021838479
81,2020-04-12,1352,636,137.004629171059,6091.8951091923955,False,82,1031.555972237239,12183.79021838479
82,2020-04-13,1378,583,137.004629171059,6091.8951091923955,False,83,1073.162635317053,12183.79021838479
83,2020-04-14,1400,556,137.004629171059,6091.8951091923955,False,84,1116.2794821250739,12183.79021838479
84,2020-04-15,1415,524,137.004629171059,6091.8951091923955,False,85,1160.9476402559746,12183.79021838479
85,2020-04-16,1434,498,137.004629171059,6091.8951091923955,False,86,1207.2082396931548,12183.79021838479
86,2020-04-17,1482,495,137.004629171059,6091.8951091923955,False,87,1255.1023061742237,12183.79021838479
87,2020-04-18,1513,478,137.004629171059,6091.8951091923955,False,88,1304.6706462022898,12183.79021838479
88,2020-04-19,1539,448,137.004629171059,6091.8951091923955,False,89,1355.9537235447308,12183.79021838479
89,2020-04-20,1574,449,137.004629171059,6091.8951091923955,False,90,1408.9915271076466,12183.79021838479
90,2020-04-21,1602,423,137.004629171059,6091.8951091923955,False,91,1463.8234301275984,12183.79021838479
91,2020-04-22,1631,402,137.004629171059,6091.8951091923955,False,92,1520.4880406826699,12183.79021838479
92,2020-04-23,1677,423,137.004629171059,6091.8951091923955,False,93,1579.0230435926917,12183.79021838479
93,2020-04-24,1708,418,137.004629171059,6091.8951091923955,False,94,1639.4650338536744,12183.79021838479
94,2020-04-25,1763,453,137.004629171059,6091.8951091923955,False,95,1701.8493418341777,12183.79021838479
95,2020-04-26,1820,470,137.004629171059,6091.8951091923955,False,96,1766.2098505514139,12183.79021838479
96,2020-04-27,1847,473,137.004629171059,6091.8951091923955,False,97,1832.5788054421453,12183.79021838479
97,2020-04-28,1928,519,137.004629171059,6091.8951091923955,False,98,1900.9866171474523,12183.79021838479
98,2020-04-29,2003,565,137.004629171059,6091.8951091923955,False,99,1971.4616579408657,12183.79021838479
99,2020-04-30,2085,617,137.004629171059,6091.8951091923955,False,100,2044.030052545246,12183.79021838479
100,2020-05-01,2153,645,137.004629171059,6091.8951091923955,False,101,2118.715464204472,12183.79021838479
101,2020-05-02,2219,651,137.004629171059,6091.8951091923955,False,102,2195.5388770002546,12183.79021838479
102,2020-05-03,2296,709,137.004629171059,6091.8951091923955,False,103,2274.5183755309545,12183.79021838479
103,2020-05-04,2346,704,137.004629171059,6091.8951091923955,False,104,2355.6689231966384,12183.79021838479
104,2020-05-05,2431,758,137.004629171059,6091.8951091923955,False,105,2439.002140461046,12183.79021838479
105,2020-05-06,2480,776,137.004629171059,6091.8951091923955,False,106,2524.5260845846447,12183.79021838479
106,2020-05-07,2543,815,137.004629171059,6091.8951091923955,False,107,2612.245032441553,12183.79021838479
107,2020-05-08,2603,838,137.004629171059,6091.8951091923955,False,108,2702.159268144325,12183.79021838479
108,2020-05-09,2679,870,137.004629171059,6091.8951091923955,False,109,2794.2648773020655,12183.79021838479
109,2020-05-10,2767,924,137.004629171059,6091.8951091923955,False,110,2888.5535498265644,12183.79021838479
110,2020-05-11,2818,918,137.004629171059,6091.8951091923955,False,111,2985.012393275301,12183.79021838479
111,2020-05-12,2913,898,137.004629171059,6091.8951091923955,False,112,3083.6237587768483,12183.79021838479
112,2020-05-13,3032,951,137.004629171059,6091.8951091923955,False,113,3184.3650816205027,12183.79021838479
113,2020-05-14,3143,1000,137.004629171059,6091.8951091923955,False,114,3287.2087386056974,12183.79021838479
114,2020-05-15,3193,987,137.004629171059,6091.8951091923955,False,115,3392.121924235231,12183.79021838479
115,2020-05-16,3260,1013,137.004629171059,6091.8951091923955,False,116,3499.0665477977045,12183.79021838479
116,2020-05-17,3404,1063,137.004629171059,6091.8951091923955,False,117,3607.9991533169136,12183.79021838479
117,2020-05-18,3554,1117,137.004629171059,6091.8951091923955,False,118,3718.8708642479196,12183.79021838479
118,2020-05-19,3611,1114,137.004629171059,6091.8951091923955,False,119,3831.627354670206,12183.79021838479
119,2020-05-20,3724,1152,137.004629171059,6091.8951091923955,False,120,3946.208848567268,12183.79021838479
120,2020-05-21,3877,1254,137.004629171059,6091.8951091923955,False,121,4062.5501485896,12183.79021838479
121,2020-05-22,3964,1285,137.004629171059,6091.8951091923955,False,122,4180.580695474856,12183.79021838479
122,2020-05-23,4272,1535,137.004629171059,6091.8951091923955,False,123,4300.224659046877,12183.79021838479
123,2020-05-24,4469,1571,137.004629171059,6091.8951091923955,False,124,4421.4010614362605,12183.79021838479
124,2020-05-25,4632,1658,137.004629171059,6091.8951091923955,False,125,4544.023932862353,12183.79021838479
125,2020-05-26,4848,1827,137.004629171059,6091.8951091923955,False,126,4668.002499993471,12183.79021838479
126,2020-05-27,5135,2056,137.004629171059,6091.8951091923955,False,127,4793.241406563127,12183.79021838479
127,2020-05-28,5457,2307,137.004629171059,6091.8951091923955,False,128,4919.640965570057,12183.79021838479
