,Report_Date,Somalia_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,108.80003162191888,998.6949535046828,True,1,0.022203114181903977,1910.4487395099372
1,2020-01-23,0,0,108.80003162191888,998.6949535046828,True,2,0.02468136771940653,1910.4487395099372
2,2020-01-24,0,0,108.80003162191888,998.6949535046828,True,3,0.027436233635770725,1910.4487395099372
3,2020-01-25,0,0,108.80003162191888,998.6949535046828,True,4,0.03049858536165379,1910.4487395099372
4,2020-01-26,0,0,108.80003162191888,998.6949535046828,True,5,0.033902741980936894,1910.4487395099372
5,2020-01-27,0,0,108.80003162191888,998.6949535046828,True,6,0.037686852735782955,1910.4487395099372
6,2020-01-28,0,0,108.80003162191888,998.6949535046828,True,7,0.04189332442740318,1910.4487395099372
7,2020-01-29,0,0,108.80003162191888,998.6949535046828,True,8,0.046569296495250115,1910.4487395099372
8,2020-01-30,0,0,108.80003162191888,998.6949535046828,True,9,0.051767169089959125,1910.4487395099372
9,2020-01-31,0,0,108.80003162191888,998.6949535046828,True,10,0.05754519004712179,1910.4487395099372
10,2020-02-01,0,0,108.80003162191888,998.6949535046828,True,11,0.06396810732642769,1910.4487395099372
11,2020-02-02,0,0,108.80003162191888,998.6949535046828,True,12,0.07110789421110406,1910.4487395099372
12,2020-02-03,0,0,108.80003162191888,998.6949535046828,True,13,0.07904455537395012,1910.4487395099372
13,2020-02-04,0,0,108.80003162191888,998.6949535046828,True,14,0.08786702281751736,1910.4487395099372
14,2020-02-05,0,0,108.80003162191888,998.6949535046828,True,15,0.09767415169699653,1910.4487395099372
15,2020-02-06,0,0,108.80003162191888,998.6949535046828,True,16,0.10857582714607968,1910.4487395099372
16,2020-02-07,0,0,108.80003162191888,998.6949535046828,True,17,0.1206941944605764,1910.4487395099372
17,2020-02-08,0,0,108.80003162191888,998.6949535046828,True,18,0.13416502636529082,1910.4487395099372
18,2020-02-09,0,0,108.80003162191888,998.6949535046828,True,19,0.1491392426114334,1910.4487395099372
19,2020-02-10,0,0,108.80003162191888,998.6949535046828,True,20,0.1657845988410554,1910.4487395099372
20,2020-02-11,0,0,108.80003162191888,998.6949535046828,True,21,0.18428756352977219,1910.4487395099372
21,2020-02-12,0,0,108.80003162191888,998.6949535046828,True,22,0.20485540389939536,1910.4487395099372
22,2020-02-13,0,0,108.80003162191888,998.6949535046828,True,23,0.22771850400010105,1910.4487395099372
23,2020-02-14,0,0,108.80003162191888,998.6949535046828,True,24,0.2531329407217702,1910.4487395099372
24,2020-02-15,0,0,108.80003162191888,998.6949535046828,True,25,0.2813833463329383,1910.4487395099372
25,2020-02-16,0,0,108.80003162191888,998.6949535046828,True,26,0.3127860892928883,1910.4487395099372
26,2020-02-17,0,0,108.80003162191888,998.6949535046828,True,27,0.34769280857019963,1910.4487395099372
27,2020-02-18,0,0,108.80003162191888,998.6949535046828,True,28,0.3864943405650621,1910.4487395099372
28,2020-02-19,0,0,108.80003162191888,998.6949535046828,True,29,0.4296250820118171,1910.4487395099372
29,2020-02-20,0,0,108.80003162191888,998.6949535046828,True,30,0.4775678369750166,1910.4487395099372
30,2020-02-21,0,0,108.80003162191888,998.6949535046828,True,31,0.5308592012932396,1910.4487395099372
31,2020-02-22,0,0,108.80003162191888,998.6949535046828,True,32,0.5900955436204256,1910.4487395099372
32,2020-02-23,0,0,108.80003162191888,998.6949535046828,True,33,0.6559396486194042,1910.4487395099372
33,2020-02-24,0,0,108.80003162191888,998.6949535046828,True,34,0.7291280949358032,1910.4487395099372
34,2020-02-25,0,0,108.80003162191888,998.6949535046828,True,35,0.8104794483864276,1910.4487395099372
35,2020-02-26,0,0,108.80003162191888,998.6949535046828,True,36,0.9009033594028971,1910.4487395099372
36,2020-02-27,0,0,108.80003162191888,998.6949535046828,True,37,1.001410663251705,1910.4487395099372
37,2020-02-28,0,0,108.80003162191888,998.6949535046828,True,38,1.113124591983156,1910.4487395099372
38,2020-02-29,0,0,108.80003162191888,998.6949535046828,True,39,1.2372932185249603,1910.4487395099372
39,2020-03-01,0,0,108.80003162191888,998.6949535046828,True,40,1.3753032659159898,1910.4487395099372
40,2020-03-02,0,0,108.80003162191888,998.6949535046828,True,41,1.528695428458534,1910.4487395099372
41,2020-03-03,0,0,108.80003162191888,998.6949535046828,True,42,1.6991813666408975,1910.4487395099372
42,2020-03-04,0,0,108.80003162191888,998.6949535046828,True,43,1.8886625541330209,1910.4487395099372
43,2020-03-05,0,0,108.80003162191888,998.6949535046828,True,44,2.0992511730690477,1910.4487395099372
44,2020-03-06,0,0,108.80003162191888,998.6949535046828,True,45,2.333293273278739,1910.4487395099372
45,2020-03-07,0,0,108.80003162191888,998.6949535046828,True,46,2.5933944321791595,1910.4487395099372
46,2020-03-08,0,0,108.80003162191888,998.6949535046828,True,47,2.8824481747372674,1910.4487395099372
47,2020-03-09,0,0,108.80003162191888,998.6949535046828,True,48,3.2036674372866423,1910.4487395099372
48,2020-03-10,0,0,108.80003162191888,998.6949535046828,True,49,3.560619385017927,1910.4487395099372
49,2020-03-11,0,0,108.80003162191888,998.6949535046828,True,50,3.9572639206079474,1910.4487395099372
50,2020-03-12,0,0,108.80003162191888,998.6949535046828,True,51,4.397996250592652,1910.4487395099372
51,2020-03-13,0,0,108.80003162191888,998.6949535046828,True,52,4.887693906531921,1910.4487395099372
52,2020-03-14,0,0,108.80003162191888,998.6949535046828,True,53,5.431768649467961,1910.4487395099372
53,2020-03-15,0,0,108.80003162191888,998.6949535046828,True,54,6.036223718223833,1910.4487395099372
54,2020-03-16,1,1,108.80003162191888,998.6949535046828,True,55,6.707716914143483,1910.4487395099372
55,2020-03-17,1,1,108.80003162191888,998.6949535046828,True,56,7.453630046156437,1910.4487395099372
56,2020-03-18,1,1,108.80003162191888,998.6949535046828,True,57,8.282145289523681,1910.4487395099372
57,2020-03-19,1,1,108.80003162191888,998.6949535046828,True,58,9.202329037939691,1910.4487395099372
58,2020-03-20,1,1,108.80003162191888,998.6949535046828,True,59,10.224223850099872,1910.4487395099372
59,2020-03-21,1,1,108.80003162191888,998.6949535046828,True,60,11.35894910619716,1910.4487395099372
60,2020-03-22,1,1,108.80003162191888,998.6949535046828,True,61,12.618810994325528,1910.4487395099372
61,2020-03-23,1,1,108.80003162191888,998.6949535046828,True,62,14.017422438000954,1910.4487395099372
62,2020-03-24,1,1,108.80003162191888,998.6949535046828,True,63,15.569833549712348,1910.4487395099372
63,2020-03-25,1,1,108.80003162191888,998.6949535046828,True,64,17.292673146375815,1910.4487395099372
64,2020-03-26,2,2,108.80003162191888,998.6949535046828,True,65,19.204301784456693,1910.4487395099372
65,2020-03-27,3,3,108.80003162191888,998.6949535046828,True,66,21.32497665771672,1910.4487395099372
66,2020-03-28,3,3,108.80003162191888,998.6949535046828,True,67,23.677028539930365,1910.4487395099372
67,2020-03-29,3,3,108.80003162191888,998.6949535046828,True,68,26.285050737725392,1910.4487395099372
68,2020-03-30,3,3,108.80003162191888,998.6949535046828,True,69,29.176099732342784,1910.4487395099372
69,2020-03-31,5,4,108.80003162191888,998.6949535046828,True,70,32.37990681903269,1910.4487395099372
70,2020-04-01,5,4,108.80003162191888,998.6949535046828,True,71,35.92909958245016,1910.4487395099372
71,2020-04-02,5,4,108.80003162191888,998.6949535046828,True,72,39.85943145727763,1910.4487395099372
72,2020-04-03,7,6,108.80003162191888,998.6949535046828,True,73,44.21001689513523,1910.4487395099372
73,2020-04-04,7,6,108.80003162191888,998.6949535046828,True,74,49.02356877013963,1910.4487395099372
74,2020-04-05,7,6,108.80003162191888,998.6949535046828,True,75,54.346633584264225,1910.4487395099372
75,2020-04-06,7,6,108.80003162191888,998.6949535046828,True,76,60.22981875877059,1910.4487395099372
76,2020-04-07,8,7,108.80003162191888,998.6949535046828,True,77,66.72800480091097,1910.4487395099372
77,2020-04-08,12,10,108.80003162191888,998.6949535046828,True,78,73.90053340261,1910.4487395099372
78,2020-04-09,12,10,108.80003162191888,998.6949535046828,True,79,81.81136055551079,1910.4487395099372
79,2020-04-10,21,19,108.80003162191888,998.6949535046828,True,80,90.52916156368264,1910.4487395099372
80,2020-04-11,21,19,108.80003162191888,998.6949535046828,True,81,100.1273724298363,1910.4487395099372
81,2020-04-12,25,22,108.80003162191888,998.6949535046828,True,82,110.68414953804783,1910.4487395099372
82,2020-04-13,60,56,108.80003162191888,998.6949535046828,True,83,122.28222694559479,1910.4487395099372
83,2020-04-14,60,56,108.80003162191888,998.6949535046828,True,84,135.00864806272565,1910.4487395099372
84,2020-04-15,80,73,108.80003162191888,998.6949535046828,True,85,148.95434622998334,1910.4487395099372
85,2020-04-16,80,73,108.80003162191888,998.6949535046828,True,86,164.21354694888353,1910.4487395099372
86,2020-04-17,116,108,108.80003162191888,998.6949535046828,True,87,180.8829636032572,1910.4487395099372
87,2020-04-18,135,126,108.80003162191888,998.6949535046828,True,88,199.06075881630466,1910.4487395099372
88,2020-04-19,164,154,108.80003162191888,998.6949535046828,True,89,218.84524557824503,1910.4487395099372
89,2020-04-20,237,225,108.80003162191888,998.6949535046828,True,90,240.33330645461987,1910.4487395099372
90,2020-04-21,286,274,108.80003162191888,998.6949535046828,True,91,263.61851606387245,1910.4487395099372
91,2020-04-22,286,274,108.80003162191888,998.6949535046828,True,92,288.788962075474,1910.4487395099372
92,2020-04-23,328,304,108.80003162191888,998.6949535046828,True,93,315.9247735969624,1910.4487395099372
93,2020-04-24,328,304,108.80003162191888,998.6949535046828,True,94,345.09538315494467,1910.4487395099372
94,2020-04-25,390,364,108.80003162191888,998.6949535046828,True,95,376.3565693803929,1910.4487395099372
95,2020-04-26,436,403,108.80003162191888,998.6949535046828,True,96,409.74735139757064,1910.4487395099372
96,2020-04-27,480,444,108.80003162191888,998.6949535046828,True,97,445.28683166416715,1910.4487395099372
97,2020-04-28,528,481,108.80003162191888,998.6949535046828,True,98,482.97110988431336,1910.4487395099372
98,2020-04-29,582,534,108.80003162191888,998.6949535046828,True,99,522.7704142714554,1910.4487395099372
99,2020-04-30,601,542,108.80003162191888,998.6949535046828,True,100,564.6266150154338,1910.4487395099372
100,2020-05-01,601,542,108.80003162191888,998.6949535046828,True,101,608.4512951530762,1910.4487395099372
101,2020-05-02,671,606,108.80003162191888,998.6949535046828,True,102,654.124553055988,1910.4487395099372
102,2020-05-03,722,646,108.80003162191888,998.6949535046828,True,103,701.4946958548966,1910.4487395099372
103,2020-05-04,756,660,108.80003162191888,998.6949535046828,True,104,750.3789527846931,1910.4487395099372
104,2020-05-05,835,722,108.80003162191888,998.6949535046828,True,105,800.5652916718415,1910.4487395099372
105,2020-05-06,873,747,108.80003162191888,998.6949535046828,True,106,851.815362520903,1910.4487395099372
106,2020-05-07,928,778,108.80003162191888,998.6949535046828,True,107,903.8685233428571,1910.4487395099372
107,2020-05-08,928,778,108.80003162191888,998.6949535046828,True,108,956.4468307697545,1910.4487395099372
108,2020-05-09,997,839,108.80003162191888,998.6949535046828,True,109,1009.260808618333,1910.4487395099372
109,2020-05-10,1054,885,108.80003162191888,998.6949535046828,True,110,1062.0157487488834,1910.4487395099372
110,2020-05-11,1089,916,108.80003162191888,998.6949535046828,True,111,1114.418256955316,1910.4487395099372
111,2020-05-12,1170,992,108.80003162191888,998.6949535046828,True,112,1166.182737112385,1910.4487395099372
112,2020-05-13,1219,1037,108.80003162191888,998.6949535046828,True,113,1217.0375117428337,1910.4487395099372
113,2020-05-14,1284,1096,108.80003162191888,998.6949535046828,True,114,1266.7303059540527,1910.4487395099372
114,2020-05-15,1284,1096,108.80003162191888,998.6949535046828,True,115,1315.0328708919737,1910.4487395099372
115,2020-05-16,1357,1154,108.80003162191888,998.6949535046828,True,116,1361.7445867628219,1910.4487395099372
116,2020-05-17,1421,1213,108.80003162191888,998.6949535046828,True,117,1406.6949570264978,1910.4487395099372
