,Report_Date,Costa Rica_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,0.037714411507527676,173.52227265053256,True,1,347.0445453010447,347.0445453010651
1,2020-01-23,0,0,0.037714411507527676,173.52227265053256,True,2,347.0445453010651,347.0445453010651
2,2020-01-24,0,0,0.037714411507527676,173.52227265053256,True,3,347.0445453010651,347.0445453010651
3,2020-01-25,0,0,0.037714411507527676,173.52227265053256,True,4,347.0445453010651,347.0445453010651
4,2020-01-26,0,0,0.037714411507527676,173.52227265053256,True,5,347.0445453010651,347.0445453010651
5,2020-01-27,0,0,0.037714411507527676,173.52227265053256,True,6,347.0445453010651,347.0445453010651
6,2020-01-28,0,0,0.037714411507527676,173.52227265053256,True,7,347.0445453010651,347.0445453010651
7,2020-01-29,0,0,0.037714411507527676,173.52227265053256,True,8,347.0445453010651,347.0445453010651
8,2020-01-30,0,0,0.037714411507527676,173.52227265053256,True,9,347.0445453010651,347.0445453010651
9,2020-01-31,0,0,0.037714411507527676,173.52227265053256,True,10,347.0445453010651,347.0445453010651
10,2020-02-01,0,0,0.037714411507527676,173.52227265053256,True,11,347.0445453010651,347.0445453010651
11,2020-02-02,0,0,0.037714411507527676,173.52227265053256,True,12,347.0445453010651,347.0445453010651
12,2020-02-03,0,0,0.037714411507527676,173.52227265053256,True,13,347.0445453010651,347.0445453010651
13,2020-02-04,0,0,0.037714411507527676,173.52227265053256,True,14,347.0445453010651,347.0445453010651
14,2020-02-05,0,0,0.037714411507527676,173.52227265053256,True,15,347.0445453010651,347.0445453010651
15,2020-02-06,0,0,0.037714411507527676,173.52227265053256,True,16,347.0445453010651,347.0445453010651
16,2020-02-07,0,0,0.037714411507527676,173.52227265053256,True,17,347.0445453010651,347.0445453010651
17,2020-02-08,0,0,0.037714411507527676,173.52227265053256,True,18,347.0445453010651,347.0445453010651
18,2020-02-09,0,0,0.037714411507527676,173.52227265053256,True,19,347.0445453010651,347.0445453010651
19,2020-02-10,0,0,0.037714411507527676,173.52227265053256,True,20,347.0445453010651,347.0445453010651
20,2020-02-11,0,0,0.037714411507527676,173.52227265053256,True,21,347.0445453010651,347.0445453010651
21,2020-02-12,0,0,0.037714411507527676,173.52227265053256,True,22,347.0445453010651,347.0445453010651
22,2020-02-13,0,0,0.037714411507527676,173.52227265053256,True,23,347.0445453010651,347.0445453010651
23,2020-02-14,0,0,0.037714411507527676,173.52227265053256,True,24,347.0445453010651,347.0445453010651
24,2020-02-15,0,0,0.037714411507527676,173.52227265053256,True,25,347.0445453010651,347.0445453010651
25,2020-02-16,0,0,0.037714411507527676,173.52227265053256,True,26,347.0445453010651,347.0445453010651
26,2020-02-17,0,0,0.037714411507527676,173.52227265053256,True,27,347.0445453010651,347.0445453010651
27,2020-02-18,0,0,0.037714411507527676,173.52227265053256,True,28,347.0445453010651,347.0445453010651
28,2020-02-19,0,0,0.037714411507527676,173.52227265053256,True,29,347.0445453010651,347.0445453010651
29,2020-02-20,0,0,0.037714411507527676,173.52227265053256,True,30,347.0445453010651,347.0445453010651
30,2020-02-21,0,0,0.037714411507527676,173.52227265053256,True,31,347.0445453010651,347.0445453010651
31,2020-02-22,0,0,0.037714411507527676,173.52227265053256,True,32,347.0445453010651,347.0445453010651
32,2020-02-23,0,0,0.037714411507527676,173.52227265053256,True,33,347.0445453010651,347.0445453010651
33,2020-02-24,0,0,0.037714411507527676,173.52227265053256,True,34,347.0445453010651,347.0445453010651
34,2020-02-25,0,0,0.037714411507527676,173.52227265053256,True,35,347.0445453010651,347.0445453010651
35,2020-02-26,0,0,0.037714411507527676,173.52227265053256,True,36,347.0445453010651,347.0445453010651
36,2020-02-27,0,0,0.037714411507527676,173.52227265053256,True,37,347.0445453010651,347.0445453010651
37,2020-02-28,0,0,0.037714411507527676,173.52227265053256,True,38,347.0445453010651,347.0445453010651
38,2020-02-29,0,0,0.037714411507527676,173.52227265053256,True,39,347.0445453010651,347.0445453010651
39,2020-03-01,0,0,0.037714411507527676,173.52227265053256,True,40,347.0445453010651,347.0445453010651
40,2020-03-02,0,0,0.037714411507527676,173.52227265053256,True,41,347.0445453010651,347.0445453010651
41,2020-03-03,0,0,0.037714411507527676,173.52227265053256,True,42,347.0445453010651,347.0445453010651
42,2020-03-04,0,0,0.037714411507527676,173.52227265053256,True,43,347.0445453010651,347.0445453010651
43,2020-03-05,0,0,0.037714411507527676,173.52227265053256,True,44,347.0445453010651,347.0445453010651
44,2020-03-06,1,1,0.037714411507527676,173.52227265053256,True,45,347.0445453010651,347.0445453010651
45,2020-03-07,1,1,0.037714411507527676,173.52227265053256,True,46,347.0445453010651,347.0445453010651
46,2020-03-08,5,5,0.037714411507527676,173.52227265053256,True,47,347.0445453010651,347.0445453010651
47,2020-03-09,9,9,0.037714411507527676,173.52227265053256,True,48,347.0445453010651,347.0445453010651
48,2020-03-10,9,9,0.037714411507527676,173.52227265053256,True,49,347.0445453010651,347.0445453010651
49,2020-03-11,13,13,0.037714411507527676,173.52227265053256,True,50,347.0445453010651,347.0445453010651
50,2020-03-12,22,22,0.037714411507527676,173.52227265053256,True,51,347.0445453010651,347.0445453010651
51,2020-03-13,23,23,0.037714411507527676,173.52227265053256,True,52,347.0445453010651,347.0445453010651
52,2020-03-14,26,26,0.037714411507527676,173.52227265053256,True,53,347.0445453010651,347.0445453010651
53,2020-03-15,27,27,0.037714411507527676,173.52227265053256,True,54,347.0445453010651,347.0445453010651
54,2020-03-16,35,35,0.037714411507527676,173.52227265053256,True,55,347.0445453010651,347.0445453010651
55,2020-03-17,41,41,0.037714411507527676,173.52227265053256,True,56,347.0445453010651,347.0445453010651
56,2020-03-18,50,50,0.037714411507527676,173.52227265053256,True,57,347.0445453010651,347.0445453010651
57,2020-03-19,69,68,0.037714411507527676,173.52227265053256,True,58,347.0445453010651,347.0445453010651
58,2020-03-20,89,88,0.037714411507527676,173.52227265053256,True,59,347.0445453010651,347.0445453010651
