,Report_Date,Sao Tome and Principe_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
31,2020-02-22,0,97.18877986626487,5.427717001840099e-05,False,32,1.4050185681668342e-07,1.4919098729637603e-08
32,2020-02-23,0,97.18877986626487,5.427717001840099e-05,False,33,1.5556598863690807e-07,1.4919098729637603e-08
33,2020-02-24,0,97.18877986626487,5.427717001840099e-05,False,34,1.7224267946707722e-07,1.4919098729637603e-08
34,2020-02-25,0,97.18877986626487,5.427717001840099e-05,False,35,1.9070396821690984e-07,1.4919098729637603e-08
35,2020-02-26,0,97.18877986626487,5.427717001840099e-05,False,36,2.111401172656534e-07,1.4919098729637603e-08
36,2020-02-27,0,97.18877986626487,5.427717001840099e-05,False,37,2.337615132658258e-07,1.4919098729637603e-08
37,2020-02-28,0,97.18877986626487,5.427717001840099e-05,False,38,2.58800759523822e-07,1.4919098729637603e-08
38,2020-02-29,0,97.18877986626487,5.427717001840099e-05,False,39,2.8651497774041605e-07,1.4919098729637603e-08
39,2020-03-01,0,97.18877986626487,5.427717001840099e-05,False,40,3.1718833818887993e-07,1.4919098729637603e-08
40,2020-03-02,0,97.18877986626487,5.427717001840099e-05,False,41,3.511348387086451e-07,1.4919098729637603e-08
41,2020-03-03,0,97.18877986626487,5.427717001840099e-05,False,42,3.887013541705212e-07,1.4919098729637603e-08
42,2020-03-04,0,97.18877986626487,5.427717001840099e-05,False,43,4.302709792891156e-07,1.4919098729637603e-08
43,2020-03-05,0,97.18877986626487,5.427717001840099e-05,False,44,4.76266688772311e-07,1.4919098729637603e-08
44,2020-03-06,0,97.18877986626487,5.427717001840099e-05,False,45,5.271553397464276e-07,1.4919098729637603e-08
45,2020-03-07,0,97.18877986626487,5.427717001840099e-05,False,46,5.834520421032103e-07,1.4919098729637603e-08
46,2020-03-08,0,97.18877986626487,5.427717001840099e-05,False,47,6.457249227862083e-07,1.4919098729637603e-08
47,2020-03-09,0,97.18877986626487,5.427717001840099e-05,False,48,7.146003099516837e-07,1.4919098729637603e-08
48,2020-03-10,0,97.18877986626487,5.427717001840099e-05,False,49,7.907683622581404e-07,1.4919098729637603e-08
49,2020-03-11,0,97.18877986626487,5.427717001840099e-05,False,50,8.74989167081903e-07,1.4919098729637603e-08
50,2020-03-12,0,97.18877986626487,5.427717001840099e-05,False,51,9.680993290096235e-07,1.4919098729637603e-08
51,2020-03-13,0,97.18877986626487,5.427717001840099e-05,False,52,1.0710190662643146e-06,1.4919098729637603e-08
52,2020-03-14,0,97.18877986626487,5.427717001840099e-05,False,53,1.1847598274719627e-06,1.4919098729637603e-08
53,2020-03-15,0,97.18877986626487,5.427717001840099e-05,False,54,1.310432434007484e-06,1.4919098729637603e-08
54,2020-03-16,0,97.18877986626487,5.427717001840099e-05,False,55,1.4492557436455822e-06,1.4919098729637603e-08
55,2020-03-17,0,97.18877986626487,5.427717001840099e-05,False,56,1.6025658188904464e-06,1.4919098729637603e-08
56,2020-03-18,0,97.18877986626487,5.427717001840099e-05,False,57,1.7718255676025846e-06,1.4919098729637603e-08
57,2020-03-19,0,97.18877986626487,5.427717001840099e-05,False,58,1.9586348037433353e-06,1.4919098729637603e-08
58,2020-03-20,0,97.18877986626487,5.427717001840099e-05,False,59,2.1647406515092887e-06,1.4919098729637603e-08
59,2020-03-21,0,97.18877986626487,5.427717001840099e-05,False,60,2.3920481860605614e-06,1.4919098729637603e-08
60,2020-03-22,0,97.18877986626487,5.427717001840099e-05,False,61,2.642631167645886e-06,1.4919098729637603e-08
61,2020-03-23,0,97.18877986626487,5.427717001840099e-05,False,62,2.9187426823663724e-06,1.4919098729637603e-08
62,2020-03-24,0,97.18877986626487,5.427717001840099e-05,False,63,3.2228254513029345e-06,1.4919098729637603e-08
63,2020-03-25,0,97.18877986626487,5.427717001840099e-05,False,64,3.557521509559418e-06,1.4919098729637603e-08
64,2020-03-26,0,97.18877986626487,5.427717001840099e-05,False,65,3.925680887432594e-06,1.4919098729637603e-08
65,2020-03-27,0,97.18877986626487,5.427717001840099e-05,False,66,4.330368847207899e-06,1.4919098729637603e-08
66,2020-03-28,0,97.18877986626487,5.427717001840099e-05,False,67,4.7748711412620305e-06,1.4919098729637603e-08
67,2020-03-29,0,97.18877986626487,5.427717001840099e-05,False,68,5.262696661164076e-06,1.4919098729637603e-08
68,2020-03-30,0,97.18877986626487,5.427717001840099e-05,False,69,5.797576745151938e-06,1.4919098729637603e-08
69,2020-03-31,0,97.18877986626487,5.427717001840099e-05,False,70,6.383460305765893e-06,1.4919098729637603e-08
70,2020-04-01,0,97.18877986626487,5.427717001840099e-05,False,71,7.02450383510908e-06,1.4919098729637603e-08
71,2020-04-02,0,97.18877986626487,5.427717001840099e-05,False,72,7.725055248596955e-06,1.4919098729637603e-08
72,2020-04-03,0,97.18877986626487,5.427717001840099e-05,False,73,8.489630447754016e-06,1.4919098729637603e-08
73,2020-04-04,0,97.18877986626487,5.427717001840099e-05,False,74,9.32288142966363e-06,1.4919098729637603e-08
74,2020-04-05,0,97.18877986626487,5.427717001840099e-05,False,75,1.0229554758700466e-05,1.4919098729637603e-08
