,Report_Date,Australia_australian capital territory_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,65.9536790357636,53.955481899055826,True,1,0.00128490548329477,107.90069449075872
1,2020-01-23,0,65.9536790357636,53.955481899055826,True,2,0.0015299631772065546,107.90069449075872
2,2020-01-24,0,65.9536790357636,53.955481899055826,True,3,0.0018217575846681412,107.90069449075872
3,2020-01-25,0,65.9536790357636,53.955481899055826,True,4,0.0021692018704568836,107.90069449075872
4,2020-01-26,0,65.9536790357636,53.955481899055826,True,5,0.002582908892436866,107.90069449075872
5,2020-01-27,0,65.9536790357636,53.955481899055826,True,6,0.0030755152664365608,107.90069449075872
6,2020-01-28,0,65.9536790357636,53.955481899055826,True,7,0.0036620671935573357,107.90069449075872
7,2020-01-29,0,65.9536790357636,53.955481899055826,True,8,0.004360479810959132,107.90069449075872
8,2020-01-30,0,65.9536790357636,53.955481899055826,True,9,0.005192084062555671,107.90069449075872
9,2020-01-31,0,65.9536790357636,53.955481899055826,True,10,0.006182277744554721,107.90069449075872
10,2020-02-01,0,65.9536790357636,53.955481899055826,True,11,0.007361300541752169,107.90069449075872
11,2020-02-02,0,65.9536790357636,53.955481899055826,True,12,0.008765156627858163,107.90069449075872
12,2020-02-03,0,65.9536790357636,53.955481899055826,True,13,0.010436712867944124,107.90069449075872
13,2020-02-04,0,65.9536790357636,53.955481899055826,True,14,0.012427005964448673,107.90069449075872
14,2020-02-05,0,65.9536790357636,53.955481899055826,True,15,0.01479679818457326,107.90069449075872
15,2020-02-06,0,65.9536790357636,53.955481899055826,True,16,0.017618428778049054,107.90069449075872
16,2020-02-07,0,65.9536790357636,53.955481899055826,True,17,0.020978017053337527,107.90069449075872
17,2020-02-08,0,65.9536790357636,53.955481899055826,True,18,0.02497808357664127,107.90069449075872
18,2020-02-09,0,65.9536790357636,53.955481899055826,True,19,0.029740668382095416,107.90069449075872
19,2020-02-10,0,65.9536790357636,53.955481899055826,True,20,0.03541103976996638,107.90069449075872
20,2020-02-11,0,65.9536790357636,53.955481899055826,True,21,0.04216210461081517,107.90069449075872
21,2020-02-12,0,65.9536790357636,53.955481899055826,True,22,0.05019965151155047,107.90069449075872
22,2020-02-13,0,65.9536790357636,53.955481899055826,True,23,0.05976858223743737,107.90069449075872
23,2020-02-14,0,65.9536790357636,53.955481899055826,True,24,0.07116031498574986,107.90069449075872
24,2020-02-15,0,65.9536790357636,53.955481899055826,True,25,0.08472157609182886,107.90069449075872
25,2020-02-16,0,65.9536790357636,53.955481899055826,True,26,0.10086483518358322,107.90069449075872
26,2020-02-17,0,65.9536790357636,53.955481899055826,True,27,0.12008068337940928,107.90069449075872
27,2020-02-18,0,65.9536790357636,53.955481899055826,True,28,0.1429525055318625,107.90069449075872
28,2020-02-19,0,65.9536790357636,53.955481899055826,True,29,0.1701738563731685,107.90069449075872
29,2020-02-20,0,65.9536790357636,53.955481899055826,True,30,0.20256901717889353,107.90069449075872
30,2020-02-21,0,65.9536790357636,53.955481899055826,True,31,0.24111728439664523,107.90069449075872
31,2020-02-22,0,65.9536790357636,53.955481899055826,True,32,0.2869816242497204,107.90069449075872
32,2020-02-23,0,65.9536790357636,53.955481899055826,True,33,0.3415424164827069,107.90069449075872
33,2020-02-24,0,65.9536790357636,53.955481899055826,True,34,0.40643710380009707,107.90069449075872
34,2020-02-25,0,65.9536790357636,53.955481899055826,True,35,0.48360665696081084,107.90069449075872
35,2020-02-26,0,65.9536790357636,53.955481899055826,True,36,0.5753498520626592,107.90069449075872
36,2020-02-27,0,65.9536790357636,53.955481899055826,True,37,0.6843864256002878,107.90069449075872
37,2020-02-28,0,65.9536790357636,53.955481899055826,True,38,0.8139302083835264,107.90069449075872
38,2020-02-29,0,65.9536790357636,53.955481899055826,True,39,0.9677733179865875,107.90069449075872
