,Report_Date,Australia_australian capital territory_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
39,2020-03-01,0,65.9536790357636,53.955481899055826,True,40,1.1503823777859021,107.90069449075872
40,2020-03-02,0,65.9536790357636,53.955481899055826,True,41,1.3670074825286225,107.90069449075872
41,2020-03-03,0,65.9536790357636,53.955481899055826,True,42,1.623804182794056,107.90069449075872
42,2020-03-04,0,65.9536790357636,53.955481899055826,True,43,1.9279680302179945,107.90069449075872
43,2020-03-05,0,65.9536790357636,53.955481899055826,True,44,2.287880104621055,107.90069449075872
44,2020-03-06,0,65.9536790357636,53.955481899055826,True,45,2.7132603003376934,107.90069449075872
45,2020-03-07,0,65.9536790357636,53.955481899055826,True,46,3.215322825887454,107.90069449075872
46,2020-03-08,0,65.9536790357636,53.955481899055826,True,47,3.8069251988820376,107.90069449075872
47,2020-03-09,0,65.9536790357636,53.955481899055826,True,48,4.502697835927075,107.90069449075872
48,2020-03-10,0,65.9536790357636,53.955481899055826,True,49,5.319136036247419,107.90069449075872
49,2020-03-11,0,65.9536790357636,53.955481899055826,True,50,6.274629752637953,107.90069449075872
50,2020-03-12,0,65.9536790357636,53.955481899055826,True,51,7.389399282837981,107.90069449075872
51,2020-03-13,1,65.9536790357636,53.955481899055826,True,52,8.685297533853209,107.90069449075872
52,2020-03-14,1,65.9536790357636,53.955481899055826,True,53,10.185433020052415,107.90069449075872
53,2020-03-15,1,65.9536790357636,53.955481899055826,True,54,11.913564223242332,107.90069449075872
54,2020-03-16,2,65.9536790357636,53.955481899055826,True,55,13.893218212703458,107.90069449075872
55,2020-03-17,2,65.9536790357636,53.955481899055826,True,56,16.14649811481986,107.90069449075872
56,2020-03-18,3,65.9536790357636,53.955481899055826,True,57,18.692569038006642,107.90069449075872
57,2020-03-19,4,65.9536790357636,53.955481899055826,True,58,21.545853499044604,107.90069449075872
58,2020-03-20,6,65.9536790357636,53.955481899055826,True,59,24.71402578940473,107.90069449075872
59,2020-03-21,9,65.9536790357636,53.955481899055826,True,60,28.195965772861882,107.90069449075872
60,2020-03-22,19,65.9536790357636,53.955481899055826,True,61,31.97990519695794,107.90069449075872
61,2020-03-23,32,65.9536790357636,53.955481899055826,True,62,36.04205529758707,107.90069449075872
62,2020-03-24,39,65.9536790357636,53.955481899055826,True,63,40.34602012540733,107.90069449075872
63,2020-03-25,39,65.9536790357636,53.955481899055826,True,64,44.84325432925531,107.90069449075872
64,2020-03-26,53,65.9536790357636,53.955481899055826,True,65,49.47470726540515,107.90069449075872
65,2020-03-27,62,65.9536790357636,53.955481899055826,True,66,54.173617962667784,107.90069449075872
66,2020-03-28,71,65.9536790357636,53.955481899055826,True,67,58.86922205675513,107.90069449075872
67,2020-03-29,77,65.9536790357636,53.955481899055826,True,68,63.49095341710163,107.90069449075872
68,2020-03-30,78,65.9536790357636,53.955481899055826,True,69,67.97262094726896,107.90069449075872
69,2020-03-31,80,65.9536790357636,53.955481899055826,True,70,72.25604625667701,107.90069449075872
70,2020-04-01,84,65.9536790357636,53.955481899055826,True,71,76.29375894792081,107.90069449075872
71,2020-04-02,87,65.9536790357636,53.955481899055826,True,72,80.05052927029433,107.90069449075872
72,2020-04-03,91,65.9536790357636,53.955481899055826,True,73,83.50372088106384,107.90069449075872
73,2020-04-04,93,65.9536790357636,53.955481899055826,True,74,86.64261929205492,107.90069449075872
74,2020-04-05,96,65.9536790357636,53.955481899055826,True,75,89.46700193796578,107.90069449075872
75,2020-04-06,96,65.9536790357636,53.955481899055826,True,76,91.98525514951426,107.90069449075872
76,2020-04-07,96,65.9536790357636,53.955481899055826,True,77,94.21232296714503,107.90069449075872
77,2020-04-08,99,65.9536790357636,53.955481899055826,True,78,96.16771453268005,107.90069449075872
78,2020-04-09,100,65.9536790357636,53.955481899055826,True,79,97.87372367736894,107.90069449075872
79,2020-04-10,103,65.9536790357636,53.955481899055826,True,80,99.35394409256149,107.90069449075872
80,2020-04-11,103,65.9536790357636,53.955481899055826,True,81,100.63210655757595,107.90069449075872
81,2020-04-12,103,65.9536790357636,53.955481899055826,True,82,101.73122485768134,107.90069449075872
82,2020-04-13,102,65.9536790357636,53.955481899055826,True,83,102.67301339688017,107.90069449075872
83,2020-04-14,103,65.9536790357636,53.955481899055826,True,84,103.47752885693798,107.90069449075872
84,2020-04-15,103,65.9536790357636,53.955481899055826,True,85,104.16298666419586,107.90069449075872
85,2020-04-16,103,65.9536790357636,53.955481899055826,True,86,104.74570693842112,107.90069449075872
86,2020-04-17,103,65.9536790357636,53.955481899055826,True,87,105.24015125120746,107.90069449075872
87,2020-04-18,103,65.9536790357636,53.955481899055826,True,88,105.65901902220716,107.90069449075872
88,2020-04-19,103,65.9536790357636,53.955481899055826,True,89,106.01337958223131,107.90069449075872
89,2020-04-20,104,65.9536790357636,53.955481899055826,True,90,106.31282224098557,107.90069449075872
90,2020-04-21,104,65.9536790357636,53.955481899055826,True,91,106.5656118926314,107.90069449075872
91,2020-04-22,104,65.9536790357636,53.955481899055826,True,92,106.77884177514345,107.90069449075872
92,2020-04-23,104,65.9536790357636,53.955481899055826,True,93,106.95857808588727,107.90069449075872
93,2020-04-24,105,65.9536790357636,53.955481899055826,True,94,107.10999340901851,107.90069449075872
94,2020-04-25,106,65.9536790357636,53.955481899055826,True,95,107.23748749943898,107.90069449075872
95,2020-04-26,106,65.9536790357636,53.955481899055826,True,96,107.3447950474263,107.90069449075872
96,2020-04-27,106,65.9536790357636,53.955481899055826,True,97,107.43508074821267,107.90069449075872
97,2020-04-28,106,65.9536790357636,53.955481899055826,True,98,107.51102242672195,107.90069449075872
98,2020-04-29,106,65.9536790357636,53.955481899055826,True,99,107.57488320078136,107.90069449075872
99,2020-04-30,106,65.9536790357636,53.955481899055826,True,100,107.62857376765926,107.90069449075872
100,2020-05-01,106,65.9536790357636,53.955481899055826,True,101,107.67370591369762,107.90069449075872
101,2020-05-02,106,65.9536790357636,53.955481899055826,True,102,107.71163830734363,107.90069449075872
102,2020-05-03,106,65.9536790357636,53.955481899055826,True,103,107.74351556463401,107.90069449075872
103,2020-05-04,107,65.9536790357636,53.955481899055826,True,104,107.77030148859888,107.90069449075872
104,2020-05-05,107,65.9536790357636,53.955481899055826,True,105,107.79280729040399,107.90069449075872
105,2020-05-06,107,65.9536790357636,53.955481899055826,True,106,107.81171550691248,107.90069449075872
106,2020-05-07,107,65.9536790357636,53.955481899055826,True,107,107.82760024072617,107.90069449075872
107,2020-05-08,107,65.9536790357636,53.955481899055826,True,108,107.84094426688505,107.90069449075872
108,2020-05-09,107,65.9536790357636,53.955481899055826,True,109,107.85215347631785,107.90069449075872
