,Report_Date,France_martinique_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,67.57297817641134,91.09000248495202,True,1,0.002160178477386614,182.17888471792472
1,2020-01-23,0,0,67.57297817641134,91.09000248495202,True,2,0.0025614315405141416,182.17888471792472
2,2020-01-24,0,0,67.57297817641134,91.09000248495202,True,3,0.003037216100988937,182.17888471792472
3,2020-01-25,0,0,67.57297817641134,91.09000248495202,True,4,0.0036013756460731633,182.17888471792472
4,2020-01-26,0,0,67.57297817641134,91.09000248495202,True,5,0.0042703247488210475,182.17888471792472
5,2020-01-27,0,0,67.57297817641134,91.09000248495202,True,6,0.0050635265005958665,182.17888471792472
6,2020-01-28,0,0,67.57297817641134,91.09000248495202,True,7,0.006004058565679573,182.17888471792472
7,2020-01-29,0,0,67.57297817641134,91.09000248495202,True,8,0.007119284294497893,182.17888471792472
8,2020-01-30,0,0,67.57297817641134,91.09000248495202,True,9,0.008441648374858116,182.17888471792472
9,2020-01-31,0,0,67.57297817641134,91.09000248495202,True,10,0.010009620104532968,182.17888471792472
10,2020-02-01,0,0,67.57297817641134,91.09000248495202,True,11,0.011868811636052704,182.17888471792472
11,2020-02-02,0,0,67.57297817641134,91.09000248495202,True,12,0.01407330359658153,182.17888471792472
12,2020-02-03,0,0,67.57297817641134,91.09000248495202,True,13,0.016687216464640445,182.17888471792472
13,2020-02-04,0,0,67.57297817641134,91.09000248495202,True,14,0.019786573158682486,182.17888471792472
14,2020-02-05,0,0,67.57297817641134,91.09000248495202,True,15,0.02346150665682715,182.17888471792472
15,2020-02-06,0,0,67.57297817641134,91.09000248495202,True,16,0.0278188763529917,182.17888471792472
16,2020-02-07,0,0,67.57297817641134,91.09000248495202,True,17,0.03298536853187993,182.17888471792472
17,2020-02-08,0,0,67.57297817641134,91.09000248495202,True,18,0.03911117012830585,182.17888471792472
18,2020-02-09,0,0,67.57297817641134,91.09000248495202,True,19,0.046374321190693735,182.17888471792472
19,2020-02-10,0,0,67.57297817641134,91.09000248495202,True,20,0.05498587061742772,182.17888471792472
20,2020-02-11,0,0,67.57297817641134,91.09000248495202,True,21,0.0651959822652465,182.17888471792472
21,2020-02-12,0,0,67.57297817641134,91.09000248495202,True,22,0.07730116499850703,182.17888471792472
22,2020-02-13,0,0,67.57297817641134,91.09000248495202,True,23,0.09165283128938385,182.17888471792472
23,2020-02-14,0,0,67.57297817641134,91.09000248495202,True,24,0.10866742530211275,182.17888471792472
24,2020-02-15,0,0,67.57297817641134,91.09000248495202,True,25,0.12883840378564823,182.17888471792472
25,2020-02-16,0,0,67.57297817641134,91.09000248495202,True,26,0.15275040241331522,182.17888471792472
26,2020-02-17,0,0,67.57297817641134,91.09000248495202,True,27,0.18109597735015487,182.17888471792472
27,2020-02-18,0,0,67.57297817641134,91.09000248495202,True,28,0.21469537772058758,182.17888471792472
28,2020-02-19,0,0,67.57297817641134,91.09000248495202,True,29,0.2545198801735716,182.17888471792472
29,2020-02-20,0,0,67.57297817641134,91.09000248495202,True,30,0.30171930265468194,182.17888471792472
30,2020-02-21,0,0,67.57297817641134,91.09000248495202,True,31,0.3576544112857635,182.17888471792472
31,2020-02-22,0,0,67.57297817641134,91.09000248495202,True,32,0.42393504194817394,182.17888471792472
32,2020-02-23,0,0,67.57297817641134,91.09000248495202,True,33,0.5024648760283572,182.17888471792472
33,2020-02-24,0,0,67.57297817641134,91.09000248495202,True,34,0.5954939358919019,182.17888471792472
34,2020-02-25,0,0,67.57297817641134,91.09000248495202,True,35,0.7056799962962919,182.17888471792472
35,2020-02-26,0,0,67.57297817641134,91.09000248495202,True,36,0.8361602368056654,182.17888471792472
36,2020-02-27,0,0,67.57297817641134,91.09000248495202,True,37,0.9906345772415551,182.17888471792472
37,2020-02-28,0,0,67.57297817641134,91.09000248495202,True,38,1.1734622278919005,182.17888471792472
38,2020-02-29,0,0,67.57297817641134,91.09000248495202,True,39,1.3897730258527137,182.17888471792472
39,2020-03-01,0,0,67.57297817641134,91.09000248495202,True,40,1.645595085733223,182.17888471792472
40,2020-03-02,0,0,67.57297817641134,91.09000248495202,True,41,1.9480001209136164,182.17888471792472
41,2020-03-03,0,0,67.57297817641134,91.09000248495202,True,42,2.3052674271122475,182.17888471792472
42,2020-03-04,0,0,67.57297817641134,91.09000248495202,True,43,2.7270668776787512,182.17888471792472
43,2020-03-05,0,0,67.57297817641134,91.09000248495202,True,44,3.224660247387502,182.17888471792472
44,2020-03-06,0,0,67.57297817641134,91.09000248495202,True,45,3.811118615062348,182.17888471792472
45,2020-03-07,2,2,67.57297817641134,91.09000248495202,True,46,4.501551318465006,182.17888471792472
46,2020-03-08,2,2,67.57297817641134,91.09000248495202,True,47,5.313338740560977,182.17888471792472
47,2020-03-09,2,2,67.57297817641134,91.09000248495202,True,48,6.266356869297052,182.17888471792472
48,2020-03-10,2,2,67.57297817641134,91.09000248495202,True,49,7.383175877519644,182.17888471792472
49,2020-03-11,3,3,67.57297817641134,91.09000248495202,True,50,8.68920776121125,182.17888471792472
50,2020-03-12,3,3,67.57297817641134,91.09000248495202,True,51,10.212769347125796,182.17888471792472
51,2020-03-13,3,3,67.57297817641134,91.09000248495202,True,52,11.985017011631633,182.17888471792472
52,2020-03-14,9,9,67.57297817641134,91.09000248495202,True,53,14.03969898586368,182.17888471792472
53,2020-03-15,9,9,67.57297817641134,91.09000248495202,True,54,16.41266160319469,182.17888471792472
54,2020-03-16,15,14,67.57297817641134,91.09000248495202,True,55,19.14103966264475,182.17888471792472
55,2020-03-17,16,15,67.57297817641134,91.09000248495202,True,56,22.26206174390392,182.17888471792472
56,2020-03-18,19,18,67.57297817641134,91.09000248495202,True,57,25.81141340251527,182.17888471792472
57,2020-03-19,23,22,67.57297817641134,91.09000248495202,True,58,29.821129893806496,182.17888471792472
58,2020-03-20,32,31,67.57297817641134,91.09000248495202,True,59,34.3170400848094,182.17888471792472
59,2020-03-21,32,31,67.57297817641134,91.09000248495202,True,60,39.31585665908493,182.17888471792472
60,2020-03-22,44,43,67.57297817641134,91.09000248495202,True,61,44.822101503225085,182.17888471792472
61,2020-03-23,53,52,67.57297817641134,91.09000248495202,True,62,50.82515812610132,182.17888471792472
62,2020-03-24,57,56,67.57297817641134,91.09000248495202,True,63,57.296834292834575,182.17888471792472
63,2020-03-25,66,65,67.57297817641134,91.09000248495202,True,64,64.18986879689521,182.17888471792472
64,2020-03-26,66,65,67.57297817641134,91.09000248495202,True,65,71.43779553068919,182.17888471792472
65,2020-03-27,81,80,67.57297817641134,91.09000248495202,True,66,78.95646375277481,182.17888471792472
66,2020-03-28,93,92,67.57297817641134,91.09000248495202,True,67,86.64730528016113,182.17888471792472
67,2020-03-29,93,92,67.57297817641134,91.09000248495202,True,68,94.40216708088138,182.17888471792472
68,2020-03-30,93,92,67.57297817641134,91.09000248495202,True,69,102.10924965257449,182.17888471792472
69,2020-03-31,128,98,67.57297817641134,91.09000248495202,True,70,109.65947913595917,182.17888471792472
70,2020-04-01,135,105,67.57297817641134,91.09000248495202,True,71,116.95255455478521,182.17888471792472
71,2020-04-02,138,108,67.57297817641134,91.09000248495202,True,72,123.90197657088812,182.17888471792472
72,2020-04-03,143,113,67.57297817641134,91.09000248495202,True,73,130.43856135756428,182.17888471792472
73,2020-04-04,145,115,67.57297817641134,91.09000248495202,True,74,136.51221618212537,182.17888471792472
74,2020-04-05,149,95,67.57297817641134,91.09000248495202,True,75,142.09203056799683,182.17888471792472
75,2020-04-06,151,97,67.57297817641134,91.09000248495202,True,76,147.1649570480096,182.17888471792472
76,2020-04-07,152,98,67.57297817641134,91.09000248495202,True,77,151.73348412437744,182.17888471792472
77,2020-04-08,154,98,67.57297817641134,91.09000248495202,True,78,155.81273746763475,182.17888471792472
78,2020-04-09,154,98,67.57297817641134,91.09000248495202,True,79,159.4274032290366,182.17888471792472
79,2020-04-10,155,99,67.57297817641134,91.09000248495202,True,80,162.60877998990637,182.17888471792472
80,2020-04-11,155,99,67.57297817641134,91.09000248495202,True,81,165.39216307974326,182.17888471792472
81,2020-04-12,155,99,67.57297817641134,91.09000248495202,True,82,167.81466895344053,182.17888471792472
82,2020-04-13,157,101,67.57297817641134,91.09000248495202,True,83,169.91353054784824,182.17888471792472
83,2020-04-14,157,101,67.57297817641134,91.09000248495202,True,84,171.72484114825355,182.17888471792472
84,2020-04-15,158,77,67.57297817641134,91.09000248495202,True,85,173.28269272455276,182.17888471792472
85,2020-04-16,158,77,67.57297817641134,91.09000248495202,True,86,174.61864050474426,182.17888471792472
86,2020-04-17,158,77,67.57297817641134,91.09000248495202,True,87,175.76142353110757,182.17888471792472
87,2020-04-18,158,77,67.57297817641134,91.09000248495202,True,88,176.7368763740664,182.17888471792472
88,2020-04-19,163,78,67.57297817641134,91.09000248495202,True,89,177.56797638503795,182.17888471792472
89,2020-04-20,163,78,67.57297817641134,91.09000248495202,True,90,178.27498130790426,182.17888471792472
90,2020-04-21,163,76,67.57297817641134,91.09000248495202,True,91,178.87562217097903,182.17888471792472
91,2020-04-22,164,77,67.57297817641134,91.09000248495202,True,92,179.38532531581583,182.17888471792472
92,2020-04-23,164,77,67.57297817641134,91.09000248495202,True,93,179.8174448539581,182.17888471792472
93,2020-04-24,170,79,67.57297817641134,91.09000248495202,True,94,180.1834927518206,182.17888471792472
94,2020-04-25,175,84,67.57297817641134,91.09000248495202,True,95,180.4933582664471,182.17888471792472
95,2020-04-26,175,84,67.57297817641134,91.09000248495202,True,96,180.75551180177527,182.17888471792472
96,2020-04-27,175,84,67.57297817641134,91.09000248495202,True,97,180.97719065231507,182.17888471792472
97,2020-04-28,175,78,67.57297817641134,91.09000248495202,True,98,181.16456575949235,182.17888471792472
98,2020-04-29,175,78,67.57297817641134,91.09000248495202,True,99,181.3228897067353,182.17888471792472
