,Report_Date,Angola_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
20,2020-02-11,0,0,119.65953894608303,57.33047023333245,True,21,0.7144019546403803,82.51916985074428
21,2020-02-12,0,0,119.65953894608303,57.33047023333245,True,22,0.7518423391074924,82.51916985074428
22,2020-02-13,0,0,119.65953894608303,57.33047023333245,True,23,0.7912312744835657,82.51916985074428
23,2020-02-14,0,0,119.65953894608303,57.33047023333245,True,24,0.8326687070825393,82.51916985074428
24,2020-02-15,0,0,119.65953894608303,57.33047023333245,True,25,0.8762595524796171,82.51916985074428
25,2020-02-16,0,0,119.65953894608303,57.33047023333245,True,26,0.9221139256450301,82.51916985074428
26,2020-02-17,0,0,119.65953894608303,57.33047023333245,True,27,0.9703473798872686,82.51916985074428
27,2020-02-18,0,0,119.65953894608303,57.33047023333245,True,28,1.021081154731881,82.51916985074428
28,2020-02-19,0,0,119.65953894608303,57.33047023333245,True,29,1.0744424328354645,82.51916985074428
29,2020-02-20,0,0,119.65953894608303,57.33047023333245,True,30,1.1305646060035863,82.51916985074428
30,2020-02-21,0,0,119.65953894608303,57.33047023333245,True,31,1.1895875503456008,82.51916985074428
31,2020-02-22,0,0,119.65953894608303,57.33047023333245,True,32,1.2516579105581307,82.51916985074428
32,2020-02-23,0,0,119.65953894608303,57.33047023333245,True,33,1.316929393281866,82.51916985074428
33,2020-02-24,0,0,119.65953894608303,57.33047023333245,True,34,1.3855630694226369,82.51916985074428
34,2020-02-25,0,0,119.65953894608303,57.33047023333245,True,35,1.4577276852668755,82.51916985074428
35,2020-02-26,0,0,119.65953894608303,57.33047023333245,True,36,1.5335999821528827,82.51916985074428
36,2020-02-27,0,0,119.65953894608303,57.33047023333245,True,37,1.6133650243820477,82.51916985074428
37,2020-02-28,0,0,119.65953894608303,57.33047023333245,True,38,1.6972165349675916,82.51916985074428
38,2020-02-29,0,0,119.65953894608303,57.33047023333245,True,39,1.7853572387217123,82.51916985074428
39,2020-03-01,0,0,119.65953894608303,57.33047023333245,True,40,1.8779992120743605,82.51916985074428
40,2020-03-02,0,0,119.65953894608303,57.33047023333245,True,41,1.9753642388974235,82.51916985074428
41,2020-03-03,0,0,119.65953894608303,57.33047023333245,True,42,2.077684171475911,82.51916985074428
42,2020-03-04,0,0,119.65953894608303,57.33047023333245,True,43,2.1852012956219435,82.51916985074428
43,2020-03-05,0,0,119.65953894608303,57.33047023333245,True,44,2.298168698766958,82.51916985074428
44,2020-03-06,0,0,119.65953894608303,57.33047023333245,True,45,2.41685063969167,82.51916985074428
45,2020-03-07,0,0,119.65953894608303,57.33047023333245,True,46,2.541522918360998,82.51916985074428
46,2020-03-08,0,0,119.65953894608303,57.33047023333245,True,47,2.6724732441214822,82.51916985074428
47,2020-03-09,0,0,119.65953894608303,57.33047023333245,True,48,2.8100016002908355,82.51916985074428
48,2020-03-10,0,0,119.65953894608303,57.33047023333245,True,49,2.954420602922308,82.51916985074428
49,2020-03-11,0,0,119.65953894608303,57.33047023333245,True,50,3.106055851259915,82.51916985074428
50,2020-03-12,0,0,119.65953894608303,57.33047023333245,True,51,3.265246267113516,82.51916985074428
51,2020-03-13,0,0,119.65953894608303,57.33047023333245,True,52,3.4323444200749327,82.51916985074428
52,2020-03-14,0,0,119.65953894608303,57.33047023333245,True,53,3.607716835167459,82.51916985074428
53,2020-03-15,0,0,119.65953894608303,57.33047023333245,True,54,3.791744279171141,82.51916985074428
54,2020-03-16,0,0,119.65953894608303,57.33047023333245,True,55,3.984822021495541,82.51916985074428
55,2020-03-17,0,0,119.65953894608303,57.33047023333245,True,56,4.187360065080814,82.51916985074428
56,2020-03-18,0,0,119.65953894608303,57.33047023333245,True,57,4.399783342397905,82.51916985074428
57,2020-03-19,0,0,119.65953894608303,57.33047023333245,True,58,4.62253187119105,82.51916985074428
58,2020-03-20,1,1,119.65953894608303,57.33047023333245,True,59,4.85606086416264,82.51916985074428
59,2020-03-21,2,2,119.65953894608303,57.33047023333245,True,60,5.100840786344401,82.51916985074428
60,2020-03-22,2,2,119.65953894608303,57.33047023333245,True,61,5.35735735343359,82.51916985074428
61,2020-03-23,3,3,119.65953894608303,57.33047023333245,True,62,5.626111463902272,82.51916985074428
62,2020-03-24,3,3,119.65953894608303,57.33047023333245,True,63,5.907619057217413,82.51916985074428
63,2020-03-25,3,3,119.65953894608303,57.33047023333245,True,64,6.202410890045348,82.51916985074428
64,2020-03-26,4,4,119.65953894608303,57.33047023333245,True,65,6.511032221863601,82.51916985074428
65,2020-03-27,4,4,119.65953894608303,57.33047023333245,True,66,6.834042400974796,82.51916985074428
66,2020-03-28,5,5,119.65953894608303,57.33047023333245,True,67,7.172014341520953,82.51916985074428
67,2020-03-29,7,5,119.65953894608303,57.33047023333245,True,68,7.5255338817434145,82.51916985074428
68,2020-03-30,7,5,119.65953894608303,57.33047023333245,True,69,7.895199013436584,82.51916985074428
69,2020-03-31,7,4,119.65953894608303,57.33047023333245,True,70,8.28161897231651,82.51916985074428
70,2020-04-01,8,5,119.65953894608303,57.33047023333245,True,71,8.685413178884257,82.51916985074428
71,2020-04-02,8,5,119.65953894608303,57.33047023333245,True,72,9.107210019325738,82.51916985074428
72,2020-04-03,8,5,119.65953894608303,57.33047023333245,True,73,9.5476454560729,82.51916985074428
73,2020-04-04,10,6,119.65953894608303,57.33047023333245,True,74,10.007361457876017,82.51916985074428
74,2020-04-05,14,10,119.65953894608303,57.33047023333245,True,75,10.487004239623806,82.51916985074428
75,2020-04-06,16,12,119.65953894608303,57.33047023333245,True,76,10.98722230271951,82.51916985074428
76,2020-04-07,17,13,119.65953894608303,57.33047023333245,True,77,11.508664267599078,82.51916985074428
77,2020-04-08,19,15,119.65953894608303,57.33047023333245,True,78,12.051976490984467,82.51916985074428
78,2020-04-09,19,15,119.65953894608303,57.33047023333245,True,79,12.617800461723228,82.51916985074428
79,2020-04-10,19,15,119.65953894608303,57.33047023333245,True,80,13.206769970595426,82.51916985074428
80,2020-04-11,19,13,119.65953894608303,57.33047023333245,True,81,13.819508051290038,82.51916985074428
81,2020-04-12,19,13,119.65953894608303,57.33047023333245,True,82,14.456623691881376,82.51916985074428
82,2020-04-13,19,13,119.65953894608303,57.33047023333245,True,83,15.118708318584401,82.51916985074428
83,2020-04-14,19,12,119.65953894608303,57.33047023333245,True,84,15.806332056344843,82.51916985074428
84,2020-04-15,19,12,119.65953894608303,57.33047023333245,True,85,16.52003977392622,82.51916985074428
85,2020-04-16,19,12,119.65953894608303,57.33047023333245,True,86,17.260346924588447,82.51916985074428
86,2020-04-17,19,12,119.65953894608303,57.33047023333245,True,87,18.027735197195764,82.51916985074428
87,2020-04-18,24,16,119.65953894608303,57.33047023333245,True,88,18.82264799662521,82.51916985074428
88,2020-04-19,24,16,119.65953894608303,57.33047023333245,True,89,19.64548577663445,82.51916985074428
89,2020-04-20,24,16,119.65953894608303,57.33047023333245,True,90,20.496601252846027,82.51916985074428
90,2020-04-21,24,16,119.65953894608303,57.33047023333245,True,91,21.37629452815615,82.51916985074428
91,2020-04-22,25,17,119.65953894608303,57.33047023333245,True,92,22.284808167607146,82.51916985074428
92,2020-04-23,25,17,119.65953894608303,57.33047023333245,True,93,23.222322264492547,82.51916985074428
93,2020-04-24,25,17,119.65953894608303,57.33047023333245,True,94,24.188949544092104,82.51916985074428
94,2020-04-25,25,17,119.65953894608303,57.33047023333245,True,95,25.18473055585293,82.51916985074428
95,2020-04-26,26,18,119.65953894608303,57.33047023333245,True,96,26.20962900892216,82.51916985074428
96,2020-04-27,27,19,119.65953894608303,57.33047023333245,True,97,27.26352730956406,82.51916985074428
97,2020-04-28,27,19,119.65953894608303,57.33047023333245,True,98,28.346222362027667,82.51916985074428
98,2020-04-29,27,18,119.65953894608303,57.33047023333245,True,99,29.45742169672732,82.51916985074428
99,2020-04-30,27,18,119.65953894608303,57.33047023333245,True,100,30.596739991022122,82.51916985074428
100,2020-05-01,30,17,119.65953894608303,57.33047023333245,True,101,31.76369604829795,82.51916985074428
101,2020-05-02,35,22,119.65953894608303,57.33047023333245,True,102,32.957710300344196,82.51916985074428
102,2020-05-03,35,22,119.65953894608303,57.33047023333245,True,103,34.17810289607342,82.51916985074428
103,2020-05-04,35,22,119.65953894608303,57.33047023333245,True,104,35.424092436368554,82.51916985074428
104,2020-05-05,36,23,119.65953894608303,57.33047023333245,True,105,36.69479541020428,82.51916985074428
105,2020-05-06,36,23,119.65953894608303,57.33047023333245,True,106,37.989226381152555,82.51916985074428
106,2020-05-07,36,23,119.65953894608303,57.33047023333245,True,107,39.30629896595658,82.51916985074428
107,2020-05-08,43,30,119.65953894608303,57.33047023333245,True,108,40.64482763810082,82.51916985074428
108,2020-05-09,43,28,119.65953894608303,57.33047023333245,True,109,42.00353037930863,82.51916985074428
109,2020-05-10,45,30,119.65953894608303,57.33047023333245,True,110,43.38103219080639,82.51916985074428
110,2020-05-11,45,30,119.65953894608303,57.33047023333245,True,111,44.77586946418778,82.51916985074428
111,2020-05-12,45,30,119.65953894608303,57.33047023333245,True,112,46.186495199014324,82.51916985074428
112,2020-05-13,45,29,119.65953894608303,57.33047023333245,True,113,47.611285041163725,82.51916985074428
113,2020-05-14,48,32,119.65953894608303,57.33047023333245,True,114,49.048544102669005,82.51916985074428
114,2020-05-15,48,29,119.65953894608303,57.33047023333245,True,115,50.496514510695846,82.51916985074428
115,2020-05-16,48,29,119.65953894608303,57.33047023333245,True,116,51.953383620699995,82.51916985074428
116,2020-05-17,48,29,119.65953894608303,57.33047023333245,True,117,53.41729281701704,82.51916985074428
117,2020-05-18,50,30,119.65953894608303,57.33047023333245,True,118,54.886346813477694,82.51916985074428
118,2020-05-19,52,32,119.65953894608303,57.33047023333245,True,119,56.35862335739905,82.51916985074428
119,2020-05-20,52,32,119.65953894608303,57.33047023333245,True,120,57.83218323274058,82.51916985074428
120,2020-05-21,58,38,119.65953894608303,57.33047023333245,True,121,59.305080452542896,82.51916985074428
121,2020-05-22,60,40,119.65953894608303,57.33047023333245,True,122,60.77537252715287,82.51916985074428
122,2020-05-23,61,39,119.65953894608303,57.33047023333245,True,123,62.241130693287246,82.51916985074428
123,2020-05-24,69,47,119.65953894608303,57.33047023333245,True,124,63.70044998973634,82.51916985074428
124,2020-05-25,70,48,119.65953894608303,57.33047023333245,True,125,65.15145906844384,82.51916985074428
125,2020-05-26,70,48,119.65953894608303,57.33047023333245,True,126,66.59232963472678,82.51916985074428
126,2020-05-27,71,49,119.65953894608303,57.33047023333245,True,127,68.02128541738024,82.51916985074428
127,2020-05-28,74,52,119.65953894608303,57.33047023333245,True,128,69.43661057814359,82.51916985074428
