,Report_Date,China_macau_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,282.52180944810624,102499.18751567027,False,1,2.1352264920882806,204998.37503134034
1,2020-01-23,2,282.52180944810624,102499.18751567027,False,2,2.22403444266137,204998.37503134034
2,2020-01-24,2,282.52180944810624,102499.18751567027,False,3,2.316536035566907,204998.37503134034
3,2020-01-25,2,282.52180944810624,102499.18751567027,False,4,2.412884890822367,204998.37503134034
4,2020-01-26,5,282.52180944810624,102499.18751567027,False,5,2.5132410172603885,204998.37503134034
5,2020-01-27,6,282.52180944810624,102499.18751567027,False,6,2.6177710782039996,204998.37503134034
6,2020-01-28,7,282.52180944810624,102499.18751567027,False,7,2.7266486681876363,204998.37503134034
7,2020-01-29,7,282.52180944810624,102499.18751567027,False,8,2.840054601182987,204998.37503134034
8,2020-01-30,7,282.52180944810624,102499.18751567027,False,9,2.9581772108078126,204998.37503134034
9,2020-01-31,7,282.52180944810624,102499.18751567027,False,10,3.0812126630156946,204998.37503134034
10,2020-02-01,7,282.52180944810624,102499.18751567027,False,11,3.209365281785363,204998.37503134034
11,2020-02-02,8,282.52180944810624,102499.18751567027,False,12,3.3428478883498025,204998.37503134034
12,2020-02-03,8,282.52180944810624,102499.18751567027,False,13,3.4818821545277188,204998.37503134034
13,2020-02-04,10,282.52180944810624,102499.18751567027,False,14,3.6266989707433464,204998.37503134034
14,2020-02-05,10,282.52180944810624,102499.18751567027,False,15,3.777538829344872,204998.37503134034
15,2020-02-06,10,282.52180944810624,102499.18751567027,False,16,3.934652223857081,204998.37503134034
16,2020-02-07,10,282.52180944810624,102499.18751567027,False,17,4.0983000648302275,204998.37503134034
17,2020-02-08,10,282.52180944810624,102499.18751567027,False,18,4.268754112974569,204998.37503134034
18,2020-02-09,10,282.52180944810624,102499.18751567027,False,19,4.44629743029865,204998.37503134034
19,2020-02-10,10,282.52180944810624,102499.18751567027,False,20,4.631224849999181,204998.37503134034
20,2020-02-11,10,282.52180944810624,102499.18751567027,False,21,4.823843465881387,204998.37503134034
21,2020-02-12,10,282.52180944810624,102499.18751567027,False,22,5.024473142121029,204998.37503134034
22,2020-02-13,10,282.52180944810624,102499.18751567027,False,23,5.2334470442129115,204998.37503134034
23,2020-02-14,10,282.52180944810624,102499.18751567027,False,24,5.451112191985754,204998.37503134034
24,2020-02-15,10,282.52180944810624,102499.18751567027,False,25,5.677830035599754,204998.37503134034
25,2020-02-16,10,282.52180944810624,102499.18751567027,False,26,5.913977055481218,204998.37503134034
26,2020-02-17,10,282.52180944810624,102499.18751567027,False,27,6.159945387188098,204998.37503134034
27,2020-02-18,10,282.52180944810624,102499.18751567027,False,28,6.416143472241591,204998.37503134034
28,2020-02-19,10,282.52180944810624,102499.18751567027,False,29,6.6829967360017335,204998.37503134034
29,2020-02-20,10,282.52180944810624,102499.18751567027,False,30,6.960948293709693,204998.37503134034
30,2020-02-21,10,282.52180944810624,102499.18751567027,False,31,7.250459685865864,204998.37503134034
31,2020-02-22,10,282.52180944810624,102499.18751567027,False,32,7.552011644161421,204998.37503134034
32,2020-02-23,10,282.52180944810624,102499.18751567027,False,33,7.866104889231306,204998.37503134034
33,2020-02-24,10,282.52180944810624,102499.18751567027,False,34,8.19326096154918,204998.37503134034
34,2020-02-25,10,282.52180944810624,102499.18751567027,False,35,8.534023086839527,204998.37503134034
35,2020-02-26,10,282.52180944810624,102499.18751567027,False,36,8.888957077439041,204998.37503134034
36,2020-02-27,10,282.52180944810624,102499.18751567027,False,37,9.258652271098665,204998.37503134034
37,2020-02-28,10,282.52180944810624,102499.18751567027,False,38,9.643722508779323,204998.37503134034
38,2020-02-29,10,282.52180944810624,102499.18751567027,False,39,10.044807153058741,204998.37503134034
39,2020-03-01,10,282.52180944810624,102499.18751567027,False,40,10.462572148833484,204998.37503134034
40,2020-03-02,10,282.52180944810624,102499.18751567027,False,41,10.897711128070142,204998.37503134034
41,2020-03-03,10,282.52180944810624,102499.18751567027,False,42,11.35094656043192,204998.37503134034
42,2020-03-04,10,282.52180944810624,102499.18751567027,False,43,11.823030951682465,204998.37503134034
43,2020-03-05,10,282.52180944810624,102499.18751567027,False,44,12.314748091847383,204998.37503134034
44,2020-03-06,10,282.52180944810624,102499.18751567027,False,45,12.826914355195472,204998.37503134034
45,2020-03-07,10,282.52180944810624,102499.18751567027,False,46,13.360380054187157,204998.37503134034
46,2020-03-08,10,282.52180944810624,102499.18751567027,False,47,13.916030849625956,204998.37503134034
47,2020-03-09,10,282.52180944810624,102499.18751567027,False,48,14.494789219341246,204998.37503134034
48,2020-03-10,10,282.52180944810624,102499.18751567027,False,49,15.097615987826584,204998.37503134034
49,2020-03-11,10,282.52180944810624,102499.18751567027,False,50,15.725511919357782,204998.37503134034
50,2020-03-12,10,282.52180944810624,102499.18751567027,False,51,16.379519377219072,204998.37503134034
51,2020-03-13,10,282.52180944810624,102499.18751567027,False,52,17.060724051773782,204998.37503134034
52,2020-03-14,10,282.52180944810624,102499.18751567027,False,53,17.770256760229007,204998.37503134034
53,2020-03-15,10,282.52180944810624,102499.18751567027,False,54,18.509295321060726,204998.37503134034
54,2020-03-16,11,282.52180944810624,102499.18751567027,False,55,19.279066506188066,204998.37503134034
55,2020-03-17,12,282.52180944810624,102499.18751567027,False,56,20.080848074112517,204998.37503134034
56,2020-03-18,15,282.52180944810624,102499.18751567027,False,57,20.915970887370023,204998.37503134034
57,2020-03-19,17,282.52180944810624,102499.18751567027,False,58,21.78582111778141,204998.37503134034
58,2020-03-20,17,282.52180944810624,102499.18751567027,False,59,22.691842543130107,204998.37503134034
59,2020-03-21,18,282.52180944810624,102499.18751567027,False,60,23.635538939044537,204998.37503134034
