,Report_Date,Jamaica_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,93.74422026021713,283.1473093909948,True,1,0.006402862063023378,561.7678717093142
1,2020-01-23,0,93.74422026021713,283.1473093909948,True,2,0.007239525894183885,561.7678717093142
2,2020-01-24,0,93.74422026021713,283.1473093909948,True,3,0.008185515249010799,561.7678717093142
3,2020-01-25,0,93.74422026021713,283.1473093909948,True,4,0.00925511507872234,561.7678717093142
4,2020-01-26,0,93.74422026021713,283.1473093909948,True,5,0.010464476746264552,561.7678717093142
5,2020-01-27,0,93.74422026021713,283.1473093909948,True,6,0.01183186184972441,561.7678717093142
6,2020-01-28,0,93.74422026021713,283.1473093909948,True,7,0.013377917888735475,561.7678717093142
7,2020-01-29,0,93.74422026021713,283.1473093909948,True,8,0.015125989929882126,561.7678717093142
8,2020-01-30,0,93.74422026021713,283.1473093909948,True,9,0.01710247296879534,561.7678717093142
9,2020-01-31,0,93.74422026021713,283.1473093909948,True,10,0.019337210298717974,561.7678717093142
10,2020-02-01,0,93.74422026021713,283.1473093909948,True,11,0.021863943886891005,561.7678717093142
11,2020-02-02,0,93.74422026021713,283.1473093909948,True,12,0.024720823541425182,561.7678717093142
12,2020-02-03,0,93.74422026021713,283.1473093909948,True,13,0.027950982533925105,561.7678717093142
13,2020-02-04,0,93.74422026021713,283.1473093909948,True,14,0.031603188340037,561.7678717093142
14,2020-02-05,0,93.74422026021713,283.1473093909948,True,15,0.03573257828594671,561.7678717093142
15,2020-02-06,0,93.74422026021713,283.1473093909948,True,16,0.04040149116014525,561.7678717093142
16,2020-02-07,0,93.74422026021713,283.1473093909948,True,17,0.045680407285041545,561.7678717093142
17,2020-02-08,0,93.74422026021713,283.1473093909948,True,18,0.05164901116306538,561.7678717093142
18,2020-02-09,0,93.74422026021713,283.1473093909948,True,19,0.05839739264015122,561.7678717093142
19,2020-02-10,0,93.74422026021713,283.1473093909948,True,20,0.06602740459215549,561.7678717093142
20,2020-02-11,0,93.74422026021713,283.1473093909948,True,21,0.07465419746621793,561.7678717093142
21,2020-02-12,0,93.74422026021713,283.1473093909948,True,22,0.08440795363221201,561.7678717093142
22,2020-02-13,0,93.74422026021713,283.1473093909948,True,23,0.09543584745597294,561.7678717093142
23,2020-02-14,0,93.74422026021713,283.1473093909948,True,24,0.10790426033691002,561.7678717093142
