,Report_Date,Ukraine_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,103.13052832569213,11840.391772169902,True,1,1.8678951485688675,22775.838402986417
1,2020-01-23,0,0,103.13052832569213,11840.391772169902,True,2,2.048912184621198,22775.838402986417
2,2020-01-24,0,0,103.13052832569213,11840.391772169902,True,3,2.247469850451678,22775.838402986417
3,2020-01-25,0,0,103.13052832569213,11840.391772169902,True,4,2.465267502397705,22775.838402986417
4,2020-01-26,0,0,103.13052832569213,11840.391772169902,True,5,2.704169063636484,22775.838402986417
5,2020-01-27,0,0,103.13052832569213,11840.391772169902,True,6,2.9662189469804883,22775.838402986417
6,2020-01-28,0,0,103.13052832569213,11840.391772169902,True,7,3.2536595154563313,22775.838402986417
7,2020-01-29,0,0,103.13052832569213,11840.391772169902,True,8,3.5689502286049644,22775.838402986417
8,2020-01-30,0,0,103.13052832569213,11840.391772169902,True,9,3.9147886365555906,22775.838402986417
9,2020-01-31,0,0,103.13052832569213,11840.391772169902,True,10,4.294133399362702,22775.838402986417
10,2020-02-01,0,0,103.13052832569213,11840.391772169902,True,11,4.710229525974388,22775.838402986417
11,2020-02-02,0,0,103.13052832569213,11840.391772169902,True,12,5.166636045649106,22775.838402986417
12,2020-02-03,0,0,103.13052832569213,11840.391772169902,True,13,5.667256344796468,22775.838402986417
13,2020-02-04,0,0,103.13052832569213,11840.391772169902,True,14,6.216371424234908,22775.838402986417
14,2020-02-05,0,0,103.13052832569213,11840.391772169902,True,15,6.818676355896573,22775.838402986417
15,2020-02-06,0,0,103.13052832569213,11840.391772169902,True,16,7.4793202442398945,22775.838402986417
16,2020-02-07,0,0,103.13052832569213,11840.391772169902,True,17,8.203950026238319,22775.838402986417
17,2020-02-08,0,0,103.13052832569213,11840.391772169902,True,18,8.998758474996457,22775.838402986417
18,2020-02-09,0,0,103.13052832569213,11840.391772169902,True,19,9.87053680601249,22775.838402986417
19,2020-02-10,0,0,103.13052832569213,11840.391772169902,True,20,10.826732322079767,22775.838402986417
20,2020-02-11,0,0,103.13052832569213,11840.391772169902,True,21,11.875511573035277,22775.838402986417
21,2020-02-12,0,0,103.13052832569213,11840.391772169902,True,22,13.025829550262964,22775.838402986417
22,2020-02-13,0,0,103.13052832569213,11840.391772169902,True,23,14.287505483300984,22775.838402986417
23,2020-02-14,0,0,103.13052832569213,11840.391772169902,True,24,15.671305857346653,22775.838402986417
24,2020-02-15,0,0,103.13052832569213,11840.391772169902,True,25,17.189035326170767,22775.838402986417
25,2020-02-16,0,0,103.13052832569213,11840.391772169902,True,26,18.853636255214415,22775.838402986417
26,2020-02-17,0,0,103.13052832569213,11840.391772169902,True,27,20.67929769471646,22775.838402986417
27,2020-02-18,0,0,103.13052832569213,11840.391772169902,True,28,22.68157465286957,22775.838402986417
28,2020-02-19,0,0,103.13052832569213,11840.391772169902,True,29,24.87751861447261,22775.838402986417
29,2020-02-20,0,0,103.13052832569213,11840.391772169902,True,30,27.28582033156047,22775.838402986417
30,2020-02-21,0,0,103.13052832569213,11840.391772169902,True,31,29.9269659992325,22775.838402986417
31,2020-02-22,0,0,103.13052832569213,11840.391772169902,True,32,32.82340802250356,22775.838402986417
32,2020-02-23,0,0,103.13052832569213,11840.391772169902,True,33,35.99975167853198,22775.838402986417
33,2020-02-24,0,0,103.13052832569213,11840.391772169902,True,34,39.48295908301077,22775.838402986417
34,2020-02-25,0,0,103.13052832569213,11840.391772169902,True,35,43.30257197969771,22775.838402986417
35,2020-02-26,0,0,103.13052832569213,11840.391772169902,True,36,47.49095498771126,22775.838402986417
36,2020-02-27,0,0,103.13052832569213,11840.391772169902,True,37,52.08356106184234,22775.838402986417
37,2020-02-28,0,0,103.13052832569213,11840.391772169902,True,38,57.11922104600218,22775.838402986417
38,2020-02-29,0,0,103.13052832569213,11840.391772169902,True,39,62.64045932801152,22775.838402986417
39,2020-03-01,0,0,103.13052832569213,11840.391772169902,True,40,68.69383773384506,22775.838402986417
40,2020-03-02,0,0,103.13052832569213,11840.391772169902,True,41,75.33032992932665,22775.838402986417
41,2020-03-03,1,1,103.13052832569213,11840.391772169902,True,42,82.60572872472711,22775.838402986417
42,2020-03-04,1,1,103.13052832569213,11840.391772169902,True,43,90.58108879968492,22775.838402986417
43,2020-03-05,1,1,103.13052832569213,11840.391772169902,True,44,99.32320747847952,22775.838402986417
44,2020-03-06,1,1,103.13052832569213,11840.391772169902,True,45,108.90514628410452,22775.838402986417
45,2020-03-07,1,1,103.13052832569213,11840.391772169902,True,46,119.40679607783596,22775.838402986417
46,2020-03-08,1,1,103.13052832569213,11840.391772169902,True,47,130.91548864171773,22775.838402986417
47,2020-03-09,1,1,103.13052832569213,11840.391772169902,True,48,143.52665757564557,22775.838402986417
48,2020-03-10,1,1,103.13052832569213,11840.391772169902,True,49,157.3445513476692,22775.838402986417
49,2020-03-11,1,1,103.13052832569213,11840.391772169902,True,50,172.48300124271776,22775.838402986417
50,2020-03-12,1,1,103.13052832569213,11840.391772169902,True,51,189.06624678558282,22775.838402986417
51,2020-03-13,3,2,103.13052832569213,11840.391772169902,True,52,207.22982095014174,22775.838402986417
52,2020-03-14,3,2,103.13052832569213,11840.391772169902,True,53,227.1214970866129,22775.838402986417
53,2020-03-15,3,2,103.13052832569213,11840.391772169902,True,54,248.9022989764496,22775.838402986417
54,2020-03-16,7,6,103.13052832569213,11840.391772169902,True,55,272.7475747304739,22775.838402986417
55,2020-03-17,14,12,103.13052832569213,11840.391772169902,True,56,298.8481343455322,22775.838402986417
56,2020-03-18,14,12,103.13052832569213,11840.391772169902,True,57,327.4114495888437,22775.838402986417
57,2020-03-19,16,14,103.13052832569213,11840.391772169902,True,58,358.66291344251874,22775.838402986417
58,2020-03-20,29,26,103.13052832569213,11840.391772169902,True,59,392.84715456321027,22775.838402986417
59,2020-03-21,47,43,103.13052832569213,11840.391772169902,True,60,430.2294000378751,22775.838402986417
60,2020-03-22,73,69,103.13052832569213,11840.391772169902,True,61,471.0968770855627,22775.838402986417
61,2020-03-23,73,69,103.13052832569213,11840.391772169902,True,62,515.7602412021525,22775.838402986417
62,2020-03-24,97,93,103.13052832569213,11840.391772169902,True,63,564.5550145024657,22775.838402986417
63,2020-03-25,145,139,103.13052832569213,11840.391772169902,True,64,617.8430136140272,22775.838402986417
64,2020-03-26,196,190,103.13052832569213,11840.391772169902,True,65,676.0137413534356,22775.838402986417
65,2020-03-27,310,300,103.13052832569213,11840.391772169902,True,66,739.4857105115161,22775.838402986417
66,2020-03-28,356,342,103.13052832569213,11840.391772169902,True,67,808.7076613420483,22775.838402986417
67,2020-03-29,475,459,103.13052832569213,11840.391772169902,True,68,884.1596267669732,22775.838402986417
68,2020-03-30,548,527,103.13052832569213,11840.391772169902,True,69,966.3537908860659,22775.838402986417
69,2020-03-31,645,618,103.13052832569213,11840.391772169902,True,70,1055.8350771624896,22775.838402986417
70,2020-04-01,794,761,103.13052832569213,11840.391772169902,True,71,1153.1813927582596,22775.838402986417
71,2020-04-02,897,856,103.13052832569213,11840.391772169902,True,72,1259.0034451034232,22775.838402986417
72,2020-04-03,1072,1023,103.13052832569213,11840.391772169902,True,73,1373.944036185621,22775.838402986417
73,2020-04-04,1225,1168,103.13052832569213,11840.391772169902,True,74,1498.67672964863,22775.838402986417
74,2020-04-05,1308,1243,103.13052832569213,11840.391772169902,True,75,1633.9037761385903,22775.838402986417
75,2020-04-06,1319,1253,103.13052832569213,11840.391772169902,True,76,1780.3531741492202,22775.838402986417
76,2020-04-07,1462,1389,103.13052832569213,11840.391772169902,True,77,1938.7747377895232,22775.838402986417
77,2020-04-08,1668,1581,103.13052832569213,11840.391772169902,True,78,2109.9350405198893,22775.838402986417
78,2020-04-09,1892,1790,103.13052832569213,11840.391772169902,True,79,2294.6111062563505,22775.838402986417
79,2020-04-10,2203,2073,103.13052832569213,11840.391772169902,True,80,2493.5827277792455,22775.838402986417
80,2020-04-11,2511,2359,103.13052832569213,11840.391772169902,True,81,2707.623308675363,22775.838402986417
81,2020-04-12,2777,2605,103.13052832569213,11840.391772169902,True,82,2937.4891507089956,22775.838402986417
82,2020-04-13,3102,2912,103.13052832569213,11840.391772169902,True,83,3183.9071450972187,22775.838402986417
83,2020-04-14,3372,3155,103.13052832569213,11840.391772169902,True,84,3447.560874957669,22775.838402986417
84,2020-04-15,3764,3513,103.13052832569213,11840.391772169902,True,85,3729.0751980518753,22775.838402986417
85,2020-04-16,4161,3859,103.13052832569213,11840.391772169902,True,86,4028.9994540111675,22775.838402986417
86,2020-04-17,4662,4291,103.13052832569213,11840.391772169902,True,87,4347.789527674958,22775.838402986417
87,2020-04-18,5106,4698,103.13052832569213,11840.391772169902,True,88,4685.789097904008,22775.838402986417
88,2020-04-19,5449,4961,103.13052832569213,11840.391772169902,True,89,5043.2105056624505,22775.838402986417
89,2020-04-20,5710,5200,103.13052832569213,11840.391772169902,True,90,5420.115781033891,22775.838402986417
90,2020-04-21,6125,5597,103.13052832569213,11840.391772169902,True,91,5816.398469200755,22775.838402986417
91,2020-04-22,6592,5994,103.13052832569213,11840.391772169902,True,92,6231.766981808304,22775.838402986417
92,2020-04-23,7170,6479,103.13052832569213,11840.391772169902,True,93,6665.730262997919,22775.838402986417
93,2020-04-24,7647,6664,103.13052832569213,11840.391772169902,True,94,7117.586588775504,22775.838402986417
94,2020-04-25,8125,7142,103.13052832569213,11840.391772169902,True,95,7586.41630490159,22775.838402986417
95,2020-04-26,8617,7568,103.13052832569213,11840.391772169902,True,96,8071.079244520403,22775.838402986417
96,2020-04-27,9009,7925,103.13052832569213,11840.391772169902,True,97,8570.217447682075,22775.838402986417
97,2020-04-28,9410,8179,103.13052832569213,11840.391772169902,True,98,9082.263630375306,22775.838402986417
98,2020-04-29,9866,8513,103.13052832569213,11840.391772169902,True,99,9605.455625442093,22775.838402986417
99,2020-04-30,10406,8907,103.13052832569213,11840.391772169902,True,100,10137.856752129852,22775.838402986417
