,Report_Date,Canada_diamond princess_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
47,2020-03-09,0,3.2613973789635695,2.477078561224173e-10,True,48,4.954157121557487e-10,4.954157122448346e-10
48,2020-03-10,0,3.2613973789635695,2.477078561224173e-10,True,49,4.954157121908854e-10,4.954157122448346e-10
49,2020-03-11,0,3.2613973789635695,2.477078561224173e-10,True,50,4.954157122121638e-10,4.954157122448346e-10
50,2020-03-12,0,3.2613973789635695,2.477078561224173e-10,True,51,4.954157122250497e-10,4.954157122448346e-10
51,2020-03-13,0,3.2613973789635695,2.477078561224173e-10,True,52,4.954157122328531e-10,4.954157122448346e-10
52,2020-03-14,0,3.2613973789635695,2.477078561224173e-10,True,53,4.954157122375788e-10,4.954157122448346e-10
53,2020-03-15,0,3.2613973789635695,2.477078561224173e-10,True,54,4.954157122404407e-10,4.954157122448346e-10
54,2020-03-16,0,3.2613973789635695,2.477078561224173e-10,True,55,4.954157122421736e-10,4.954157122448346e-10
55,2020-03-17,0,3.2613973789635695,2.477078561224173e-10,True,56,4.954157122432232e-10,4.954157122448346e-10
56,2020-03-18,0,3.2613973789635695,2.477078561224173e-10,True,57,4.954157122438588e-10,4.954157122448346e-10
57,2020-03-19,0,3.2613973789635695,2.477078561224173e-10,True,58,4.954157122442437e-10,4.954157122448346e-10
58,2020-03-20,0,3.2613973789635695,2.477078561224173e-10,True,59,4.954157122444768e-10,4.954157122448346e-10
59,2020-03-21,0,3.2613973789635695,2.477078561224173e-10,True,60,4.954157122446179e-10,4.954157122448346e-10
60,2020-03-22,0,3.2613973789635695,2.477078561224173e-10,True,61,4.954157122447034e-10,4.954157122448346e-10
61,2020-03-23,0,3.2613973789635695,2.477078561224173e-10,True,62,4.954157122447551e-10,4.954157122448346e-10
62,2020-03-24,0,3.2613973789635695,2.477078561224173e-10,True,63,4.954157122447865e-10,4.954157122448346e-10
63,2020-03-25,0,3.2613973789635695,2.477078561224173e-10,True,64,4.954157122448055e-10,4.954157122448346e-10
64,2020-03-26,0,3.2613973789635695,2.477078561224173e-10,True,65,4.954157122448171e-10,4.954157122448346e-10
65,2020-03-27,0,3.2613973789635695,2.477078561224173e-10,True,66,4.95415712244824e-10,4.954157122448346e-10
66,2020-03-28,0,3.2613973789635695,2.477078561224173e-10,True,67,4.954157122448281e-10,4.954157122448346e-10
67,2020-03-29,0,3.2613973789635695,2.477078561224173e-10,True,68,4.954157122448307e-10,4.954157122448346e-10
68,2020-03-30,0,3.2613973789635695,2.477078561224173e-10,True,69,4.954157122448323e-10,4.954157122448346e-10
69,2020-03-31,0,3.2613973789635695,2.477078561224173e-10,True,70,4.954157122448332e-10,4.954157122448346e-10
70,2020-04-01,0,3.2613973789635695,2.477078561224173e-10,True,71,4.954157122448337e-10,4.954157122448346e-10
71,2020-04-02,0,3.2613973789635695,2.477078561224173e-10,True,72,4.954157122448341e-10,4.954157122448346e-10
72,2020-04-03,0,3.2613973789635695,2.477078561224173e-10,True,73,4.954157122448343e-10,4.954157122448346e-10
73,2020-04-04,0,3.2613973789635695,2.477078561224173e-10,True,74,4.954157122448344e-10,4.954157122448346e-10
74,2020-04-05,0,3.2613973789635695,2.477078561224173e-10,True,75,4.954157122448345e-10,4.954157122448346e-10
75,2020-04-06,0,3.2613973789635695,2.477078561224173e-10,True,76,4.954157122448345e-10,4.954157122448346e-10
76,2020-04-07,0,3.2613973789635695,2.477078561224173e-10,True,77,4.954157122448346e-10,4.954157122448346e-10
77,2020-04-08,0,3.2613973789635695,2.477078561224173e-10,True,78,4.954157122448346e-10,4.954157122448346e-10
78,2020-04-09,0,3.2613973789635695,2.477078561224173e-10,True,79,4.954157122448346e-10,4.954157122448346e-10
79,2020-04-10,0,3.2613973789635695,2.477078561224173e-10,True,80,4.954157122448346e-10,4.954157122448346e-10
80,2020-04-11,0,3.2613973789635695,2.477078561224173e-10,True,81,4.954157122448346e-10,4.954157122448346e-10
81,2020-04-12,-1,3.2613973789635695,2.477078561224173e-10,True,82,4.954157122448346e-10,4.954157122448346e-10
82,2020-04-13,-1,3.2613973789635695,2.477078561224173e-10,True,83,4.954157122448346e-10,4.954157122448346e-10
83,2020-04-14,-1,3.2613973789635695,2.477078561224173e-10,True,84,4.954157122448346e-10,4.954157122448346e-10
84,2020-04-15,-1,3.2613973789635695,2.477078561224173e-10,True,85,4.954157122448346e-10,4.954157122448346e-10
85,2020-04-16,-1,3.2613973789635695,2.477078561224173e-10,True,86,4.954157122448346e-10,4.954157122448346e-10
86,2020-04-17,-1,3.2613973789635695,2.477078561224173e-10,True,87,4.954157122448346e-10,4.954157122448346e-10
87,2020-04-18,-1,3.2613973789635695,2.477078561224173e-10,True,88,4.954157122448346e-10,4.954157122448346e-10
88,2020-04-19,-1,3.2613973789635695,2.477078561224173e-10,True,89,4.954157122448346e-10,4.954157122448346e-10
89,2020-04-20,-1,3.2613973789635695,2.477078561224173e-10,True,90,4.954157122448346e-10,4.954157122448346e-10
