,Report_Date,Kazakhstan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
90,2020-04-21,1995,108.92823165518807,4940.2548152930485,True,91,1911.7412938257457,8613.518182920618
91,2020-04-22,2135,108.92823165518807,4940.2548152930485,True,92,2037.5121557215837,8613.518182920618
92,2020-04-23,2289,108.92823165518807,4940.2548152930485,True,93,2169.3048348657285,8613.518182920618
93,2020-04-24,2482,108.92823165518807,4940.2548152930485,True,94,2307.1146133498796,8613.518182920618
94,2020-04-25,2601,108.92823165518807,4940.2548152930485,True,95,2450.8965107235394,8613.518182920618
95,2020-04-26,2717,108.92823165518807,4940.2548152930485,True,96,2600.562134988384,8613.518182920618
96,2020-04-27,2835,108.92823165518807,4940.2548152930485,True,97,2755.9769649773893,8613.518182920618
97,2020-04-28,3027,108.92823165518807,4940.2548152930485,True,98,2916.958184341966,8613.518182920618
98,2020-04-29,3138,108.92823165518807,4940.2548152930485,True,99,3083.2731849084525,8613.518182920618
99,2020-04-30,3402,108.92823165518807,4940.2548152930485,True,100,3254.638849157859,8613.518182920618
100,2020-05-01,3597,108.92823165518807,4940.2548152930485,True,101,3430.721707589574,8613.518182920618
101,2020-05-02,3857,108.92823165518807,4940.2548152930485,True,102,3611.1390466454404,8613.518182920618
102,2020-05-03,3920,108.92823165518807,4940.2548152930485,True,103,3795.4610169944444,8613.518182920618
103,2020-05-04,4049,108.92823165518807,4940.2548152930485,True,104,3983.2137610555983,8613.518182920618
104,2020-05-05,4205,108.92823165518807,4940.2548152930485,True,105,4173.883543864677,8613.518182920618
105,2020-05-06,4422,108.92823165518807,4940.2548152930485,True,106,4366.921834377985,8613.518182920618
106,2020-05-07,4578,108.92823165518807,4940.2548152930485,True,107,4561.751246989869,8613.518182920618
107,2020-05-08,4834,108.92823165518807,4940.2548152930485,True,108,4757.772217552174,8613.518182920618
108,2020-05-09,4975,108.92823165518807,4940.2548152930485,True,109,4954.370256691742,8613.518182920618
109,2020-05-10,5090,108.92823165518807,4940.2548152930485,True,110,5150.923597746365,8613.518182920618
110,2020-05-11,5207,108.92823165518807,4940.2548152930485,True,111,5346.811038875192,8613.518182920618
111,2020-05-12,5279,108.92823165518807,4940.2548152930485,True,112,5541.419770057298,8613.518182920618
112,2020-05-13,5417,108.92823165518807,4940.2548152930485,True,113,5734.15297638244,8613.518182920618
113,2020-05-14,5571,108.92823165518807,4940.2548152930485,True,114,5924.43701921389,8613.518182920618
114,2020-05-15,5689,108.92823165518807,4940.2548152930485,True,115,6111.728015761444,8613.518182920618
115,2020-05-16,5850,108.92823165518807,4940.2548152930485,True,116,6295.517664055822,8613.518182920618
116,2020-05-17,6157,108.92823165518807,4940.2548152930485,True,117,6475.33819251097,8613.518182920618
117,2020-05-18,6751,108.92823165518807,4940.2548152930485,True,118,6650.7663491460435,8613.518182920618
118,2020-05-19,6751,108.92823165518807,4940.2548152930485,True,119,6821.426382939784,8613.518182920618
119,2020-05-20,6969,108.92823165518807,4940.2548152930485,True,120,6986.992006593498,8613.518182920618
120,2020-05-21,7234,108.92823165518807,4940.2548152930485,True,121,7147.187364288103,8613.518182920618
121,2020-05-22,7919,108.92823165518807,4940.2548152930485,True,122,7301.787058282403,8613.518182920618
122,2020-05-23,7919,108.92823165518807,4940.2548152930485,True,123,7450.615313279475,8613.518182920618
