,Report_Date,UK_gibraltar_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
25,2020-02-16,0,0,70.5785610198672,73.14902407730844,True,26,0.10159116802265583,146.29559970374416
26,2020-02-17,0,0,70.5785610198672,73.14902407730844,True,27,0.11957642508375192,146.29559970374416
27,2020-02-18,0,0,70.5785610198672,73.14902407730844,True,28,0.14074264831828287,146.29559970374416
28,2020-02-19,0,0,70.5785610198672,73.14902407730844,True,29,0.16565125903707517,146.29559970374416
29,2020-02-20,0,0,70.5785610198672,73.14902407730844,True,30,0.1949623112249654,146.29559970374416
30,2020-02-21,0,0,70.5785610198672,73.14902407730844,True,31,0.22945164457544454,146.29559970374416
31,2020-02-22,0,0,70.5785610198672,73.14902407730844,True,32,0.2700309530663358,146.29559970374416
32,2020-02-23,0,0,70.5785610198672,73.14902407730844,True,33,0.3177712384981073,146.29559970374416
33,2020-02-24,0,0,70.5785610198672,73.14902407730844,True,34,0.3739301837366791,146.29559970374416
34,2020-02-25,0,0,70.5785610198672,73.14902407730844,True,35,0.4399840506210483,146.29559970374416
35,2020-02-26,0,0,70.5785610198672,73.14902407730844,True,36,0.5176647810367694,146.29559970374416
36,2020-02-27,0,0,70.5785610198672,73.14902407730844,True,37,0.6090030538023395,146.29559970374416
37,2020-02-28,0,0,70.5785610198672,73.14902407730844,True,38,0.7163781204236244,146.29559970374416
38,2020-02-29,0,0,70.5785610198672,73.14902407730844,True,39,0.8425753028211365,146.29559970374416
39,2020-03-01,0,0,70.5785610198672,73.14902407730844,True,40,0.9908520760693572,146.29559970374416
40,2020-03-02,0,0,70.5785610198672,73.14902407730844,True,41,1.165013664999308,146.29559970374416
41,2020-03-03,0,0,70.5785610198672,73.14902407730844,True,42,1.3694990355373524,146.29559970374416
42,2020-03-04,1,1,70.5785610198672,73.14902407730844,True,43,1.609478032820932,146.29559970374416
43,2020-03-05,1,1,70.5785610198672,73.14902407730844,True,44,1.8909601719355216,146.29559970374416
44,2020-03-06,1,1,70.5785610198672,73.14902407730844,True,45,2.2209151753194383,146.29559970374416
45,2020-03-07,1,1,70.5785610198672,73.14902407730844,True,46,2.607404711223332,146.29559970374416
46,2020-03-08,1,1,70.5785610198672,73.14902407730844,True,47,3.059723841929783,146.29559970374416
47,2020-03-09,1,1,70.5785610198672,73.14902407730844,True,48,3.58854934400743,146.29559970374416
48,2020-03-10,1,0,70.5785610198672,73.14902407730844,True,49,4.206090206230011,146.29559970374416
49,2020-03-11,1,0,70.5785610198672,73.14902407730844,True,50,4.926233126084043,146.29559970374416
50,2020-03-12,1,0,70.5785610198672,73.14902407730844,True,51,5.764672600573375,146.29559970374416
51,2020-03-13,1,0,70.5785610198672,73.14902407730844,True,52,6.739011159427689,146.29559970374416
52,2020-03-14,1,0,70.5785610198672,73.14902407730844,True,53,7.868810408849753,146.29559970374416
53,2020-03-15,1,0,70.5785610198672,73.14902407730844,True,54,9.17556796584702,146.29559970374416
54,2020-03-16,1,0,70.5785610198672,73.14902407730844,True,55,10.682589412029472,146.29559970374416
55,2020-03-17,3,2,70.5785610198672,73.14902407730844,True,56,12.414718756155285,146.29559970374416
56,2020-03-18,8,6,70.5785610198672,73.14902407730844,True,57,14.397886689412076,146.29559970374416
57,2020-03-19,10,8,70.5785610198672,73.14902407730844,True,58,16.65843481477727,146.29559970374416
58,2020-03-20,10,8,70.5785610198672,73.14902407730844,True,59,19.2221782654509,146.29559970374416
59,2020-03-21,10,8,70.5785610198672,73.14902407730844,True,60,22.11318135141975,146.29559970374416
60,2020-03-22,15,13,70.5785610198672,73.14902407730844,True,61,25.352243744838994,146.29559970374416
61,2020-03-23,15,13,70.5785610198672,73.14902407730844,True,62,28.955130107599267,146.29559970374416
62,2020-03-24,15,10,70.5785610198672,73.14902407730844,True,63,32.930623894484256,146.29559970374416
63,2020-03-25,26,21,70.5785610198672,73.14902407730844,True,64,37.27854289203115,146.29559970374416
64,2020-03-26,35,22,70.5785610198672,73.14902407730844,True,65,41.987911888266595,146.29559970374416
65,2020-03-27,55,41,70.5785610198672,73.14902407730844,True,66,47.03553392052768,146.29559970374416
66,2020-03-28,56,42,70.5785610198672,73.14902407730844,True,67,52.38521974594926,146.29559970374416
67,2020-03-29,65,51,70.5785610198672,73.14902407730844,True,68,57.98791000014595,146.29559970374416
68,2020-03-30,69,35,70.5785610198672,73.14902407730844,True,69,63.78284673715895,146.29559970374416
69,2020-03-31,69,35,70.5785610198672,73.14902407730844,True,70,69.69982372420563,146.29559970374416
70,2020-04-01,81,47,70.5785610198672,73.14902407730844,True,71,75.66238664873985,146.29559970374416
71,2020-04-02,88,42,70.5785610198672,73.14902407730844,True,72,81.59169753412304,146.29559970374416
72,2020-04-03,95,49,70.5785610198672,73.14902407730844,True,73,87.41065980731977,146.29559970374416
73,2020-04-04,98,46,70.5785610198672,73.14902407730844,True,74,93.04785255687106,146.29559970374416
74,2020-04-05,103,51,70.5785610198672,73.14902407730844,True,75,98.44085767652625,146.29559970374416
75,2020-04-06,109,57,70.5785610198672,73.14902407730844,True,76,103.53867215624443,146.29559970374416
76,2020-04-07,113,53,70.5785610198672,73.14902407730844,True,77,108.30305098744788,146.29559970374416
77,2020-04-08,120,60,70.5785610198672,73.14902407730844,True,78,112.70878655162645,146.29559970374416
78,2020-04-09,123,63,70.5785610198672,73.14902407730844,True,79,116.74306417382968,146.29559970374416
79,2020-04-10,127,58,70.5785610198672,73.14902407730844,True,80,120.40411966256991,146.29559970374416
80,2020-04-11,129,45,70.5785610198672,73.14902407730844,True,81,123.69945773882114,146.29559970374416
81,2020-04-12,129,45,70.5785610198672,73.14902407730844,True,82,126.64387793360457,146.29559970374416
82,2020-04-13,129,45,70.5785610198672,73.14902407730844,True,83,129.2575117509294,146.29559970374416
83,2020-04-14,129,36,70.5785610198672,73.14902407730844,True,84,131.56401794935363,146.29559970374416
84,2020-04-15,131,27,70.5785610198672,73.14902407730844,True,85,133.58902515460355,146.29559970374416
85,2020-04-16,131,27,70.5785610198672,73.14902407730844,True,86,135.35886143938225,146.29559970374416
86,2020-04-17,132,27,70.5785610198672,73.14902407730844,True,87,136.8995730851474,146.29559970374416
87,2020-04-18,132,21,70.5785610198672,73.14902407730844,True,88,138.2362099913479,146.29559970374416
88,2020-04-19,132,12,70.5785610198672,73.14902407730844,True,89,139.39234146782462,146.29559970374416
89,2020-04-20,132,12,70.5785610198672,73.14902407730844,True,90,140.38976083938314,146.29559970374416
90,2020-04-21,132,12,70.5785610198672,73.14902407730844,True,91,141.2483377172012,146.29559970374416
91,2020-04-22,132,5,70.5785610198672,73.14902407730844,True,92,141.98598063480773,146.29559970374416
92,2020-04-23,133,4,70.5785610198672,73.14902407730844,True,93,142.6186782479683,146.29559970374416
93,2020-04-24,133,2,70.5785610198672,73.14902407730844,True,94,143.16059325475288,146.29559970374416
94,2020-04-25,136,5,70.5785610198672,73.14902407730844,True,95,143.62418886708974,146.29559970374416
95,2020-04-26,141,10,70.5785610198672,73.14902407730844,True,96,144.02037266906376,146.29559970374416
96,2020-04-27,141,10,70.5785610198672,73.14902407730844,True,97,144.35864687751882,146.29559970374416
97,2020-04-28,141,10,70.5785610198672,73.14902407730844,True,98,144.64725737078575,146.29559970374416
98,2020-04-29,141,10,70.5785610198672,73.14902407730844,True,99,144.89333644538445,146.29559970374416
99,2020-04-30,144,13,70.5785610198672,73.14902407730844,True,100,145.10303620799888,146.29559970374416
100,2020-05-01,144,13,70.5785610198672,73.14902407730844,True,101,145.28165092905454,146.29559970374416
101,2020-05-02,144,12,70.5785610198672,73.14902407730844,True,102,145.43372768618718,146.29559970374416
102,2020-05-03,144,12,70.5785610198672,73.14902407730844,True,103,145.56316530803554,146.29559970374416
103,2020-05-04,144,11,70.5785610198672,73.14902407730844,True,104,145.67330207187916,146.29559970374416
104,2020-05-05,144,11,70.5785610198672,73.14902407730844,True,105,145.76699287733283,146.29559970374416
105,2020-05-06,144,8,70.5785610198672,73.14902407730844,True,106,145.84667676289226,146.29559970374416
106,2020-05-07,144,3,70.5785610198672,73.14902407730844,True,107,145.9144356908005,146.29559970374416
107,2020-05-08,146,4,70.5785610198672,73.14902407730844,True,108,145.97204552687384,146.29559970374416
108,2020-05-09,146,4,70.5785610198672,73.14902407730844,True,109,146.02102010630102,146.29559970374416
109,2020-05-10,146,3,70.5785610198672,73.14902407730844,True,110,146.0626492187981,146.29559970374416
110,2020-05-11,147,4,70.5785610198672,73.14902407730844,True,111,146.09803127721554,146.29559970374416
111,2020-05-12,148,4,70.5785610198672,73.14902407730844,True,112,146.12810135979697,146.29559970374416
112,2020-05-13,147,3,70.5785610198672,73.14902407730844,True,113,146.15365524243856,146.29559970374416
113,2020-05-14,147,3,70.5785610198672,73.14902407730844,True,114,146.17536996642949,146.29559970374416
114,2020-05-15,147,3,70.5785610198672,73.14902407730844,True,115,146.19382142099343,146.29559970374416
115,2020-05-16,147,2,70.5785610198672,73.14902407730844,True,116,146.20949935940033,146.29559970374416
116,2020-05-17,147,2,70.5785610198672,73.14902407730844,True,117,146.2228202128028,146.29559970374416
117,2020-05-18,147,2,70.5785610198672,73.14902407730844,True,118,146.23413801725036,146.29559970374416
118,2020-05-19,147,2,70.5785610198672,73.14902407730844,True,119,146.24375372628037,146.29559970374416
119,2020-05-20,149,4,70.5785610198672,73.14902407730844,True,120,146.25192314369312,146.29559970374416
120,2020-05-21,151,5,70.5785610198672,73.14902407730844,True,121,146.2588636781285,146.29559970374416
121,2020-05-22,151,4,70.5785610198672,73.14902407730844,True,122,146.2647600923959,146.29559970374416
122,2020-05-23,152,5,70.5785610198672,73.14902407730844,True,123,146.26976939569266,146.29559970374416
123,2020-05-24,154,7,70.5785610198672,73.14902407730844,True,124,146.2740250054295,146.29559970374416
124,2020-05-25,154,7,70.5785610198672,73.14902407730844,True,125,146.27764028694315,146.29559970374416
125,2020-05-26,154,7,70.5785610198672,73.14902407730844,True,126,146.28071156353818,146.29559970374416
126,2020-05-27,157,10,70.5785610198672,73.14902407730844,True,127,146.2833206757185,146.29559970374416
127,2020-05-28,158,11,70.5785610198672,73.14902407730844,True,128,146.28553715683807,146.29559970374416
