,Report_Date,San Marino_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
57,2020-03-19,119,64.84862288919041,192.19961272629374,True,58,120.58674408997999,372.5328636787211
58,2020-03-20,144,64.84862288919041,192.19961272629374,True,59,130.24200670575163,372.5328636787211
59,2020-03-21,144,64.84862288919041,192.19961272629374,True,60,140.25933477109882,372.5328636787211
60,2020-03-22,175,64.84862288919041,192.19961272629374,True,61,150.59061969924338,372.5328636787211
61,2020-03-23,187,64.84862288919041,192.19961272629374,True,62,161.1804898867774,372.5328636787211
62,2020-03-24,187,64.84862288919041,192.19961272629374,True,63,171.96733062370953,372.5328636787211
63,2020-03-25,208,64.84862288919041,192.19961272629374,True,64,182.88461353394817,372.5328636787211
64,2020-03-26,208,64.84862288919041,192.19961272629374,True,65,193.86248096153005,372.5328636787211
65,2020-03-27,223,64.84862288919041,192.19961272629374,True,66,204.8295085647739,372.5328636787211
66,2020-03-28,224,64.84862288919041,192.19961272629374,True,67,215.71455326419107,372.5328636787211
67,2020-03-29,224,64.84862288919041,192.19961272629374,True,68,226.4485857974767,372.5328636787211
68,2020-03-30,230,64.84862288919041,192.19961272629374,True,69,236.96640856634752,372.5328636787211
69,2020-03-31,236,64.84862288919041,192.19961272629374,True,70,247.2081700145114,372.5328636787211
70,2020-04-01,236,64.84862288919041,192.19961272629374,True,71,257.1206049911694,372.5328636787211
71,2020-04-02,245,64.84862288919041,192.19961272629374,True,72,266.65795398868966,372.5328636787211
72,2020-04-03,245,64.84862288919041,192.19961272629374,True,73,275.78253982967675,372.5328636787211
73,2020-04-04,259,64.84862288919041,192.19961272629374,True,74,284.46500533957675,372.5328636787211
74,2020-04-05,266,64.84862288919041,192.19961272629374,True,75,292.68423724623216,372.5328636787211
75,2020-04-06,266,64.84862288919041,192.19961272629374,True,76,300.42701823216254,372.5328636787211
76,2020-04-07,279,64.84862288919041,192.19961272629374,True,77,307.6874598612459,372.5328636787211
77,2020-04-08,279,64.84862288919041,192.19961272629374,True,78,314.4662739964776,372.5328636787211
78,2020-04-09,333,64.84862288919041,192.19961272629374,True,79,320.769939988905,372.5328636787211
79,2020-04-10,344,64.84862288919041,192.19961272629374,True,80,326.6098204590122,372.5328636787211
80,2020-04-11,356,64.84862288919041,192.19961272629374,True,81,332.00127121049974,372.5328636787211
81,2020-04-12,356,64.84862288919041,192.19961272629374,True,82,336.9627819907098,372.5328636787211
82,2020-04-13,356,64.84862288919041,192.19961272629374,True,83,341.5151755486649,372.5328636787211
83,2020-04-14,371,64.84862288919041,192.19961272629374,True,84,345.6808835942726,372.5328636787211
84,2020-04-15,372,64.84862288919041,192.19961272629374,True,85,349.4833104078848,372.5328636787211
