,Report_Date,San Marino_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,64.84862288919041,192.19961272629374,True,1,0.2598736622141245,372.5328636787211
1,2020-01-23,0,64.84862288919041,192.19961272629374,True,2,0.2913205437013728,372.5328636787211
2,2020-01-24,0,64.84862288919041,192.19961272629374,True,3,0.3265695251973913,372.5328636787211
3,2020-01-25,0,64.84862288919041,192.19961272629374,True,4,0.3660794712907023,372.5328636787211
4,2020-01-26,0,64.84862288919041,192.19961272629374,True,5,0.41036441267038803,372.5328636787211
5,2020-01-27,0,64.84862288919041,192.19961272629374,True,6,0.4600001237251255,372.5328636787211
6,2020-01-28,0,64.84862288919041,192.19961272629374,True,7,0.5156314703720961,372.5328636787211
7,2020-01-29,0,64.84862288919041,192.19961272629374,True,8,0.5779806146894578,372.5328636787211
8,2020-01-30,0,64.84862288919041,192.19961272629374,True,9,0.6478561717128226,372.5328636787211
9,2020-01-31,0,64.84862288919041,192.19961272629374,True,10,0.7261634231807825,372.5328636787211
10,2020-02-01,0,64.84862288919041,192.19961272629374,True,11,0.8139157030486489,372.5328636787211
11,2020-02-02,0,64.84862288919041,192.19961272629374,True,12,0.9122470801759726,372.5328636787211
12,2020-02-03,0,64.84862288919041,192.19961272629374,True,13,1.0224264746364429,372.5328636787211
13,2020-02-04,0,64.84862288919041,192.19961272629374,True,14,1.1458733554525833,372.5328636787211
14,2020-02-05,0,64.84862288919041,192.19961272629374,True,15,1.284175179011424,372.5328636787211
15,2020-02-06,0,64.84862288919041,192.19961272629374,True,16,1.4391067386768712,372.5328636787211
16,2020-02-07,0,64.84862288919041,192.19961272629374,True,17,1.6126516067799104,372.5328636787211
17,2020-02-08,0,64.84862288919041,192.19961272629374,True,18,1.8070258597056692,372.5328636787211
18,2020-02-09,0,64.84862288919041,192.19961272629374,True,19,2.024704284506803,372.5328636787211
19,2020-02-10,0,64.84862288919041,192.19961272629374,True,20,2.2684492704487753,372.5328636787211
20,2020-02-11,0,64.84862288919041,192.19961272629374,True,21,2.5413425899733455,372.5328636787211
21,2020-02-12,0,64.84862288919041,192.19961272629374,True,22,2.846820269280476,372.5328636787211
22,2020-02-13,0,64.84862288919041,192.19961272629374,True,23,3.1887107372300014,372.5328636787211
23,2020-02-14,0,64.84862288919041,192.19961272629374,True,24,3.5712764202584992,372.5328636787211
24,2020-02-15,0,64.84862288919041,192.19961272629374,True,25,3.999258917670744,372.5328636787211
25,2020-02-16,0,64.84862288919041,192.19961272629374,True,26,4.477927842559729,372.5328636787211
26,2020-02-17,0,64.84862288919041,192.19961272629374,True,27,5.0131333445905355,372.5328636787211
27,2020-02-18,0,64.84862288919041,192.19961272629374,True,28,5.611362237018392,372.5328636787211
28,2020-02-19,0,64.84862288919041,192.19961272629374,True,29,6.27979752580914,372.5328636787211
29,2020-02-20,0,64.84862288919041,192.19961272629374,True,30,7.026380976902665,372.5328636787211
30,2020-02-21,0,64.84862288919041,192.19961272629374,True,31,7.859878150933769,372.5328636787211
31,2020-02-22,0,64.84862288919041,192.19961272629374,True,32,8.789945074738634,372.5328636787211
32,2020-02-23,0,64.84862288919041,192.19961272629374,True,33,9.82719539679533,372.5328636787211
33,2020-02-24,0,64.84862288919041,192.19961272629374,True,34,10.983266480264955,372.5328636787211
34,2020-02-25,0,64.84862288919041,192.19961272629374,True,35,12.270882413868485,372.5328636787211
35,2020-02-26,0,64.84862288919041,192.19961272629374,True,36,13.703911360229583,372.5328636787211
36,2020-02-27,1,64.84862288919041,192.19961272629374,True,37,15.29741400911321,372.5328636787211
37,2020-02-28,1,64.84862288919041,192.19961272629374,True,38,17.06767915946356,372.5328636787211
38,2020-02-29,1,64.84862288919041,192.19961272629374,True,39,19.032241626749112,372.5328636787211
39,2020-03-01,1,64.84862288919041,192.19961272629374,True,40,21.209876778657687,372.5328636787211
40,2020-03-02,8,64.84862288919041,192.19961272629374,True,41,23.620565074615943,372.5328636787211
41,2020-03-03,10,64.84862288919041,192.19961272629374,True,42,26.285419073441943,372.5328636787211
42,2020-03-04,16,64.84862288919041,192.19961272629374,True,43,29.22656455236341,372.5328636787211
43,2020-03-05,21,64.84862288919041,192.19961272629374,True,44,32.466966750896994,372.5328636787211
44,2020-03-06,21,64.84862288919041,192.19961272629374,True,45,36.030192446743506,372.5328636787211
45,2020-03-07,23,64.84862288919041,192.19961272629374,True,46,39.94009875162165,372.5328636787211
46,2020-03-08,36,64.84862288919041,192.19961272629374,True,47,44.22044037495582,372.5328636787211
47,2020-03-09,36,64.84862288919041,192.19961272629374,True,48,48.894388853655585,372.5328636787211
48,2020-03-10,51,64.84862288919041,192.19961272629374,True,49,53.98396009917326,372.5328636787211
49,2020-03-11,62,64.84862288919041,192.19961272629374,True,50,59.50935075398909,372.5328636787211
50,2020-03-12,69,64.84862288919041,192.19961272629374,True,51,65.48818939775173,372.5328636787211
51,2020-03-13,80,64.84862288919041,192.19961272629374,True,52,71.93471560164795,372.5328636787211
52,2020-03-14,80,64.84862288919041,192.19961272629374,True,53,78.8589080294921,372.5328636787211
53,2020-03-15,101,64.84862288919041,192.19961272629374,True,54,86.2655918308492,372.5328636787211
54,2020-03-16,109,64.84862288919041,192.19961272629374,True,55,94.15356480491664,372.5328636787211
55,2020-03-17,109,64.84862288919041,192.19961272629374,True,56,102.51479029887996,372.5328636787211
56,2020-03-18,119,64.84862288919041,192.19961272629374,True,57,111.33371137067955,372.5328636787211
