,Report_Date,Côte d'Ivoire_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,79.1121746997303,336.2385335063757,False,1,0.02306507585144251,672.4770670127511
1,2020-01-23,0,79.1121746997303,336.2385335063757,False,2,0.026309369087185827,672.4770670127511
2,2020-01-24,0,79.1121746997303,336.2385335063757,False,3,0.030009978571038595,672.4770670127511
3,2020-01-25,0,79.1121746997303,336.2385335063757,False,4,0.0342310799522101,672.4770670127511
4,2020-01-26,0,79.1121746997303,336.2385335063757,False,5,0.039045872603009735,672.4770670127511
5,2020-01-27,0,79.1121746997303,336.2385335063757,False,6,0.04453784788655268,672.4770670127511
6,2020-01-28,0,79.1121746997303,336.2385335063757,False,7,0.05080223550977517,672.4770670127511
7,2020-01-29,0,79.1121746997303,336.2385335063757,False,8,0.057947652917406764,672.4770670127511
8,2020-01-30,0,79.1121746997303,336.2385335063757,False,9,0.066097986164469,672.4770670127511
9,2020-01-31,0,79.1121746997303,336.2385335063757,False,10,0.0753945346680199,672.4770670127511
10,2020-02-01,0,79.1121746997303,336.2385335063757,False,11,0.08599845674836583,672.4770670127511
11,2020-02-02,0,79.1121746997303,336.2385335063757,False,12,0.0980935579993247,672.4770670127511
12,2020-02-03,0,79.1121746997303,336.2385335063757,False,13,0.11188947035919813,672.4770670127511
13,2020-02-04,0,79.1121746997303,336.2385335063757,False,14,0.12762527638209378,672.4770670127511
14,2020-02-05,0,79.1121746997303,336.2385335063757,False,15,0.145573640737751,672.4770670127511
15,2020-02-06,0,79.1121746997303,336.2385335063757,False,16,0.16604551951420138,672.4770670127511
16,2020-02-07,0,79.1121746997303,336.2385335063757,False,17,0.18939552759219738,672.4770670127511
17,2020-02-08,0,79.1121746997303,336.2385335063757,False,18,0.21602805534882155,672.4770670127511
18,2020-02-09,0,79.1121746997303,336.2385335063757,False,19,0.24640423839114467,672.4770670127511
19,2020-02-10,0,79.1121746997303,336.2385335063757,False,20,0.2810498980967648,672.4770670127511
20,2020-02-11,0,79.1121746997303,336.2385335063757,False,21,0.32056458664094856,672.4770670127511
21,2020-02-12,0,79.1121746997303,336.2385335063757,False,22,0.3656318881311968,672.4770670127511
22,2020-02-13,0,79.1121746997303,336.2385335063757,False,23,0.4170311476768161,672.4770670127511
23,2020-02-14,0,79.1121746997303,336.2385335063757,False,24,0.4756508229353486,672.4770670127511
24,2020-02-15,0,79.1121746997303,336.2385335063757,False,25,0.5425036781526841,672.4770670127511
25,2020-02-16,0,79.1121746997303,336.2385335063757,False,26,0.6187440692087623,672.4770670127511
26,2020-02-17,0,79.1121746997303,336.2385335063757,False,27,0.7056875999539822,672.4770670127511
27,2020-02-18,0,79.1121746997303,336.2385335063757,False,28,0.804833465418194,672.4770670127511
28,2020-02-19,0,79.1121746997303,336.2385335063757,False,29,0.9178898365114485,672.4770670127511
29,2020-02-20,0,79.1121746997303,336.2385335063757,False,30,1.0468026837800772,672.4770670127511
30,2020-02-21,0,79.1121746997303,336.2385335063757,False,31,1.1937884847192035,672.4770670127511
31,2020-02-22,0,79.1121746997303,336.2385335063757,False,32,1.361371310038501,672.4770670127511
32,2020-02-23,0,79.1121746997303,336.2385335063757,False,33,1.552424838921771,672.4770670127511
33,2020-02-24,0,79.1121746997303,336.2385335063757,False,34,1.7702199112561559,672.4770670127511
34,2020-02-25,0,79.1121746997303,336.2385335063757,False,35,2.0184782852370753,672.4770670127511
35,2020-02-26,0,79.1121746997303,336.2385335063757,False,36,2.301433330422838,672.4770670127511
36,2020-02-27,0,79.1121746997303,336.2385335063757,False,37,2.623898447344211,672.4770670127511
37,2020-02-28,0,79.1121746997303,336.2385335063757,False,38,2.9913440624799077,672.4770670127511
38,2020-02-29,0,79.1121746997303,336.2385335063757,False,39,3.4099840980342973,672.4770670127511
39,2020-03-01,0,79.1121746997303,336.2385335063757,False,40,3.8868728543662314,672.4770670127511
40,2020-03-02,0,79.1121746997303,336.2385335063757,False,41,4.430013262221423,672.4770670127511
41,2020-03-03,0,79.1121746997303,336.2385335063757,False,42,5.048477452986828,672.4770670127511
42,2020-03-04,0,79.1121746997303,336.2385335063757,False,43,5.752540546092722,672.4770670127511
43,2020-03-05,0,79.1121746997303,336.2385335063757,False,44,6.553828448067336,672.4770670127511
44,2020-03-06,0,79.1121746997303,336.2385335063757,False,45,7.46548027803971,672.4770670127511
45,2020-03-07,0,79.1121746997303,336.2385335063757,False,46,8.502325755124835,672.4770670127511
46,2020-03-08,0,79.1121746997303,336.2385335063757,False,47,9.681077473711586,672.4770670127511
47,2020-03-09,0,79.1121746997303,336.2385335063757,False,48,11.02053741620141,672.4770670127511
48,2020-03-10,0,79.1121746997303,336.2385335063757,False,49,12.541816265029931,672.4770670127511
49,2020-03-11,1,79.1121746997303,336.2385335063757,False,50,14.268563025328735,672.4770670127511
50,2020-03-12,1,79.1121746997303,336.2385335063757,False,51,16.227201098089395,672.4770670127511
51,2020-03-13,1,79.1121746997303,336.2385335063757,False,52,18.44716518795149,672.4770670127511
52,2020-03-14,1,79.1121746997303,336.2385335063757,False,53,20.961131225172338,672.4770670127511
53,2020-03-15,1,79.1121746997303,336.2385335063757,False,54,23.805228768270986,672.4770670127511
54,2020-03-16,1,79.1121746997303,336.2385335063757,False,55,27.01922208741034,672.4770670127511
55,2020-03-17,5,79.1121746997303,336.2385335063757,False,56,30.646642293479143,672.4770670127511
56,2020-03-18,6,79.1121746997303,336.2385335063757,False,57,34.73484850903499,672.4770670127511
57,2020-03-19,9,79.1121746997303,336.2385335063757,False,58,39.33499128769947,672.4770670127511
58,2020-03-20,9,79.1121746997303,336.2385335063757,False,59,44.50184650397149,672.4770670127511
59,2020-03-21,14,79.1121746997303,336.2385335063757,False,60,50.29348313507463,672.4770670127511
60,2020-03-22,14,79.1121746997303,336.2385335063757,False,61,56.7707243165472,672.4770670127511
61,2020-03-23,25,79.1121746997303,336.2385335063757,False,62,63.99635858523885,672.4770670127511
62,2020-03-24,73,79.1121746997303,336.2385335063757,False,63,72.03405839522796,672.4770670127511
63,2020-03-25,80,79.1121746997303,336.2385335063757,False,64,80.94696711485753,672.4770670127511
64,2020-03-26,96,79.1121746997303,336.2385335063757,False,65,90.79592526783857,672.4770670127511
65,2020-03-27,101,79.1121746997303,336.2385335063757,False,66,101.63732326149476,672.4770670127511
66,2020-03-28,101,79.1121746997303,336.2385335063757,False,67,113.52059248821509,672.4770670127511
67,2020-03-29,165,79.1121746997303,336.2385335063757,False,68,126.4853800866664,672.4770670127511
68,2020-03-30,168,79.1121746997303,336.2385335063757,False,69,140.5584942722966,672.4770670127511
69,2020-03-31,179,79.1121746997303,336.2385335063757,False,70,155.75075480810224,672.4770670127511
70,2020-04-01,190,79.1121746997303,336.2385335063757,False,71,172.05393262843998,672.4770670127511
