,Report_Date,Montenegro_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
52,2020-03-14,0,0,72.79675346937418,163.80688759574835,True,53,13.710947161063043,327.60288832114907
53,2020-03-15,0,0,72.79675346937418,163.80688759574835,True,54,15.945886531766655,327.60288832114907
54,2020-03-16,0,0,72.79675346937418,163.80688759574835,True,55,18.523632136078074,327.60288832114907
55,2020-03-17,2,2,72.79675346937418,163.80688759574835,True,56,21.489353565557547,327.60288832114907
56,2020-03-18,2,2,72.79675346937418,163.80688759574835,True,57,24.891662356337633,327.60288832114907
57,2020-03-19,3,3,72.79675346937418,163.80688759574835,True,58,28.781996556271896,327.60288832114907
58,2020-03-20,14,14,72.79675346937418,163.80688759574835,True,59,33.213643426475976,327.60288832114907
59,2020-03-21,14,14,72.79675346937418,163.80688759574835,True,60,38.240325643231586,327.60288832114907
60,2020-03-22,21,21,72.79675346937418,163.80688759574835,True,61,43.914286879556705,327.60288832114907
61,2020-03-23,27,26,72.79675346937418,163.80688759574835,True,62,50.283837863331215,327.60288832114907
62,2020-03-24,47,46,72.79675346937418,163.80688759574835,True,63,57.390368173614306,327.60288832114907
63,2020-03-25,52,51,72.79675346937418,163.80688759574835,True,64,65.26489480287799,327.60288832114907
64,2020-03-26,69,68,72.79675346937418,163.80688759574835,True,65,73.92430502122276,327.60288832114907
65,2020-03-27,82,81,72.79675346937418,163.80688759574835,True,66,83.36755176630416,327.60288832114907
66,2020-03-28,84,83,72.79675346937418,163.80688759574835,True,67,93.57216063475381,327.60288832114907
67,2020-03-29,85,84,72.79675346937418,163.80688759574835,True,68,104.49148690650193,327.60288832114907
68,2020-03-30,91,90,72.79675346937418,163.80688759574835,True,69,116.05319218127042,327.60288832114907
69,2020-03-31,109,107,72.79675346937418,163.80688759574835,True,70,128.1593674970026,327.60288832114907
70,2020-04-01,123,121,72.79675346937418,163.80688759574835,True,71,140.6885976554164,327.60288832114907
71,2020-04-02,144,142,72.79675346937418,163.80688759574835,True,72,153.5000437541365,327.60288832114907
72,2020-04-03,174,171,72.79675346937418,163.80688759574835,True,73,166.4393464648419,327.60288832114907
73,2020-04-04,201,198,72.79675346937418,163.80688759574835,True,74,179.34587289285395,327.60288832114907
74,2020-04-05,214,211,72.79675346937418,163.80688759574835,True,75,192.0606071896287,327.60288832114907
75,2020-04-06,233,230,72.79675346937418,163.80688759574835,True,76,204.4338740258654,327.60288832114907
76,2020-04-07,241,235,72.79675346937418,163.80688759574835,True,77,216.3321131285967,327.60288832114907
77,2020-04-08,248,242,72.79675346937418,163.80688759574835,True,78,227.64308477953958,327.60288832114907
78,2020-04-09,252,246,72.79675346937418,163.80688759574835,True,79,238.2791394941996,327.60288832114907
79,2020-04-10,255,249,72.79675346937418,163.80688759574835,True,80,248.1784699462374,327.60288832114907
80,2020-04-11,263,256,72.79675346937418,163.80688759574835,True,81,257.30451969619025,327.60288832114907
81,2020-04-12,272,264,72.79675346937418,163.80688759574835,True,82,265.64390823879495,327.60288832114907
82,2020-04-13,274,266,72.79675346937418,163.80688759574835,True,83,273.2033268507572,327.60288832114907
83,2020-04-14,283,233,72.79675346937418,163.80688759574835,True,84,280.00586973520785,327.60288832114907
84,2020-04-15,288,229,72.79675346937418,163.80688759574835,True,85,286.0872108821486,327.60288832114907
85,2020-04-16,303,244,72.79675346937418,163.80688759574835,True,86,291.4919459353737,327.60288832114907
86,2020-04-17,303,243,72.79675346937418,163.80688759574835,True,87,296.2703153677843,327.60288832114907
87,2020-04-18,307,247,72.79675346937418,163.80688759574835,True,88,300.4754291011961,327.60288832114907
88,2020-04-19,308,248,72.79675346937418,163.80688759574835,True,89,304.1610342094706,327.60288832114907
89,2020-04-20,312,219,72.79675346937418,163.80688759574835,True,90,307.37981050233236,327.60288832114907
90,2020-04-21,313,207,72.79675346937418,163.80688759574835,True,91,310.1821427722256,327.60288832114907
91,2020-04-22,315,194,72.79675346937418,163.80688759574835,True,92,312.6152997948855,327.60288832114907
92,2020-04-23,316,188,72.79675346937418,163.80688759574835,True,93,314.72294434045415,327.60288832114907
93,2020-04-24,319,190,72.79675346937418,163.80688759574835,True,94,316.54490116224696,327.60288832114907
94,2020-04-25,320,161,72.79675346937418,163.80688759574835,True,95,318.11711759787437,327.60288832114907
95,2020-04-26,321,161,72.79675346937418,163.80688759574835,True,96,319.4717613681667,327.60288832114907
96,2020-04-27,321,125,72.79675346937418,163.80688759574835,True,97,320.6374105851425,327.60288832114907
97,2020-04-28,321,115,72.79675346937418,163.80688759574835,True,98,321.63930078322346,327.60288832114907
98,2020-04-29,322,112,72.79675346937418,163.80688759574835,True,99,322.49960239593736,327.60288832114907
99,2020-04-30,322,101,72.79675346937418,163.80688759574835,True,100,323.23770929791334,327.60288832114907
100,2020-05-01,322,82,72.79675346937418,163.80688759574835,True,101,323.8705248243245,327.60288832114907
101,2020-05-02,322,69,72.79675346937418,163.80688759574835,True,102,324.4127361940317,327.60288832114907
102,2020-05-03,322,65,72.79675346937418,163.80688759574835,True,103,324.8770716802782,327.60288832114907
103,2020-05-04,323,62,72.79675346937418,163.80688759574835,True,104,325.2745373886928,327.60288832114907
104,2020-05-05,324,63,72.79675346937418,163.80688759574835,True,105,325.61463230072485,327.60288832114907
105,2020-05-06,324,55,72.79675346937418,163.80688759574835,True,106,325.9055414834132,327.60288832114907
106,2020-05-07,324,51,72.79675346937418,163.80688759574835,True,107,326.1543081892379,327.60288832114907
107,2020-05-08,324,49,72.79675346937418,163.80688759574835,True,108,326.3669860824272,327.60288832114907
108,2020-05-09,324,42,72.79675346937418,163.80688759574835,True,109,326.5487731167896,327.60288832114907
109,2020-05-10,324,25,72.79675346937418,163.80688759574835,True,110,326.7041287212418,327.60288832114907
110,2020-05-11,324,21,72.79675346937418,163.80688759574835,True,111,326.8368759726751,327.60288832114907
111,2020-05-12,324,17,72.79675346937418,163.80688759574835,True,112,326.9502903885927,327.60288832114907
112,2020-05-13,324,8,72.79675346937418,163.80688759574835,True,113,327.0471768808554,327.60288832114907
113,2020-05-14,324,6,72.79675346937418,163.80688759574835,True,114,327.12993629596724,327.60288832114907
114,2020-05-15,324,4,72.79675346937418,163.80688759574835,True,115,327.200622839876,327.60288832114907
115,2020-05-16,324,4,72.79675346937418,163.80688759574835,True,116,327.260993555223,327.60288832114907
116,2020-05-17,324,4,72.79675346937418,163.80688759574835,True,117,327.31255089221423,327.60288832114907
117,2020-05-18,324,4,72.79675346937418,163.80688759574835,True,118,327.35657929440464,327.60288832114907
118,2020-05-19,324,3,72.79675346937418,163.80688759574835,True,119,327.3941766097369,327.60288832114907
119,2020-05-20,324,3,72.79675346937418,163.80688759574835,True,120,327.4262810361163,327.60288832114907
120,2020-05-21,324,1,72.79675346937418,163.80688759574835,True,121,327.45369421985663,327.60288832114907
121,2020-05-22,324,1,72.79675346937418,163.80688759574835,True,122,327.4771010442645,327.60288832114907
122,2020-05-23,324,1,72.79675346937418,163.80688759574835,True,123,327.49708657390136,327.60288832114907
123,2020-05-24,324,0,72.79675346937418,163.80688759574835,True,124,327.5141505569874,327.60288832114907
124,2020-05-25,324,0,72.79675346937418,163.80688759574835,True,125,327.52871983320694,327.60288832114907
125,2020-05-26,324,0,72.79675346937418,163.80688759574835,True,126,327.5411589460628,327.60288832114907
126,2020-05-27,324,0,72.79675346937418,163.80688759574835,True,127,327.551779217125,327.60288832114907
127,2020-05-28,324,0,72.79675346937418,163.80688759574835,True,128,327.560846503307,327.60288832114907
