,Report_Date,Kosovo_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
52,2020-03-14,0,0,88.12035208864214,495.88140352443514,True,53,10.95843370804609,990.0894673378579
53,2020-03-15,0,0,88.12035208864214,495.88140352443514,True,54,12.435677644715946,990.0894673378579
54,2020-03-16,0,0,88.12035208864214,495.88140352443514,True,55,14.109195731672644,990.0894673378579
55,2020-03-17,0,0,88.12035208864214,495.88140352443514,True,56,16.004245302650723,990.0894673378579
56,2020-03-18,0,0,88.12035208864214,495.88140352443514,True,57,18.149099745218557,990.0894673378579
57,2020-03-19,0,0,88.12035208864214,495.88140352443514,True,58,20.575341663831278,990.0894673378579
58,2020-03-20,0,0,88.12035208864214,495.88140352443514,True,59,23.31816478812758,990.0894673378579
59,2020-03-21,0,0,88.12035208864214,495.88140352443514,True,60,26.416678142693605,990.0894673378579
60,2020-03-22,0,0,88.12035208864214,495.88140352443514,True,61,29.914203480767007,990.0894673378579
61,2020-03-23,0,0,88.12035208864214,495.88140352443514,True,62,33.858553897987534,990.0894673378579
62,2020-03-24,0,0,88.12035208864214,495.88140352443514,True,63,38.30227782910867,990.0894673378579
63,2020-03-25,0,0,88.12035208864214,495.88140352443514,True,64,43.302848264741435,990.0894673378579
64,2020-03-26,71,70,88.12035208864214,495.88140352443514,True,65,48.92277202969906,990.0894673378579
65,2020-03-27,86,84,88.12035208864214,495.88140352443514,True,66,55.22958843853859,990.0894673378579
66,2020-03-28,91,89,88.12035208864214,495.88140352443514,True,67,62.2957207976457,990.0894673378579
67,2020-03-29,94,92,88.12035208864214,495.88140352443514,True,68,70.19813841938803,990.0894673378579
68,2020-03-30,94,92,88.12035208864214,495.88140352443514,True,69,79.01778161320627,990.0894673378579
69,2020-03-31,112,105,88.12035208864214,495.88140352443514,True,70,88.83869832339992,990.0894673378579
70,2020-04-01,125,114,88.12035208864214,495.88140352443514,True,71,99.74683976925807,990.0894673378579
71,2020-04-02,125,114,88.12035208864214,495.88140352443514,True,72,111.8284649621239,990.0894673378579
72,2020-04-03,126,115,88.12035208864214,495.88140352443514,True,73,125.16811190852455,990.0894673378579
73,2020-04-04,135,118,88.12035208864214,495.88140352443514,True,74,139.84610835006958,990.0894673378579
74,2020-04-05,145,121,88.12035208864214,495.88140352443514,True,75,155.9356186160257,990.0894673378579
75,2020-04-06,145,121,88.12035208864214,495.88140352443514,True,76,173.4992566908642,990.0894673378579
76,2020-04-07,170,142,88.12035208864214,495.88140352443514,True,77,192.58533912237237,990.0894673378579
77,2020-04-08,184,149,88.12035208864214,495.88140352443514,True,78,213.22390364759994,990.0894673378579
78,2020-04-09,184,149,88.12035208864214,495.88140352443514,True,79,235.42267713063686,990.0894673378579
79,2020-04-10,250,191,88.12035208864214,495.88140352443514,True,80,259.1632339630422,990.0894673378579
80,2020-04-11,283,218,88.12035208864214,495.88140352443514,True,81,284.3976354863764,990.0894673378579
81,2020-04-12,283,218,88.12035208864214,495.88140352443514,True,82,311.04587247837594,990.0894673378579
82,2020-04-13,283,218,88.12035208864214,495.88140352443514,True,83,338.9944360241725,990.0894673378579
83,2020-04-14,387,313,88.12035208864214,495.88140352443514,True,84,368.096308392527,990.0894673378579
84,2020-04-15,387,313,88.12035208864214,495.88140352443514,True,85,398.17258999899957,990.0894673378579
85,2020-04-16,449,359,88.12035208864214,495.88140352443514,True,86,429.015862546618,990.0894673378579
86,2020-04-17,480,384,88.12035208864214,495.88140352443514,True,87,460.39524107485823,990.0894673378579
87,2020-04-18,510,405,88.12035208864214,495.88140352443514,True,88,492.06290559335037,990.0894673378579
88,2020-04-19,561,447,88.12035208864214,495.88140352443514,True,89,523.761748388633,990.0894673378579
89,2020-04-20,598,460,88.12035208864214,495.88140352443514,True,90,555.2336496883422,990.0894673378579
90,2020-04-21,604,458,88.12035208864214,495.88140352443514,True,91,586.227822489054,990.0894673378579
91,2020-04-22,630,474,88.12035208864214,495.88140352443514,True,92,616.5086593422457,990.0894673378579
92,2020-04-23,669,491,88.12035208864214,495.88140352443514,True,93,645.862571143778,990.0894673378579
93,2020-04-24,703,522,88.12035208864214,495.88140352443514,True,94,674.1034205989664,990.0894673378579
94,2020-04-25,731,546,88.12035208864214,495.88140352443514,True,95,701.0763022417294,990.0894673378579
95,2020-04-26,763,576,88.12035208864214,495.88140352443514,True,96,726.6595833041337,990.0894673378579
96,2020-04-27,780,557,88.12035208864214,495.88140352443514,True,97,750.765272410722,990.0894673378579
97,2020-04-28,790,536,88.12035208864214,495.88140352443514,True,98,773.3379077468986,990.0894673378579
98,2020-04-29,799,528,88.12035208864214,495.88140352443514,True,99,794.3522420286681,990.0894673378579
99,2020-04-30,806,513,88.12035208864214,495.88140352443514,True,100,813.810045129933,990.0894673378579
100,2020-05-01,806,513,88.12035208864214,495.88140352443514,True,101,831.7363501494942,990.0894673378579
101,2020-05-02,823,465,88.12035208864214,495.88140352443514,True,102,848.1754430860015,990.0894673378579
102,2020-05-03,851,448,88.12035208864214,495.88140352443514,True,103,863.1868502559809,990.0894673378579
103,2020-05-04,855,426,88.12035208864214,495.88140352443514,True,104,876.8415211823199,990.0894673378579
104,2020-05-05,856,340,88.12035208864214,495.88140352443514,True,105,889.2183463954494,990.0894673378579
105,2020-05-06,856,340,88.12035208864214,495.88140352443514,True,106,900.401095638971,990.0894673378579
106,2020-05-07,861,272,88.12035208864214,495.88140352443514,True,107,910.4758161641354,990.0894673378579
107,2020-05-08,861,272,88.12035208864214,495.88140352443514,True,108,919.5286948367728,990.0894673378579
108,2020-05-09,862,212,88.12035208864214,495.88140352443514,True,109,927.6443617716634,990.0894673378579
109,2020-05-10,870,189,88.12035208864214,495.88140352443514,True,110,934.9045962109589,990.0894673378579
110,2020-05-11,884,201,88.12035208864214,495.88140352443514,True,111,941.3873858728422,990.0894673378579
111,2020-05-12,919,219,88.12035208864214,495.88140352443514,True,112,947.1662873255306,990.0894673378579
112,2020-05-13,919,219,88.12035208864214,495.88140352443514,True,113,952.3100354667187,990.0894673378579
113,2020-05-14,944,225,88.12035208864214,495.88140352443514,True,114,956.8823534954305,990.0894673378579
114,2020-05-15,944,225,88.12035208864214,495.88140352443514,True,115,960.9419197088594,990.0894673378579
115,2020-05-16,944,225,88.12035208864214,495.88140352443514,True,116,964.5424531751019,990.0894673378579
116,2020-05-17,955,235,88.12035208864214,495.88140352443514,True,117,967.7328862085933,990.0894673378579
117,2020-05-18,955,235,88.12035208864214,495.88140352443514,True,118,970.5575972023554,990.0894673378579
118,2020-05-19,989,191,88.12035208864214,495.88140352443514,True,119,973.0566825069792,990.0894673378579
119,2020-05-20,989,191,88.12035208864214,495.88140352443514,True,120,975.266250568144,990.0894673378579
120,2020-05-21,1003,202,88.12035208864214,495.88140352443514,True,121,977.2187254038588,990.0894673378579
121,2020-05-22,1004,203,88.12035208864214,495.88140352443514,True,122,978.9431497356901,990.0894673378579
122,2020-05-23,1025,214,88.12035208864214,495.88140352443514,True,123,980.4654807339408,990.0894673378579
123,2020-05-24,1032,218,88.12035208864214,495.88140352443514,True,124,981.808873460827,990.0894673378579
124,2020-05-25,1038,217,88.12035208864214,495.88140352443514,True,125,982.9939487700964,990.0894673378579
125,2020-05-26,1038,217,88.12035208864214,495.88140352443514,True,126,984.0390437172465,990.0894673378579
126,2020-05-27,1047,223,88.12035208864214,495.88140352443514,True,127,984.9604435176211,990.0894673378579
127,2020-05-28,1048,217,88.12035208864214,495.88140352443514,True,128,985.7725948191697,990.0894673378579
