,Report_Date,Kosovo_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,88.12035208864214,495.88140352443514,True,1,0.014277019026799502,990.0894673378579
1,2020-01-23,0,0,88.12035208864214,495.88140352443514,True,2,0.01622602960414177,990.0894673378579
2,2020-01-24,0,0,88.12035208864214,495.88140352443514,True,3,0.018441102136677774,990.0894673378579
3,2020-01-25,0,0,88.12035208864214,495.88140352443514,True,4,0.020958555643128842,990.0894673378579
4,2020-01-26,0,0,88.12035208864214,495.88140352443514,True,5,0.02381966648061587,990.0894673378579
5,2020-01-27,0,0,88.12035208864214,495.88140352443514,True,6,0.027071344870259938,990.0894673378579
6,2020-01-28,0,0,88.12035208864214,495.88140352443514,True,7,0.030766903712106712,990.0894673378579
7,2020-01-29,0,0,88.12035208864214,495.88140352443514,True,8,0.03496693226872775,990.0894673378579
8,2020-01-30,0,0,88.12035208864214,495.88140352443514,True,9,0.03974028900841406,990.0894673378579
9,2020-01-31,0,0,88.12035208864214,495.88140352443514,True,10,0.045165229842427754,990.0894673378579
10,2020-02-01,0,0,88.12035208864214,495.88140352443514,True,11,0.051330690197499196,990.0894673378579
11,2020-02-02,0,0,88.12035208864214,495.88140352443514,True,12,0.05833774186995128,990.0894673378579
12,2020-02-03,0,0,88.12035208864214,495.88140352443514,True,13,0.06630124845143223,990.0894673378579
13,2020-02-04,0,0,88.12035208864214,495.88140352443514,True,14,0.07535174634339756,990.0894673378579
14,2020-02-05,0,0,88.12035208864214,495.88140352443514,True,15,0.08563758203921097,990.0894673378579
15,2020-02-06,0,0,88.12035208864214,495.88140352443514,True,16,0.09732734050661233,990.0894673378579
16,2020-02-07,0,0,88.12035208864214,495.88140352443514,True,17,0.11061260421426632,990.0894673378579
17,2020-02-08,0,0,88.12035208864214,495.88140352443514,True,18,0.12571108768730033,990.0894673378579
18,2020-02-09,0,0,88.12035208864214,495.88140352443514,True,19,0.14287019853044994,990.0894673378579
19,2020-02-10,0,0,88.12035208864214,495.88140352443514,True,20,0.16237108271608214,990.0894673378579
20,2020-02-11,0,0,88.12035208864214,495.88140352443514,True,21,0.18453321970160108,990.0894673378579
21,2020-02-12,0,0,88.12035208864214,495.88140352443514,True,22,0.2097196417325304,990.0894673378579
22,2020-02-13,0,0,88.12035208864214,495.88140352443514,True,23,0.23834286163337853,990.0894673378579
23,2020-02-14,0,0,88.12035208864214,495.88140352443514,True,24,0.27087160463235427,990.0894673378579
24,2020-02-15,0,0,88.12035208864214,495.88140352443514,True,25,0.3078384524680291,990.0894673378579
25,2020-02-16,0,0,88.12035208864214,495.88140352443514,True,26,0.34984852236287056,990.0894673378579
26,2020-02-17,0,0,88.12035208864214,495.88140352443514,True,27,0.39758931961463745,990.0894673378579
27,2020-02-18,0,0,88.12035208864214,495.88140352443514,True,28,0.4518419207645683,990.0894673378579
28,2020-02-19,0,0,88.12035208864214,495.88140352443514,True,29,0.5134936647821403,990.0894673378579
29,2020-02-20,0,0,88.12035208864214,495.88140352443514,True,30,0.5835525527087171,990.0894673378579
30,2020-02-21,0,0,88.12035208864214,495.88140352443514,True,31,0.663163581991763,990.0894673378579
31,2020-02-22,0,0,88.12035208864214,495.88140352443514,True,32,0.7536272705960722,990.0894673378579
32,2020-02-23,0,0,88.12035208864214,495.88140352443514,True,33,0.8564206581861994,990.0894673378579
33,2020-02-24,0,0,88.12035208864214,495.88140352443514,True,34,0.973221107524389,990.0894673378579
34,2020-02-25,0,0,88.12035208864214,495.88140352443514,True,35,1.1059332690019126,990.0894673378579
35,2020-02-26,0,0,88.12035208864214,495.88140352443514,True,36,1.256719615177085,990.0894673378579
36,2020-02-27,0,0,88.12035208864214,495.88140352443514,True,37,1.4280350005456162,990.0894673378579
37,2020-02-28,0,0,88.12035208864214,495.88140352443514,True,38,1.622665754663236,990.0894673378579
38,2020-02-29,0,0,88.12035208864214,495.88140352443514,True,39,1.8437738742141414,990.0894673378579
39,2020-03-01,0,0,88.12035208864214,495.88140352443514,True,40,2.0949469415527884,990.0894673378579
40,2020-03-02,0,0,88.12035208864214,495.88140352443514,True,41,2.3802544633006395,990.0894673378579
41,2020-03-03,0,0,88.12035208864214,495.88140352443514,True,42,2.704311392107903,990.0894673378579
42,2020-03-04,0,0,88.12035208864214,495.88140352443514,True,43,3.0723496666324204,990.0894673378579
43,2020-03-05,0,0,88.12035208864214,495.88140352443514,True,44,3.490298677527933,990.0894673378579
44,2020-03-06,0,0,88.12035208864214,495.88140352443514,True,45,3.9648756384227997,990.0894673378579
45,2020-03-07,0,0,88.12035208864214,495.88140352443514,True,46,4.503686907199852,990.0894673378579
46,2020-03-08,0,0,88.12035208864214,495.88140352443514,True,47,5.115341359810154,990.0894673378579
47,2020-03-09,0,0,88.12035208864214,495.88140352443514,True,48,5.809576960231058,990.0894673378579
48,2020-03-10,0,0,88.12035208864214,495.88140352443514,True,49,6.597401687860669,990.0894673378579
49,2020-03-11,0,0,88.12035208864214,495.88140352443514,True,50,7.491249966946764,990.0894673378579
50,2020-03-12,0,0,88.12035208864214,495.88140352443514,True,51,8.50515567776306,990.0894673378579
51,2020-03-13,0,0,88.12035208864214,495.88140352443514,True,52,9.654942698510903,990.0894673378579
