,Report_Date,UK_channel islands_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
87,2020-04-18,484,390,75.36267145901192,276.70491102096685,True,88,483.29947698048437,553.3711595244345
88,2020-04-19,488,394,75.36267145901192,276.70491102096685,True,89,492.1322233266025,553.3711595244345
89,2020-04-20,488,391,75.36267145901192,276.70491102096685,True,90,499.97522072627237,553.3711595244345
90,2020-04-21,496,216,75.36267145901192,276.70491102096685,True,91,506.90923333939395,553.3711595244345
91,2020-04-22,498,185,75.36267145901192,276.70491102096685,True,92,513.016140705501,553.3711595244345
92,2020-04-23,521,197,75.36267145901192,276.70491102096685,True,93,518.3764587373256,553.3711595244345
93,2020-04-24,523,194,75.36267145901192,276.70491102096685,True,94,523.0675236340993,553.3711595244345
94,2020-04-25,525,158,75.36267145901192,276.70491102096685,True,95,527.1622475787217,553.3711595244345
95,2020-04-26,525,158,75.36267145901192,276.70491102096685,True,96,530.7283458926693,553.3711595244345
96,2020-04-27,525,138,75.36267145901192,276.70491102096685,True,97,533.8279374279521,553.3711595244345
97,2020-04-28,530,142,75.36267145901192,276.70491102096685,True,98,536.5174289141539,553.3711595244345
98,2020-04-29,537,113,75.36267145901192,276.70491102096685,True,99,538.8476063362589,553.3711595244345
99,2020-04-30,537,111,75.36267145901192,276.70491102096685,True,100,540.863869811638,553.3711595244345
100,2020-05-01,538,91,75.36267145901192,276.70491102096685,True,101,542.6065613505407,553.3711595244345
101,2020-05-02,543,96,75.36267145901192,276.70491102096685,True,102,544.1113464789663,553.3711595244345
102,2020-05-03,544,97,75.36267145901192,276.70491102096685,True,103,545.4096206001996,553.3711595244345
103,2020-05-04,544,97,75.36267145901192,276.70491102096685,True,104,546.5289190999299,553.3711595244345
104,2020-05-05,545,99,75.36267145901192,276.70491102096685,True,105,547.4933166667713,553.3711595244345
105,2020-05-06,545,99,75.36267145901192,276.70491102096685,True,106,548.3238063029912,553.3711595244345
106,2020-05-07,545,75,75.36267145901192,276.70491102096685,True,107,549.0386522703806,553.3711595244345
107,2020-05-08,545,57,75.36267145901192,276.70491102096685,True,108,549.6537139829238,553.3711595244345
108,2020-05-09,545,57,75.36267145901192,276.70491102096685,True,109,550.1827398304243,553.3711595244345
109,2020-05-10,545,57,75.36267145901192,276.70491102096685,True,110,550.6376312758532,553.3711595244345
110,2020-05-11,546,53,75.36267145901192,276.70491102096685,True,111,551.0286784636193,553.3711595244345
111,2020-05-12,547,50,75.36267145901192,276.70491102096685,True,112,551.3647691267238,553.3711595244345
112,2020-05-13,548,49,75.36267145901192,276.70491102096685,True,113,551.6535728826684,553.3711595244345
113,2020-05-14,549,50,75.36267145901192,276.70491102096685,True,114,551.9017031340771,553.3711595244345
114,2020-05-15,549,49,75.36267145901192,276.70491102096685,True,115,552.1148587955439,553.3711595244345
115,2020-05-16,554,53,75.36267145901192,276.70491102096685,True,116,552.2979479942859,553.3711595244345
116,2020-05-17,554,53,75.36267145901192,276.70491102096685,True,117,552.4551957688383,553.3711595244345
117,2020-05-18,555,37,75.36267145901192,276.70491102096685,True,118,552.5902376387356,553.3711595244345
118,2020-05-19,555,32,75.36267145901192,276.70491102096685,True,119,552.7062007540409,553.3711595244345
119,2020-05-20,558,21,75.36267145901192,276.70491102096685,True,120,552.8057741669821,553.3711595244345
120,2020-05-21,558,5,75.36267145901192,276.70491102096685,True,121,552.891269605668,553.3711595244345
121,2020-05-22,558,5,75.36267145901192,276.70491102096685,True,122,552.9646739761255,553.3711595244345
122,2020-05-23,558,-2,75.36267145901192,276.70491102096685,True,123,553.027694676189,553.3711595244345
123,2020-05-24,558,-4,75.36267145901192,276.70491102096685,True,124,553.0817986742624,553.3711595244345
124,2020-05-25,559,-3,75.36267145901192,276.70491102096685,True,125,553.1282461879937,553.3711595244345
125,2020-05-26,559,2,75.36267145901192,276.70491102096685,True,126,553.1681196922151,553.3711595244345
126,2020-05-27,560,3,75.36267145901192,276.70491102096685,True,127,553.2023488914947,553.3711595244345
127,2020-05-28,560,3,75.36267145901192,276.70491102096685,True,128,553.231732209543,553.3711595244345
