,Report_Date,UK_channel islands_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,75.36267145901192,276.70491102096685,True,1,0.006447445006528835,553.3711595244345
1,2020-01-23,0,0,75.36267145901192,276.70491102096685,True,2,0.007511603485788581,553.3711595244345
2,2020-01-24,0,0,75.36267145901192,276.70491102096685,True,3,0.008751399812254763,553.3711595244345
3,2020-01-25,0,0,75.36267145901192,276.70491102096685,True,4,0.010195821770886349,553.3711595244345
4,2020-01-26,0,0,75.36267145901192,276.70491102096685,True,5,0.011878641020940483,553.3711595244345
5,2020-01-27,0,0,75.36267145901192,276.70491102096685,True,6,0.013839202455334312,553.3711595244345
6,2020-01-28,0,0,75.36267145901192,276.70491102096685,True,7,0.01612334376232912,553.3711595244345
7,2020-01-29,0,0,75.36267145901192,276.70491102096685,True,8,0.018784466649811503,553.3711595244345
8,2020-01-30,0,0,75.36267145901192,276.70491102096685,True,9,0.02188478472379797,553.3711595244345
9,2020-01-31,0,0,75.36267145901192,276.70491102096685,True,10,0.02549677712316563,553.3711595244345
10,2020-02-01,0,0,75.36267145901192,276.70491102096685,True,11,0.029704881796214284,553.3711595244345
11,2020-02-02,0,0,75.36267145901192,276.70491102096685,True,12,0.034607467870752376,553.3711595244345
12,2020-02-03,0,0,75.36267145901192,276.70491102096685,True,13,0.040319133044601364,553.3711595244345
13,2020-02-04,0,0,75.36267145901192,276.70491102096685,True,14,0.046973379454361454,553.3711595244345
14,2020-02-05,0,0,75.36267145901192,276.70491102096685,True,15,0.0547257302365872,553.3711595244345
15,2020-02-06,0,0,75.36267145901192,276.70491102096685,True,16,0.06375735917313974,553.3711595244345
16,2020-02-07,0,0,75.36267145901192,276.70491102096685,True,17,0.07427931763746064,553.3711595244345
17,2020-02-08,0,0,75.36267145901192,276.70491102096685,True,18,0.0865374567911745,553.3711595244345
18,2020-02-09,0,0,75.36267145901192,276.70491102096685,True,19,0.10081815891993152,553.3711595244345
19,2020-02-10,0,0,75.36267145901192,276.70491102096685,True,20,0.1174550102867,553.3711595244345
20,2020-02-11,0,0,75.36267145901192,276.70491102096685,True,21,0.13683656931179608,553.3711595244345
21,2020-02-12,0,0,75.36267145901192,276.70491102096685,True,22,0.15941540870821824,553.3711595244345
22,2020-02-13,0,0,75.36267145901192,276.70491102096685,True,23,0.18571863891456344,553.3711595244345
23,2020-02-14,0,0,75.36267145901192,276.70491102096685,True,24,0.21636015334692643,553.3711595244345
24,2020-02-15,0,0,75.36267145901192,276.70491102096685,True,25,0.2520548742755275,553.3711595244345
25,2020-02-16,0,0,75.36267145901192,276.70491102096685,True,26,0.29363532223242417,553.3711595244345
26,2020-02-17,0,0,75.36267145901192,276.70491102096685,True,27,0.3420708825555075,553.3711595244345
27,2020-02-18,0,0,75.36267145901192,276.70491102096685,True,28,0.39849020081941344,553.3711595244345
28,2020-02-19,0,0,75.36267145901192,276.70491102096685,True,29,0.464207205399846,553.3711595244345
29,2020-02-20,0,0,75.36267145901192,276.70491102096685,True,30,0.5407513312032176,553.3711595244345
30,2020-02-21,0,0,75.36267145901192,276.70491102096685,True,31,0.6299026046093307,553.3711595244345
31,2020-02-22,0,0,75.36267145901192,276.70491102096685,True,32,0.733732346811327,553.3711595244345
32,2020-02-23,0,0,75.36267145901192,276.70491102096685,True,33,0.8546503617552603,553.3711595244345
33,2020-02-24,0,0,75.36267145901192,276.70491102096685,True,34,0.9954595962984846,553.3711595244345
34,2020-02-25,0,0,75.36267145901192,276.70491102096685,True,35,1.1594193941302846,553.3711595244345
35,2020-02-26,0,0,75.36267145901192,276.70491102096685,True,36,1.3503186108996075,553.3711595244345
36,2020-02-27,0,0,75.36267145901192,276.70491102096685,True,37,1.5725600143840315,553.3711595244345
37,2020-02-28,0,0,75.36267145901192,276.70491102096685,True,38,1.831257557524341,553.3711595244345
38,2020-02-29,0,0,75.36267145901192,276.70491102096685,True,39,2.1323482788634216,553.3711595244345
39,2020-03-01,0,0,75.36267145901192,276.70491102096685,True,40,2.482720746706438,553.3711595244345
40,2020-03-02,0,0,75.36267145901192,276.70491102096685,True,41,2.8903621086714066,553.3711595244345
41,2020-03-03,0,0,75.36267145901192,276.70491102096685,True,42,3.3645259205408657,553.3711595244345
42,2020-03-04,0,0,75.36267145901192,276.70491102096685,True,43,3.9159229838262926,553.3711595244345
43,2020-03-05,0,0,75.36267145901192,276.70491102096685,True,44,4.556937387435743,553.3711595244345
44,2020-03-06,0,0,75.36267145901192,276.70491102096685,True,45,5.301869780641189,553.3711595244345
45,2020-03-07,0,0,75.36267145901192,276.70491102096685,True,46,6.167209542406087,553.3711595244345
46,2020-03-08,0,0,75.36267145901192,276.70491102096685,True,47,7.171936877441083,553.3711595244345
47,2020-03-09,0,0,75.36267145901192,276.70491102096685,True,48,8.337854860624539,553.3711595244345
48,2020-03-10,1,1,75.36267145901192,276.70491102096685,True,49,9.689949940399496,553.3711595244345
49,2020-03-11,2,2,75.36267145901192,276.70491102096685,True,50,11.25677724038893,553.3711595244345
50,2020-03-12,2,2,75.36267145901192,276.70491102096685,True,51,13.07086397806486,553.3711595244345
51,2020-03-13,2,2,75.36267145901192,276.70491102096685,True,52,15.16912023394862,553.3711595244345
52,2020-03-14,2,2,75.36267145901192,276.70491102096685,True,53,17.593240922157243,553.3711595244345
53,2020-03-15,3,3,75.36267145901192,276.70491102096685,True,54,20.39007590694239,553.3711595244345
54,2020-03-16,6,6,75.36267145901192,276.70491102096685,True,55,23.61193660042356,553.3711595244345
55,2020-03-17,6,6,75.36267145901192,276.70491102096685,True,56,27.31679699579036,553.3711595244345
56,2020-03-18,6,6,75.36267145901192,276.70491102096685,True,57,31.56833507884411,553.3711595244345
57,2020-03-19,11,11,75.36267145901192,276.70491102096685,True,58,36.435747405284424,553.3711595244345
58,2020-03-20,14,14,75.36267145901192,276.70491102096685,True,59,41.99325633887292,553.3711595244345
59,2020-03-21,32,32,75.36267145901192,276.70491102096685,True,60,48.31921774805556,553.3711595244345
60,2020-03-22,32,32,75.36267145901192,276.70491102096685,True,61,55.49472951084514,553.3711595244345
61,2020-03-23,36,36,75.36267145901192,276.70491102096685,True,62,63.60164168915371,553.3711595244345
62,2020-03-24,36,36,75.36267145901192,276.70491102096685,True,63,72.71988242460449,553.3711595244345
63,2020-03-25,46,46,75.36267145901192,276.70491102096685,True,64,82.92404484366752,553.3711595244345
64,2020-03-26,66,65,75.36267145901192,276.70491102096685,True,65,94.27923469374635,553.3711595244345
65,2020-03-27,88,87,75.36267145901192,276.70491102096685,True,66,106.83625951829654,553.3711595244345
66,2020-03-28,97,96,75.36267145901192,276.70491102096685,True,67,120.6263475615322,553.3711595244345
67,2020-03-29,108,106,75.36267145901192,276.70491102096685,True,68,135.65571164052764,553.3711595244345
68,2020-03-30,141,139,75.36267145901192,276.70491102096685,True,69,151.90040490016543,553.3711595244345
69,2020-03-31,141,138,75.36267145901192,276.70491102096685,True,70,169.30202755720956,553.3711595244345
70,2020-04-01,172,169,75.36267145901192,276.70491102096685,True,71,187.76490533580753,553.3711595244345
71,2020-04-02,193,190,75.36267145901192,276.70491102096685,True,72,207.15533903848527,553.3711595244345
72,2020-04-03,232,215,75.36267145901192,276.70491102096685,True,73,227.30339657183814,553.3711595244345
73,2020-04-04,262,244,75.36267145901192,276.70491102096685,True,74,248.00747888263086,553.3711595244345
74,2020-04-05,309,276,75.36267145901192,276.70491102096685,True,75,269.04156235572464,553.3711595244345
75,2020-04-06,323,289,75.36267145901192,276.70491102096685,True,76,290.1646538524587,553.3711595244345
76,2020-04-07,335,294,75.36267145901192,276.70491102096685,True,77,311.13166228188066,553.3711595244345
77,2020-04-08,351,305,75.36267145901192,276.70491102096685,True,78,331.7046657140491,553.3711595244345
78,2020-04-09,361,313,75.36267145901192,276.70491102096685,True,79,351.66348868168274,553.3711595244345
79,2020-04-10,398,349,75.36267145901192,276.70491102096685,True,80,370.81461612794226,553.3711595244345
80,2020-04-11,407,350,75.36267145901192,276.70491102096685,True,81,388.9977313736872,553.3711595244345
81,2020-04-12,431,374,75.36267145901192,276.70491102096685,True,82,406.0895147538173,553.3711595244345
82,2020-04-13,436,379,75.36267145901192,276.70491102096685,True,83,422.00470220433266,553.3711595244345
83,2020-04-14,440,379,75.36267145901192,276.70491102096685,True,84,436.6947115178402,553.3711595244345
84,2020-04-15,447,363,75.36267145901192,276.70491102096685,True,85,450.1443541534346,553.3711595244345
85,2020-04-16,457,365,75.36267145901192,276.70491102096685,True,86,462.3672477724527,553.3711595244345
86,2020-04-17,470,377,75.36267145901192,276.70491102096685,True,87,473.4005402339125,553.3711595244345
