,Report_Date,China_tibet_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
22,2020-02-13,1,0,8.450016784779468,0.5008984044362319,True,23,1.0017968064101737,1.0017968088724636
23,2020-02-14,1,0,8.450016784779468,0.5008984044362319,True,24,1.0017968082420516,1.0017968088724636
24,2020-02-15,1,0,8.450016784779468,0.5008984044362319,True,25,1.0017968087110614,1.0017968088724636
25,2020-02-16,1,0,8.450016784779468,0.5008984044362319,True,26,1.0017968088311402,1.0017968088724636
26,2020-02-17,1,0,8.450016784779468,0.5008984044362319,True,27,1.0017968088618838,1.0017968088724636
27,2020-02-18,1,0,8.450016784779468,0.5008984044362319,True,28,1.0017968088697549,1.0017968088724636
28,2020-02-19,1,0,8.450016784779468,0.5008984044362319,True,29,1.00179680887177,1.0017968088724636
29,2020-02-20,1,0,8.450016784779468,0.5008984044362319,True,30,1.0017968088722862,1.0017968088724636
30,2020-02-21,1,0,8.450016784779468,0.5008984044362319,True,31,1.0017968088724183,1.0017968088724636
31,2020-02-22,1,0,8.450016784779468,0.5008984044362319,True,32,1.001796808872452,1.0017968088724636
32,2020-02-23,1,0,8.450016784779468,0.5008984044362319,True,33,1.0017968088724607,1.0017968088724636
33,2020-02-24,1,0,8.450016784779468,0.5008984044362319,True,34,1.001796808872463,1.0017968088724636
34,2020-02-25,1,0,8.450016784779468,0.5008984044362319,True,35,1.0017968088724634,1.0017968088724636
35,2020-02-26,1,0,8.450016784779468,0.5008984044362319,True,36,1.0017968088724636,1.0017968088724636
36,2020-02-27,1,0,8.450016784779468,0.5008984044362319,True,37,1.0017968088724636,1.0017968088724636
37,2020-02-28,1,0,8.450016784779468,0.5008984044362319,True,38,1.0017968088724636,1.0017968088724636
38,2020-02-29,1,0,8.450016784779468,0.5008984044362319,True,39,1.0017968088724636,1.0017968088724636
39,2020-03-01,1,0,8.450016784779468,0.5008984044362319,True,40,1.0017968088724636,1.0017968088724636
40,2020-03-02,1,0,8.450016784779468,0.5008984044362319,True,41,1.0017968088724636,1.0017968088724636
41,2020-03-03,1,0,8.450016784779468,0.5008984044362319,True,42,1.0017968088724636,1.0017968088724636
42,2020-03-04,1,0,8.450016784779468,0.5008984044362319,True,43,1.0017968088724636,1.0017968088724636
43,2020-03-05,1,0,8.450016784779468,0.5008984044362319,True,44,1.0017968088724636,1.0017968088724636
44,2020-03-06,1,0,8.450016784779468,0.5008984044362319,True,45,1.0017968088724636,1.0017968088724636
45,2020-03-07,1,0,8.450016784779468,0.5008984044362319,True,46,1.0017968088724636,1.0017968088724636
46,2020-03-08,1,0,8.450016784779468,0.5008984044362319,True,47,1.0017968088724636,1.0017968088724636
47,2020-03-09,1,0,8.450016784779468,0.5008984044362319,True,48,1.0017968088724636,1.0017968088724636
48,2020-03-10,1,0,8.450016784779468,0.5008984044362319,True,49,1.0017968088724636,1.0017968088724636
49,2020-03-11,1,0,8.450016784779468,0.5008984044362319,True,50,1.0017968088724636,1.0017968088724636
50,2020-03-12,1,0,8.450016784779468,0.5008984044362319,True,51,1.0017968088724636,1.0017968088724636
51,2020-03-13,1,0,8.450016784779468,0.5008984044362319,True,52,1.0017968088724636,1.0017968088724636
52,2020-03-14,1,0,8.450016784779468,0.5008984044362319,True,53,1.0017968088724636,1.0017968088724636
53,2020-03-15,1,0,8.450016784779468,0.5008984044362319,True,54,1.0017968088724636,1.0017968088724636
54,2020-03-16,1,0,8.450016784779468,0.5008984044362319,True,55,1.0017968088724636,1.0017968088724636
55,2020-03-17,1,0,8.450016784779468,0.5008984044362319,True,56,1.0017968088724636,1.0017968088724636
56,2020-03-18,1,0,8.450016784779468,0.5008984044362319,True,57,1.0017968088724636,1.0017968088724636
57,2020-03-19,1,0,8.450016784779468,0.5008984044362319,True,58,1.0017968088724636,1.0017968088724636
58,2020-03-20,1,0,8.450016784779468,0.5008984044362319,True,59,1.0017968088724636,1.0017968088724636
59,2020-03-21,1,0,8.450016784779468,0.5008984044362319,True,60,1.0017968088724636,1.0017968088724636
60,2020-03-22,1,0,8.450016784779468,0.5008984044362319,True,61,1.0017968088724636,1.0017968088724636
61,2020-03-23,1,0,8.450016784779468,0.5008984044362319,True,62,1.0017968088724636,1.0017968088724636
62,2020-03-24,1,0,8.450016784779468,0.5008984044362319,True,63,1.0017968088724636,1.0017968088724636
63,2020-03-25,1,0,8.450016784779468,0.5008984044362319,True,64,1.0017968088724636,1.0017968088724636
64,2020-03-26,1,0,8.450016784779468,0.5008984044362319,True,65,1.0017968088724636,1.0017968088724636
65,2020-03-27,1,0,8.450016784779468,0.5008984044362319,True,66,1.0017968088724636,1.0017968088724636
66,2020-03-28,1,0,8.450016784779468,0.5008984044362319,True,67,1.0017968088724636,1.0017968088724636
67,2020-03-29,1,0,8.450016784779468,0.5008984044362319,True,68,1.0017968088724636,1.0017968088724636
68,2020-03-30,1,0,8.450016784779468,0.5008984044362319,True,69,1.0017968088724636,1.0017968088724636
69,2020-03-31,1,0,8.450016784779468,0.5008984044362319,True,70,1.0017968088724636,1.0017968088724636
70,2020-04-01,1,0,8.450016784779468,0.5008984044362319,True,71,1.0017968088724636,1.0017968088724636
71,2020-04-02,1,0,8.450016784779468,0.5008984044362319,True,72,1.0017968088724636,1.0017968088724636
72,2020-04-03,1,0,8.450016784779468,0.5008984044362319,True,73,1.0017968088724636,1.0017968088724636
73,2020-04-04,1,0,8.450016784779468,0.5008984044362319,True,74,1.0017968088724636,1.0017968088724636
74,2020-04-05,1,0,8.450016784779468,0.5008984044362319,True,75,1.0017968088724636,1.0017968088724636
75,2020-04-06,1,0,8.450016784779468,0.5008984044362319,True,76,1.0017968088724636,1.0017968088724636
76,2020-04-07,1,0,8.450016784779468,0.5008984044362319,True,77,1.0017968088724636,1.0017968088724636
77,2020-04-08,1,0,8.450016784779468,0.5008984044362319,True,78,1.0017968088724636,1.0017968088724636
78,2020-04-09,1,0,8.450016784779468,0.5008984044362319,True,79,1.0017968088724636,1.0017968088724636
79,2020-04-10,1,0,8.450016784779468,0.5008984044362319,True,80,1.0017968088724636,1.0017968088724636
80,2020-04-11,1,0,8.450016784779468,0.5008984044362319,True,81,1.0017968088724636,1.0017968088724636
81,2020-04-12,1,0,8.450016784779468,0.5008984044362319,True,82,1.0017968088724636,1.0017968088724636
82,2020-04-13,1,0,8.450016784779468,0.5008984044362319,True,83,1.0017968088724636,1.0017968088724636
83,2020-04-14,1,0,8.450016784779468,0.5008984044362319,True,84,1.0017968088724636,1.0017968088724636
84,2020-04-15,1,0,8.450016784779468,0.5008984044362319,True,85,1.0017968088724636,1.0017968088724636
85,2020-04-16,1,0,8.450016784779468,0.5008984044362319,True,86,1.0017968088724636,1.0017968088724636
86,2020-04-17,1,0,8.450016784779468,0.5008984044362319,True,87,1.0017968088724636,1.0017968088724636
87,2020-04-18,1,0,8.450016784779468,0.5008984044362319,True,88,1.0017968088724636,1.0017968088724636
88,2020-04-19,1,0,8.450016784779468,0.5008984044362319,True,89,1.0017968088724636,1.0017968088724636
89,2020-04-20,1,0,8.450016784779468,0.5008984044362319,True,90,1.0017968088724636,1.0017968088724636
90,2020-04-21,1,0,8.450016784779468,0.5008984044362319,True,91,1.0017968088724636,1.0017968088724636
91,2020-04-22,1,0,8.450016784779468,0.5008984044362319,True,92,1.0017968088724636,1.0017968088724636
92,2020-04-23,1,0,8.450016784779468,0.5008984044362319,True,93,1.0017968088724636,1.0017968088724636
93,2020-04-24,1,0,8.450016784779468,0.5008984044362319,True,94,1.0017968088724636,1.0017968088724636
94,2020-04-25,1,0,8.450016784779468,0.5008984044362319,True,95,1.0017968088724636,1.0017968088724636
95,2020-04-26,1,0,8.450016784779468,0.5008984044362319,True,96,1.0017968088724636,1.0017968088724636
96,2020-04-27,1,0,8.450016784779468,0.5008984044362319,True,97,1.0017968088724636,1.0017968088724636
97,2020-04-28,1,0,8.450016784779468,0.5008984044362319,True,98,1.0017968088724636,1.0017968088724636
98,2020-04-29,1,0,8.450016784779468,0.5008984044362319,True,99,1.0017968088724636,1.0017968088724636
99,2020-04-30,1,0,8.450016784779468,0.5008984044362319,True,100,1.0017968088724636,1.0017968088724636
100,2020-05-01,1,0,8.450016784779468,0.5008984044362319,True,101,1.0017968088724636,1.0017968088724636
101,2020-05-02,1,0,8.450016784779468,0.5008984044362319,True,102,1.0017968088724636,1.0017968088724636
102,2020-05-03,1,0,8.450016784779468,0.5008984044362319,True,103,1.0017968088724636,1.0017968088724636
103,2020-05-04,1,0,8.450016784779468,0.5008984044362319,True,104,1.0017968088724636,1.0017968088724636
104,2020-05-05,1,0,8.450016784779468,0.5008984044362319,True,105,1.0017968088724636,1.0017968088724636
105,2020-05-06,1,0,8.450016784779468,0.5008984044362319,True,106,1.0017968088724636,1.0017968088724636
106,2020-05-07,1,0,8.450016784779468,0.5008984044362319,True,107,1.0017968088724636,1.0017968088724636
107,2020-05-08,1,0,8.450016784779468,0.5008984044362319,True,108,1.0017968088724636,1.0017968088724636
108,2020-05-09,1,0,8.450016784779468,0.5008984044362319,True,109,1.0017968088724636,1.0017968088724636
109,2020-05-10,1,0,8.450016784779468,0.5008984044362319,True,110,1.0017968088724636,1.0017968088724636
110,2020-05-11,1,0,8.450016784779468,0.5008984044362319,True,111,1.0017968088724636,1.0017968088724636
111,2020-05-12,1,0,8.450016784779468,0.5008984044362319,True,112,1.0017968088724636,1.0017968088724636
112,2020-05-13,1,0,8.450016784779468,0.5008984044362319,True,113,1.0017968088724636,1.0017968088724636
113,2020-05-14,1,0,8.450016784779468,0.5008984044362319,True,114,1.0017968088724636,1.0017968088724636
114,2020-05-15,1,0,8.450016784779468,0.5008984044362319,True,115,1.0017968088724636,1.0017968088724636
115,2020-05-16,1,0,8.450016784779468,0.5008984044362319,True,116,1.0017968088724636,1.0017968088724636
116,2020-05-17,1,0,8.450016784779468,0.5008984044362319,True,117,1.0017968088724636,1.0017968088724636
117,2020-05-18,1,0,8.450016784779468,0.5008984044362319,True,118,1.0017968088724636,1.0017968088724636
118,2020-05-19,1,0,8.450016784779468,0.5008984044362319,True,119,1.0017968088724636,1.0017968088724636
119,2020-05-20,1,0,8.450016784779468,0.5008984044362319,True,120,1.0017968088724636,1.0017968088724636
120,2020-05-21,1,0,8.450016784779468,0.5008984044362319,True,121,1.0017968088724636,1.0017968088724636
121,2020-05-22,1,0,8.450016784779468,0.5008984044362319,True,122,1.0017968088724636,1.0017968088724636
122,2020-05-23,1,0,8.450016784779468,0.5008984044362319,True,123,1.0017968088724636,1.0017968088724636
123,2020-05-24,1,0,8.450016784779468,0.5008984044362319,True,124,1.0017968088724636,1.0017968088724636
124,2020-05-25,1,0,8.450016784779468,0.5008984044362319,True,125,1.0017968088724636,1.0017968088724636
125,2020-05-26,1,0,8.450016784779468,0.5008984044362319,True,126,1.0017968088724636,1.0017968088724636
126,2020-05-27,1,0,8.450016784779468,0.5008984044362319,True,127,1.0017968088724636,1.0017968088724636
127,2020-05-28,1,0,8.450016784779468,0.5008984044362319,True,128,1.0017968088724636,1.0017968088724636
