,Report_Date,China_hunan_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
21,2020-02-12,946,640,12.913071771236453,509.2289775976474,True,22,947.4121727128754,1018.4579551952945
22,2020-02-13,968,627,12.913071771236453,509.2289775976474,True,23,964.0935983076446,1018.4579551952945
23,2020-02-14,988,622,12.913071771236453,509.2289775976474,True,24,977.029526773366,1018.4579551952945
24,2020-02-15,1001,574,12.913071771236453,509.2289775976474,True,25,986.987843247479,1018.4579551952945
25,2020-02-16,1004,537,12.913071771236453,509.2289775976474,True,26,994.6108648164995,1018.4579551952945
26,2020-02-17,1006,505,12.913071771236453,509.2289775976474,True,27,1000.4211025626338,1018.4579551952945
27,2020-02-18,1007,476,12.913071771236453,509.2289775976474,True,28,1004.8350912111993,1018.4579551952945
28,2020-02-19,1008,443,12.913071771236453,509.2289775976474,True,29,1008.1799836204237,1018.4579551952945
29,2020-02-20,1010,372,12.913071771236453,509.2289775976474,True,30,1010.7099200127442,1018.4579551952945
30,2020-02-21,1011,346,12.913071771236453,509.2289775976474,True,31,1012.6207148236551,1018.4579551952945
31,2020-02-22,1013,317,12.913071771236453,509.2289775976474,True,32,1014.0623251587893,1018.4579551952945
32,2020-02-23,1016,298,12.913071771236453,509.2289775976474,True,33,1015.1490675650048,1018.4579551952945
33,2020-02-24,1016,281,12.913071771236453,509.2289775976474,True,34,1015.9677917520855,1018.4579551952945
34,2020-02-25,1016,244,12.913071771236453,509.2289775976474,True,35,1016.5843113947637,1018.4579551952945
35,2020-02-26,1016,229,12.913071771236453,509.2289775976474,True,36,1017.0484036432443,1018.4579551952945
36,2020-02-27,1017,209,12.913071771236453,509.2289775976474,True,37,1017.3976624463241,1018.4579551952945
37,2020-02-28,1017,183,12.913071771236453,509.2289775976474,True,38,1017.660449732306,1018.4579551952945
38,2020-02-29,1018,168,12.913071771236453,509.2289775976474,True,39,1017.8581451416603,1018.4579551952945
39,2020-03-01,1018,148,12.913071771236453,509.2289775976474,True,40,1018.0068551181937,1018.4579551952945
40,2020-03-02,1018,127,12.913071771236453,509.2289775976474,True,41,1018.1187079492405,1018.4579551952945
41,2020-03-03,1018,108,12.913071771236453,509.2289775976474,True,42,1018.2028331848802,1018.4579551952945
42,2020-03-04,1018,98,12.913071771236453,509.2289775976474,True,43,1018.2661012971205,1018.4579551952945
43,2020-03-05,1018,76,12.913071771236453,509.2289775976474,True,44,1018.3136816729776,1018.4579551952945
44,2020-03-06,1018,59,12.913071771236453,509.2289775976474,True,45,1018.3494632218104,1018.4579551952945
45,2020-03-07,1018,54,12.913071771236453,509.2289775976474,True,46,1018.3763712320942,1018.4579551952945
46,2020-03-08,1018,46,12.913071771236453,509.2289775976474,True,47,1018.3966059616256,1018.4579551952945
47,2020-03-09,1018,35,12.913071771236453,509.2289775976474,True,48,1018.4118222326863,1018.4579551952945
48,2020-03-10,1018,24,12.913071771236453,509.2289775976474,True,49,1018.4232645850827,1018.4579551952945
49,2020-03-11,1018,19,12.913071771236453,509.2289775976474,True,50,1018.431868965077,1018.4579551952945
50,2020-03-12,1018,15,12.913071771236453,509.2289775976474,True,51,1018.4383392249554,1018.4579551952945
51,2020-03-13,1018,9,12.913071771236453,509.2289775976474,True,52,1018.4432046666519,1018.4579551952945
52,2020-03-14,1018,0,12.913071771236453,509.2289775976474,True,53,1018.4468633230264,1018.4579551952945
53,2020-03-15,1018,0,12.913071771236453,509.2289775976474,True,54,1018.449614509766,1018.4579551952945
54,2020-03-16,1018,0,12.913071771236453,509.2289775976474,True,55,1018.4516833065827,1018.4579551952945
55,2020-03-17,1018,0,12.913071771236453,509.2289775976474,True,56,1018.4532389680659,1018.4579551952945
56,2020-03-18,1018,0,12.913071771236453,509.2289775976474,True,57,1018.4544087690318,1018.4579551952945
57,2020-03-19,1018,0,12.913071771236453,509.2289775976474,True,58,1018.4552884163112,1018.4579551952945
58,2020-03-20,1018,0,12.913071771236453,509.2289775976474,True,59,1018.4559498783653,1018.4579551952945
59,2020-03-21,1018,0,12.913071771236453,509.2289775976474,True,60,1018.4564472730547,1018.4579551952945
60,2020-03-22,1018,0,12.913071771236453,509.2289775976474,True,61,1018.4568212951245,1018.4579551952945
61,2020-03-23,1018,0,12.913071771236453,509.2289775976474,True,62,1018.457102545573,1018.4579551952945
62,2020-03-24,1018,0,12.913071771236453,509.2289775976474,True,63,1018.4573140352372,1018.4579551952945
63,2020-03-25,1018,0,12.913071771236453,509.2289775976474,True,64,1018.4574730674202,1018.4579551952945
64,2020-03-26,1018,0,12.913071771236453,509.2289775976474,True,65,1018.4575926535616,1018.4579551952945
65,2020-03-27,1018,0,12.913071771236453,509.2289775976474,True,66,1018.4576825777768,1018.4579551952945
66,2020-03-28,1018,0,12.913071771236453,509.2289775976474,True,67,1018.4577501973522,1018.4579551952945
67,2020-03-29,1018,0,12.913071771236453,509.2289775976474,True,68,1018.4578010446882,1018.4579551952945
68,2020-03-30,1018,0,12.913071771236453,509.2289775976474,True,69,1018.4578392799399,1018.4579551952945
69,2020-03-31,1018,0,12.913071771236453,509.2289775976474,True,70,1018.4578680313864,1018.4579551952945
70,2020-04-01,1018,0,12.913071771236453,509.2289775976474,True,71,1018.4578896513738,1018.4579551952945
71,2020-04-02,1019,1,12.913071771236453,509.2289775976474,True,72,1018.4579059087763,1018.4579551952945
72,2020-04-03,1019,1,12.913071771236453,509.2289775976474,True,73,1018.4579181337207,1018.4579551952945
73,2020-04-04,1019,1,12.913071771236453,509.2289775976474,True,74,1018.4579273264109,1018.4579551952945
74,2020-04-05,1019,1,12.913071771236453,509.2289775976474,True,75,1018.4579342389616,1018.4579551952945
75,2020-04-06,1019,1,12.913071771236453,509.2289775976474,True,76,1018.457939436935,1018.4579551952945
76,2020-04-07,1019,1,12.913071771236453,509.2289775976474,True,77,1018.4579433456119,1018.4579551952945
77,2020-04-08,1019,1,12.913071771236453,509.2289775976474,True,78,1018.4579462847872,1018.4579551952945
78,2020-04-09,1019,1,12.913071771236453,509.2289775976474,True,79,1018.4579484949345,1018.4579551952945
79,2020-04-10,1019,1,12.913071771236453,509.2289775976474,True,80,1018.4579501568804,1018.4579551952945
80,2020-04-11,1019,1,12.913071771236453,509.2289775976474,True,81,1018.4579514066003,1018.4579551952945
81,2020-04-12,1019,1,12.913071771236453,509.2289775976474,True,82,1018.4579523463416,1018.4579551952945
82,2020-04-13,1019,1,12.913071771236453,509.2289775976474,True,83,1018.4579530529912,1018.4579551952945
83,2020-04-14,1019,1,12.913071771236453,509.2289775976474,True,84,1018.4579535843644,1018.4579551952945
84,2020-04-15,1019,1,12.913071771236453,509.2289775976474,True,85,1018.4579539839368,1018.4579551952945
85,2020-04-16,1019,1,12.913071771236453,509.2289775976474,True,86,1018.4579542844001,1018.4579551952945
86,2020-04-17,1019,1,12.913071771236453,509.2289775976474,True,87,1018.4579545103369,1018.4579551952945
87,2020-04-18,1019,0,12.913071771236453,509.2289775976474,True,88,1018.4579546802325,1018.4579551952945
88,2020-04-19,1019,0,12.913071771236453,509.2289775976474,True,89,1018.4579548079878,1018.4579551952945
89,2020-04-20,1019,0,12.913071771236453,509.2289775976474,True,90,1018.4579549040548,1018.4579551952945
90,2020-04-21,1019,0,12.913071771236453,509.2289775976474,True,91,1018.4579549762934,1018.4579551952945
91,2020-04-22,1019,0,12.913071771236453,509.2289775976474,True,92,1018.4579550306141,1018.4579551952945
92,2020-04-23,1019,0,12.913071771236453,509.2289775976474,True,93,1018.4579550714612,1018.4579551952945
93,2020-04-24,1019,0,12.913071771236453,509.2289775976474,True,94,1018.4579551021767,1018.4579551952945
94,2020-04-25,1019,0,12.913071771236453,509.2289775976474,True,95,1018.4579551252737,1018.4579551952945
95,2020-04-26,1019,0,12.913071771236453,509.2289775976474,True,96,1018.4579551426414,1018.4579551952945
96,2020-04-27,1019,0,12.913071771236453,509.2289775976474,True,97,1018.4579551557016,1018.4579551952945
97,2020-04-28,1019,0,12.913071771236453,509.2289775976474,True,98,1018.4579551655221,1018.4579551952945
98,2020-04-29,1019,0,12.913071771236453,509.2289775976474,True,99,1018.4579551729068,1018.4579551952945
99,2020-04-30,1019,0,12.913071771236453,509.2289775976474,True,100,1018.45795517846,1018.4579551952945
100,2020-05-01,1019,0,12.913071771236453,509.2289775976474,True,101,1018.4579551826357,1018.4579551952945
101,2020-05-02,1019,0,12.913071771236453,509.2289775976474,True,102,1018.4579551857755,1018.4579551952945
102,2020-05-03,1019,0,12.913071771236453,509.2289775976474,True,103,1018.4579551881367,1018.4579551952945
103,2020-05-04,1019,0,12.913071771236453,509.2289775976474,True,104,1018.4579551899121,1018.4579551952945
104,2020-05-05,1019,0,12.913071771236453,509.2289775976474,True,105,1018.4579551912473,1018.4579551952945
105,2020-05-06,1019,0,12.913071771236453,509.2289775976474,True,106,1018.4579551922511,1018.4579551952945
106,2020-05-07,1019,0,12.913071771236453,509.2289775976474,True,107,1018.4579551930062,1018.4579551952945
107,2020-05-08,1019,0,12.913071771236453,509.2289775976474,True,108,1018.4579551935738,1018.4579551952945
108,2020-05-09,1019,0,12.913071771236453,509.2289775976474,True,109,1018.4579551940005,1018.4579551952945
109,2020-05-10,1019,0,12.913071771236453,509.2289775976474,True,110,1018.4579551943217,1018.4579551952945
110,2020-05-11,1019,0,12.913071771236453,509.2289775976474,True,111,1018.4579551945629,1018.4579551952945
111,2020-05-12,1019,0,12.913071771236453,509.2289775976474,True,112,1018.4579551947445,1018.4579551952945
112,2020-05-13,1019,0,12.913071771236453,509.2289775976474,True,113,1018.4579551948809,1018.4579551952945
113,2020-05-14,1019,0,12.913071771236453,509.2289775976474,True,114,1018.4579551949836,1018.4579551952945
114,2020-05-15,1019,0,12.913071771236453,509.2289775976474,True,115,1018.4579551950607,1018.4579551952945
115,2020-05-16,1019,0,12.913071771236453,509.2289775976474,True,116,1018.4579551951188,1018.4579551952945
116,2020-05-17,1019,0,12.913071771236453,509.2289775976474,True,117,1018.4579551951624,1018.4579551952945
117,2020-05-18,1019,0,12.913071771236453,509.2289775976474,True,118,1018.4579551951953,1018.4579551952945
118,2020-05-19,1019,0,12.913071771236453,509.2289775976474,True,119,1018.4579551952199,1018.4579551952945
119,2020-05-20,1019,0,12.913071771236453,509.2289775976474,True,120,1018.4579551952385,1018.4579551952945
120,2020-05-21,1019,0,12.913071771236453,509.2289775976474,True,121,1018.4579551952525,1018.4579551952945
121,2020-05-22,1019,0,12.913071771236453,509.2289775976474,True,122,1018.4579551952629,1018.4579551952945
122,2020-05-23,1019,0,12.913071771236453,509.2289775976474,True,123,1018.4579551952708,1018.4579551952945
123,2020-05-24,1019,0,12.913071771236453,509.2289775976474,True,124,1018.4579551952767,1018.4579551952945
124,2020-05-25,1019,0,12.913071771236453,509.2289775976474,True,125,1018.4579551952812,1018.4579551952945
125,2020-05-26,1019,0,12.913071771236453,509.2289775976474,True,126,1018.4579551952845,1018.4579551952945
126,2020-05-27,1019,0,12.913071771236453,509.2289775976474,True,127,1018.457955195287,1018.4579551952945
127,2020-05-28,1019,0,12.913071771236453,509.2289775976474,True,128,1018.4579551952891,1018.4579551952945
