,Report_Date,Poland_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,79.01369507729032,5514.363944406926,True,1,0.12758527870832273,10460.136108866545
1,2020-01-23,0,79.01369507729032,5514.363944406926,True,2,0.1475978216359113,10460.136108866545
2,2020-01-24,0,79.01369507729032,5514.363944406926,True,3,0.17074940754514714,10460.136108866545
3,2020-01-25,0,79.01369507729032,5514.363944406926,True,4,0.19753239074720075,10460.136108866545
4,2020-01-26,0,79.01369507729032,5514.363944406926,True,5,0.228516345045859,10460.136108866545
5,2020-01-27,0,79.01369507729032,5514.363944406926,True,6,0.2643601727479203,10460.136108866545
6,2020-01-28,0,79.01369507729032,5514.363944406926,True,7,0.30582611188559783,10460.136108866545
7,2020-01-29,0,79.01369507729032,5514.363944406926,True,8,0.35379593899978473,10460.136108866545
8,2020-01-30,0,79.01369507729032,5514.363944406926,True,9,0.4092897113388808,10460.136108866545
9,2020-01-31,0,79.01369507729032,5514.363944406926,True,10,0.473487446082645,10460.136108866545
10,2020-02-01,0,79.01369507729032,5514.363944406926,True,11,0.5477541963257341,10460.136108866545
11,2020-02-02,0,79.01369507729032,5514.363944406926,True,12,0.6336690553434238,10460.136108866545
12,2020-02-03,0,79.01369507729032,5514.363944406926,True,13,0.7330587036003734,10460.136108866545
13,2020-02-04,0,79.01369507729032,5514.363944406926,True,14,0.8480362087640472,10460.136108866545
14,2020-02-05,0,79.01369507729032,5514.363944406926,True,15,0.9810458996154109,10460.136108866545
15,2020-02-06,0,79.01369507729032,5514.363944406926,True,16,1.1349152624705088,10460.136108866545
16,2020-02-07,0,79.01369507729032,5514.363944406926,True,17,1.3129149561292452,10460.136108866545
17,2020-02-08,0,79.01369507729032,5514.363944406926,True,18,1.5188282114203946,10460.136108866545
18,2020-02-09,0,79.01369507729032,5514.363944406926,True,19,1.7570310775083418,10460.136108866545
19,2020-02-10,0,79.01369507729032,5514.363944406926,True,20,2.0325852031397527,10460.136108866545
20,2020-02-11,0,79.01369507729032,5514.363944406926,True,21,2.3513451013455393,10460.136108866545
21,2020-02-12,0,79.01369507729032,5514.363944406926,True,22,2.7200821457792093,10460.136108866545
22,2020-02-13,0,79.01369507729032,5514.363944406926,True,23,3.1466278915280674,10460.136108866545
23,2020-02-14,0,79.01369507729032,5514.363944406926,True,24,3.6400397092572216,10460.136108866545
24,2020-02-15,0,79.01369507729032,5514.363944406926,True,25,4.210792176089376,10460.136108866545
25,2020-02-16,0,79.01369507729032,5514.363944406926,True,26,4.870998187655082,10460.136108866545
26,2020-02-17,0,79.01369507729032,5514.363944406926,True,27,5.6346643520828845,10460.136108866545
27,2020-02-18,0,79.01369507729032,5514.363944406926,True,28,6.5179859079939595,10460.136108866545
28,2020-02-19,0,79.01369507729032,5514.363944406926,True,29,7.539687185275031,10460.136108866545
29,2020-02-20,0,79.01369507729032,5514.363944406926,True,30,8.721414510664067,10460.136108866545
30,2020-02-21,0,79.01369507729032,5514.363944406926,True,31,10.088189461609865,10460.136108866545
31,2020-02-22,0,79.01369507729032,5514.363944406926,True,32,11.668931503207709,10460.136108866545
32,2020-02-23,0,79.01369507729032,5514.363944406926,True,33,13.497060315625317,10460.136108866545
33,2020-02-24,0,79.01369507729032,5514.363944406926,True,34,15.611189543491909,10460.136108866545
34,2020-02-25,0,79.01369507729032,5514.363944406926,True,35,18.055925282088133,10460.136108866545
35,2020-02-26,0,79.01369507729032,5514.363944406926,True,36,20.882784361778384,10460.136108866545
36,2020-02-27,0,79.01369507729032,5514.363944406926,True,37,24.151249399730478,10460.136108866545
37,2020-02-28,0,79.01369507729032,5514.363944406926,True,38,27.929979645075857,10460.136108866545
38,2020-02-29,0,79.01369507729032,5514.363944406926,True,39,32.29819882533785,10460.136108866545
39,2020-03-01,0,79.01369507729032,5514.363944406926,True,40,37.347283464191435,10460.136108866545
40,2020-03-02,0,79.01369507729032,5514.363944406926,True,41,43.182577412872185,10460.136108866545
41,2020-03-03,0,79.01369507729032,5514.363944406926,True,42,49.925460512926136,10460.136108866545
42,2020-03-04,1,79.01369507729032,5514.363944406926,True,43,57.715701230474586,10460.136108866545
43,2020-03-05,1,79.01369507729032,5514.363944406926,True,44,66.71412455026628,10460.136108866545
44,2020-03-06,5,79.01369507729032,5514.363944406926,True,45,77.1056270838232,10460.136108866545
45,2020-03-07,5,79.01369507729032,5514.363944406926,True,46,89.10257081036497,10460.136108866545
46,2020-03-08,11,79.01369507729032,5514.363944406926,True,47,102.94858456907883,10460.136108866545
47,2020-03-09,16,79.01369507729032,5514.363944406926,True,48,118.92279761354344,10460.136108866545
48,2020-03-10,22,79.01369507729032,5514.363944406926,True,49,137.34452125798614,10460.136108866545
49,2020-03-11,31,79.01369507729032,5514.363944406926,True,50,158.57838165669662,10460.136108866545
50,2020-03-12,49,79.01369507729032,5514.363944406926,True,51,183.03988751548334,10460.136108866545
51,2020-03-13,68,79.01369507729032,5514.363944406926,True,52,211.20138914106613,10460.136108866545
52,2020-03-14,103,79.01369507729032,5514.363944406926,True,53,243.5983474284815,10460.136108866545
53,2020-03-15,119,79.01369507729032,5514.363944406926,True,54,280.8357805640551,10460.136108866545
54,2020-03-16,177,79.01369507729032,5514.363944406926,True,55,323.59468953030296,10460.136108866545
55,2020-03-17,238,79.01369507729032,5514.363944406926,True,56,372.63817804393926,10460.136108866545
56,2020-03-18,251,79.01369507729032,5514.363944406926,True,57,428.8168757718797,10460.136108866545
57,2020-03-19,355,79.01369507729032,5514.363944406926,True,58,493.0731439221651,10460.136108866545
58,2020-03-20,425,79.01369507729032,5514.363944406926,True,59,566.4433898270347,10460.136108866545
59,2020-03-21,536,79.01369507729032,5514.363944406926,True,60,650.05764532898,10460.136108866545
60,2020-03-22,634,79.01369507729032,5514.363944406926,True,61,745.1353809757582,10460.136108866545
61,2020-03-23,749,79.01369507729032,5514.363944406926,True,62,852.9763496259176,10460.136108866545
62,2020-03-24,901,79.01369507729032,5514.363944406926,True,63,974.9451038918236,10460.136108866545
63,2020-03-25,1051,79.01369507729032,5514.363944406926,True,64,1112.4477483045948,10460.136108866545
64,2020-03-26,1221,79.01369507729032,5514.363944406926,True,65,1266.8995182884096,10460.136108866545
65,2020-03-27,1389,79.01369507729032,5514.363944406926,True,66,1439.6819847294103,10460.136108866545
66,2020-03-28,1638,79.01369507729032,5514.363944406926,True,67,1632.0891325954478,10460.136108866545
67,2020-03-29,1862,79.01369507729032,5514.363944406926,True,68,1845.2623184072227,10460.136108866545
68,2020-03-30,2055,79.01369507729032,5514.363944406926,True,69,2080.1152168527587,10460.136108866545
69,2020-03-31,2311,79.01369507729032,5514.363944406926,True,70,2337.2513184520267,10460.136108866545
70,2020-04-01,2554,79.01369507729032,5514.363944406926,True,71,2616.8782612292316,10460.136108866545
71,2020-04-02,2946,79.01369507729032,5514.363944406926,True,72,2918.7250944214306,10460.136108866545
72,2020-04-03,3383,79.01369507729032,5514.363944406926,True,73,3241.970196601279,10460.136108866545
73,2020-04-04,3627,79.01369507729032,5514.363944406926,True,74,3585.188627879203,10460.136108866545
74,2020-04-05,4102,79.01369507729032,5514.363944406926,True,75,3946.327775656941,10460.136108866545
75,2020-04-06,4413,79.01369507729032,5514.363944406926,True,76,4322.718909980105,10460.136108866545
76,2020-04-07,4848,79.01369507729032,5514.363944406926,True,77,4711.129540655786,10460.136108866545
77,2020-04-08,5205,79.01369507729032,5514.363944406926,True,78,5107.857407918145,10460.136108866545
78,2020-04-09,5575,79.01369507729032,5514.363944406926,True,79,5508.862039313119,10460.136108866545
79,2020-04-10,5955,79.01369507729032,5514.363944406926,True,80,5909.92486956755,10460.136108866545
80,2020-04-11,6356,79.01369507729032,5514.363944406926,True,81,6306.824890310972,10460.136108866545
81,2020-04-12,6674,79.01369507729032,5514.363944406926,True,82,6695.514515136695,10460.136108866545
82,2020-04-13,6934,79.01369507729032,5514.363944406926,True,83,7072.280313430317,10460.136108866545
83,2020-04-14,7202,79.01369507729032,5514.363944406926,True,84,7433.875490807678,10460.136108866545
84,2020-04-15,7582,79.01369507729032,5514.363944406926,True,85,7777.614986173096,10460.136108866545
85,2020-04-16,7918,79.01369507729032,5514.363944406926,True,86,8101.428979183375,10460.136108866545
86,2020-04-17,8379,79.01369507729032,5514.363944406926,True,87,8403.875513811345,10460.136108866545
87,2020-04-18,8742,79.01369507729032,5514.363944406926,True,88,8684.117035295114,10460.136108866545
88,2020-04-19,9287,79.01369507729032,5514.363944406926,True,89,8941.868401738742,10460.136108866545
