,Report_Date,China_tibet_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,8.451761438374785,0.5014108417632273,True,1,3.9156098694952156e-05,1.0028216835264545
1,2020-01-23,0,8.451761438374785,0.5014108417632273,True,2,0.00015287723405896494,1.0028216835264545
2,2020-01-24,0,8.451761438374785,0.5014108417632273,True,3,0.000596682363453358,1.0028216835264545
3,2020-01-25,0,8.451761438374785,0.5014108417632273,True,4,0.0023258724792819545,1.0028216835264545
4,2020-01-26,0,8.451761438374785,0.5014108417632273,True,5,0.00902116241415128,1.0028216835264545
5,2020-01-27,0,8.451761438374785,0.5014108417632273,True,6,0.03432832283788426,1.0028216835264545
6,2020-01-28,0,8.451761438374785,0.5014108417632273,True,7,0.12192026640376206,1.0028216835264545
7,2020-01-29,0,8.451761438374785,0.5014108417632273,True,8,0.3518214925039458,1.0028216835264545
8,2020-01-30,1,8.451761438374785,0.5014108417632273,True,9,0.6803968988280119,1.0028216835264545
9,2020-01-31,1,8.451761438374785,0.5014108417632273,True,10,0.8942910537986865,1.0028216835264545
10,2020-02-01,1,8.451761438374785,0.5014108417632273,True,11,0.972593493733486,1.0028216835264545
11,2020-02-02,1,8.451761438374785,0.5014108417632273,True,12,0.9949027127719298,1.0028216835264545
12,2020-02-03,1,8.451761438374785,0.5014108417632273,True,13,1.0007816617354515,1.0028216835264545
13,2020-02-04,1,8.451761438374785,0.5014108417632273,True,14,1.0022984448145296,1.0028216835264545
14,2020-02-05,1,8.451761438374785,0.5014108417632273,True,15,1.002687630750262,1.0028216835264545
15,2020-02-06,1,8.451761438374785,0.5014108417632273,True,16,1.0027873493728938,1.0028216835264545
16,2020-02-07,1,8.451761438374785,0.5014108417632273,True,17,1.0028128903710185,1.0028216835264545
17,2020-02-08,1,8.451761438374785,0.5014108417632273,True,18,1.0028194315962462,1.0028216835264545
18,2020-02-09,1,8.451761438374785,0.5014108417632273,True,19,1.0028211068091324,1.0028216835264545
19,2020-02-10,1,8.451761438374785,0.5014108417632273,True,20,1.0028215358298453,1.0028216835264545
20,2020-02-11,1,8.451761438374785,0.5014108417632273,True,21,1.0028216457015433,1.0028216835264545
21,2020-02-12,1,8.451761438374785,0.5014108417632273,True,22,1.0028216738395443,1.0028216835264545
22,2020-02-13,1,8.451761438374785,0.5014108417632273,True,23,1.0028216810456494,1.0028216835264545
23,2020-02-14,1,8.451761438374785,0.5014108417632273,True,24,1.0028216828911236,1.0028216835264545
24,2020-02-15,1,8.451761438374785,0.5014108417632273,True,25,1.002821683363747,1.0028216835264545
25,2020-02-16,1,8.451761438374785,0.5014108417632273,True,26,1.0028216834847854,1.0028216835264545
26,2020-02-17,1,8.451761438374785,0.5014108417632273,True,27,1.002821683515783,1.0028216835264545
27,2020-02-18,1,8.451761438374785,0.5014108417632273,True,28,1.0028216835237216,1.0028216835264545
28,2020-02-19,1,8.451761438374785,0.5014108417632273,True,29,1.0028216835257546,1.0028216835264545
29,2020-02-20,1,8.451761438374785,0.5014108417632273,True,30,1.0028216835262753,1.0028216835264545
30,2020-02-21,1,8.451761438374785,0.5014108417632273,True,31,1.0028216835264085,1.0028216835264545
31,2020-02-22,1,8.451761438374785,0.5014108417632273,True,32,1.0028216835264427,1.0028216835264545
32,2020-02-23,1,8.451761438374785,0.5014108417632273,True,33,1.0028216835264514,1.0028216835264545
33,2020-02-24,1,8.451761438374785,0.5014108417632273,True,34,1.0028216835264538,1.0028216835264545
34,2020-02-25,1,8.451761438374785,0.5014108417632273,True,35,1.0028216835264543,1.0028216835264545
35,2020-02-26,1,8.451761438374785,0.5014108417632273,True,36,1.0028216835264545,1.0028216835264545
36,2020-02-27,1,8.451761438374785,0.5014108417632273,True,37,1.0028216835264545,1.0028216835264545
37,2020-02-28,1,8.451761438374785,0.5014108417632273,True,38,1.0028216835264545,1.0028216835264545
38,2020-02-29,1,8.451761438374785,0.5014108417632273,True,39,1.0028216835264545,1.0028216835264545
39,2020-03-01,1,8.451761438374785,0.5014108417632273,True,40,1.0028216835264545,1.0028216835264545
40,2020-03-02,1,8.451761438374785,0.5014108417632273,True,41,1.0028216835264545,1.0028216835264545
41,2020-03-03,1,8.451761438374785,0.5014108417632273,True,42,1.0028216835264545,1.0028216835264545
42,2020-03-04,1,8.451761438374785,0.5014108417632273,True,43,1.0028216835264545,1.0028216835264545
43,2020-03-05,1,8.451761438374785,0.5014108417632273,True,44,1.0028216835264545,1.0028216835264545
44,2020-03-06,1,8.451761438374785,0.5014108417632273,True,45,1.0028216835264545,1.0028216835264545
45,2020-03-07,1,8.451761438374785,0.5014108417632273,True,46,1.0028216835264545,1.0028216835264545
46,2020-03-08,1,8.451761438374785,0.5014108417632273,True,47,1.0028216835264545,1.0028216835264545
47,2020-03-09,1,8.451761438374785,0.5014108417632273,True,48,1.0028216835264545,1.0028216835264545
48,2020-03-10,1,8.451761438374785,0.5014108417632273,True,49,1.0028216835264545,1.0028216835264545
49,2020-03-11,1,8.451761438374785,0.5014108417632273,True,50,1.0028216835264545,1.0028216835264545
50,2020-03-12,1,8.451761438374785,0.5014108417632273,True,51,1.0028216835264545,1.0028216835264545
51,2020-03-13,1,8.451761438374785,0.5014108417632273,True,52,1.0028216835264545,1.0028216835264545
52,2020-03-14,1,8.451761438374785,0.5014108417632273,True,53,1.0028216835264545,1.0028216835264545
53,2020-03-15,1,8.451761438374785,0.5014108417632273,True,54,1.0028216835264545,1.0028216835264545
54,2020-03-16,1,8.451761438374785,0.5014108417632273,True,55,1.0028216835264545,1.0028216835264545
55,2020-03-17,1,8.451761438374785,0.5014108417632273,True,56,1.0028216835264545,1.0028216835264545
56,2020-03-18,1,8.451761438374785,0.5014108417632273,True,57,1.0028216835264545,1.0028216835264545
57,2020-03-19,1,8.451761438374785,0.5014108417632273,True,58,1.0028216835264545,1.0028216835264545
58,2020-03-20,1,8.451761438374785,0.5014108417632273,True,59,1.0028216835264545,1.0028216835264545
59,2020-03-21,1,8.451761438374785,0.5014108417632273,True,60,1.0028216835264545,1.0028216835264545
60,2020-03-22,1,8.451761438374785,0.5014108417632273,True,61,1.0028216835264545,1.0028216835264545
61,2020-03-23,1,8.451761438374785,0.5014108417632273,True,62,1.0028216835264545,1.0028216835264545
62,2020-03-24,1,8.451761438374785,0.5014108417632273,True,63,1.0028216835264545,1.0028216835264545
63,2020-03-25,1,8.451761438374785,0.5014108417632273,True,64,1.0028216835264545,1.0028216835264545
64,2020-03-26,1,8.451761438374785,0.5014108417632273,True,65,1.0028216835264545,1.0028216835264545
65,2020-03-27,1,8.451761438374785,0.5014108417632273,True,66,1.0028216835264545,1.0028216835264545
66,2020-03-28,1,8.451761438374785,0.5014108417632273,True,67,1.0028216835264545,1.0028216835264545
67,2020-03-29,1,8.451761438374785,0.5014108417632273,True,68,1.0028216835264545,1.0028216835264545
68,2020-03-30,1,8.451761438374785,0.5014108417632273,True,69,1.0028216835264545,1.0028216835264545
69,2020-03-31,1,8.451761438374785,0.5014108417632273,True,70,1.0028216835264545,1.0028216835264545
70,2020-04-01,1,8.451761438374785,0.5014108417632273,True,71,1.0028216835264545,1.0028216835264545
71,2020-04-02,1,8.451761438374785,0.5014108417632273,True,72,1.0028216835264545,1.0028216835264545
72,2020-04-03,1,8.451761438374785,0.5014108417632273,True,73,1.0028216835264545,1.0028216835264545
73,2020-04-04,1,8.451761438374785,0.5014108417632273,True,74,1.0028216835264545,1.0028216835264545
74,2020-04-05,1,8.451761438374785,0.5014108417632273,True,75,1.0028216835264545,1.0028216835264545
75,2020-04-06,1,8.451761438374785,0.5014108417632273,True,76,1.0028216835264545,1.0028216835264545
76,2020-04-07,1,8.451761438374785,0.5014108417632273,True,77,1.0028216835264545,1.0028216835264545
77,2020-04-08,1,8.451761438374785,0.5014108417632273,True,78,1.0028216835264545,1.0028216835264545
78,2020-04-09,1,8.451761438374785,0.5014108417632273,True,79,1.0028216835264545,1.0028216835264545
79,2020-04-10,1,8.451761438374785,0.5014108417632273,True,80,1.0028216835264545,1.0028216835264545
80,2020-04-11,1,8.451761438374785,0.5014108417632273,True,81,1.0028216835264545,1.0028216835264545
81,2020-04-12,1,8.451761438374785,0.5014108417632273,True,82,1.0028216835264545,1.0028216835264545
82,2020-04-13,1,8.451761438374785,0.5014108417632273,True,83,1.0028216835264545,1.0028216835264545
83,2020-04-14,1,8.451761438374785,0.5014108417632273,True,84,1.0028216835264545,1.0028216835264545
84,2020-04-15,1,8.451761438374785,0.5014108417632273,True,85,1.0028216835264545,1.0028216835264545
