,Report_Date,Togo_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,165.1915705721732,1630.3697921391147,False,1,0.9448124875875559,3260.7395842782294
1,2020-01-23,0,0,165.1915705721732,1630.3697921391147,False,2,0.9928560303022704,3260.7395842782294
2,2020-01-24,0,0,165.1915705721732,1630.3697921391147,False,3,1.043341796486458,3260.7395842782294
3,2020-01-25,0,0,165.1915705721732,1630.3697921391147,False,4,1.0963938514713354,3260.7395842782294
4,2020-01-26,0,0,165.1915705721732,1630.3697921391147,False,5,1.152142554623467,3260.7395842782294
5,2020-01-27,0,0,165.1915705721732,1630.3697921391147,False,6,1.2107248777646347,3260.7395842782294
6,2020-01-28,0,0,165.1915705721732,1630.3697921391147,False,7,1.2722847396082766,3260.7395842782294
7,2020-01-29,0,0,165.1915705721732,1630.3697921391147,False,8,1.33697335700846,3260.7395842782294
8,2020-01-30,0,0,165.1915705721732,1630.3697921391147,False,9,1.4049496138559028,3260.7395842782294
9,2020-01-31,0,0,165.1915705721732,1630.3697921391147,False,10,1.4763804484958483,3260.7395842782294
10,2020-02-01,0,0,165.1915705721732,1630.3697921391147,False,11,1.5514412605847383,3260.7395842782294
11,2020-02-02,0,0,165.1915705721732,1630.3697921391147,False,12,1.6303163383466504,3260.7395842782294
12,2020-02-03,0,0,165.1915705721732,1630.3697921391147,False,13,1.713199307236457,3260.7395842782294
13,2020-02-04,0,0,165.1915705721732,1630.3697921391147,False,14,1.8002936010647135,3260.7395842782294
14,2020-02-05,0,0,165.1915705721732,1630.3697921391147,False,15,1.891812956689415,3260.7395842782294
15,2020-02-06,0,0,165.1915705721732,1630.3697921391147,False,16,1.9879819334321207,3260.7395842782294
16,2020-02-07,0,0,165.1915705721732,1630.3697921391147,False,17,2.0890364584305243,3260.7395842782294
17,2020-02-08,0,0,165.1915705721732,1630.3697921391147,False,18,2.1952243991965026,3260.7395842782294
18,2020-02-09,0,0,165.1915705721732,1630.3697921391147,False,19,2.3068061647080085,3260.7395842782294
19,2020-02-10,0,0,165.1915705721732,1630.3697921391147,False,20,2.424055336425001,3260.7395842782294
20,2020-02-11,0,0,165.1915705721732,1630.3697921391147,False,21,2.5472593306839997,3260.7395842782294
21,2020-02-12,0,0,165.1915705721732,1630.3697921391147,False,22,2.676720093992818,3260.7395842782294
22,2020-02-13,0,0,165.1915705721732,1630.3697921391147,False,23,2.812754832816767,3260.7395842782294
