,Report_Date,Tajikistan_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,141.7249693249303,6799.501817674479,False,1,0.1481887933360381,13599.003635348956
1,2020-01-23,0,0,141.7249693249303,6799.501817674479,False,2,0.16072376978761263,13599.003635348956
2,2020-01-24,0,0,141.7249693249303,6799.501817674479,False,3,0.17431903978072305,13599.003635348956
3,2020-01-25,0,0,141.7249693249303,6799.501817674479,False,4,0.189064287756089,13599.003635348956
4,2020-01-26,0,0,141.7249693249303,6799.501817674479,False,5,0.2050567836489315,13599.003635348956
5,2020-01-27,0,0,141.7249693249303,6799.501817674479,False,6,0.2224020243942702,13599.003635348956
6,2020-01-28,0,0,141.7249693249303,6799.501817674479,False,7,0.24121442967118636,13599.003635348956
7,2020-01-29,0,0,141.7249693249303,6799.501817674479,False,8,0.2616180964696122,13599.003635348956
8,2020-01-30,0,0,141.7249693249303,6799.501817674479,False,9,0.2837476174501428,13599.003635348956
9,2020-01-31,0,0,141.7249693249303,6799.501817674479,False,10,0.30774896848688865,13599.003635348956
10,2020-02-01,0,0,141.7249693249303,6799.501817674479,False,11,0.33378047123824095,13599.003635348956
11,2020-02-02,0,0,141.7249693249303,6799.501817674479,False,12,0.36201383708355167,13599.003635348956
12,2020-02-03,0,0,141.7249693249303,6799.501817674479,False,13,0.3926352992983541,13599.003635348956
13,2020-02-04,0,0,141.7249693249303,6799.501817674479,False,14,0.4258468409203303,13599.003635348956
14,2020-02-05,0,0,141.7249693249303,6799.501817674479,False,15,0.4618675263865243,13599.003635348956
15,2020-02-06,0,0,141.7249693249303,6799.501817674479,False,16,0.5009349457033786,13599.003635348956
16,2020-02-07,0,0,141.7249693249303,6799.501817674479,False,17,0.5433067806494235,13599.003635348956
17,2020-02-08,0,0,141.7249693249303,6799.501817674479,False,18,0.5892625033106461,13599.003635348956
18,2020-02-09,0,0,141.7249693249303,6799.501817674479,False,19,0.6391052181158571,13599.003635348956
19,2020-02-10,0,0,141.7249693249303,6799.501817674479,False,20,0.6931636594793184,13599.003635348956
20,2020-02-11,0,0,141.7249693249303,6799.501817674479,False,21,0.7517943581765353,13599.003635348956
21,2020-02-12,0,0,141.7249693249303,6799.501817674479,False,22,0.815383990682938,13599.003635348956
22,2020-02-13,0,0,141.7249693249303,6799.501817674479,False,23,0.884351926901246,13599.003635348956
23,2020-02-14,0,0,141.7249693249303,6799.501817674479,False,24,0.9591529929991965,13599.003635348956
24,2020-02-15,0,0,141.7249693249303,6799.501817674479,False,25,1.0402804674832484,13599.003635348956
25,2020-02-16,0,0,141.7249693249303,6799.501817674479,False,26,1.1282693301547095,13599.003635348956
26,2020-02-17,0,0,141.7249693249303,6799.501817674479,False,27,1.2236997852420284,13599.003635348956
27,2020-02-18,0,0,141.7249693249303,6799.501817674479,False,28,1.3272010817870645,13599.003635348956
28,2020-02-19,0,0,141.7249693249303,6799.501817674479,False,29,1.4394556562951144,13599.003635348956
29,2020-02-20,0,0,141.7249693249303,6799.501817674479,False,30,1.5612036247503167,13599.003635348956
30,2020-02-21,0,0,141.7249693249303,6799.501817674479,False,31,1.6932476533626577,13599.003635348956
31,2020-02-22,0,0,141.7249693249303,6799.501817674479,False,32,1.8364582398640779,13599.003635348956
32,2020-02-23,0,0,141.7249693249303,6799.501817674479,False,33,1.9917794398240092,13599.003635348956
33,2020-02-24,0,0,141.7249693249303,6799.501817674479,False,34,2.160235075325135,13599.003635348956
34,2020-02-25,0,0,141.7249693249303,6799.501817674479,False,35,2.342935466445459,13599.003635348956
35,2020-02-26,0,0,141.7249693249303,6799.501817674479,False,36,2.5410847293513177,13599.003635348956
36,2020-02-27,0,0,141.7249693249303,6799.501817674479,False,37,2.755988688437672,13599.003635348956
37,2020-02-28,0,0,141.7249693249303,6799.501817674479,False,38,2.989063453877828,13599.003635348956
38,2020-02-29,0,0,141.7249693249303,6799.501817674479,False,39,3.2418447201875282,13599.003635348956
39,2020-03-01,0,0,141.7249693249303,6799.501817674479,False,40,3.5159978459919836,13599.003635348956
40,2020-03-02,0,0,141.7249693249303,6799.501817674479,False,41,3.8133287801348423,13599.003635348956
41,2020-03-03,0,0,141.7249693249303,6799.501817674479,False,42,4.135795904612406,13599.003635348956
42,2020-03-04,0,0,141.7249693249303,6799.501817674479,False,43,4.485522870583793,13599.003635348956
43,2020-03-05,0,0,141.7249693249303,6799.501817674479,False,44,4.864812509928723,13599.003635348956
44,2020-03-06,0,0,141.7249693249303,6799.501817674479,False,45,5.276161911531714,13599.003635348956
45,2020-03-07,0,0,141.7249693249303,6799.501817674479,False,46,5.72227875869872,13599.003635348956
46,2020-03-08,0,0,141.7249693249303,6799.501817674479,False,47,6.20609903189532,13599.003635348956
47,2020-03-09,0,0,141.7249693249303,6799.501817674479,False,48,6.730806189372024,13599.003635348956
48,2020-03-10,0,0,141.7249693249303,6799.501817674479,False,49,7.299851947250614,13599.003635348956
49,2020-03-11,0,0,141.7249693249303,6799.501817674479,False,50,7.916978790326098,13599.003635348956
50,2020-03-12,0,0,141.7249693249303,6799.501817674479,False,51,8.586244355232811,13599.003635348956
51,2020-03-13,0,0,141.7249693249303,6799.501817674479,False,52,9.312047838772566,13599.003635348956
52,2020-03-14,0,0,141.7249693249303,6799.501817674479,False,53,10.099158596149856,13599.003635348956
53,2020-03-15,0,0,141.7249693249303,6799.501817674479,False,54,10.95274710664615,13599.003635348956
54,2020-03-16,0,0,141.7249693249303,6799.501817674479,False,55,11.878418497933815,13599.003635348956
55,2020-03-17,0,0,141.7249693249303,6799.501817674479,False,56,12.882248834820023,13599.003635348956
56,2020-03-18,0,0,141.7249693249303,6799.501817674479,False,57,13.970824393759397,13599.003635348956
57,2020-03-19,0,0,141.7249693249303,6799.501817674479,False,58,15.15128416101497,13599.003635348956
58,2020-03-20,0,0,141.7249693249303,6799.501817674479,False,59,16.43136580990783,13599.003635348956
59,2020-03-21,0,0,141.7249693249303,6799.501817674479,False,60,17.819455431198882,13599.003635348956
60,2020-03-22,0,0,141.7249693249303,6799.501817674479,False,61,19.324641310302553,13599.003635348956
61,2020-03-23,0,0,141.7249693249303,6799.501817674479,False,62,20.956772065742374,13599.003635348956
62,2020-03-24,0,0,141.7249693249303,6799.501817674479,False,63,22.726519485007813,13599.003635348956
63,2020-03-25,0,0,141.7249693249303,6799.501817674479,False,64,24.6454464167266,13599.003635348956
64,2020-03-26,0,0,141.7249693249303,6799.501817674479,False,65,26.726080101770687,13599.003635348956
65,2020-03-27,0,0,141.7249693249303,6799.501817674479,False,66,28.98199135048257,13599.003635348956
66,2020-03-28,0,0,141.7249693249303,6799.501817674479,False,67,31.42787999852259,13599.003635348956
67,2020-03-29,0,0,141.7249693249303,6799.501817674479,False,68,34.07966709973665,13599.003635348956
68,2020-03-30,0,0,141.7249693249303,6799.501817674479,False,69,36.95459434071711,13599.003635348956
69,2020-03-31,0,0,141.7249693249303,6799.501817674479,False,70,40.071331188107315,13599.003635348956
70,2020-04-01,0,0,141.7249693249303,6799.501817674479,False,71,43.45009030584108,13599.003635348956
71,2020-04-02,0,0,141.7249693249303,6799.501817674479,False,72,47.112751804986424,13599.003635348956
72,2020-04-03,0,0,141.7249693249303,6799.501817674479,False,73,51.082996913153984,13599.003635348956
73,2020-04-04,0,0,141.7249693249303,6799.501817674479,False,74,55.38645167289092,13599.003635348956
74,2020-04-05,0,0,141.7249693249303,6799.501817674479,False,75,60.05084129833415,13599.003635348956
75,2020-04-06,0,0,141.7249693249303,6799.501817674479,False,76,65.10615583569884,13599.003635348956
76,2020-04-07,0,0,141.7249693249303,6799.501817674479,False,77,70.5848277848102,13599.003635348956
77,2020-04-08,0,0,141.7249693249303,6799.501817674479,False,78,76.52192234450256,13599.003635348956
78,2020-04-09,0,0,141.7249693249303,6799.501817674479,False,79,82.95534094272574,13599.003635348956
79,2020-04-10,0,0,141.7249693249303,6799.501817674479,False,80,89.92603870074132,13599.003635348956
80,2020-04-11,0,0,141.7249693249303,6799.501817674479,False,81,97.47825645766444,13599.003635348956
81,2020-04-12,0,0,141.7249693249303,6799.501817674479,False,82,105.65976794424662,13599.003635348956
82,2020-04-13,0,0,141.7249693249303,6799.501817674479,False,83,114.52214264022324,13599.003635348956
83,2020-04-14,0,0,141.7249693249303,6799.501817674479,False,84,124.1210247743213,13599.003635348956
84,2020-04-15,0,0,141.7249693249303,6799.501817674479,False,85,134.5164288261795,13599.003635348956
85,2020-04-16,0,0,141.7249693249303,6799.501817674479,False,86,145.77305176044248,13599.003635348956
86,2020-04-17,0,0,141.7249693249303,6799.501817674479,False,87,157.960602060003,13599.003635348956
87,2020-04-18,0,0,141.7249693249303,6799.501817674479,False,88,171.15414542196078,13599.003635348956
88,2020-04-19,0,0,141.7249693249303,6799.501817674479,False,89,185.43446672980943,13599.003635348956
89,2020-04-20,0,0,141.7249693249303,6799.501817674479,False,90,200.88844761139057,13599.003635348956
90,2020-04-21,0,0,141.7249693249303,6799.501817674479,False,91,217.60945852623215,13599.003635348956
91,2020-04-22,0,0,141.7249693249303,6799.501817674479,False,92,235.6977638892734,13599.003635348956
92,2020-04-23,0,0,141.7249693249303,6799.501817674479,False,93,255.26093822120555,13599.003635348956
93,2020-04-24,0,0,141.7249693249303,6799.501817674479,False,94,276.4142907086963,13599.003635348956
94,2020-04-25,0,0,141.7249693249303,6799.501817674479,False,95,299.2812948501223,13599.003635348956
95,2020-04-26,0,0,141.7249693249303,6799.501817674479,False,96,323.9940190434332,13599.003635348956
96,2020-04-27,0,0,141.7249693249303,6799.501817674479,False,97,350.69355303183494,13599.003635348956
97,2020-04-28,0,0,141.7249693249303,6799.501817674479,False,98,379.53042405014736,13599.003635348956
98,2020-04-29,0,0,141.7249693249303,6799.501817674479,False,99,410.66499530114004,13599.003635348956
99,2020-04-30,15,15,141.7249693249303,6799.501817674479,False,100,444.26783803004776,13599.003635348956
100,2020-05-01,15,15,141.7249693249303,6799.501817674479,False,101,480.5200669529057,13599.003635348956
101,2020-05-02,76,74,141.7249693249303,6799.501817674479,False,102,519.6136271305379,13599.003635348956
102,2020-05-03,128,126,141.7249693249303,6799.501817674479,False,103,561.7515185709215,13599.003635348956
103,2020-05-04,230,227,141.7249693249303,6799.501817674479,False,104,607.1479429013815,13599.003635348956
104,2020-05-05,293,288,141.7249693249303,6799.501817674479,False,105,656.0283544014809,13599.003635348956
105,2020-05-06,379,371,141.7249693249303,6799.501817674479,False,106,708.6293955618331,13599.003635348956
