,ds,yhat,yhat_lower,yhat_upper,y,current_date,fastest_growth_day,growth_stabilized,current_day,cap
0,2020-01-22,0.4299845859725301,-5.497488328282182,6.518112251901384,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
1,2020-01-23,-0.6918327201506632,-6.29210882672358,4.844901323361089,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
2,2020-01-24,-0.6237633282766968,-6.95040706433294,5.234285262293975,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
3,2020-01-25,1.3638339113772147,-4.534247589349515,7.652518082473693,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
4,2020-01-26,0.6477448060051937,-5.2110971990873125,6.763569988254026,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
5,2020-01-27,-0.5624482868776349,-6.406768466467284,5.264734166015053,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
6,2020-01-28,-0.5568284475884516,-6.322704886703439,5.684358170997172,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
7,2020-01-29,0.4314351124049179,-5.047769484010416,6.20454019735036,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
8,2020-01-30,-0.6900677178416198,-6.3866033103760795,4.89397276928033,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
9,2020-01-31,-0.6216156727586434,-6.152393932568398,5.118584578050313,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
10,2020-02-01,1.3664471773971034,-4.476369956142651,6.949773875114047,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
11,2020-02-02,0.6509246235146742,-5.2359734137424345,6.408427267830776,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
12,2020-02-03,-0.558579095085392,-6.220501699859033,5.608761854286326,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
13,2020-02-04,-0.5521204341612629,-6.098532864027208,5.055954926996018,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
14,2020-02-05,0.4371637898049879,-5.508405176494757,6.449337856018065,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
15,2020-02-06,-0.683097118612364,-6.283771316488517,5.125091632170983,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
16,2020-02-07,-0.6131339370908961,-6.790022538236258,5.133726237863391,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
17,2020-02-08,1.376767611893522,-4.3566099901399085,6.931814901784764,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
18,2020-02-09,0.6634823078141416,-5.474673370384773,5.918807078104299,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
19,2020-02-10,-0.5432992444500839,-6.333898411045992,5.733035655042807,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
20,2020-02-11,-0.5335284309401468,-5.70616918921215,5.7337658807940635,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
21,2020-02-12,0.45978575117882525,-5.282182631424417,5.9644909488120765,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
22,2020-02-13,-0.6555719068692439,-6.641133526121445,5.065278616226551,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
23,2020-02-14,-0.5796430516644917,-6.094370578661284,4.823911014891507,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
24,2020-02-15,1.4175166324553385,-4.407419833950675,7.406375466648189,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
25,2020-02-16,0.7130616922322989,-5.021435282259684,6.8123014050298965,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
26,2020-02-17,-0.48297705880073083,-6.589584122414224,5.056384233144068,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
27,2020-02-18,-0.46013735515036724,-6.128089385785861,5.6687473732490545,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
28,2020-02-19,0.5490746716362835,-5.816318164492575,6.388327678626208,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
29,2020-02-20,-0.5469449896871212,-6.235715756558037,5.228709150850302,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
30,2020-02-21,-0.44749530098209,-6.319091714208927,5.497113809981709,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
31,2020-02-22,1.5782702422059376,-4.335639473775429,7.040161817497447,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
32,2020-02-23,0.9086017362342838,-5.0112542517868635,6.452355473712904,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
33,2020-02-24,-0.24514024371349835,-6.383499219152617,5.767225041338988,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
34,2020-02-25,-0.17088026061194322,-6.097947214866099,5.603070749652591,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
35,2020-02-26,0.9008312475897264,-4.8929010656845735,6.890031459795852,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
36,2020-02-27,-0.11924069401877957,-6.225043862086856,5.805078753921566,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
37,2020-02-28,0.07247187827021562,-5.705277161698364,5.606720332149541,0.0,2020-04-02,67.19360810373396,True,72,174.06895994769673
