,Report_Date,Albania_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,70.14659716697018,254.53745997551886,True,1,0.007955877131278065,491.6091270282726
1,2020-01-23,0,70.14659716697018,254.53745997551886,True,2,0.009336683782139364,491.6091270282726
2,2020-01-24,0,70.14659716697018,254.53745997551886,True,3,0.010957135407080213,491.6091270282726
3,2020-01-25,0,70.14659716697018,254.53745997551886,True,4,0.012858821483314006,491.6091270282726
4,2020-01-26,0,70.14659716697018,254.53745997551886,True,5,0.015090548450196027,491.6091270282726
5,2020-01-27,0,70.14659716697018,254.53745997551886,True,6,0.017709591781376384,491.6091270282726
6,2020-01-28,0,70.14659716697018,254.53745997551886,True,7,0.020783165174732807,491.6091270282726
7,2020-01-29,0,70.14659716697018,254.53745997551886,True,8,0.024390144470365072,491.6091270282726
8,2020-01-30,0,70.14659716697018,254.53745997551886,True,9,0.02862309040711084,491.6091270282726
9,2020-01-31,0,70.14659716697018,254.53745997551886,True,10,0.03359062194602901,491.6091270282726
10,2020-02-01,0,70.14659716697018,254.53745997551886,True,11,0.03942020081519116,491.6091270282726
11,2020-02-02,0,70.14659716697018,254.53745997551886,True,12,0.046261398385546784,491.6091270282726
12,2020-02-03,0,70.14659716697018,254.53745997551886,True,13,0.05428972823064653,491.6091270282726
13,2020-02-04,0,70.14659716697018,254.53745997551886,True,14,0.06371114205368297,491.6091270282726
14,2020-02-05,0,70.14659716697018,254.53745997551886,True,15,0.07476730343195502,491.6091270282726
15,2020-02-06,0,70.14659716697018,254.53745997551886,True,16,0.08774177343496778,491.6091270282726
16,2020-02-07,0,70.14659716697018,254.53745997551886,True,17,0.10296726508421766,491.6091270282726
17,2020-02-08,0,70.14659716697018,254.53745997551886,True,18,0.1208341503775111,491.6091270282726
18,2020-02-09,0,70.14659716697018,254.53745997551886,True,19,0.1418004348151921,491.6091270282726
19,2020-02-10,0,70.14659716697018,254.53745997551886,True,20,0.1664034507449047,491.6091270282726
20,2020-02-11,0,70.14659716697018,254.53745997551886,True,21,0.19527356318699654,491.6091270282726
21,2020-02-12,0,70.14659716697018,254.53745997551886,True,22,0.2291502310195106,491.6091270282726
22,2020-02-13,0,70.14659716697018,254.53745997551886,True,23,0.2689008235034852,491.6091270282726
23,2020-02-14,0,70.14659716697018,254.53745997551886,True,24,0.315542658238749,491.6091270282726
24,2020-02-15,0,70.14659716697018,254.53745997551886,True,25,0.3702688029838226,491.6091270282726
25,2020-02-16,0,70.14659716697018,254.53745997551886,True,26,0.4344782716650093,491.6091270282726
26,2020-02-17,0,70.14659716697018,254.53745997551886,True,27,0.5098113457105331,491.6091270282726
27,2020-02-18,0,70.14659716697018,254.53745997551886,True,28,0.5981908669517794,491.6091270282726
28,2020-02-19,0,70.14659716697018,254.53745997551886,True,29,0.7018704790324504,491.6091270282726
29,2020-02-20,0,70.14659716697018,254.53745997551886,True,30,0.8234909416479563,491.6091270282726
30,2020-02-21,0,70.14659716697018,254.53745997551886,True,31,0.9661458066946907,491.6091270282726
31,2020-02-22,0,70.14659716697018,254.53745997551886,True,32,1.1334579275619665,491.6091270282726
32,2020-02-23,0,70.14659716697018,254.53745997551886,True,33,1.329668471301918,491.6091270282726
33,2020-02-24,0,70.14659716697018,254.53745997551886,True,34,1.5597403155991594,491.6091270282726
34,2020-02-25,0,70.14659716697018,254.53745997551886,True,35,1.8294779332830313,491.6091270282726
35,2020-02-26,0,70.14659716697018,254.53745997551886,True,36,2.1456660881009513,491.6091270282726
36,2020-02-27,0,70.14659716697018,254.53745997551886,True,37,2.5162298732792774,491.6091270282726
37,2020-02-28,0,70.14659716697018,254.53745997551886,True,38,2.9504187989940904,491.6091270282726
38,2020-02-29,0,70.14659716697018,254.53745997551886,True,39,3.4590177470291255,491.6091270282726
39,2020-03-01,0,70.14659716697018,254.53745997551886,True,40,4.054587619029133,491.6091270282726
40,2020-03-02,0,70.14659716697018,254.53745997551886,True,41,4.751738350939874,491.6091270282726
41,2020-03-03,0,70.14659716697018,254.53745997551886,True,42,5.567436571321506,491.6091270282726
42,2020-03-04,0,70.14659716697018,254.53745997551886,True,43,6.5213494391507485,491.6091270282726
43,2020-03-05,0,70.14659716697018,254.53745997551886,True,44,7.636224968126363,491.6091270282726
44,2020-03-06,0,70.14659716697018,254.53745997551886,True,45,8.938307250347217,491.6091270282726
45,2020-03-07,0,70.14659716697018,254.53745997551886,True,46,10.457782208645648,491.6091270282726
46,2020-03-08,0,70.14659716697018,254.53745997551886,True,47,12.22924556304763,491.6091270282726
47,2020-03-09,2,70.14659716697018,254.53745997551886,True,48,14.292179279757482,491.6091270282726
48,2020-03-10,10,70.14659716697018,254.53745997551886,True,49,16.691415541986636,491.6091270282726
49,2020-03-11,12,70.14659716697018,254.53745997551886,True,50,19.477557912511948,491.6091270282726
50,2020-03-12,23,70.14659716697018,254.53745997551886,True,51,22.707317596052416,491.6091270282726
51,2020-03-13,33,70.14659716697018,254.53745997551886,True,52,26.44370848814013,491.6091270282726
52,2020-03-14,38,70.14659716697018,254.53745997551886,True,53,30.75602829773871,491.6091270282726
53,2020-03-15,42,70.14659716697018,254.53745997551886,True,54,35.71953531330385,491.6091270282726
54,2020-03-16,51,70.14659716697018,254.53745997551886,True,55,41.414713077156776,491.6091270282726
55,2020-03-17,55,70.14659716697018,254.53745997551886,True,56,47.92600127180942,491.6091270282726
56,2020-03-18,59,70.14659716697018,254.53745997551886,True,57,55.3398649298565,491.6091270282726
57,2020-03-19,64,70.14659716697018,254.53745997551886,True,58,63.74208170189249,491.6091270282726
58,2020-03-20,70,70.14659716697018,254.53745997551886,True,59,73.21415576252673,491.6091270282726
59,2020-03-21,76,70.14659716697018,254.53745997551886,True,60,83.82882485158639,491.6091270282726
60,2020-03-22,89,70.14659716697018,254.53745997551886,True,61,95.6447203578461,491.6091270282726
61,2020-03-23,104,70.14659716697018,254.53745997551886,True,62,108.70037130208563,491.6091270282726
62,2020-03-24,123,70.14659716697018,254.53745997551886,True,63,123.00790545242043,491.6091270282726
63,2020-03-25,146,70.14659716697018,254.53745997551886,True,64,138.5469766225466,491.6091270282726
64,2020-03-26,174,70.14659716697018,254.53745997551886,True,65,155.25960465746937,491.6091270282726
65,2020-03-27,186,70.14659716697018,254.53745997551886,True,66,173.04671014503296,491.6091270282726
66,2020-03-28,197,70.14659716697018,254.53745997551886,True,67,191.76711221835325,491.6091270282726
67,2020-03-29,212,70.14659716697018,254.53745997551886,True,68,211.2395980540367,491.6091270282726
68,2020-03-30,223,70.14659716697018,254.53745997551886,True,69,231.24835755839317,491.6091270282726
69,2020-03-31,243,70.14659716697018,254.53745997551886,True,70,251.55163836336473,491.6091270282726
70,2020-04-01,259,70.14659716697018,254.53745997551886,True,71,271.89299033982155,491.6091270282726
71,2020-04-02,277,70.14659716697018,254.53745997551886,True,72,292.01404017038044,491.6091270282726
72,2020-04-03,304,70.14659716697018,254.53745997551886,True,73,311.6674694023972,491.6091270282726
73,2020-04-04,333,70.14659716697018,254.53745997551886,True,74,330.6288331565934,491.6091270282726
74,2020-04-05,361,70.14659716697018,254.53745997551886,True,75,348.7060609313603,491.6091270282726
75,2020-04-06,377,70.14659716697018,254.53745997551886,True,76,365.74587212040814,491.6091270282726
76,2020-04-07,383,70.14659716697018,254.53745997551886,True,77,381.6368194867362,491.6091270282726
77,2020-04-08,400,70.14659716697018,254.53745997551886,True,78,396.30913572177667,491.6091270282726
78,2020-04-09,409,70.14659716697018,254.53745997551886,True,79,409.7319148363286,491.6091270282726
79,2020-04-10,416,70.14659716697018,254.53745997551886,True,80,421.9083661334472,491.6091270282726
80,2020-04-11,433,70.14659716697018,254.53745997551886,True,81,432.8699321015746,491.6091270282726
