,Report_Date,Argentina_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,76.640848685932,1607.8628506451723,True,1,0.04973014629107871,3113.9368219796233
1,2020-01-23,0,76.640848685932,1607.8628506451723,True,2,0.0575727910204495,3113.9368219796233
2,2020-01-24,0,76.640848685932,1607.8628506451723,True,3,0.06665222683256773,3113.9368219796233
3,2020-01-25,0,76.640848685932,1607.8628506451723,True,4,0.07716348790552904,3113.9368219796233
4,2020-01-26,0,76.640848685932,1607.8628506451723,True,5,0.08933236111284566,3113.9368219796233
5,2020-01-27,0,76.640848685932,1607.8628506451723,True,6,0.10342023405210286,3113.9368219796233
6,2020-01-28,0,76.640848685932,1607.8628506451723,True,7,0.11972970700054854,3113.9368219796233
7,2020-01-29,0,76.640848685932,1607.8628506451723,True,8,0.1386110890562517,3113.9368219796233
8,2020-01-30,0,76.640848685932,1607.8628506451723,True,9,0.16046991761496504,3113.9368219796233
9,2020-01-31,0,76.640848685932,1607.8628506451723,True,10,0.18577566217843788,3113.9368219796233
10,2020-02-01,0,76.640848685932,1607.8628506451723,True,11,0.2150717987469704,3113.9368219796233
11,2020-02-02,0,76.640848685932,1607.8628506451723,True,12,0.24898747024399928,3113.9368219796233
12,2020-02-03,0,76.640848685932,1607.8628506451723,True,13,0.28825098215912714,3113.9368219796233
13,2020-02-04,0,76.640848685932,1607.8628506451723,True,14,0.3337054215742145,3113.9368219796233
14,2020-02-05,0,76.640848685932,1607.8628506451723,True,15,0.3863267327536657,3113.9368219796233
15,2020-02-06,0,76.640848685932,1607.8628506451723,True,16,0.44724463445019014,3113.9368219796233
16,2020-02-07,0,76.640848685932,1607.8628506451723,True,17,0.517766824048264,3113.9368219796233
17,2020-02-08,0,76.640848685932,1607.8628506451723,True,18,0.599406982834752,3113.9368219796233
18,2020-02-09,0,76.640848685932,1607.8628506451723,True,19,0.6939171764113135,3113.9368219796233
19,2020-02-10,0,76.640848685932,1607.8628506451723,True,20,0.8033253360926093,3113.9368219796233
20,2020-02-11,0,76.640848685932,1607.8628506451723,True,21,0.9299786128179729,3113.9368219796233
21,2020-02-12,0,76.640848685932,1607.8628506451723,True,22,1.0765935166144365,3113.9368219796233
22,2020-02-13,0,76.640848685932,1607.8628506451723,True,23,1.2463138941973995,3113.9368219796233
23,2020-02-14,0,76.640848685932,1607.8628506451723,True,24,1.4427779573463617,3113.9368219796233
24,2020-02-15,0,76.640848685932,1607.8628506451723,True,25,1.6701957579722062,3113.9368219796233
25,2020-02-16,0,76.640848685932,1607.8628506451723,True,26,1.9334387152838168,3113.9368219796233
26,2020-02-17,0,76.640848685932,1607.8628506451723,True,27,2.2381430393925807,3113.9368219796233
27,2020-02-18,0,76.640848685932,1607.8628506451723,True,28,2.5908291674964383,3113.9368219796233
28,2020-02-19,0,76.640848685932,1607.8628506451723,True,29,2.9990396370312866,3113.9368219796233
29,2020-02-20,0,76.640848685932,1607.8628506451723,True,30,3.471498168463871,3113.9368219796233
30,2020-02-21,0,76.640848685932,1607.8628506451723,True,31,4.01829312217896,3113.9368219796233
31,2020-02-22,0,76.640848685932,1607.8628506451723,True,32,4.651088932236882,3113.9368219796233
32,2020-02-23,0,76.640848685932,1607.8628506451723,True,33,5.383369606929834,3113.9368219796233
33,2020-02-24,0,76.640848685932,1607.8628506451723,True,34,6.2307189230421685,3113.9368219796233
34,2020-02-25,0,76.640848685932,1607.8628506451723,True,35,7.2111425265013995,3113.9368219796233
35,2020-02-26,0,76.640848685932,1607.8628506451723,True,36,8.345437782661037,3113.9368219796233
36,2020-02-27,0,76.640848685932,1607.8628506451723,True,37,9.657617886384774,3113.9368219796233
37,2020-02-28,0,76.640848685932,1607.8628506451723,True,38,11.175397430820611,3113.9368219796233
38,2020-02-29,0,76.640848685932,1607.8628506451723,True,39,12.930747321079787,3113.9368219796233
39,2020-03-01,0,76.640848685932,1607.8628506451723,True,40,14.960527570013326,3113.9368219796233
40,2020-03-02,0,76.640848685932,1607.8628506451723,True,41,17.307207077060824,3113.9368219796233
41,2020-03-03,1,76.640848685932,1607.8628506451723,True,42,20.01967989571177,3113.9368219796233
42,2020-03-04,1,76.640848685932,1607.8628506451723,True,43,23.154187640609525,3113.9368219796233
43,2020-03-05,1,76.640848685932,1607.8628506451723,True,44,26.775357435774342,3113.9368219796233
44,2020-03-06,2,76.640848685932,1607.8628506451723,True,45,30.95736397871947,3113.9368219796233
45,2020-03-07,8,76.640848685932,1607.8628506451723,True,46,35.78522265133879,3113.9368219796233
46,2020-03-08,12,76.640848685932,1607.8628506451723,True,47,41.35621783602423,3113.9368219796233
47,2020-03-09,12,76.640848685932,1607.8628506451723,True,48,47.78146629772364,3113.9368219796233
48,2020-03-10,17,76.640848685932,1607.8628506451723,True,49,55.18760917371633,3113.9368219796233
49,2020-03-11,19,76.640848685932,1607.8628506451723,True,50,63.7186171674599,3113.9368219796233
50,2020-03-12,19,76.640848685932,1607.8628506451723,True,51,73.53768125330258,3113.9368219796233
51,2020-03-13,31,76.640848685932,1607.8628506451723,True,52,84.82914474650488,3113.9368219796233
52,2020-03-14,34,76.640848685932,1607.8628506451723,True,53,97.80041109367794,3113.9368219796233
53,2020-03-15,45,76.640848685932,1607.8628506451723,True,54,112.6837343163137,3113.9368219796233
54,2020-03-16,56,76.640848685932,1607.8628506451723,True,55,129.73776495676006,3113.9368219796233
55,2020-03-17,68,76.640848685932,1607.8628506451723,True,56,149.24868324190456,3113.9368219796233
56,2020-03-18,79,76.640848685932,1607.8628506451723,True,57,171.5307032667977,3113.9368219796233
57,2020-03-19,97,76.640848685932,1607.8628506451723,True,58,196.92567868196,3113.9368219796233
58,2020-03-20,128,76.640848685932,1607.8628506451723,True,59,225.8014846944013,3113.9368219796233
59,2020-03-21,158,76.640848685932,1607.8628506451723,True,60,258.54879858011736,3113.9368219796233
60,2020-03-22,266,76.640848685932,1607.8628506451723,True,61,295.57585986726247,3113.9368219796233
61,2020-03-23,301,76.640848685932,1607.8628506451723,True,62,337.3007740996746,3113.9368219796233
62,2020-03-24,387,76.640848685932,1607.8628506451723,True,63,384.14094675420137,3113.9368219796233
63,2020-03-25,387,76.640848685932,1607.8628506451723,True,64,436.499315883135,3113.9368219796233
64,2020-03-26,502,76.640848685932,1607.8628506451723,True,65,494.74721414191737,3113.9368219796233
65,2020-03-27,589,76.640848685932,1607.8628506451723,True,66,559.2039512877153,3113.9368219796233
66,2020-03-28,690,76.640848685932,1607.8628506451723,True,67,630.1135766728493,3113.9368219796233
67,2020-03-29,745,76.640848685932,1607.8628506451723,True,68,707.6197507983392,3113.9368219796233
68,2020-03-30,820,76.640848685932,1607.8628506451723,True,69,791.7401934291378,3113.9368219796233
69,2020-03-31,1054,76.640848685932,1607.8628506451723,True,70,882.3427188103425,3113.9368219796233
70,2020-04-01,1054,76.640848685932,1607.8628506451723,True,71,979.1253188136263,3113.9368219796233
71,2020-04-02,1133,76.640848685932,1607.8628506451723,True,72,1081.60299113125,3113.9368219796233
72,2020-04-03,1265,76.640848685932,1607.8628506451723,True,73,1189.103908884816,3113.9368219796233
73,2020-04-04,1451,76.640848685932,1607.8628506451723,True,74,1300.7769993796228,3113.9368219796233
74,2020-04-05,1451,76.640848685932,1607.8628506451723,True,75,1415.6120232104297,3113.9368219796233
75,2020-04-06,1554,76.640848685932,1607.8628506451723,True,76,1532.471901597994,3113.9368219796233
76,2020-04-07,1628,76.640848685932,1607.8628506451723,True,77,1650.1355183632336,3113.9368219796233
77,2020-04-08,1715,76.640848685932,1607.8628506451723,True,78,1767.3477915870592,3113.9368219796233
78,2020-04-09,1795,76.640848685932,1607.8628506451723,True,79,1882.8727555351002,3113.9368219796233
79,2020-04-10,1975,76.640848685932,1607.8628506451723,True,80,1995.5449433468063,3113.9368219796233
80,2020-04-11,1975,76.640848685932,1607.8628506451723,True,81,2104.314615985823,3113.9368219796233
81,2020-04-12,2142,76.640848685932,1607.8628506451723,True,82,2208.283285729022,3113.9368219796233
82,2020-04-13,2208,76.640848685932,1607.8628506451723,True,83,2306.7273355838984,3113.9368219796233
83,2020-04-14,2277,76.640848685932,1607.8628506451723,True,84,2399.10906141757,3113.9368219796233
84,2020-04-15,2443,76.640848685932,1607.8628506451723,True,85,2485.075880449939,3113.9368219796233
85,2020-04-16,2571,76.640848685932,1607.8628506451723,True,86,2564.4495426157355,3113.9368219796233
86,2020-04-17,2669,76.640848685932,1607.8628506451723,True,87,2637.207838033864,3113.9368219796233
87,2020-04-18,2758,76.640848685932,1607.8628506451723,True,88,2703.461508272572,3113.9368219796233
88,2020-04-19,2839,76.640848685932,1607.8628506451723,True,89,2763.428915987079,3113.9368219796233
89,2020-04-20,2941,76.640848685932,1607.8628506451723,True,90,2817.41062463047,3113.9368219796233
