,Report_Date,France_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,84.47765690686283,210149.4482088574,False,1,4.8165993803350995,420298.89641771466
1,2020-01-23,0,84.47765690686283,210149.4482088574,False,2,5.519847080341539,420298.89641771466
2,2020-01-24,2,84.47765690686283,210149.4482088574,False,3,6.3257709310965105,420298.89641771466
3,2020-01-25,3,84.47765690686283,210149.4482088574,False,4,7.249361456442146,420298.89641771466
4,2020-01-26,3,84.47765690686283,210149.4482088574,False,5,8.307797616639073,420298.89641771466
5,2020-01-27,3,84.47765690686283,210149.4482088574,False,6,9.520766246260713,420298.89641771466
6,2020-01-28,4,84.47765690686283,210149.4482088574,False,7,10.910828104350074,420298.89641771466
7,2020-01-29,5,84.47765690686283,210149.4482088574,False,8,12.503837333816454,420298.89641771466
8,2020-01-30,5,84.47765690686283,210149.4482088574,False,9,14.32942211671859,420298.89641771466
9,2020-01-31,5,84.47765690686283,210149.4482088574,False,10,16.42153544539149,420298.89641771466
10,2020-02-01,6,84.47765690686283,210149.4482088574,False,11,18.819086227030482,420298.89641771466
11,2020-02-02,6,84.47765690686283,210149.4482088574,False,12,21.566662424991353,420298.89641771466
12,2020-02-03,6,84.47765690686283,210149.4482088574,False,13,24.71535964068475,420298.89641771466
13,2020-02-04,6,84.47765690686283,210149.4482088574,False,14,28.323730486316546,420298.89641771466
14,2020-02-05,6,84.47765690686283,210149.4482088574,False,15,32.45887232593815,420298.89641771466
15,2020-02-06,6,84.47765690686283,210149.4482088574,False,16,37.19767351027957,420298.89641771466
16,2020-02-07,6,84.47765690686283,210149.4482088574,False,17,42.62824114510707,420298.89641771466
17,2020-02-08,11,84.47765690686283,210149.4482088574,False,18,48.85153676505096,420298.89641771466
18,2020-02-09,11,84.47765690686283,210149.4482088574,False,19,55.98325009364025,420298.89641771466
19,2020-02-10,11,84.47765690686283,210149.4482088574,False,20,64.15594542213951,420298.89641771466
20,2020-02-11,11,84.47765690686283,210149.4482088574,False,21,73.52152010992546,420298.89641771466
21,2020-02-12,11,84.47765690686283,210149.4482088574,False,22,84.25402038249105,420298.89641771466
22,2020-02-13,11,84.47765690686283,210149.4482088574,False,23,96.55286607538427,420298.89641771466
23,2020-02-14,11,84.47765690686283,210149.4482088574,False,24,110.64654335091844,420298.89641771466
24,2020-02-15,12,84.47765690686283,210149.4482088574,False,25,126.7968328195897,420298.89641771466
25,2020-02-16,12,84.47765690686283,210149.4482088574,False,26,145.30365006388504,420298.89641771466
26,2020-02-17,12,84.47765690686283,210149.4482088574,False,27,166.51058643728845,420298.89641771466
27,2020-02-18,12,84.47765690686283,210149.4482088574,False,28,190.81125035981552,420298.89641771466
28,2020-02-19,12,84.47765690686283,210149.4482088574,False,29,218.6565233328864,420298.89641771466
29,2020-02-20,12,84.47765690686283,210149.4482088574,False,30,250.56286074554643,420298.89641771466
30,2020-02-21,12,84.47765690686283,210149.4482088574,False,31,287.1217854497995,420298.89641771466
31,2020-02-22,12,84.47765690686283,210149.4482088574,False,32,329.01074226568943,420298.89641771466
32,2020-02-23,12,84.47765690686283,210149.4482088574,False,33,377.00550426499507,420298.89641771466
33,2020-02-24,12,84.47765690686283,210149.4482088574,False,34,431.99434710570694,420298.89641771466
34,2020-02-25,14,84.47765690686283,210149.4482088574,False,35,494.99423606946345,420298.89641771466
35,2020-02-26,18,84.47765690686283,210149.4482088574,False,36,567.1693019908674,420298.89641771466
36,2020-02-27,38,84.47765690686283,210149.4482088574,False,37,649.851917120222,420298.89641771466
37,2020-02-28,57,84.47765690686283,210149.4482088574,False,38,744.5667202211472,420298.89641771466
38,2020-02-29,100,84.47765690686283,210149.4482088574,False,39,853.057981859259,420298.89641771466
39,2020-03-01,130,84.47765690686283,210149.4482088574,False,40,977.3207457215954,420298.89641771466
40,2020-03-02,191,84.47765690686283,210149.4482088574,False,41,1119.6362295337997,420298.89641771466
41,2020-03-03,204,84.47765690686283,210149.4482088574,False,42,1282.6120190222825,420298.89641771466
42,2020-03-04,285,84.47765690686283,210149.4482088574,False,43,1469.2276392908952,420298.89641771466
43,2020-03-05,377,84.47765690686283,210149.4482088574,False,44,1682.8861382680636,420298.89641771466
44,2020-03-06,653,84.47765690686283,210149.4482088574,False,45,1927.472364095756,420298.89641771466
45,2020-03-07,949,84.47765690686283,210149.4482088574,False,46,2207.418659042722,420298.89641771466
46,2020-03-08,1126,84.47765690686283,210149.4482088574,False,47,2527.778721996469,420298.89641771466
47,2020-03-09,1209,84.47765690686283,210149.4482088574,False,48,2894.310403409283,420298.89641771466
48,2020-03-10,1784,84.47765690686283,210149.4482088574,False,49,3313.568182193913,420298.89641771466
49,2020-03-11,2281,84.47765690686283,210149.4482088574,False,50,3793.006022248745,420298.89641771466
50,2020-03-12,2281,84.47765690686283,210149.4482088574,False,51,4341.091202474606,420298.89641771466
51,2020-03-13,3661,84.47765690686283,210149.4482088574,False,52,4967.429539705289,420298.89641771466
52,2020-03-14,4469,84.47765690686283,210149.4482088574,False,53,5682.90215545463,420298.89641771466
53,2020-03-15,4499,84.47765690686283,210149.4482088574,False,54,6499.813545711275,420298.89641771466
54,2020-03-16,6633,84.47765690686283,210149.4482088574,False,55,7432.050162826448,420298.89641771466
55,2020-03-17,7652,84.47765690686283,210149.4482088574,False,56,8495.247967786037,420298.89641771466
56,2020-03-18,9043,84.47765690686283,210149.4482088574,False,57,9706.966411228004,420298.89641771466
57,2020-03-19,10871,84.47765690686283,210149.4482088574,False,58,11086.864998353507,420298.89641771466
58,2020-03-20,12612,84.47765690686283,210149.4482088574,False,59,12656.876929310842,420298.89641771466
59,2020-03-21,14282,84.47765690686283,210149.4482088574,False,60,14441.372227404281,420298.89641771466
60,2020-03-22,16018,84.47765690686283,210149.4482088574,False,61,16467.30022696359,420298.89641771466
61,2020-03-23,19856,84.47765690686283,210149.4482088574,False,62,18764.29826712189,420298.89641771466
62,2020-03-24,22304,84.47765690686283,210149.4482088574,False,63,21364.7499428325,420298.89641771466
63,2020-03-25,25233,84.47765690686283,210149.4482088574,False,64,24303.772379697006,420298.89641771466
64,2020-03-26,29155,84.47765690686283,210149.4482088574,False,65,27619.107899088107,420298.89641771466
65,2020-03-27,32964,84.47765690686283,210149.4482088574,False,66,31350.89143170992,420298.89641771466
66,2020-03-28,37575,84.47765690686283,210149.4482088574,False,67,35541.261601623344,420298.89641771466
67,2020-03-29,40174,84.47765690686283,210149.4482088574,False,68,40233.78123024055,420298.89641771466
68,2020-03-30,44550,84.47765690686283,210149.4482088574,False,69,45472.633025744784,420298.89641771466
69,2020-03-31,52128,84.47765690686283,210149.4482088574,False,70,51301.559576342355,420298.89641771466
70,2020-04-01,56989,84.47765690686283,210149.4482088574,False,71,57762.52476183695,420298.89641771466
71,2020-04-02,59105,84.47765690686283,210149.4482088574,False,72,64894.08765180212,420298.89641771466
72,2020-04-03,64338,84.47765690686283,210149.4482088574,False,73,72729.50093674976,420298.89641771466
73,2020-04-04,89953,84.47765690686283,210149.4482088574,False,74,81294.5743873549,420298.89641771466
74,2020-04-05,92839,84.47765690686283,210149.4482088574,False,75,90605.379115976,420298.89641771466
