,Report_Date,Western Sahara_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,90.86751668295884,4.950862010195111,False,1,0.0034510885158532,0.01186693162935155
1,2020-01-23,0,90.86751668295884,4.950862010195111,False,2,0.0037706526532453326,0.01186693162935155
2,2020-01-24,0,90.86751668295884,4.950862010195111,False,3,0.004119795496948077,0.01186693162935155
3,2020-01-25,0,90.86751668295884,4.950862010195111,False,4,0.004501252451817042,0.01186693162935155
4,2020-01-26,0,90.86751668295884,4.950862010195111,False,5,0.004918011427499904,0.01186693162935155
5,2020-01-27,0,90.86751668295884,4.950862010195111,False,6,0.0053733360575385445,0.01186693162935155
6,2020-01-28,0,90.86751668295884,4.950862010195111,False,7,0.0058707910362197045,0.01186693162935155
7,2020-01-29,0,90.86751668295884,4.950862010195111,False,8,0.0064142697629546875,0.01186693162935155
8,2020-01-30,0,90.86751668295884,4.950862010195111,False,9,0.007008024500316956,0.01186693162935155
9,2020-01-31,0,90.86751668295884,4.950862010195111,False,10,0.007656699269492882,0.01186693162935155
10,2020-02-01,0,90.86751668295884,4.950862010195111,False,11,0.00836536572587857,0.01186693162935155
11,2020-02-02,0,90.86751668295884,4.950862010195111,False,12,0.009139562277956164,0.01186693162935155
12,2020-02-03,0,90.86751668295884,4.950862010195111,False,13,0.009985336734474373,0.01186693162935155
13,2020-02-04,0,90.86751668295884,4.950862010195111,False,14,0.010909292788402554,0.01186693162935155
14,2020-02-05,0,90.86751668295884,4.950862010195111,False,15,0.011918640671179342,0.01186693162935155
15,2020-02-06,0,90.86751668295884,4.950862010195111,False,16,0.01302125233747778,0.01186693162935155
16,2020-02-07,0,90.86751668295884,4.950862010195111,False,17,0.014225721569085175,0.01186693162935155
17,2020-02-08,0,90.86751668295884,4.950862010195111,False,18,0.015541429416552378,0.01186693162935155
18,2020-02-09,0,90.86751668295884,4.950862010195111,False,19,0.016978615428982043,0.01186693162935155
19,2020-02-10,0,90.86751668295884,4.950862010195111,False,20,0.01854845515564077,0.01186693162935155
20,2020-02-11,0,90.86751668295884,4.950862010195111,False,21,0.020263144437896032,0.01186693162935155
21,2020-02-12,0,90.86751668295884,4.950862010195111,False,22,0.022135991046138618,0.01186693162935155
22,2020-02-13,0,90.86751668295884,4.950862010195111,False,23,0.024181514253633005,0.01186693162935155
23,2020-02-14,0,90.86751668295884,4.950862010195111,False,24,0.026415552977334368,0.01186693162935155
24,2020-02-15,0,90.86751668295884,4.950862010195111,False,25,0.028855383154214338,0.01186693162935155
25,2020-02-16,0,90.86751668295884,4.950862010195111,False,26,0.03151984506001775,0.01186693162935155
26,2020-02-17,0,90.86751668295884,4.950862010195111,False,27,0.034429481314949974,0.01186693162935155
27,2020-02-18,0,90.86751668295884,4.950862010195111,False,28,0.0376066863567111,0.01186693162935155
28,2020-02-19,0,90.86751668295884,4.950862010195111,False,29,0.04107586819447975,0.01186693162935155
29,2020-02-20,0,90.86751668295884,4.950862010195111,False,30,0.04486362328658077,0.01186693162935155
30,2020-02-21,0,90.86751668295884,4.950862010195111,False,31,0.048998925408023454,0.01186693162935155
31,2020-02-22,0,90.86751668295884,4.950862010195111,False,32,0.0535133293898952,0.01186693162935155
32,2020-02-23,0,90.86751668295884,4.950862010195111,False,33,0.05844119061834523,0.01186693162935155
33,2020-02-24,0,90.86751668295884,4.950862010195111,False,34,0.0638199011737232,0.01186693162935155
34,2020-02-25,0,90.86751668295884,4.950862010195111,False,35,0.06969014346691228,0.01186693162935155
35,2020-02-26,0,90.86751668295884,4.950862010195111,False,36,0.07609616218593797,0.01186693162935155
36,2020-02-27,0,90.86751668295884,4.950862010195111,False,37,0.08308605529672351,0.01186693162935155
37,2020-02-28,0,90.86751668295884,4.950862010195111,False,38,0.09071208474174527,0.01186693162935155
38,2020-02-29,0,90.86751668295884,4.950862010195111,False,39,0.09903100734271429,0.01186693162935155
39,2020-03-01,0,90.86751668295884,4.950862010195111,False,40,0.10810442623061742,0.01186693162935155
40,2020-03-02,0,90.86751668295884,4.950862010195111,False,41,0.11799916288967824,0.01186693162935155
41,2020-03-03,0,90.86751668295884,4.950862010195111,False,42,0.12878764960096425,0.01186693162935155
42,2020-03-04,0,90.86751668295884,4.950862010195111,False,43,0.14054834169504837,0.01186693162935155
43,2020-03-05,0,90.86751668295884,4.950862010195111,False,44,0.1533661485585019,0.01186693162935155
44,2020-03-06,0,90.86751668295884,4.950862010195111,False,45,0.16733288177180064,0.01186693162935155
45,2020-03-07,0,90.86751668295884,4.950862010195111,False,46,0.18254771807084375,0.01186693162935155
46,2020-03-08,0,90.86751668295884,4.950862010195111,False,47,0.19911767400383779,0.01186693162935155
47,2020-03-09,0,90.86751668295884,4.950862010195111,False,48,0.21715808818192447,0.01186693162935155
48,2020-03-10,0,90.86751668295884,4.950862010195111,False,49,0.23679310587715285,0.01186693162935155
