,Report_Date,Gabon_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,95.19367599542745,154.68240104568054,False,1,0.0034914225392854254,309.29553577791177
1,2020-01-23,0,95.19367599542745,154.68240104568054,False,2,0.00394027154283571,309.29553577791177
2,2020-01-24,0,95.19367599542745,154.68240104568054,False,3,0.00444682268063529,309.29553577791177
3,2020-01-25,0,95.19367599542745,154.68240104568054,False,4,0.005018493668656659,309.29553577791177
4,2020-01-26,0,95.19367599542745,154.68240104568054,False,5,0.0056636557218587525,309.29553577791177
5,2020-01-27,0,95.19367599542745,154.68240104568054,False,6,0.006391756103264832,309.29553577791177
6,2020-01-28,0,95.19367599542745,154.68240104568054,False,7,0.007213456419089756,309.29553577791177
7,2020-01-29,0,95.19367599542745,154.68240104568054,False,8,0.008140788681817616,309.29553577791177
8,2020-01-30,0,95.19367599542745,154.68240104568054,False,9,0.009187331422408376,309.29553577791177
9,2020-01-31,0,95.19367599542745,154.68240104568054,False,10,0.010368408425242764,309.29553577791177
10,2020-02-01,0,95.19367599542745,154.68240104568054,False,11,0.011701312989211177,309.29553577791177
11,2020-02-02,0,95.19367599542745,154.68240104568054,False,12,0.01320556099025629,309.29553577791177
12,2020-02-03,0,95.19367599542745,154.68240104568054,False,13,0.014903176440023482,309.29553577791177
13,2020-02-04,0,95.19367599542745,154.68240104568054,False,14,0.01681901370805637,309.29553577791177
14,2020-02-05,0,95.19367599542745,154.68240104568054,False,15,0.018981121107936965,309.29553577791177
15,2020-02-06,0,95.19367599542745,154.68240104568054,False,16,0.021421151148483798,309.29553577791177
16,2020-02-07,0,95.19367599542745,154.68240104568054,False,17,0.024174823428087733,309.29553577791177
17,2020-02-08,0,95.19367599542745,154.68240104568054,False,18,0.02728244691302016,309.29553577791177
18,2020-02-09,0,95.19367599542745,154.68240104568054,False,19,0.030789509199782142,309.29553577791177
19,2020-02-10,0,95.19367599542745,154.68240104568054,False,20,0.034747341329247276,309.29553577791177
20,2020-02-11,0,95.19367599542745,154.68240104568054,False,21,0.039213867809877935,309.29553577791177
21,2020-02-12,0,95.19367599542745,154.68240104568054,False,22,0.04425445273362928,309.29553577791177
22,2020-02-13,0,95.19367599542745,154.68240104568054,False,23,0.04994285424799587,309.29553577791177
23,2020-02-14,0,95.19367599542745,154.68240104568054,False,24,0.05636230119960285,309.29553577791177
24,2020-02-15,0,95.19367599542745,154.68240104568054,False,25,0.06360670750948422,309.29553577791177
25,2020-02-16,0,95.19367599542745,154.68240104568054,False,26,0.07178204180067439,309.29553577791177
26,2020-02-17,0,95.19367599542745,154.68240104568054,False,27,0.08100787200037232,309.29553577791177
27,2020-02-18,0,95.19367599542745,154.68240104568054,False,28,0.09141910710975384,309.29553577791177
28,2020-02-19,0,95.19367599542745,154.68240104568054,False,29,0.10316796110534458,309.29553577791177
29,2020-02-20,0,95.19367599542745,154.68240104568054,False,30,0.11642616704049738,309.29553577791177
30,2020-02-21,0,95.19367599542745,154.68240104568054,False,31,0.13138747289076566,309.29553577791177
31,2020-02-22,0,95.19367599542745,154.68240104568054,False,32,0.1482704545727301,309.29553577791177
32,2020-02-23,0,95.19367599542745,154.68240104568054,False,33,0.16732168590506435,309.29553577791177
33,2020-02-24,0,95.19367599542745,154.68240104568054,False,34,0.1888193101191233,309.29553577791177
34,2020-02-25,0,95.19367599542745,154.68240104568054,False,35,0.21307706291244694,309.29553577791177
35,2020-02-26,0,95.19367599542745,154.68240104568054,False,36,0.24044880302257515,309.29553577791177
36,2020-02-27,0,95.19367599542745,154.68240104568054,False,37,0.2713336129318514,309.29553577791177
37,2020-02-28,0,95.19367599542745,154.68240104568054,False,38,0.30618153964758177,309.29553577791177
38,2020-02-29,0,95.19367599542745,154.68240104568054,False,39,0.34550005358516894,309.29553577791177
39,2020-03-01,0,95.19367599542745,154.68240104568054,False,40,0.3898613124591808,309.29553577791177
40,2020-03-02,0,95.19367599542745,154.68240104568054,False,41,0.4399103267953871,309.29553577791177
41,2020-03-03,0,95.19367599542745,154.68240104568054,False,42,0.4963741342396133,309.29553577791177
42,2020-03-04,0,95.19367599542745,154.68240104568054,False,43,0.5600721012623583,309.29553577791177
43,2020-03-05,0,95.19367599542745,154.68240104568054,False,44,0.631927483120449,309.29553577791177
44,2020-03-06,0,95.19367599542745,154.68240104568054,False,45,0.7129803859809244,309.29553577791177
45,2020-03-07,0,95.19367599542745,154.68240104568054,False,46,0.8044022888301556,309.29553577791177
46,2020-03-08,0,95.19367599542745,154.68240104568054,False,47,0.9075122970086803,309.29553577791177
47,2020-03-09,0,95.19367599542745,154.68240104568054,False,48,1.0237953136668392,309.29553577791177
48,2020-03-10,0,95.19367599542745,154.68240104568054,False,49,1.1549223297508995,309.29553577791177
49,2020-03-11,0,95.19367599542745,154.68240104568054,False,50,1.3027730467780487,309.29553577791177
50,2020-03-12,0,95.19367599542745,154.68240104568054,False,51,1.4694610589260315,309.29553577791177
51,2020-03-13,0,95.19367599542745,154.68240104568054,False,52,1.6573618308925435,309.29553577791177
52,2020-03-14,1,95.19367599542745,154.68240104568054,False,53,1.869143714311786,309.29553577791177
53,2020-03-15,1,95.19367599542745,154.68240104568054,False,54,2.1078022466140443,309.29553577791177
54,2020-03-16,1,95.19367599542745,154.68240104568054,False,55,2.3766979699773483,309.29553577791177
55,2020-03-17,1,95.19367599542745,154.68240104568054,False,56,2.6795979917780364,309.29553577791177
56,2020-03-18,1,95.19367599542745,154.68240104568054,False,57,3.020721478344939,309.29553577791177
57,2020-03-19,1,95.19367599542745,154.68240104568054,False,58,3.404789226689663,309.29553577791177
58,2020-03-20,3,95.19367599542745,154.68240104568054,False,59,3.837077389100484,309.29553577791177
59,2020-03-21,4,95.19367599542745,154.68240104568054,False,60,4.323475326833537,309.29553577791177
60,2020-03-22,5,95.19367599542745,154.68240104568054,False,61,4.870547434178185,309.29553577791177
61,2020-03-23,5,95.19367599542745,154.68240104568054,False,62,5.4855985941660625,309.29553577791177
62,2020-03-24,6,95.19367599542745,154.68240104568054,False,63,6.176742692048471,309.29553577791177
63,2020-03-25,6,95.19367599542745,154.68240104568054,False,64,6.952973311036786,309.29553577791177
64,2020-03-26,7,95.19367599542745,154.68240104568054,False,65,7.824235354334935,309.29553577791177
65,2020-03-27,7,95.19367599542745,154.68240104568054,False,66,8.801495865345663,309.29553577791177
66,2020-03-28,7,95.19367599542745,154.68240104568054,False,67,9.89681174164364,309.29553577791177
67,2020-03-29,7,95.19367599542745,154.68240104568054,False,68,11.12339134718041,309.29553577791177
68,2020-03-30,7,95.19367599542745,154.68240104568054,False,69,12.495646214322116,309.29553577791177
69,2020-03-31,16,95.19367599542745,154.68240104568054,False,70,14.029228092492335,309.29553577791177
70,2020-04-01,18,95.19367599542745,154.68240104568054,False,71,15.741045553697507,309.29553577791177
71,2020-04-02,21,95.19367599542745,154.68240104568054,False,72,17.649253232831903,309.29553577791177
72,2020-04-03,21,95.19367599542745,154.68240104568054,False,73,19.77320560972213,309.29553577791177
73,2020-04-04,21,95.19367599542745,154.68240104568054,False,74,22.133366106197798,309.29553577791177
74,2020-04-05,21,95.19367599542745,154.68240104568054,False,75,24.751161286687157,309.29553577791177
75,2020-04-06,24,95.19367599542745,154.68240104568054,False,76,27.648769268968913,309.29553577791177
76,2020-04-07,30,95.19367599542745,154.68240104568054,False,77,30.848831273498593,309.29553577791177
77,2020-04-08,34,95.19367599542745,154.68240104568054,False,78,34.37407581206566,309.29553577791177
78,2020-04-09,44,95.19367599542745,154.68240104568054,False,79,38.24684662396334,309.29553577791177
79,2020-04-10,44,95.19367599542745,154.68240104568054,False,80,42.48852841218774,309.29553577791177
80,2020-04-11,46,95.19367599542745,154.68240104568054,False,81,47.11886899665211,309.29553577791177
81,2020-04-12,49,95.19367599542745,154.68240104568054,False,82,52.155202896467905,309.29553577791177
82,2020-04-13,57,95.19367599542745,154.68240104568054,False,83,57.6115896444167,309.29553577791177
83,2020-04-14,57,95.19367599542745,154.68240104568054,False,84,63.497890158534254,309.29553577791177
84,2020-04-15,80,95.19367599542745,154.68240104568054,False,85,69.81881576519068,309.29553577791177
