,Report_Date,USA_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,82.69957899562925,632209.2236132497,False,1,14.532677353814835,1264418.4472264992
1,2020-01-23,1,82.69957899562925,632209.2236132497,False,2,16.70339248664079,1264418.4472264992
2,2020-01-24,2,82.69957899562925,632209.2236132497,False,3,19.19833780276154,1264418.4472264992
3,2020-01-25,2,82.69957899562925,632209.2236132497,False,4,22.065940559758435,1264418.4472264992
4,2020-01-26,5,82.69957899562925,632209.2236132497,False,5,25.361860638444725,1264418.4472264992
5,2020-01-27,5,82.69957899562925,632209.2236132497,False,6,29.15007057408046,1264418.4472264992
6,2020-01-28,5,82.69957899562925,632209.2236132497,False,7,33.504096813897874,1264418.4472264992
7,2020-01-29,5,82.69957899562925,632209.2236132497,False,8,38.508446251896956,1264418.4472264992
8,2020-01-30,5,82.69957899562925,632209.2236132497,False,9,44.260245674284306,1264418.4472264992
9,2020-01-31,7,82.69957899562925,632209.2236132497,False,10,50.871125863212725,1264418.4472264992
10,2020-02-01,8,82.69957899562925,632209.2236132497,False,11,58.469386831043174,1264418.4472264992
11,2020-02-02,8,82.69957899562925,632209.2236132497,False,12,67.20248608198217,1264418.4472264992
12,2020-02-03,11,82.69957899562925,632209.2236132497,False,13,77.23989802540508,1264418.4472264992
13,2020-02-04,11,82.69957899562925,632209.2236132497,False,14,88.7763998129897,1264418.4472264992
14,2020-02-05,11,82.69957899562925,632209.2236132497,False,15,102.03584707427272,1264418.4472264992
15,2020-02-06,11,82.69957899562925,632209.2236132497,False,16,117.27551243577379,1264418.4472264992
16,2020-02-07,11,82.69957899562925,632209.2236132497,False,17,134.79107050235567,1264418.4472264992
17,2020-02-08,11,82.69957899562925,632209.2236132497,False,18,154.9223253553188,1264418.4472264992
18,2020-02-09,11,82.69957899562925,632209.2236132497,False,19,178.05979080662723,1264418.4472264992
19,2020-02-10,11,82.69957899562925,632209.2236132497,False,20,204.65224990019922,1264418.4472264992
20,2020-02-11,12,82.69957899562925,632209.2236132497,False,21,235.21543876136604,1264418.4472264992
21,2020-02-12,12,82.69957899562925,632209.2236132497,False,22,270.3420211946784,1264418.4472264992
22,2020-02-13,13,82.69957899562925,632209.2236132497,False,23,310.7130447907901,1264418.4472264992
23,2020-02-14,13,82.69957899562925,632209.2236132497,False,24,357.1110971441243,1264418.4472264992
24,2020-02-15,13,82.69957899562925,632209.2236132497,False,25,410.4354125737107,1264418.4472264992
25,2020-02-16,13,82.69957899562925,632209.2236132497,False,26,471.7192160032675,1264418.4472264992
26,2020-02-17,13,82.69957899562925,632209.2236132497,False,27,542.1496319735271,1264418.4472264992
27,2020-02-18,13,82.69957899562925,632209.2236132497,False,28,623.0905337689477,1264418.4472264992
28,2020-02-19,13,82.69957899562925,632209.2236132497,False,29,716.1087610400247,1264418.4472264992
29,2020-02-20,13,82.69957899562925,632209.2236132497,False,30,823.0041948450437,1264418.4472264992
30,2020-02-21,15,82.69957899562925,632209.2236132497,False,31,945.8442475240727,1264418.4472264992
31,2020-02-22,15,82.69957899562925,632209.2236132497,False,32,1087.0034020926437,1264418.4472264992
32,2020-02-23,15,82.69957899562925,632209.2236132497,False,33,1249.2085227585985,1264418.4472264992
33,2020-02-24,51,82.69957899562925,632209.2236132497,False,34,1435.5907555632177,1264418.4472264992
34,2020-02-25,51,82.69957899562925,632209.2236132497,False,35,1649.7449468059795,1264418.4472264992
35,2020-02-26,57,82.69957899562925,632209.2236132497,False,36,1895.7976274818245,1264418.4472264992
36,2020-02-27,58,82.69957899562925,632209.2236132497,False,37,2178.4847448701044,1264418.4472264992
37,2020-02-28,60,82.69957899562925,632209.2236132497,False,38,2503.240467744683,1264418.4472264992
38,2020-02-29,68,82.69957899562925,632209.2236132497,False,39,2876.2985489780635,1264418.4472264992
39,2020-03-01,74,82.69957899562925,632209.2236132497,False,40,3304.807897379071,1264418.4472264992
40,2020-03-02,98,82.69957899562925,632209.2236132497,False,41,3796.96418714556,1264418.4472264992
41,2020-03-03,118,82.69957899562925,632209.2236132497,False,42,4362.159514547335,1264418.4472264992
42,2020-03-04,149,82.69957899562925,632209.2236132497,False,43,5011.152291556953,1264418.4472264992
43,2020-03-05,217,82.69957899562925,632209.2236132497,False,44,5756.259736549899,1264418.4472264992
44,2020-03-06,262,82.69957899562925,632209.2236132497,False,45,6611.575470686109,1264418.4472264992
45,2020-03-07,402,82.69957899562925,632209.2236132497,False,46,7593.2148381582265,1264418.4472264992
46,2020-03-08,518,82.69957899562925,632209.2236132497,False,47,8719.590615930152,1264418.4472264992
47,2020-03-09,583,82.69957899562925,632209.2236132497,False,48,10011.721732707612,1264418.4472264992
48,2020-03-10,959,82.69957899562925,632209.2236132497,False,49,11493.57743642042,1264418.4472264992
49,2020-03-11,1281,82.69957899562925,632209.2236132497,False,50,13192.458980643758,1264418.4472264992
50,2020-03-12,1663,82.69957899562925,632209.2236132497,False,51,15139.42027397426,1264418.4472264992
51,2020-03-13,2179,82.69957899562925,632209.2236132497,False,52,17369.7279648521,1264418.4472264992
52,2020-03-14,2727,82.69957899562925,632209.2236132497,False,53,19923.36000872976,1264418.4472264992
53,2020-03-15,3499,82.69957899562925,632209.2236132497,False,54,22845.539751893106,1264418.4472264992
54,2020-03-16,4632,82.69957899562925,632209.2236132497,False,55,26187.29980827182,1264418.4472264992
55,2020-03-17,6421,82.69957899562925,632209.2236132497,False,56,30006.066319195168,1264418.4472264992
56,2020-03-18,7783,82.69957899562925,632209.2236132497,False,57,34366.24936815477,1264418.4472264992
57,2020-03-19,13747,82.69957899562925,632209.2236132497,False,58,39339.8191608034,1264418.4472264992
58,2020-03-20,19273,82.69957899562925,632209.2236132497,False,59,45006.83987285357,1264418.4472264992
59,2020-03-21,25600,82.69957899562925,632209.2236132497,False,60,51455.92365721639,1264418.4472264992
60,2020-03-22,33276,82.69957899562925,632209.2236132497,False,61,58784.55612333483,1264418.4472264992
61,2020-03-23,43847,82.69957899562925,632209.2236132497,False,62,67099.23176122675,1264418.4472264992
62,2020-03-24,53740,82.69957899562925,632209.2236132497,False,63,76515.32365384954,1264418.4472264992
63,2020-03-25,65778,82.69957899562925,632209.2236132497,False,64,87156.59717405282,1264418.4472264992
64,2020-03-26,83836,82.69957899562925,632209.2236132497,False,65,99154.26351365671,1264418.4472264992
65,2020-03-27,101657,82.69957899562925,632209.2236132497,False,66,112645.45786364836,1264418.4472264992
66,2020-03-28,121465,82.69957899562925,632209.2236132497,False,67,127771.02171456786,1264418.4472264992
67,2020-03-29,140909,82.69957899562925,632209.2236132497,False,68,144672.47282317234,1264418.4472264992
68,2020-03-30,161831,82.69957899562925,632209.2236132497,False,69,163488.06442729227,1264418.4472264992
69,2020-03-31,188172,82.69957899562925,632209.2236132497,False,70,184347.87223313257,1264418.4472264992
70,2020-04-01,213372,82.69957899562925,632209.2236132497,False,71,207367.90817430813,1264418.4472264992
71,2020-04-02,243762,82.69957899562925,632209.2236132497,False,72,232643.34706863452,1264418.4472264992
72,2020-04-03,275586,82.69957899562925,632209.2236132497,False,73,260241.06606528605,1264418.4472264992
73,2020-04-04,308853,82.69957899562925,632209.2236132497,False,74,290191.8321532027,1264418.4472264992
74,2020-04-05,337072,82.69957899562925,632209.2236132497,False,75,322482.61821345764,1264418.4472264992
