,Report_Date,China_heilongjiang_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,17.682929144241456,258.9085097482099,True,1,11.815712698799132,517.8170053026565
1,2020-01-23,2,17.682929144241456,258.9085097482099,True,2,14.715334041138005,517.8170053026565
2,2020-01-24,4,17.682929144241456,258.9085097482099,True,3,18.30079761442601,517.8170053026565
3,2020-01-25,9,17.682929144241456,258.9085097482099,True,4,22.72042393364624,517.8170053026565
4,2020-01-26,15,17.682929144241456,258.9085097482099,True,5,28.14724275858086,517.8170053026565
5,2020-01-27,21,17.682929144241456,258.9085097482099,True,6,34.77921309613587,517.8170053026565
6,2020-01-28,33,17.682929144241456,258.9085097482099,True,7,42.837089535959,517.8170053026565
7,2020-01-29,38,17.682929144241456,258.9085097482099,True,8,52.5587324812275,517.8170053026565
8,2020-01-30,44,17.682929144241456,258.9085097482099,True,9,64.18849461031903,517.8170053026565
9,2020-01-31,59,17.682929144241456,258.9085097482099,True,10,77.96039646359452,517.8170053026565
10,2020-02-01,80,17.682929144241456,258.9085097482099,True,11,94.07434010349613,517.8170053026565
11,2020-02-02,95,17.682929144241456,258.9085097482099,True,12,112.66581759305932,517.8170053026565
12,2020-02-03,121,17.682929144241456,258.9085097482099,True,13,133.77154927181672,517.8170053026565
13,2020-02-04,155,17.682929144241456,258.9085097482099,True,14,157.29602280120062,517.8170053026565
14,2020-02-05,190,17.682929144241456,258.9085097482099,True,15,182.98629123002118,517.8170053026565
15,2020-02-06,227,17.682929144241456,258.9085097482099,True,16,210.4234377923961,517.8170053026565
16,2020-02-07,277,17.682929144241456,258.9085097482099,True,17,239.03756290493996,517.8170053026565
17,2020-02-08,295,17.682929144241456,258.9085097482099,True,18,268.14846070340803,517.8170053026565
18,2020-02-09,307,17.682929144241456,258.9085097482099,True,19,297.0273008754191,517.8170053026565
19,2020-02-10,331,17.682929144241456,258.9085097482099,True,20,324.9681195861842,517.8170053026565
20,2020-02-11,360,17.682929144241456,258.9085097482099,True,21,351.35465704506015,517.8170053026565
21,2020-02-12,378,17.682929144241456,258.9085097482099,True,22,375.70964518172593,517.8170053026565
22,2020-02-13,395,17.682929144241456,258.9085097482099,True,23,397.7192771538816,517.8170053026565
23,2020-02-14,419,17.682929144241456,258.9085097482099,True,24,417.2326646564459,517.8170053026565
24,2020-02-15,425,17.682929144241456,258.9085097482099,True,25,434.2417734256962,517.8170053026565
25,2020-02-16,445,17.682929144241456,258.9085097482099,True,26,448.8500320356881,517.8170053026565
26,2020-02-17,457,17.682929144241456,258.9085097482099,True,27,461.2375833968668,517.8170053026565
27,2020-02-18,464,17.682929144241456,258.9085097482099,True,28,471.62909502481574,517.8170053026565
28,2020-02-19,470,17.682929144241456,258.9085097482099,True,29,480.2674515798995,517.8170053026565
29,2020-02-20,476,17.682929144241456,258.9085097482099,True,30,487.39442310441564,517.8170053026565
30,2020-02-21,479,17.682929144241456,258.9085097482099,True,31,493.2379123735137,517.8170053026565
31,2020-02-22,479,17.682929144241456,258.9085097482099,True,32,498.00462535907286,517.8170053026565
32,2020-02-23,480,17.682929144241456,258.9085097482099,True,33,501.8767880220473,517.8170053026565
33,2020-02-24,480,17.682929144241456,258.9085097482099,True,34,505.0116290831274,517.8170053026565
34,2020-02-25,480,17.682929144241456,258.9085097482099,True,35,507.5425864898804,517.8170053026565
35,2020-02-26,480,17.682929144241456,258.9085097482099,True,36,509.5814634135653,517.8170053026565
36,2020-02-27,480,17.682929144241456,258.9085097482099,True,37,511.2210000991858,517.8170053026565
37,2020-02-28,480,17.682929144241456,258.9085097482099,True,38,512.5375190365506,517.8170053026565
38,2020-02-29,480,17.682929144241456,258.9085097482099,True,39,513.5934410037469,517.8170053026565
39,2020-03-01,480,17.682929144241456,258.9085097482099,True,40,514.439565866874,517.8170053026565
40,2020-03-02,480,17.682929144241456,258.9085097482099,True,41,515.1170745488433,517.8170053026565
41,2020-03-03,480,17.682929144241456,258.9085097482099,True,42,515.6592467458489,517.8170053026565
42,2020-03-04,480,17.682929144241456,258.9085097482099,True,43,516.0929104965725,517.8170053026565
43,2020-03-05,481,17.682929144241456,258.9085097482099,True,44,516.4396503980353,517.8170053026565
44,2020-03-06,481,17.682929144241456,258.9085097482099,True,45,516.7168052243611,517.8170053026565
45,2020-03-07,481,17.682929144241456,258.9085097482099,True,46,516.9382857251006,517.8170053026565
46,2020-03-08,481,17.682929144241456,258.9085097482099,True,47,517.1152412716058,517.8170053026565
47,2020-03-09,481,17.682929144241456,258.9085097482099,True,48,517.256600919332,517.8170053026565
48,2020-03-10,481,17.682929144241456,258.9085097482099,True,49,517.3695110419525,517.8170053026565
49,2020-03-11,482,17.682929144241456,258.9085097482099,True,50,517.4596883551008,517.8170053026565
50,2020-03-12,482,17.682929144241456,258.9085097482099,True,51,517.5317040823072,517.8170053026565
51,2020-03-13,482,17.682929144241456,258.9085097482099,True,52,517.5892123088876,517.8170053026565
52,2020-03-14,482,17.682929144241456,258.9085097482099,True,53,517.635133240676,517.8170053026565
53,2020-03-15,482,17.682929144241456,258.9085097482099,True,54,517.6718001170732,517.8170053026565
54,2020-03-16,482,17.682929144241456,258.9085097482099,True,55,517.7010768876038,517.8170053026565
55,2020-03-17,482,17.682929144241456,258.9085097482099,True,56,517.7244524070092,517.8170053026565
56,2020-03-18,482,17.682929144241456,258.9085097482099,True,57,517.7431157941764,517.8170053026565
57,2020-03-19,483,17.682929144241456,258.9085097482099,True,58,517.7580166959287,517.8170053026565
