,Report_Date,UK_british virgin islands_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,87.3220790618052,4.12154206955155,True,1,0.005431640230555213,8.132724287998359
1,2020-01-23,0,0,87.3220790618052,4.12154206955155,True,2,0.005912273858609369,8.132724287998359
2,2020-01-24,0,0,87.3220790618052,4.12154206955155,True,3,0.006435404450088746,8.132724287998359
3,2020-01-25,0,0,87.3220790618052,4.12154206955155,True,4,0.00700478338875479,8.132724287998359
4,2020-01-26,0,0,87.3220790618052,4.12154206955155,True,5,0.007624492074410536,8.132724287998359
5,2020-01-27,0,0,87.3220790618052,4.12154206955155,True,6,0.008298970745428748,8.132724287998359
6,2020-01-28,0,0,87.3220790618052,4.12154206955155,True,7,0.009033049779773667,8.132724287998359
7,2020-01-29,0,0,87.3220790618052,4.12154206955155,True,8,0.009831983680446448,8.132724287998359
8,2020-01-30,0,0,87.3220790618052,4.12154206955155,True,9,0.010701487967043954,8.132724287998359
9,2020-01-31,0,0,87.3220790618052,4.12154206955155,True,10,0.011647779211826397,8.132724287998359
10,2020-02-01,0,0,87.3220790618052,4.12154206955155,True,11,0.012677618476344204,8.132724287998359
11,2020-02-02,0,0,87.3220790618052,4.12154206955155,True,12,0.013798358423267586,8.132724287998359
12,2020-02-03,0,0,87.3220790618052,4.12154206955155,True,13,0.015017994397565166,8.132724287998359
13,2020-02-04,0,0,87.3220790618052,4.12154206955155,True,14,0.01634521979153994,8.132724287998359
14,2020-02-05,0,0,87.3220790618052,4.12154206955155,True,15,0.017789486029374045,8.132724287998359
15,2020-02-06,0,0,87.3220790618052,4.12154206955155,True,16,0.01936106752864717,8.132724287998359
16,2020-02-07,0,0,87.3220790618052,4.12154206955155,True,17,0.021071132018624223,8.132724287998359
17,2020-02-08,0,0,87.3220790618052,4.12154206955155,True,18,0.022931816617755358,8.132724287998359
18,2020-02-09,0,0,87.3220790618052,4.12154206955155,True,19,0.024956310095533465,8.132724287998359
19,2020-02-10,0,0,87.3220790618052,4.12154206955155,True,20,0.027158941766278213,8.132724287998359
20,2020-02-11,0,0,87.3220790618052,4.12154206955155,True,21,0.029555277484143924,8.132724287998359
21,2020-02-12,0,0,87.3220790618052,4.12154206955155,True,22,0.032162223229159924,8.132724287998359
