,Report_Date,UK_isle of man_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,77.86705257328265,168.00832346097923,True,1,0.0038955409078513703,335.91981061555856
1,2020-01-23,0,77.86705257328265,168.00832346097923,True,2,0.004516260430275473,335.91981061555856
2,2020-01-24,0,77.86705257328265,168.00832346097923,True,3,0.005235884503016882,335.91981061555856
3,2020-01-25,0,77.86705257328265,168.00832346097923,True,4,0.0060701719036975604,335.91981061555856
4,2020-01-26,0,77.86705257328265,168.00832346097923,True,5,0.007037392123815069,335.91981061555856
5,2020-01-27,0,77.86705257328265,168.00832346097923,True,6,0.008158725316952263,335.91981061555856
6,2020-01-28,0,77.86705257328265,168.00832346097923,True,7,0.009458725935781566,335.91981061555856
7,2020-01-29,0,77.86705257328265,168.00832346097923,True,8,0.010965860192401098,335.91981061555856
8,2020-01-30,0,77.86705257328265,168.00832346097923,True,9,0.012713129086649321,335.91981061555856
9,2020-01-31,0,77.86705257328265,168.00832346097923,True,10,0.014738790612077432,335.91981061555856
10,2020-02-01,0,77.86705257328265,168.00832346097923,True,11,0.01708719690927146,335.91981061555856
11,2020-02-02,0,77.86705257328265,168.00832346097923,True,12,0.019809764637456137,335.91981061555856
12,2020-02-03,0,77.86705257328265,168.00832346097923,True,13,0.022966099731135916,335.91981061555856
13,2020-02-04,0,77.86705257328265,168.00832346097923,True,14,0.02662530106044437,335.91981061555856
14,2020-02-05,0,77.86705257328265,168.00832346097923,True,15,0.030867471392722473,335.91981061555856
15,2020-02-06,0,77.86705257328265,168.00832346097923,True,16,0.03578546854012889,335.91981061555856
16,2020-02-07,0,77.86705257328265,168.00832346097923,True,17,0.04148693476744201,335.91981061555856
17,2020-02-08,0,77.86705257328265,168.00832346097923,True,18,0.04809664853307016,335.91981061555856
18,2020-02-09,0,77.86705257328265,168.00832346097923,True,19,0.055759249567663045,335.91981061555856
19,2020-02-10,0,77.86705257328265,168.00832346097923,True,20,0.06464239629919216,335.91981061555856
20,2020-02-11,0,77.86705257328265,168.00832346097923,True,21,0.07494042387117136,335.91981061555856
21,2020-02-12,0,77.86705257328265,168.00832346097923,True,22,0.08687858165390488,335.91981061555856
22,2020-02-13,0,77.86705257328265,168.00832346097923,True,23,0.10071794142343717,335.91981061555856
23,2020-02-14,0,77.86705257328265,168.00832346097923,True,24,0.11676108151162318,335.91981061555856
24,2020-02-15,0,77.86705257328265,168.00832346097923,True,25,0.13535866847399192,335.91981061555856
25,2020-02-16,0,77.86705257328265,168.00832346097923,True,26,0.15691707647001787,335.91981061555856
26,2020-02-17,0,77.86705257328265,168.00832346097923,True,27,0.18190720592356507,335.91981061555856
27,2020-02-18,0,77.86705257328265,168.00832346097923,True,28,0.21087468747994012,335.91981061555856
28,2020-02-19,0,77.86705257328265,168.00832346097923,True,29,0.2444516851778746,335.91981061555856
29,2020-02-20,0,77.86705257328265,168.00832346097923,True,30,0.28337054450974536,335.91981061555856
30,2020-02-21,0,77.86705257328265,168.00832346097923,True,31,0.3284795670643715,335.91981061555856
31,2020-02-22,0,77.86705257328265,168.00832346097923,True,32,0.38076123414499125,335.91981061555856
32,2020-02-23,0,77.86705257328265,168.00832346097923,True,33,0.4413532475174184,335.91981061555856
33,2020-02-24,0,77.86705257328265,168.00832346097923,True,34,0.5115728065990238,335.91981061555856
34,2020-02-25,0,77.86705257328265,168.00832346097923,True,35,0.59294459817147,335.91981061555856
35,2020-02-26,0,77.86705257328265,168.00832346097923,True,36,0.6872330371386385,335.91981061555856
36,2020-02-27,0,77.86705257328265,168.00832346097923,True,37,0.7964793647372914,335.91981061555856
37,2020-02-28,0,77.86705257328265,168.00832346097923,True,38,0.9230442833252289,335.91981061555856
38,2020-02-29,0,77.86705257328265,168.00832346097923,True,39,1.0696568832295843,335.91981061555856
39,2020-03-01,0,77.86705257328265,168.00832346097923,True,40,1.2394706951363985,335.91981061555856
40,2020-03-02,0,77.86705257328265,168.00832346097923,True,41,1.43612777801877,335.91981061555856
41,2020-03-03,0,77.86705257328265,168.00832346097923,True,42,1.6638318229784608,335.91981061555856
42,2020-03-04,0,77.86705257328265,168.00832346097923,True,43,1.9274313108935157,335.91981061555856
43,2020-03-05,0,77.86705257328265,168.00832346097923,True,44,2.232513796956159,335.91981061555856
44,2020-03-06,0,77.86705257328265,168.00832346097923,True,45,2.585512394986043,335.91981061555856
45,2020-03-07,0,77.86705257328265,168.00832346097923,True,46,2.9938254810981393,335.91981061555856
46,2020-03-08,0,77.86705257328265,168.00832346097923,True,47,3.465950506261145,335.91981061555856
47,2020-03-09,0,77.86705257328265,168.00832346097923,True,48,4.011632569488615,335.91981061555856
48,2020-03-10,0,77.86705257328265,168.00832346097923,True,49,4.642028017845812,335.91981061555856
49,2020-03-11,0,77.86705257328265,168.00832346097923,True,50,5.369882755454722,335.91981061555856
50,2020-03-12,0,77.86705257328265,168.00832346097923,True,51,6.209724098436418,335.91981061555856
51,2020-03-13,0,77.86705257328265,168.00832346097923,True,52,7.17806383043588,335.91981061555856
52,2020-03-14,0,77.86705257328265,168.00832346097923,True,53,8.293608505559597,335.91981061555856
53,2020-03-15,0,77.86705257328265,168.00832346097923,True,54,9.577470913633844,335.91981061555856
54,2020-03-16,0,77.86705257328265,168.00832346097923,True,55,11.053373864111533,335.91981061555856
55,2020-03-17,0,77.86705257328265,168.00832346097923,True,56,12.747833964910713,335.91981061555856
56,2020-03-18,0,77.86705257328265,168.00832346097923,True,57,14.690308803620345,335.91981061555856
57,2020-03-19,0,77.86705257328265,168.00832346097923,True,58,16.913285871639268,335.91981061555856
58,2020-03-20,1,77.86705257328265,168.00832346097923,True,59,19.45228580027126,335.91981061555856
59,2020-03-21,1,77.86705257328265,168.00832346097923,True,60,22.34574625772677,335.91981061555856
60,2020-03-22,5,77.86705257328265,168.00832346097923,True,61,25.63474668176363,335.91981061555856
61,2020-03-23,13,77.86705257328265,168.00832346097923,True,62,29.362528711925947,335.91981061555856
62,2020-03-24,23,77.86705257328265,168.00832346097923,True,63,33.573763959015274,335.91981061555856
63,2020-03-25,23,77.86705257328265,168.00832346097923,True,64,38.31352128037764,335.91981061555856
64,2020-03-26,25,77.86705257328265,168.00832346097923,True,65,43.625892116151306,335.91981061555856
65,2020-03-27,29,77.86705257328265,168.00832346097923,True,66,49.55224704807107,335.91981061555856
66,2020-03-28,32,77.86705257328265,168.00832346097923,True,67,56.1291218400377,335.91981061555856
67,2020-03-29,42,77.86705257328265,168.00832346097923,True,68,63.385768375923746,335.91981061555856
68,2020-03-30,49,77.86705257328265,168.00832346097923,True,69,71.34145512467799,335.91981061555856
69,2020-03-31,60,77.86705257328265,168.00832346097923,True,70,80.0026604512646,335.91981061555856
70,2020-04-01,68,77.86705257328265,168.00832346097923,True,71,89.36036416961068,335.91981061555856
71,2020-04-02,95,77.86705257328265,168.00832346097923,True,72,99.38769821682543,335.91981061555856
72,2020-04-03,114,77.86705257328265,168.00832346097923,True,73,110.03825296724727,335.91981061555856
73,2020-04-04,126,77.86705257328265,168.00832346097923,True,74,121.24533707721662,335.91981061555856
74,2020-04-05,127,77.86705257328265,168.00832346097923,True,75,132.92244385794672,335.91981061555856
