,Report_Date,UK_isle of man_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
75,2020-04-06,139,77.86705257328265,168.00832346097923,True,76,144.96508092723235,335.91981061555856
76,2020-04-07,150,77.86705257328265,168.00832346097923,True,77,157.2539781192058,335.91981061555856
77,2020-04-08,158,77.86705257328265,168.00832346097923,True,78,169.65951977897993,335.91981061555856
78,2020-04-09,190,77.86705257328265,168.00832346097923,True,79,182.0470805732587,335.91981061555856
79,2020-04-10,201,77.86705257328265,168.00832346097923,True,80,194.28281199920923,335.91981061555856
80,2020-04-11,226,77.86705257328265,168.00832346097923,True,81,206.23935845222343,335.91981061555856
81,2020-04-12,228,77.86705257328265,168.00832346097923,True,82,217.80099249633088,335.91981061555856
82,2020-04-13,242,77.86705257328265,168.00832346097923,True,83,228.8677463977398,335.91981061555856
83,2020-04-14,254,77.86705257328265,168.00832346097923,True,84,239.3582613962855,335.91981061555856
84,2020-04-15,256,77.86705257328265,168.00832346097923,True,85,249.21124688929015,335.91981061555856
85,2020-04-16,284,77.86705257328265,168.00832346097923,True,86,258.38560582649393,335.91981061555856
86,2020-04-17,291,77.86705257328265,168.00832346097923,True,87,266.85941356502207,335.91981061555856
87,2020-04-18,297,77.86705257328265,168.00832346097923,True,88,274.6280200888786,335.91981061555856
88,2020-04-19,298,77.86705257328265,168.00832346097923,True,89,281.7015772261964,335.91981061555856
89,2020-04-20,300,77.86705257328265,168.00832346097923,True,90,288.1022806660751,335.91981061555856
90,2020-04-21,307,77.86705257328265,168.00832346097923,True,91,293.8615742488737,335.91981061555856
91,2020-04-22,307,77.86705257328265,168.00832346097923,True,92,299.0175055842066,335.91981061555856
92,2020-04-23,307,77.86705257328265,168.00832346097923,True,93,303.61236005957966,335.91981061555856
93,2020-04-24,308,77.86705257328265,168.00832346097923,True,94,307.6906436966096,335.91981061555856
94,2020-04-25,308,77.86705257328265,168.00832346097923,True,95,311.2974391760556,335.91981061555856
95,2020-04-26,308,77.86705257328265,168.00832346097923,True,96,314.4771254850475,335.91981061555856
96,2020-04-27,308,77.86705257328265,168.00832346097923,True,97,317.2724295273191,335.91981061555856
97,2020-04-28,309,77.86705257328265,168.00832346097923,True,98,319.72376585067406,335.91981061555856
98,2020-04-29,313,77.86705257328265,168.00832346097923,True,99,321.8688160406722,335.91981061555856
99,2020-04-30,315,77.86705257328265,168.00832346097923,True,100,323.7422999864163,335.91981061555856
100,2020-05-01,316,77.86705257328265,168.00832346097923,True,101,325.37589514921393,335.91981061555856
101,2020-05-02,320,77.86705257328265,168.00832346097923,True,102,326.7982656065549,335.91981061555856
102,2020-05-03,321,77.86705257328265,168.00832346097923,True,103,328.0351688951903,335.91981061555856
103,2020-05-04,325,77.86705257328265,168.00832346097923,True,104,329.109614814878,335.91981061555856
104,2020-05-05,326,77.86705257328265,168.00832346097923,True,105,330.04205595559137,335.91981061555856
105,2020-05-06,327,77.86705257328265,168.00832346097923,True,106,330.85059456961324,335.91981061555856
106,2020-05-07,329,77.86705257328265,168.00832346097923,True,107,331.5511944650791,335.91981061555856
107,2020-05-08,329,77.86705257328265,168.00832346097923,True,108,332.15788987759464,335.91981061555856
108,2020-05-09,329,77.86705257328265,168.00832346097923,True,109,332.68298585865693,335.91981061555856
109,2020-05-10,330,77.86705257328265,168.00832346097923,True,110,333.13724670217545,335.91981061555856
110,2020-05-11,330,77.86705257328265,168.00832346097923,True,111,333.53007041577604,335.91981061555856
111,2020-05-12,331,77.86705257328265,168.00832346097923,True,112,333.86964832811424,335.91981061555856
112,2020-05-13,332,77.86705257328265,168.00832346097923,True,113,334.163109692342,335.91981061555856
113,2020-05-14,332,77.86705257328265,168.00832346097923,True,114,334.41665167150546,335.91981061555856
114,2020-05-15,334,77.86705257328265,168.00832346097923,True,115,334.6356554334404,335.91981061555856
115,2020-05-16,335,77.86705257328265,168.00832346097923,True,116,334.82478928836986,335.91981061555856
116,2020-05-17,335,77.86705257328265,168.00832346097923,True,117,334.98809990935484,335.91981061555856
117,2020-05-18,335,77.86705257328265,168.00832346097923,True,118,335.1290927128951,335.91981061555856
118,2020-05-19,335,77.86705257328265,168.00832346097923,True,119,335.25080246624776,335.91981061555856
119,2020-05-20,336,77.86705257328265,168.00832346097923,True,120,335.35585514579793,335.91981061555856
120,2020-05-21,336,77.86705257328265,168.00832346097923,True,121,335.4465220090754,335.91981061555856
121,2020-05-22,336,77.86705257328265,168.00832346097923,True,122,335.5247667704468,335.91981061555856
122,2020-05-23,336,77.86705257328265,168.00832346097923,True,123,335.59228669321703,335.91981061555856
